交易標的,地址,幾樓,屋齡,是否有電梯,坪數,每坪價格,車位坪數,車位每坪價格,緯度,經度,最近捷運站出口,距離(公尺),類別
房地(土地+建物),吳興街２８４巷２０號四樓,4.0,49.0,0,28.63,611342,0.0,,25.023956,121.563294,麟光站出口,764,無電梯_4樓以上
房地(土地+建物),雙園街６７巷３弄１號四樓,4.0,51.0,0,12.15,362188,0.0,,25.030299,121.494297,龍山寺站出口2,770,無電梯_4樓以上
房地(土地+建物),福德街１３７巷７號四樓,4.0,50.0,0,28.26,672412,0.0,,25.037111,121.582978,後山埤站出口2,742,無電梯_4樓以上
房地(土地+建物),景華街１２８巷３弄２６號四樓,4.0,41.0,0,31.07,476348,0.0,,24.995554,121.547952,景美站出口2,705,無電梯_4樓以上
房地(土地+建物),清江路１７７巷９號五樓,5.0,42.0,0,5.56,359912,0.0,,25.128145,121.502234,奇岩站出口1,258,無電梯_4樓以上
房地(土地+建物),信義路二段８６巷１６號五樓,5.0,41.0,0,17.4,804608,0.0,,25.033814,121.526193,東門站出口2,145,無電梯_4樓以上
房地(土地+建物),星雲街２６號五樓,5.0,39.0,0,31.31,454738,0.0,,25.078094,121.590802,文德站出口1,524,無電梯_4樓以上
房地(土地+建物),港墘路２７巷９號四樓,4.0,39.0,0,34.24,481851,0.0,,25.082576,121.578843,港墘站出口1,410,無電梯_4樓以上
房地(土地+建物),社中街２５０巷１號五樓,5.0,41.0,0,36.46,353810,0.0,,25.091975,121.507471,士林站出口1,1877,無電梯_4樓以上
房地(土地+建物),中山北路七段１４１巷１４弄６號四樓,4.0,43.0,0,33.75,474076,0.0,,25.12399,121.530932,石牌站出口1,1871,無電梯_4樓以上
房地(土地+建物),義方街４３號四樓,4.0,38.0,0,32.04,337695,0.0,,25.141459,121.500953,新北投站出口2,536,無電梯_4樓以上
房地(土地+建物),木新路三段５０巷２６號四樓,4.0,40.0,0,30.82,441291,0.0,,24.983699,121.563893,萬芳社區站出口,1716,無電梯_4樓以上
房地(土地+建物),葫蘆街２９巷３２號五樓,5.0,40.0,0,22.44,423305,0.0,,25.079049,121.509887,圓山站出口2,1309,無電梯_4樓以上
房地(土地+建物),社中街３７３號四樓,4.0,46.0,0,32.96,318535,0.0,,25.092144,121.503621,芝山站出口1,2209,無電梯_4樓以上
房地(土地+建物),永吉路４４３巷１１弄９號五樓,5.0,39.0,0,32.12,398513,0.0,,25.046708,121.578829,松山站出口4,354,無電梯_4樓以上
房地(土地+建物),承德路四段４０巷１３７號五樓之１０,4.0,52.0,0,10.77,538584,0.0,,25.081868,121.520182,劍潭站出口2,486,無電梯_4樓以上
房地(土地+建物),芝玉路一段１９７巷２號四樓,4.0,37.0,0,24.49,502238,0.0,,25.107615,121.533276,芝山站出口2,1179,無電梯_4樓以上
房地(土地+建物),士東路２００巷８３號四樓,4.0,46.0,0,25.19,571675,0.0,,25.109983,121.534169,芝山站出口2,1373,無電梯_4樓以上
房地(土地+建物),德行東路１９０巷３１弄１６號五樓,5.0,40.0,0,45.5,503308,0.0,,25.107609,121.532509,芝山站出口2,1107,無電梯_4樓以上
房地(土地+建物),溫泉路３５之３號四樓,4.0,45.0,0,34.04,411241,0.0,,25.134001,121.503504,新北投站出口1,330,無電梯_4樓以上
房地(土地+建物),大同街２０２之３號四樓,4.0,43.0,0,28.53,382030,0.0,,25.137663,121.499237,新北投站出口2,337,無電梯_4樓以上
房地(土地+建物),研究院路二段３５巷２３弄２號四樓,4.0,29.0,0,24.22,536855,0.0,,25.046297,121.616348,南港展覽館站出口7,879,無電梯_4樓以上
房地(土地+建物),景興路５３巷１３號四樓,4.0,47.0,0,36.02,499700,0.0,,24.99667,121.545664,景美站出口2,579,無電梯_4樓以上
房地(土地+建物),青年路１７８巷５２號四樓,4.0,48.0,0,11.87,404378,0.0,,25.019561,121.50183,頂溪站出口2,1495,無電梯_4樓以上
房地(土地+建物),仙岩路１６巷４４號五樓,5.0,29.0,0,34.52,472214,0.0,,24.997091,121.550068,萬芳醫院站出口,814,無電梯_4樓以上
房地(土地+建物),康樂街６１巷１２弄２號五樓,5.0,37.0,0,33.14,452600,0.0,,25.068798,121.619034,東湖站出口3,738,無電梯_4樓以上
房地(土地+建物),合江街１３０巷１９號四樓,4.0,53.0,0,25.69,572111,0.0,,25.05958,121.538238,行天宮站出口3,489,無電梯_4樓以上
房地(土地+建物),南京東路五段２５１巷２４弄３號五樓,5.0,41.0,0,24.11,696829,0.0,,25.052349,121.565015,南京三民站出口4,90,無電梯_4樓以上
房地(土地+建物),興隆路三段１８５巷９弄１２號四樓,4.0,39.0,0,26.24,365912,0.0,,24.995871,121.562147,萬芳醫院站出口,592,無電梯_4樓以上
房地(土地+建物),忠誠路二段２１巷６９弄１０號四樓,4.0,50.0,0,17.79,646541,0.0,,25.11035,121.533544,芝山站出口2,1341,無電梯_4樓以上
房地(土地+建物),吳興街６００巷７６弄９０號五樓,5.0,25.0,0,29.75,531078,0.0,,25.018508,121.569857,麟光站出口,1134,無電梯_4樓以上
房地(土地+建物),尊賢街２０６巷２號四樓,4.0,51.0,0,31.21,472622,0.0,,25.115303,121.508201,唭哩岸站出口1,615,無電梯_4樓以上
房地(土地+建物),中山北路六段２巷４１弄３號四樓,4.0,40.0,0,31.47,657217,0.0,,25.103727,121.527671,芝山站出口2,537,無電梯_4樓以上
房地(土地+建物),健康路３２５巷２３號四樓,4.0,36.0,0,30.35,731472,0.0,,25.056244,121.56704,南京三民站出口4,568,無電梯_4樓以上
房地(土地+建物),和平西路三段３８２巷１２弄３２號四樓,4.0,47.0,0,12.55,478176,0.0,,25.03464,121.490709,龍山寺站出口1,894,無電梯_4樓以上
房地(土地+建物),吳興街３６５巷３１號四樓,4.0,51.0,0,25.65,647124,0.0,,25.026086,121.567757,象山站出口2,733,無電梯_4樓以上
房地(土地+建物),德行東路３１０號五樓,5.0,43.0,0,37.58,457127,0.0,,25.110092,121.536749,芝山站出口2,1609,無電梯_4樓以上
房地(土地+建物),南京東路五段２５１巷２１號四樓,4.0,37.0,0,27.73,721237,0.0,,25.052707,121.565179,南京三民站出口4,133,無電梯_4樓以上
房地(土地+建物),石牌路二段３１５巷２８弄１０號四樓,4.0,42.0,0,37.09,486891,0.0,,25.123054,121.522798,石牌站出口1,1177,無電梯_4樓以上
房地(土地+建物),樂業街１６９巷２０號四樓,4.0,,0,23.67,654905,0.0,,25.019589,121.554641,麟光站出口,416,無電梯_4樓以上
房地(土地+建物),中社路二段１７巷９號四樓,4.0,47.0,0,31.38,444489,0.0,,25.108601,121.562372,劍南路站出口1,2666,無電梯_4樓以上
房地(土地+建物),光輝路８７巷２弄１號五樓,5.0,40.0,0,34.9,315192,0.0,,24.985651,121.557381,大坪林站出口5,1462,無電梯_4樓以上
房地(土地+建物),萬盛街１７３號四樓,4.0,47.0,0,33.34,410000,0.0,,25.004996,121.543571,萬隆站出口3,539,無電梯_4樓以上
房地(土地+建物),福港街２４４巷１８弄７號四樓,4.0,44.0,0,10.41,413104,0.0,,25.084754,121.516693,劍潭站出口2,828,無電梯_4樓以上
房地(土地+建物),中央北路三段４０巷３４弄３號四樓,4.0,43.0,0,22.11,316603,0.0,,25.139555,121.485038,復興崗站出口1,213,無電梯_4樓以上
房地(土地+建物),臨沂街７１巷１１號四樓,4.0,51.0,0,21.99,755037,0.0,,25.035266,121.528691,東門站出口8,135,無電梯_4樓以上
房地(土地+建物),吳興街２６９巷１弄１號四樓,4.0,49.0,0,23.76,711330,0.0,,25.027135,121.564318,台北101/世貿站出口3,627,無電梯_4樓以上
房地(土地+建物),中山北路七段８２巷１０弄４１號四樓,4.0,42.0,0,30.17,557815,0.0,,25.119794,121.53285,明德站出口2,1790,無電梯_4樓以上
房地(土地+建物),龍江路４１５巷７號五樓,5.0,43.0,0,35.77,587075,0.0,,25.066483,121.541528,中山國中站出口,676,無電梯_4樓以上
房地(土地+建物),文林路４９５巷１３之１號四樓,4.0,51.0,0,33.42,552012,0.0,,25.09607,121.524031,士林站出口1,293,無電梯_4樓以上
房地(土地+建物),環山路一段４７號四樓,4.0,43.0,0,25.43,401131,0.0,,25.086235,121.567592,西湖站出口1,444,無電梯_4樓以上
房地(土地+建物),忠義街７８巷１號五樓,5.0,43.0,0,30.53,589676,0.0,,25.106214,121.531586,芝山站出口2,968,無電梯_4樓以上
房地(土地+建物),民族東路５１２巷１３弄１９號四樓,4.0,42.0,0,33.18,596778,0.0,,25.066967,121.542833,中山國中站出口,692,無電梯_4樓以上
房地(土地+建物),光輝路４７巷１號四樓,4.0,40.0,0,41.33,405240,0.0,,24.985329,121.555621,大坪林站出口5,1281,無電梯_4樓以上
房地(土地+建物),內湖路二段３０１巷５弄１０號四樓,4.0,40.0,0,30.91,539694,0.0,,25.083224,121.590927,內湖站出口1,341,無電梯_4樓以上
房地(土地+建物),崗山路５巷２０號四樓,4.0,41.0,0,27.1,317368,0.0,,25.140111,121.485989,復興崗站出口1,278,無電梯_4樓以上
房地(土地+建物),環山路一段１３６巷１２弄４號四樓,4.0,45.0,0,27.63,580224,0.0,,25.087295,121.568501,西湖站出口1,582,無電梯_4樓以上
房地(土地+建物),中和街５２５巷６弄２７號四樓,4.0,45.0,0,27.15,361007,0.0,,25.145135,121.492763,復興崗站出口1,1113,無電梯_4樓以上
房地(土地+建物),環河南路二段２８０巷２７號四樓,4.0,39.0,0,34.68,346035,0.0,,25.033181,121.489678,龍山寺站出口1,1025,無電梯_4樓以上
房地(土地+建物),大度路三段３０１巷２８弄５號四樓,4.0,36.0,0,32.85,350061,0.0,,25.122551,121.465928,關渡站出口2,338,無電梯_4樓以上
房地(土地+建物),木新路三段２３２巷６弄１４號四樓,4.0,47.0,0,29.55,465342,0.0,,24.981932,121.559614,大坪林站出口5,1657,無電梯_4樓以上
房地(土地+建物),天母東路８１巷２０弄２２號五樓,5.0,38.0,0,34.03,464362,0.0,,25.119442,121.535627,明德站出口2,1999,無電梯_4樓以上
房地(土地+建物),立農街一段２５７巷３弄３號四樓,4.0,45.0,0,19.97,450653,0.0,,25.119995,121.505081,唭哩岸站出口2,126,無電梯_4樓以上
房地(土地+建物),文昌路１５５巷９號四樓,4.0,49.0,0,37.93,469280,0.0,,25.097507,121.519866,芝山站出口1,577,無電梯_4樓以上
房地(土地+建物),大湖山莊街１８１號四樓,4.0,35.0,0,32.22,574245,0.0,,25.088249,121.601135,大湖公園站出口1,500,無電梯_4樓以上
房地(土地+建物),開明街１２號五樓,5.0,43.0,0,14.07,426554,0.0,,25.142032,121.500477,新北投站出口2,611,無電梯_4樓以上
房地(土地+建物),江南街７１巷１６弄７６號五樓,5.0,33.0,0,32.77,552389,0.0,,25.07626,121.578944,港墘站出口1,534,無電梯_4樓以上
房地(土地+建物),德行東路２７１號五樓,5.0,44.0,0,32.35,741832,0.0,,25.110045,121.535283,芝山站出口2,1475,無電梯_4樓以上
建物,羅斯福路六段１８號五樓,5.0,45.0,0,26.08,335565,0.0,,25.000088,121.539526,萬隆站出口1,156,無電梯_4樓以上
建物,羅斯福路六段１８號四樓,4.0,45.0,0,26.08,335565,0.0,,25.000088,121.539526,萬隆站出口1,156,無電梯_4樓以上
房地(土地+建物),士東路２６６巷５弄６之１號四樓,4.0,41.0,0,26.25,628477,0.0,,25.112456,121.536921,芝山站出口2,1753,無電梯_4樓以上
房地(土地+建物),青年路６８巷３０號五樓,5.0,48.0,0,9.43,540716,0.0,,25.023488,121.501856,龍山寺站出口2,1309,無電梯_4樓以上
房地(土地+建物),石牌路一段７１巷９弄１７號四樓,4.0,45.0,0,37.6,521309,0.0,,25.113714,121.510189,石牌站出口1,529,無電梯_4樓以上
房地(土地+建物),虎林街２３２巷６５號四樓,4.0,48.0,0,26.1,613106,0.0,,25.035708,121.575929,永春站出口3,556,無電梯_4樓以上
房地(土地+建物),木新路三段３６５巷３號四樓,4.0,38.0,0,30.75,406556,0.0,,24.980027,121.555618,大坪林站出口5,1290,無電梯_4樓以上
房地(土地+建物),康寧路三段１６５巷２３弄１７號四樓,4.0,38.0,0,33.08,528951,0.0,,25.07186,121.611651,葫洲站出口1,368,無電梯_4樓以上
房地(土地+建物),萬慶街２２之３號四樓,4.0,48.0,0,27.38,584449,0.0,,24.992821,121.539349,景美站出口3,121,無電梯_4樓以上
房地(土地+建物),成福路１４９巷１０弄７號四樓,4.0,38.0,0,27.82,478058,0.0,,25.041725,121.588611,後山埤站出口3,664,無電梯_4樓以上
房地(土地+建物),吳興街６００巷３７弄９號四樓,4.0,45.0,0,31.73,488556,0.0,,25.020971,121.570183,麟光站出口,1197,無電梯_4樓以上
房地(土地+建物),西藏路１９９巷１９號四樓,4.0,39.0,0,27.64,443257,0.0,,25.028691,121.499902,龍山寺站出口2,714,無電梯_4樓以上
房地(土地+建物),興隆路三段２０７巷１６弄５號四樓,4.0,38.0,0,29.71,302882,0.0,,24.994552,121.562237,萬芳醫院站出口,703,無電梯_4樓以上
房地(土地+建物),尊賢街２４１巷８號四樓,4.0,46.0,0,23.11,575560,0.0,,25.116473,121.507049,唭哩岸站出口1,471,無電梯_4樓以上
房地(土地+建物),福德街３０９巷１５號四樓,4.0,47.0,0,16.14,680494,0.0,,25.039101,121.588065,後山埤站出口2,808,無電梯_4樓以上
房地(土地+建物),辛亥路四段１０１巷３０號四樓,4.0,38.0,0,29.65,408081,0.0,,25.006811,121.560188,辛亥站出口,370,無電梯_4樓以上
房地(土地+建物),金龍路７９號五樓,5.0,39.0,0,29.68,498059,0.0,,25.085234,121.592162,內湖站出口1,269,無電梯_4樓以上
房地(土地+建物),榮華三路２４巷１弄１７號四樓,4.0,52.0,0,33.03,508676,0.0,,25.114362,121.520608,石牌站出口2,449,無電梯_4樓以上
房地(土地+建物),研究院路二段２巷４０號四樓,4.0,37.0,0,32.03,405848,0.0,,25.048647,121.613509,南港站出口2,718,無電梯_4樓以上
房地(土地+建物),光復南路４２１巷２３號五樓,5.0,43.0,0,28.09,747594,0.0,,25.036223,121.558673,台北101/世貿站出口1,460,無電梯_4樓以上
房地(土地+建物),成功路四段１６７巷１９號四樓,4.0,43.0,0,34.06,499098,0.0,,25.082866,121.594947,內湖站出口2,92,無電梯_4樓以上
房地(土地+建物),萬大路２７７巷３號四樓,4.0,37.0,0,28.52,473308,0.0,,25.025453,121.50079,龍山寺站出口2,1078,無電梯_4樓以上
房地(土地+建物),木柵路一段５９巷１５號四樓,4.0,41.0,0,24.74,439856,0.0,,24.987945,121.546557,大坪林站出口5,659,無電梯_4樓以上
房地(土地+建物),羅斯福路三段２６９巷５３之５號,4.0,54.0,0,33.54,775237,0.0,,25.020495,121.531477,台電大樓站出口2,243,無電梯_4樓以上
房地(土地+建物),萬慶街３２巷１２號五樓,5.0,41.0,0,24.7,445415,0.0,,24.993271,121.539273,景美站出口3,141,無電梯_4樓以上
房地(土地+建物),泰順街６２巷４號四樓,4.0,39.0,0,30.19,728142,0.0,,25.022136,121.530797,台電大樓站出口2,276,無電梯_4樓以上
房地(土地+建物),林口街２４巷１號四樓,4.0,50.0,0,27.55,362915,0.0,,25.037503,121.579556,永春站出口4,465,無電梯_4樓以上
房地(土地+建物),和平西路三段３０９巷１５弄２７號四樓,4.0,51.0,0,24.14,397639,0.0,,25.03594,121.492646,龍山寺站出口1,695,無電梯_4樓以上
房地(土地+建物),同德街４０巷７號四樓,4.0,38.0,0,25.63,487695,0.0,,25.124423,121.528104,石牌站出口1,1667,無電梯_4樓以上
房地(土地+建物),承德路三段８巷１０號四樓,4.0,48.0,0,28.13,533249,0.0,,25.063633,121.516887,民權西路站出口5,195,無電梯_4樓以上
房地(土地+建物),克強路１６號五樓,5.0,42.0,0,38.21,523482,0.0,,25.10901,121.52412,明德站出口1,501,無電梯_4樓以上
房地(土地+建物),新生北路三段１９巷５２號四樓,4.0,49.0,0,27.72,649326,0.0,,25.063908,121.530018,中山國小站出口3,333,無電梯_4樓以上
房地(土地+建物),浦城街４巷１２號五樓,5.0,43.0,0,34.08,612629,0.0,,25.024324,121.526253,古亭站出口2,320,無電梯_4樓以上
房地(土地+建物),東湖路４３巷３２弄４號四樓,4.0,38.0,0,26.89,552267,0.0,,25.070208,121.613489,東湖站出口3,382,無電梯_4樓以上
房地(土地+建物),寶興街２２２巷５８號四樓,4.0,53.0,0,21.35,374753,0.0,,25.022059,121.493838,龍山寺站出口2,1570,無電梯_4樓以上
房地(土地+建物),中央北路三段１６８巷５號五樓,5.0,41.0,0,29.48,352762,0.0,,25.137344,121.481891,復興崗站出口2,326,無電梯_4樓以上
房地(土地+建物),泰順街３８巷２８之３號,4.0,,0,23.46,745795,0.0,,25.024574,121.529964,台電大樓站出口3,434,無電梯_4樓以上
房地(土地+建物),中山北路七段１４巷８２弄６號四樓,4.0,35.0,0,32.2,512405,0.0,,25.121607,121.535005,明德站出口2,2085,無電梯_4樓以上
房地(土地+建物)+車位,木柵路二段１０９巷１９號五樓,5.0,27.0,0,40.2,377620,0.0,,24.989429,121.562501,萬芳社區站出口,1179,無電梯_4樓以上
房地(土地+建物),石牌路二段３１５巷１６弄５之１號四樓,4.0,43.0,0,41.95,490541,0.0,,25.123952,121.522227,石牌站出口1,1221,無電梯_4樓以上
房地(土地+建物),社中街２１０巷３０號五樓,5.0,41.0,0,32.17,419595,0.0,,25.091697,121.508866,士林站出口1,1743,無電梯_4樓以上
房地(土地+建物),萬大路９０巷５弄３號四樓,4.0,45.0,0,33.03,436008,0.0,,25.030046,121.499723,龍山寺站出口2,563,無電梯_4樓以上
房地(土地+建物),松江路１５６巷８號四樓,4.0,46.0,0,45.93,609643,0.0,,25.054311,121.532191,松江南京站出口8,204,無電梯_4樓以上
房地(土地+建物),福興路７８巷１弄２號四樓,4.0,41.0,0,28.78,454785,0.0,,25.004474,121.551165,辛亥站出口,594,無電梯_4樓以上
房地(土地+建物),林口街３８巷３４號四樓,4.0,49.0,0,26.98,714685,0.0,,25.03825,121.580666,永春站出口4,494,無電梯_4樓以上
房地(土地+建物),興隆路一段１２４號四樓,4.0,48.0,0,31.43,444484,0.0,,25.002317,121.541628,萬隆站出口2,227,無電梯_4樓以上
房地(土地+建物),知行路２９３巷９弄３７號五樓,5.0,41.0,0,31.52,437769,0.0,,25.12096,121.466772,關渡站出口1,499,無電梯_4樓以上
房地(土地+建物),文昌街２７８巷９號五樓之１,5.0,43.0,0,27.37,657723,0.0,,25.031818,121.556625,信義安和站出口4,351,無電梯_4樓以上
房地(土地+建物),松江路３８巷５號四樓,4.0,46.0,0,35.83,669810,0.0,,25.047642,121.532335,松江南京站出口3,387,無電梯_4樓以上
房地(土地+建物),辛亥路四段２３６號四樓,4.0,,0,24.77,406966,0.0,,25.001834,121.555054,萬芳醫院站出口,384,無電梯_4樓以上
房地(土地+建物),環河南路二段５０巷１號四樓,4.0,39.0,0,23.15,336973,0.0,,25.037799,121.496138,龍山寺站出口1,428,無電梯_4樓以上
