交易標的,地址,幾樓,屋齡,是否有電梯,坪數,每坪價格,車位坪數,車位每坪價格,緯度,經度,最近捷運站出口,距離(公尺),類別
房地(土地+建物),建民路１５３號,,54.0,0,36.21,1237151,0.0,,25.110554,121.519417,明德站出口2,92,樓層未顯示或多層樓
房地(土地+建物),忠誠路二段２１巷５３號,,47.0,0,41.1,1009792,0.0,,25.110119,121.533451,芝山站出口2,1319,樓層未顯示或多層樓
房地(土地+建物),興隆路二段９６巷９７號,,42.0,0,50.63,1036886,0.0,,24.997482,121.550865,萬芳醫院站出口,724,樓層未顯示或多層樓
房地(土地+建物),成福路１２１巷２２弄１６號,,46.0,0,24.62,885334,0.0,,25.042693,121.588086,後山埤站出口3,561,樓層未顯示或多層樓
房地(土地+建物),環河北路二段２０５巷２４號,,,0,39.68,755955,0.0,,25.069199,121.509897,大橋頭站出口1A,678,樓層未顯示或多層樓
房地(土地+建物),稻香路１２９巷１２號,,49.0,0,23.96,626097,0.0,,25.141843,121.489882,復興崗站出口1,647,樓層未顯示或多層樓
房地(土地+建物)+車位,翠宜路９８號,,25.0,0,77.27,530583,0.0,,25.143612,121.503952,新北投站出口1,740,樓層未顯示或多層樓
房地(土地+建物),和平東路四段６５巷２７弄１０之５號,,34.0,0,49.92,340514,0.0,,25.007514,121.567348,萬芳社區站出口,999,樓層未顯示或多層樓
房地(土地+建物),懷德街３之４號,,43.0,0,42.79,913860,0.0,,25.110575,121.519667,明德站出口2,114,樓層未顯示或多層樓
房地(土地+建物),光輝路１８巷３號,,,0,30.42,1084836,0.0,,24.987253,121.554789,大坪林站出口5,1265,樓層未顯示或多層樓
房地(土地+建物),杏林三路３９號,,54.0,0,29.34,548693,0.0,,25.141437,121.497465,新北投站出口2,717,樓層未顯示或多層樓
房地(土地+建物),至誠路一段３０５巷３弄８號,,44.0,0,65.84,883630,0.0,,25.101394,121.531341,芝山站出口1,880,樓層未顯示或多層樓
房地(土地+建物),景雲街３９號,,,0,67.13,744782,0.0,,25.017547,121.575649,麟光站出口,1721,樓層未顯示或多層樓
房地(土地+建物),環河北路二段２１３巷２０號,,,0,36.76,571230,0.0,,25.069649,121.509842,大橋頭站出口1A,728,樓層未顯示或多層樓
房地(土地+建物)+車位,復興四路１０５巷２之５號,,16.0,0,85.24,453552,0.0,,25.144775,121.502618,新北投站出口1,873,樓層未顯示或多層樓
房地(土地+建物)+車位,成功路四段２９４巷２１弄１６號,,35.0,0,80.47,595048,13.25,0.0,25.086035,121.59806,內湖站出口2,438,樓層未顯示或多層樓
房地(土地+建物),清江路２４７巷１９號,,52.0,0,35.49,628359,0.0,,25.125838,121.50235,奇岩站出口3,134,樓層未顯示或多層樓
房地(土地+建物),清江路２２１號,,55.0,0,32.85,791441,0.0,,25.126954,121.501826,奇岩站出口1,126,樓層未顯示或多層樓
房地(土地+建物),萬壽路６１巷３２號,,47.0,0,40.1,436416,0.0,,24.986526,121.589471,動物園站出口1,1624,樓層未顯示或多層樓
房地(土地+建物),中正街４９巷３１弄１６號,,66.0,0,21.66,1231994,0.0,,25.131421,121.49994,北投站出口2,87,樓層未顯示或多層樓
房地(土地+建物)+車位,民權東路六段１８０巷５５弄２號,,20.0,0,98.66,504256,0.0,,25.066934,121.592768,文德站出口1,1490,樓層未顯示或多層樓
房地(土地+建物)+車位,中央北路三段１８２巷５號,,17.0,0,78.09,401699,0.0,,25.137317,121.48143,復興崗站出口2,372,樓層未顯示或多層樓
房地(土地+建物),萬壽路６１巷１２號,,47.0,0,40.1,448885,0.0,,24.98644,121.588567,動物園站出口1,1579,樓層未顯示或多層樓
房地(土地+建物)+車位,成功路四段２９４巷６６弄１７號,,35.0,0,71.56,521234,9.79,0.0,25.087465,121.597729,內湖站出口2,529,樓層未顯示或多層樓
房地(土地+建物)+車位,康寧路三段７５巷１８６弄１０號,,36.0,0,91.84,424671,0.0,,25.07687,121.6133,葫洲站出口1,716,樓層未顯示或多層樓
房地(土地+建物),永吉路１８０巷２９號,,58.0,0,37.93,769769,0.0,,25.044582,121.571541,永春站出口1,538,樓層未顯示或多層樓
房地(土地+建物),成功路四段２９４巷７０弄１１號,,35.0,0,71.56,490202,0.0,,25.087177,121.598669,大湖公園站出口1,522,樓層未顯示或多層樓
房地(土地+建物),中和街５０２巷１弄２２號,,48.0,0,27.22,703766,0.0,,25.145728,121.493692,復興崗站出口1,1224,樓層未顯示或多層樓
房地(土地+建物),莒光路２８３巷３弄１９號,,,0,13.6,1102910,0.0,,25.030779,121.500102,龍山寺站出口2,482,樓層未顯示或多層樓
房地(土地+建物),興隆路三段２５５巷６弄２３號,,32.0,0,103.77,250555,0.0,,24.991538,121.559552,萬芳醫院站出口,891,樓層未顯示或多層樓
房地(土地+建物),瑞光路１２２巷７１弄９號,,25.0,0,72.07,770111,0.0,,25.070901,121.579237,文德站出口2,989,樓層未顯示或多層樓
房地(土地+建物),延平北路四段１０２巷１０號,,21.0,0,34.78,618093,0.0,,25.071659,121.51063,大橋頭站出口3,925,樓層未顯示或多層樓
房地(土地+建物),辛亥路四段１０１巷２９號,,49.0,0,28.9,743924,0.0,,25.006911,121.55983,辛亥站出口,346,樓層未顯示或多層樓
房地(土地+建物),天母東路１０７巷４號,,52.0,0,83.01,1168592,0.0,,25.11875,121.53682,明德站出口2,2065,樓層未顯示或多層樓
房地(土地+建物),社中街４０４號,,51.0,0,73.18,444106,0.0,,25.092105,121.502987,芝山站出口1,2266,樓層未顯示或多層樓
房地(土地+建物),建民路１５３之１號,,47.0,0,33.04,1216744,0.0,,25.110863,121.51962,明德站出口2,131,樓層未顯示或多層樓
房地(土地+建物),福德路８２巷１５號,,55.0,0,20.27,1406194,0.0,,25.092683,121.521204,士林站出口1,505,樓層未顯示或多層樓
