交易標的,地址,幾樓,屋齡,是否有電梯,坪數,每坪價格,車位坪數,車位每坪價格,緯度,經度
房地(土地+建物),敦化南路二段６３巷５３弄１２號五樓,5.0,37.0,有,36.7,1062605,0.0,,25.031575,121.551461
房地(土地+建物),溫州街６４號六樓之５,6.0,,有,12.8,906552,0.0,,25.020377,121.532868
房地(土地+建物),敦化南路二段６３巷５３弄７號,1.0,41.0,有,79.29,832439,0.0,,25.031501,121.551668
房地(土地+建物),港墘路２６巷１２號五樓,5.0,39.0,無,29.81,503267,0.0,,25.082801,121.577457
房地(土地+建物),中山北路七段１９０巷２７號,1.0,42.0,有,41.24,557755,0.0,,25.125946,121.535242
房地(土地+建物)+車位,中坡南路２２巷７號三樓,3.0,8.0,有,34.63,919878,5.87,374787.0,25.043071,121.582467
房地(土地+建物),忠孝東路六段２７８巷３５弄１３號,1.0,,無,16.33,955006,0.0,,25.048332,121.590245
房地(土地+建物),興南街５２巷２２號三樓,3.0,45.0,無,19.04,525229,0.0,,25.05658,121.603988
房地(土地+建物)+車位,辛亥路六段３３號十一樓之１,11.0,14.0,有,51.02,729781,13.13,0.0,24.989297,121.553074
房地(土地+建物)+車位,敬業三路１６２巷２１２號四樓,4.0,22.0,有,47.02,595523,0.0,,25.079602,121.559801
房地(土地+建物)+車位,忠誠路一段６２號十樓,10.0,26.0,有,75.48,837278,0.0,,25.104826,121.527415
房地(土地+建物),溫州街４９巷４號,1.0,,無,29.94,1169186,0.0,,25.021314,121.533273
房地(土地+建物)+車位,立農街二段２７８巷２號,1.0,26.0,有,39.24,613656,0.0,,25.118663,121.515653
房地(土地+建物)+車位,基河路３００巷２９號三樓,3.0,1.0,有,65.97,849497,9.14,240700.0,25.093652,121.518398
房地(土地+建物),星雲街２１０巷２８號四樓,4.0,8.0,有,15.83,906976,0.0,,25.079528,121.597843
房地(土地+建物)+車位,基河路３００巷２７號十三樓,13.0,1.0,有,83.37,924804,18.28,262582.0,25.093602,121.518436
房地(土地+建物)+車位,新豐街７５號五樓,5.0,3.0,有,32.63,935898,6.59,0.0,25.06026,121.584207
房地(土地+建物)+車位,仙岩路２２巷４號四樓之２,4.0,26.0,有,61.56,449187,0.0,,24.998763,121.5489
房地(土地+建物)+車位,萬大路４２３巷５２號十二樓之２,12.0,14.0,有,57.26,551838,0.0,,25.021721,121.501448
房地(土地+建物)+車位,木柵路四段１５３號九樓之１,9.0,23.0,有,54.56,645766,13.37,164547.0,24.999095,121.575052
房地(土地+建物),延壽街３６０號二樓,2.0,43.0,無,30.72,781203,0.0,,25.056415,121.558744
房地(土地+建物),忠孝東路五段４２３巷３弄８號五樓,5.0,33.0,無,39.48,569920,0.0,,25.041459,121.575021
房地(土地+建物)+車位,南京東路六段１４８號十二樓,12.0,15.0,有,30.43,761299,2.61,574713.0,25.055209,121.578849
房地(土地+建物),吳興街２８４巷２４弄２４號四樓,4.0,46.0,無,29.46,556622,0.0,,25.024056,121.562778
房地(土地+建物)+車位,基河路３００巷２７號十樓,10.0,1.0,有,74.1,909723,9.14,240700.0,25.093602,121.518436
房地(土地+建物),成福路１２１巷２２弄１６號,,46.0,無,24.62,885334,0.0,,25.042693,121.588086
房地(土地+建物)+車位,福興路１０６巷２８弄１號十樓之２,10.0,12.0,有,32.98,614459,11.01,190736.0,25.006575,121.550103
房地(土地+建物),吳興街２８４巷２４弄３４號四樓,4.0,37.0,無,31.06,614342,0.0,,25.023757,121.562384
房地(土地+建物),忠孝東路四段２１６巷４０弄１６號二樓,2.0,39.0,有,39.41,888108,0.0,,25.039365,121.552186
房地(土地+建物),興隆路三段１８５巷３弄７號四樓,4.0,38.0,無,26.24,341137,0.0,,24.995911,121.560772
房地(土地+建物)+車位,松仁路３０８巷９７號五樓,5.0,8.0,有,18.22,961821,2.21,0.0,25.020418,121.570808
房地(土地+建物)+車位,同安街６５號七樓,7.0,8.0,有,22.79,838269,4.18,598086.0,25.023813,121.521562
房地(土地+建物),懷德街８６號五樓,5.0,44.0,無,37.07,472102,0.0,,25.113914,121.519863
房地(土地+建物),育英街３１巷３６弄１之３號四樓,4.0,47.0,無,36.1,460622,0.0,,24.989685,121.538367
房地(土地+建物),民族東路５１２巷１３弄４９號五樓,5.0,40.0,無,33.56,555733,0.0,,25.066229,121.543789
房地(土地+建物),懷德街６２號四樓,4.0,42.0,無,30.71,617007,0.0,,25.113052,121.51973
房地(土地+建物),永康街２３巷１６號四樓,4.0,38.0,無,24.44,920776,0.0,,25.031884,121.530629
房地(土地+建物)+車位,內湖路二段１０３巷９６號六樓,6.0,25.0,有,94.4,762703,0.0,,25.083391,121.580926
房地(土地+建物)+車位,金湖路１２５號八樓,8.0,9.0,有,130.51,896953,26.15,321224.0,25.080364,121.598135
房地(土地+建物),成功路四段１９１之１號五樓,5.0,40.0,無,31.5,596896,0.0,,25.084127,121.595351
房地(土地+建物)+車位,政大二街１１７號九樓,9.0,25.0,有,45.5,408801,0.0,,24.988239,121.583216
房地(土地+建物),康樂街１３６巷２９弄５８號四樓,4.0,36.0,無,34.22,438279,0.0,,25.073485,121.618087
房地(土地+建物)+車位,光復南路２９０巷２８號二樓,2.0,10.0,有,79.23,1111629,11.87,0.0,25.03945,121.55639
房地(土地+建物),重慶北路四段８１號二樓之２,2.0,43.0,有,42.43,443034,0.0,,25.081594,121.512437
房地(土地+建物),內湖路一段２２９號三樓,3.0,45.0,無,34.38,607293,0.0,,25.082702,121.565053
房地(土地+建物),健康路１７４之１號十樓,10.0,44.0,有,18.02,893457,0.0,,25.053719,121.558693
建物,羅斯福路六段１２號三樓之３,3.0,44.0,有,10.3,354469,0.0,,25.000253,121.539401
房地(土地+建物),濟南路三段３１號,1.0,38.0,有,54.72,1151397,0.0,,25.040263,121.53532
建物,延平北路八段２巷６３弄２０號二樓,2.0,51.0,無,23.79,105066,0.0,,25.106676,121.486225
房地(土地+建物),康樂街１０９號五樓,5.0,37.0,無,25.68,404950,0.0,,25.070582,121.619163
房地(土地+建物),石牌路一段１６６巷４６號二樓,2.0,13.0,有,13.84,839616,0.0,,25.113597,121.514044
房地(土地+建物)+車位,辛亥路四段２１巷２０號十三樓之１,13.0,26.0,有,58.53,411202,0.0,,25.009077,121.559216
房地(土地+建物)+車位,萬大路４２３巷５２號十二樓之２,12.0,14.0,有,57.26,515165,0.0,,25.021721,121.501448
房地(土地+建物),德行東路２０３巷８號五樓,5.0,42.0,無,31.68,536552,0.0,,25.109703,121.531962
房地(土地+建物),延平北路五段１６３巷３５弄２４之１號四樓,4.0,38.0,無,18.69,427934,0.0,,25.081887,121.508808
房地(土地+建物)+車位,三民路１８號三樓之３,3.0,8.0,有,40.5,864097,0.0,,25.052761,121.563964
房地(土地+建物),敦化南路一段３１７號七樓,7.0,43.0,有,42.66,1157402,0.0,,25.034762,121.549409
房地(土地+建物)+車位,菁山路１０６號二樓,2.0,5.0,有,92.77,706342,23.14,172861.0,25.139857,121.551755
房地(土地+建物),新生北路三段８７巷４７號,1.0,49.0,無,28.12,889131,0.0,,25.06744,121.529519
房地(土地+建物),和平東路三段３９１巷８弄３６之１號四樓,4.0,35.0,無,23.5,617069,0.0,,25.020625,121.557264
房地(土地+建物),雙園街１２０號二樓,2.0,47.0,無,26.45,453677,0.0,,25.031249,121.492428
房地(土地+建物)+車位,敦煌路８８巷６號七樓之１,7.0,12.0,有,49.47,727307,13.31,187829.0,25.075566,121.517035
房地(土地+建物)+車位,臥龍街２９２號六樓之１,6.0,7.0,有,39.11,666783,0.0,,25.016848,121.559203
房地(土地+建物),吳興街３９４巷１２號五樓之３,5.0,30.0,有,17.57,620512,0.0,,25.024563,121.566724
房地(土地+建物)+車位,堤頂大道二段２４６巷１２號八樓,8.0,19.0,有,161.3,1171716,0.0,,25.077261,121.566057
房地(土地+建物),南深路２１巷１１號四樓,4.0,41.0,無,26.83,380104,0.0,,25.038043,121.621757
房地(土地+建物),立農街一段２２巷１弄１１號四樓,4.0,49.0,無,25.6,584684,0.0,,25.119673,121.503634
房地(土地+建物),中山北路七段２１９巷８號五樓之１８、五樓之１９,5.0,32.0,有,29.66,579845,0.0,,25.12719,121.532442
房地(土地+建物)+車位,辛亥路四段２０９巷２８號二十五樓,25.0,2.0,有,51.48,742671,0.0,,25.002049,121.556344
房地(土地+建物)+車位,迪化街二段１５８號十一樓之１,11.0,1.0,有,51.55,686017,9.71,278064.0,25.066822,121.510066
房地(土地+建物)+車位,建國北路三段７１號十二樓之３,12.0,6.0,有,33.53,812533,8.01,474407.0,25.065123,121.537204
房地(土地+建物),金湖路１５５巷１８號,1.0,9.0,有,25.37,862311,0.0,,25.079284,121.598118
房地(土地+建物),石牌路二段３１５巷３４弄３６號五樓,5.0,3.0,有,12.45,843109,0.0,,25.123068,121.523431
房地(土地+建物)+車位,瑞安街２０８巷４７弄１９號四樓,4.0,28.0,有,37.13,781129,0.0,,25.030032,121.541296
房地(土地+建物)+車位,永吉路３０巷１０１弄２９號二樓,2.0,9.0,有,69.79,984057,0.0,,25.043686,121.569917
房地(土地+建物),延吉街４８巷５號五樓,5.0,44.0,有,19.98,780895,0.0,,25.044909,121.553417
房地(土地+建物),信義路四段２６５巷２０弄９號二樓,2.0,36.0,有,38.77,949302,0.0,,25.034979,121.55408
房地(土地+建物),汀州路三段６５號四樓,4.0,3.0,有,32.66,979675,0.0,,25.017984,121.528252
房地(土地+建物),天母東路１０５巷３６號二樓,2.0,43.0,無,44.79,453246,0.0,,25.119902,121.535212
房地(土地+建物),中央北路二段６６號三樓,3.0,29.0,有,24.64,493129,0.0,,25.137363,121.494697
房地(土地+建物),同德街４４巷７號,1.0,37.0,無,26.46,642562,0.0,,25.124152,121.528056
房地(土地+建物),社子街１２５巷４０弄６號三樓,3.0,45.0,無,24.22,381898,0.0,,25.088652,121.506559
房地(土地+建物),新生北路三段９３巷５３號二樓,2.0,48.0,無,29.09,567296,0.0,,25.067846,121.529758
房地(土地+建物)+車位,基湖路１５７巷２號七樓,7.0,19.0,有,167.97,1308656,39.49,202583.0,25.077149,121.563422
房地(土地+建物),瑞光路２５３巷２６號五樓,5.0,38.0,有,31.56,594054,0.0,,25.075151,121.578556
房地(土地+建物),興隆路二段２５５號二樓,2.0,2.0,有,18.81,611494,0.0,,25.002006,121.55171
房地(土地+建物),基湖路１５１巷２１號四樓之５,4.0,17.0,無,12.13,808100,0.0,,25.077691,121.564324
房地(土地+建物),致遠一路一段１２５巷６號四樓,4.0,45.0,無,35.68,470814,0.0,,25.110239,121.514403
房地(土地+建物),莊敬路２８９巷６弄２號,1.0,36.0,有,68.34,609473,0.0,,25.028987,121.563743
房地(土地+建物),敦化南路二段１４６巷２號十二樓,12.0,37.0,有,34.66,775457,0.0,,25.02545,121.54821
房地(土地+建物),福興路１０６巷３３號十樓,10.0,9.0,有,39.39,583972,0.0,,25.006831,121.550054
房地(土地+建物),浦城街１３巷９號五樓之８,5.0,14.0,有,5.93,1104178,0.0,,25.024557,121.527303
房地(土地+建物),基隆路一段１４７巷５弄３２號四樓之８,4.0,30.0,有,11.82,891192,0.0,,25.042861,121.566921
房地(土地+建物),雨農路９０號四樓,4.0,17.0,有,60.08,515958,0.0,,25.099197,121.53355
房地(土地+建物)+車位,辛亥路四段１６６巷２９號八樓,8.0,3.0,有,32.42,779861,8.05,186335.0,25.004527,121.555289
房地(土地+建物)+車位,建國北路一段６５號五樓,5.0,8.0,有,56.7,809207,0.0,,25.050823,121.537221
房地(土地+建物)+車位,舊莊街一段２１２巷１６號,1.0,6.0,有,29.02,596840,7.65,0.0,25.038283,121.622179
房地(土地+建物)+車位,敦化南路一段１３８號五樓,5.0,1.0,有,74.9,1569180,19.53,460829.0,25.044549,121.548483
房地(土地+建物),基隆路一段１４７巷４５號二樓,2.0,35.0,無,32.68,810843,0.0,,25.042436,121.567723
房地(土地+建物),忠孝東路五段２３６巷２８號四樓,4.0,34.0,有,40.6,965626,0.0,,25.039433,121.571763
房地(土地+建物),健康路３５巷２６號六樓,6.0,20.0,有,36.03,860305,0.0,,25.055524,121.55384
房地(土地+建物)+車位,辛亥路四段２０９巷１８號二十三樓,23.0,2.0,有,51.48,760018,10.0,280000.0,25.002131,121.556066
房地(土地+建物),中山北路二段３６巷２４號四樓,4.0,38.0,無,21.91,730158,0.0,,25.054197,121.521198
房地(土地+建物),環山路二段２５巷３號五樓,5.0,39.0,無,25.46,534206,0.0,,25.085841,121.57139
房地(土地+建物)+車位,陽光街９２巷２５弄１９號六樓之２,6.0,8.0,有,21.67,920010,4.06,0.0,25.075915,121.584153
房地(土地+建物)+車位,市民大道三段１８０號八樓,8.0,6.0,有,113.24,1101095,15.0,0.0,25.044465,121.53744
房地(土地+建物),東園街２８巷５０號四樓之１３,4.0,29.0,有,10.25,406026,0.0,,25.026496,121.494786
房地(土地+建物),新民路１巷５之１３號四樓,4.0,40.0,有,23.96,367310,0.0,,25.140024,121.507297
房地(土地+建物),中坡北路１５巷２號二樓,2.0,38.0,有,34.68,619872,0.0,,25.04476,121.580711
房地(土地+建物)+車位,經園街６０號三樓,3.0,10.0,有,49.79,874276,10.9,229358.0,25.062356,121.616207
房地(土地+建物),康樂街１１０巷１６弄２８號二樓,2.0,37.0,無,23.54,482634,0.0,,25.070148,121.618327
房地(土地+建物),敦化南路二段２６號二樓,2.0,34.0,有,57.76,1038740,0.0,,25.032324,121.548401
房地(土地+建物),建國北路二段３５號二樓之２,2.0,34.0,有,10.52,832386,0.0,,25.055296,121.537233
房地(土地+建物)+車位,關渡路４８號二十樓,20.0,9.0,有,143.99,683465,27.52,0.0,25.120481,121.469064
房地(土地+建物),環山路二段１０巷６弄４號四樓,4.0,40.0,無,29.3,529063,0.0,,25.08668,121.571024
房地(土地+建物)+車位,莒光路３３７號十五樓,15.0,4.0,有,78.48,774250,16.74,310633.0,25.030943,121.497288
房地(土地+建物),稻香路１３５巷１３號三樓,3.0,31.0,無,36.54,328363,0.0,,25.142021,121.489572
房地(土地+建物),中和街３６６號五樓之２,5.0,23.0,有,12.61,503520,0.0,,25.141741,121.499514
房地(土地+建物),崗山路９巷１１號五樓,5.0,37.0,無,35.02,288428,0.0,,25.140397,121.486186
房地(土地+建物)+車位,臥龍街２９３號十三樓之７,13.0,23.0,有,31.5,782206,5.67,317460.0,25.017119,121.558711
房地(土地+建物),文德路６６巷１２弄６號二樓,2.0,38.0,無,36.14,470398,0.0,,25.077632,121.581198
房地(土地+建物),中原街２２號七樓之２０,7.0,44.0,有,9.88,556530,0.0,,25.056748,121.528782
房地(土地+建物),星雲街２１巷４號三樓,3.0,38.0,無,35.26,527565,0.0,,25.07851,121.590644
房地(土地+建物),仁愛路二段３８巷６弄１號,1.0,40.0,無,59.71,716793,0.0,,25.036804,121.526978
房地(土地+建物),豐年路二段１３１號三樓,3.0,37.0,無,36.3,349863,0.0,,25.137259,121.493169
房地(土地+建物)+車位,奇岩路２５８號三樓,3.0,20.0,有,109.91,313893,0.0,,25.127958,121.510729
房地(土地+建物)+車位,中山北路七段７７號六樓之２,6.0,11.0,有,133.11,1101930,40.38,247647.0,25.121408,121.531262
房地(土地+建物),忠孝東路四段５５９巷１８號三樓,3.0,29.0,有,11.68,980604,0.0,,25.04233,121.563759
房地(土地+建物)+車位,康樂街１３１巷１８號五樓,5.0,29.0,有,46.24,536566,13.25,158491.0,25.073924,121.620597
房地(土地+建物)+車位,三合街一段３６巷７號九樓,9.0,6.0,有,78.01,777921,11.56,242215.0,25.127678,121.506041
房地(土地+建物)+車位,敦化南路一段１３８號十一樓之１,11.0,1.0,有,58.68,1618962,9.76,0.0,25.044549,121.548483
房地(土地+建物)+車位,奇岩路１４之１號四樓,4.0,9.0,有,42.53,394085,11.57,155575.0,25.134673,121.507029
房地(土地+建物),莊敬路２８９巷５弄７號,1.0,36.0,無,67.63,650276,0.0,,25.029402,121.563354
房地(土地+建物),南深路３３號三樓之１４,3.0,23.0,有,19.79,387074,0.0,,25.036678,121.620821
房地(土地+建物),行善路２５巷４０弄８號,1.0,25.0,有,39.28,598322,0.0,,25.056063,121.577392
房地(土地+建物),南深路２３巷１６號四樓,4.0,41.0,無,27.37,339749,0.0,,25.037552,121.621706
房地(土地+建物)+車位,木新路三段２３２巷４５弄１３號二樓,2.0,22.0,有,53.82,700840,12.44,0.0,24.982476,121.558341
房地(土地+建物)+車位,三民路１８號七樓之２,7.0,8.0,有,40.5,1047841,7.1,0.0,25.052761,121.563964
房地(土地+建物)+車位,市民大道三段１８６號十樓,10.0,6.0,有,89.81,1281832,7.5,0.0,25.044442,121.537873
房地(土地+建物)+車位,指南路三段５２號八樓之１,8.0,14.0,有,67.2,501256,23.95,0.0,24.981875,121.580716
房地(土地+建物),行義路１０巷２號八樓之７,8.0,28.0,有,10.65,469306,0.0,,25.124284,121.526451
房地(土地+建物),新生南路一段１６５巷３１之１１號,4.0,51.0,無,20.77,818503,0.0,,25.034351,121.532887
房地(土地+建物)+車位,忠順街一段４８巷５弄１０號二樓,2.0,24.0,有,57.17,609924,12.9,0.0,24.983677,121.560569
房地(土地+建物)+車位,民權東路六段２９６巷４２之１號六樓,6.0,28.0,有,34.85,630685,0.0,,25.071583,121.607478
房地(土地+建物),環山路一段５９巷４號四樓,4.0,42.0,無,30.15,490926,0.0,,25.08609,121.568346
房地(土地+建物),榮華三路４５號,1.0,49.0,無,24.55,855367,0.0,,25.114049,121.520425
房地(土地+建物)+車位,木柵路一段２３８巷１５弄９號六樓,6.0,7.0,有,38.9,554009,6.05,0.0,24.987566,121.553408
房地(土地+建物),松信路１９號三樓,3.0,,無,21.89,694225,0.0,,25.04855,121.572343
房地(土地+建物)+車位,八德路四段２４５巷１８號八樓,8.0,20.0,有,75.79,1004547,21.53,0.0,25.049656,121.564595
房地(土地+建物)+車位,久康街２４巷９號八樓,8.0,14.0,有,59.09,647954,10.17,344149.0,24.989404,121.566203
房地(土地+建物),南港路一段１７１巷２０號二樓,2.0,,無,28.18,532333,0.0,,25.054546,121.613019
房地(土地+建物),農安街２７１巷２之１號五樓,5.0,36.0,無,27.02,581002,0.0,,25.064866,121.536062
房地(土地+建物)+車位,辛亥路四段２０９巷３８號二十六樓,26.0,2.0,有,44.45,683496,0.0,,25.001988,121.556326
房地(土地+建物),國興路１巷１５號三樓之２,3.0,39.0,有,18.26,657215,0.0,,25.023157,121.508576
房地(土地+建物),行義路１０巷２號八樓之７,8.0,28.0,有,10.65,469306,0.0,,25.124284,121.526451
房地(土地+建物),忠孝東路五段３７２巷２９弄３１號二樓,2.0,40.0,有,31.12,803234,0.0,,25.039173,121.574705
房地(土地+建物),忠孝東路五段４２３巷６弄３０號二樓,2.0,33.0,無,36.81,597743,0.0,,25.041678,121.576599
房地(土地+建物),延平北路五段２３１巷２８號四樓,4.0,48.0,無,19.81,479612,0.0,,25.084306,121.508783
房地(土地+建物)+車位,臥龍街２９２號二樓之１,2.0,7.0,有,33.03,633912,0.0,,25.016848,121.559203
房地(土地+建物)+車位,江南街９６巷９號三樓,3.0,5.0,有,26.36,904199,4.85,371134.0,25.077472,121.576369
房地(土地+建物),吉林路３６９號四樓,4.0,42.0,有,13.84,614325,0.0,,25.065061,121.530484
房地(土地+建物),稻香路２９之３號四樓,4.0,42.0,無,20.45,268922,0.0,,25.139327,121.490156
房地(土地+建物)+車位,臥龍街２９２號十樓,10.0,7.0,有,25.86,677397,0.0,,25.016848,121.559203
房地(土地+建物),市民大道四段６４號五樓之３,5.0,,有,21.1,995292,0.0,,25.044863,121.546847
房地(土地+建物),中原街２２號七樓之１９,7.0,44.0,有,9.88,642540,0.0,,25.056748,121.528782
房地(土地+建物),吳興街４５０巷５弄７號五樓,5.0,32.0,無,28.48,589943,0.0,,25.02362,121.568802
房地(土地+建物),康寧路一段２９２號三樓之３,3.0,30.0,有,12.25,555183,0.0,,25.078247,121.597872
房地(土地+建物),民權東路六段２９６巷２６號十六樓之２,16.0,25.0,有,27.09,729083,0.0,,25.072184,121.606666
房地(土地+建物),新生南路一段１３２巷６弄６號五樓,5.0,31.0,無,26.94,737837,0.0,,25.036636,121.532138
房地(土地+建物)+車位,三合街一段３６巷２７號三樓,3.0,6.0,有,124.19,705645,37.61,223345.0,25.128213,121.505741
房地(土地+建物)+車位,大安路二段１２２巷２號四樓,4.0,40.0,有,51.18,706876,0.0,,25.030211,121.545875
房地(土地+建物),行義路５８巷２２弄４之１號五樓,5.0,41.0,無,37.33,364333,0.0,,25.12584,121.52862
房地(土地+建物),門街１１３巷８號四樓,4.0,52.0,無,43.09,417691,0.0,,25.032414,121.518235
房地(土地+建物),浦城街２３號二樓,2.0,35.0,有,50.13,887742,0.0,,25.02412,121.526945
房地(土地+建物)+車位,東湖路４３巷２６弄９號七樓之１,7.0,16.0,有,31.7,520522,0.0,,25.070077,121.61381
房地(土地+建物)+車位,石牌路二段３１５巷２５號二樓,2.0,13.0,有,60.91,623264,8.77,0.0,25.123043,121.521538
房地(土地+建物)+車位,和平東路四段６６巷４１號十四樓,14.0,25.0,有,128.63,380923,0.0,,25.005416,121.565142
房地(土地+建物)+車位,汀州路三段６３號六樓,6.0,3.0,有,43.48,1007785,12.08,314570.0,25.018005,121.528221
房地(土地+建物),舊莊街一段２１６巷１號,1.0,46.0,無,39.33,388528,0.0,,25.038136,121.622453
房地(土地+建物)+車位,大湖山莊街１４９號二樓,1.0,34.0,無,74.8,447848,0.0,,25.086867,121.601606
房地(土地+建物),忠順街二段６６號五樓,5.0,37.0,有,31.02,464197,0.0,,24.984912,121.564733
房地(土地+建物)+車位,三合街一段３６巷２９號九樓,9.0,6.0,有,88.09,759708,12.54,0.0,25.128083,121.505579
房地(土地+建物),重慶北路三段１３７巷３７號四樓,4.0,34.0,無,29.69,524696,0.0,,25.068005,121.515461
房地(土地+建物),長泰街２５６號,1.0,52.0,無,20.77,626005,0.0,,25.02158,121.494568
房地(土地+建物),光復南路６７６巷１６號六樓之１,6.0,18.0,有,23.02,903435,0.0,,25.030683,121.556366
房地(土地+建物),遼寧街１０１巷２弄２０號二樓,2.0,49.0,無,33.15,663632,0.0,,25.050331,121.543219
房地(土地+建物),康樂街７２巷１７弄１５３號三樓,3.0,32.0,有,43.33,477729,0.0,,25.071825,121.616674
房地(土地+建物)+車位,南港路二段１７８巷３２號十樓,10.0,28.0,有,49.77,686472,17.14,116686.0,25.054255,121.600551
房地(土地+建物),龍江路４５５號二樓,2.0,45.0,無,25.63,624249,0.0,,25.067621,121.541119
房地(土地+建物)+車位,北安路７８９號九樓之１,9.0,8.0,有,29.78,934253,3.87,465116.0,25.085623,121.55387
房地(土地+建物)+車位,興隆路三段３０４巷１７５號十樓,10.0,5.0,有,67.45,577886,8.82,226757.0,24.995167,121.554675
房地(土地+建物),吳興街３６號三樓之１,3.0,28.0,有,37.41,634855,0.0,,25.031264,121.559848
房地(土地+建物)+車位,社正路１７巷１５號四樓,4.0,7.0,有,48.17,524475,4.31,0.0,25.089652,121.508974
房地(土地+建物),松德路７２號三樓,3.0,31.0,有,62.63,798065,0.0,,25.038354,121.575868
房地(土地+建物),康樂街６１巷１５弄１２號三樓,3.0,34.0,無,30.47,534992,0.0,,25.069353,121.620019
房地(土地+建物),松江路１３３巷５０號四樓之３,4.0,17.0,有,10.01,964355,0.0,,25.054315,121.534684
房地(土地+建物),社正路１７巷２號三樓之２,3.0,6.0,有,20.04,588716,0.0,,25.0891,121.509143
房地(土地+建物),齊東街７６之１號三樓,3.0,49.0,無,25.44,864670,0.0,,25.041717,121.527572
房地(土地+建物),中央北路四段５０９號三樓,3.0,47.0,無,22.54,483666,0.0,,25.128183,121.46861
房地(土地+建物),新生北路一段２５之２號四樓,4.0,48.0,無,32.09,765389,0.0,,25.047029,121.53125
房地(土地+建物),江南街１４號二樓,2.0,40.0,無,30.98,590723,0.0,,25.077939,121.57804
房地(土地+建物),和平東路三段４３５巷１３號二樓,2.0,43.0,無,15.3,248359,0.0,,25.019495,121.558997
房地(土地+建物)+車位,新生南路一段１４５號二樓,2.0,1.0,有,31.87,1531157,4.85,515464.0,25.035887,121.532987
房地(土地+建物),興隆路三段２０７巷１３弄４號,1.0,40.0,無,34.06,428599,0.0,,24.99502,121.561973
房地(土地+建物),環山路二段５３巷１弄２４號三樓,3.0,34.0,無,33.5,522454,0.0,,25.085071,121.572696
房地(土地+建物),新生北路一段２５之２號二樓,2.0,48.0,無,32.09,765389,0.0,,25.047029,121.53125
房地(土地+建物)+車位,松江路１３３巷１２號六樓,6.0,2.0,有,64.47,1137704,11.73,0.0,25.054317,121.53404
房地(土地+建物)+車位,溫泉路６８巷６弄８號七樓,7.0,5.0,有,44.07,625625,11.15,215247.0,25.134438,121.505199
房地(土地+建物),西園路二段３７２巷８４號三樓,3.0,46.0,無,24.88,401920,0.0,,25.026946,121.490139
房地(土地+建物)+車位,萬壽路７５巷１６弄８號,1.0,23.0,無,43.17,423879,0.0,,24.985566,121.58848
房地(土地+建物),新生北路三段６１號四樓之２９,4.0,45.0,有,12.24,604768,0.0,,25.065942,121.528055
房地(土地+建物),敬業三路１６２巷７６號十樓,10.0,21.0,有,47.03,627305,0.0,,25.07798,121.558388
房地(土地+建物),新生北路一段２５之２號五樓,5.0,48.0,無,32.09,765389,0.0,,25.047029,121.53125
房地(土地+建物),和興路６巷１弄６號四樓,4.0,,無,31.14,407163,0.0,,24.985909,121.545812
房地(土地+建物),萬盛街８２巷１２號五樓,5.0,33.0,無,40.7,517919,0.0,,25.005609,121.540289
房地(土地+建物),龍江路３２８巷４號四樓,4.0,44.0,無,32.0,468818,0.0,,25.065088,121.540573
房地(土地+建物)+車位,奇岩路１２之１號,1.0,9.0,有,25.32,370947,11.57,155575.0,25.134673,121.507029
房地(土地+建物)+車位,泉源路３４之１號二樓之５,2.0,24.0,有,18.91,362315,0.0,,25.140237,121.506529
房地(土地+建物),忠孝東路四段２０５巷７弄７號七樓,7.0,43.0,有,51.16,1094503,0.0,,25.042176,121.552323
房地(土地+建物)+車位,延壽街３３２號五樓之３,5.0,13.0,有,63.99,759521,0.0,,25.056447,121.559878
房地(土地+建物),行義路１８６巷５４號三樓,3.0,37.0,有,55.53,424974,0.0,,25.133495,121.5305
房地(土地+建物)+車位,杏林二路１８之１號,1.0,27.0,有,31.51,431549,0.0,,25.141651,121.498573
房地(土地+建物),永平街１１號,1.0,48.0,無,21.62,772554,0.0,,25.089939,121.5051
房地(土地+建物)+車位,信義路四段１５１號十三樓,13.0,36.0,有,58.06,1004100,10.26,341131.0,25.033445,121.549779
房地(土地+建物),重慶北路四段２２０巷２４號二樓,2.0,52.0,無,20.09,462940,0.0,,25.085825,121.512205
房地(土地+建物)+車位,明水路５９１號六樓,6.0,23.0,有,64.35,906830,7.56,330688.0,25.08082,121.551241
房地(土地+建物),金龍路２２２巷１２號二樓之６,2.0,28.0,有,11.31,698469,0.0,,25.08794,121.585659
房地(土地+建物),通河街３２３巷３１之３號,3.0,51.0,無,8.92,482188,0.0,,25.081189,121.518742
房地(土地+建物),研究院路二段２巷４８號三樓,3.0,36.0,無,10.65,372629,0.0,,25.048678,121.613195
房地(土地+建物),信義路六段１８號二樓,2.0,34.0,有,42.7,679144,0.0,,25.033841,121.575165
房地(土地+建物)+車位,大直街６７巷２０號四樓,4.0,45.0,無,47.17,763039,14.4,190972.0,25.083664,121.547537
房地(土地+建物),國興路４０號十二樓,12.0,43.0,有,19.08,613057,0.0,,25.02485,121.507912
房地(土地+建物),民權東路六段２８０巷２５弄４２號四樓,4.0,33.0,無,42.28,560111,0.0,,25.07022,121.605301
房地(土地+建物),松隆路９巷３６號五樓,5.0,39.0,有,46.93,639253,0.0,,25.044626,121.567408
房地(土地+建物),稻香路１５０巷１８號二樓,2.0,4.0,有,21.35,515139,0.0,,25.143318,121.4895
