交易標的,地址,幾樓,屋齡,是否有電梯,坪數,每坪價格,車位坪數,車位每坪價格,緯度,經度
房地(土地+建物),雨聲街８巷１之１號四樓,4.0,39.0,無,34.8,439623,0.0,,25.102346,121.533649
房地(土地+建物),大道路４２巷１８號二樓,2.0,47.0,無,29.11,611547,0.0,,25.041382,121.581271
房地(土地+建物),忠孝東路六段２７８巷５弄１號,1.0,39.0,無,30.81,967232,0.0,,25.048929,121.589532
房地(土地+建物),艋舺大道３８８巷７號二樓,2.0,50.0,無,23.73,379201,0.0,,25.030805,121.494385
房地(土地+建物),金龍路２２２巷１６號十樓之６,10.0,28.0,有,11.31,698469,0.0,,25.087985,121.585356
房地(土地+建物),忠孝東路三段２５１巷７弄２之１號,2.0,53.0,無,32.95,846627,0.0,,25.04291,121.541762
房地(土地+建物),木柵路一段２１６號二樓,2.0,34.0,無,4.71,403145,0.0,,24.98788,121.553341
房地(土地+建物),吳興街３９４巷１２號五樓之１,5.0,30.0,有,14.22,597856,0.0,,25.024563,121.566724
房地(土地+建物),東園街４６巷７之１號三樓,3.0,48.0,無,28.57,350078,0.0,,25.026436,121.496135
房地(土地+建物),新生南路一段１４５號十一樓之３,11.0,1.0,有,14.76,1574992,0.0,,25.035887,121.532987
房地(土地+建物)+車位,仁愛路二段７１號三樓之３,3.0,45.0,有,32.07,1074280,0.0,,25.0384,121.530976
房地(土地+建物)+車位,新生南路一段１４５號十一樓之２,11.0,1.0,有,25.55,1557968,4.85,515464.0,25.035887,121.532987
房地(土地+建物),敦化北路４巷３７號三樓之１,3.0,6.0,有,10.88,1011226,0.0,,25.050097,121.545154
房地(土地+建物),羅斯福路五段２１１巷２６弄１號四樓,4.0,,無,31.84,424061,0.0,,25.00218,121.539784
房地(土地+建物),臨沂街６３巷１３之３號,1.0,50.0,無,24.55,1303577,0.0,,25.036215,121.529778
房地(土地+建物),南深路３３號七樓之２,7.0,23.0,有,11.23,400864,0.0,,25.036678,121.620821
房地(土地+建物),中山北路七段１４巷６５弄５號五樓,5.0,37.0,無,30.62,457187,0.0,,25.121859,121.53457
房地(土地+建物),文昌路１７９巷１７號,1.0,48.0,無,25.49,745254,0.0,,25.098328,121.519168
房地(土地+建物),忠誠路二段１３０巷８號五樓,5.0,44.0,無,23.55,509628,0.0,,25.114281,121.531695
房地(土地+建物)+車位,忠勇街４０巷４弄１號五樓,5.0,18.0,有,120.43,514830,0.0,,25.098719,121.533772
房地(土地+建物)+車位,德行東路３５８巷１４弄１０號,1.0,34.0,無,46.61,600913,7.51,0.0,25.109825,121.538943
房地(土地+建物),重慶南路三段６３號六樓之２,6.0,9.0,有,21.23,753779,0.0,,25.026572,121.516316
房地(土地+建物),景福街５４巷５弄４號五樓,5.0,34.0,無,43.96,500429,0.0,,24.99985,121.538031
房地(土地+建物)+車位,萬壽路６２之８號,1.0,14.0,有,13.58,536338,3.33,0.0,24.985924,121.587227
房地(土地+建物),行善路３５號五樓,5.0,24.0,有,38.66,556182,0.0,,25.056832,121.576425
房地(土地+建物),辛亥路四段１６６巷２６弄４之４號二樓,2.0,,無,22.21,450319,0.0,,25.004946,121.556142
房地(土地+建物),環河南路三段１０９號六樓,6.0,43.0,有,37.08,404493,0.0,,25.024876,121.490773
房地(土地+建物),內湖路一段４１１巷９０弄６號四樓,4.0,38.0,無,29.31,375309,0.0,,25.08461,121.571735
房地(土地+建物)+車位,文湖街２１巷１１８弄１２號五樓,5.0,3.0,有,42.27,697774,7.53,225764.0,25.091489,121.559856
房地(土地+建物)+車位,東園街６６巷２４弄８號二樓,2.0,5.0,有,54.7,484425,0.0,,25.024802,121.495488
房地(土地+建物),研究院路一段１１９號二樓,2.0,43.0,無,27.11,651124,0.0,,25.051466,121.615991
房地(土地+建物),德昌街１８５巷１２弄３４號,1.0,,無,13.34,524729,0.0,,25.022997,121.493297
房地(土地+建物),忠誠路二段２１巷５３號,,47.0,無,41.1,1009792,0.0,,25.110119,121.533451
房地(土地+建物),致遠一路二段６５號二樓,2.0,38.0,無,29.17,572505,0.0,,25.112402,121.513308
房地(土地+建物)+車位,天母北路１５號二樓,2.0,28.0,有,59.97,616970,0.0,,25.119412,121.526724
房地(土地+建物),興隆路四段１６５巷１４號五樓,5.0,,無,29.14,417985,0.0,,24.984092,121.562657
房地(土地+建物),木柵路四段１５９巷１７０弄１３號二樓,2.0,39.0,無,28.23,301138,0.0,,25.00336,121.577393
房地(土地+建物),永吉路５２７號二樓,2.0,37.0,無,39.95,735399,0.0,,25.045536,121.5804
房地(土地+建物),文林路７６３號十樓之２,10.0,41.0,有,21.79,463536,0.0,,25.103191,121.519026
房地(土地+建物),葫蘆街６１巷１０號三樓,3.0,43.0,無,29.39,330035,0.0,,25.08007,121.508619
房地(土地+建物)+車位,辛亥路四段１６２號五樓,5.0,12.0,有,62.91,701656,10.46,0.0,25.00395,121.556275
房地(土地+建物)+車位,芝玉路一段２２６號十三樓之２,13.0,13.0,有,72.54,774264,9.25,324324.0,25.10904,121.534286
房地(土地+建物),德行東路２８４巷２４號二樓,2.0,39.0,無,39.11,460274,0.0,,25.109631,121.536206
房地(土地+建物)+車位,中山北路二段１２８巷９號七樓之２,7.0,10.0,有,37.39,881663,14.93,167448.0,25.061837,121.521529
房地(土地+建物)+車位,迪化街二段１５８號十樓之９,10.0,1.0,有,35.04,784799,9.71,0.0,25.066822,121.510066
房地(土地+建物),德行東路１０９巷７３弄４號二樓,2.0,42.0,無,30.72,645893,0.0,,25.109882,121.528173
房地(土地+建物),幽雅路７號十一樓之８,11.0,13.0,有,18.62,412552,0.0,,25.137316,121.513129
房地(土地+建物)+車位,民權東路六段２２２之１號八樓之１,8.0,14.0,有,45.25,743915,9.63,290758.0,25.066877,121.598798
房地(土地+建物),環山路二段２６巷７號四樓,4.0,40.0,無,32.66,532698,0.0,,25.086215,121.572685
房地(土地+建物),吳興街３９４巷１６號四樓,4.0,30.0,有,12.14,650616,0.0,,25.024583,121.56653
房地(土地+建物)+車位,建國北路三段７１號十一樓之９,11.0,6.0,有,37.27,752015,8.01,474407.0,25.065123,121.537204
房地(土地+建物),承德路四段４０巷１號五樓之１１,5.0,49.0,無,9.29,430722,0.0,,25.080995,121.522197
房地(土地+建物),天母西路２２巷２０號二樓,2.0,40.0,無,31.02,614536,0.0,,25.117518,121.527344
房地(土地+建物),萬慶街２２之３號四樓,4.0,47.0,無,27.38,416420,0.0,,24.992821,121.539349
房地(土地+建物)+車位,街２６號四樓,4.0,11.0,有,50.93,956634,12.99,192456.0,25.05467,121.606829
房地(土地+建物),吉利街１２２巷３號四樓,4.0,49.0,無,32.07,477111,0.0,,25.118348,121.507178
房地(土地+建物),中央南路一段１１７號四樓,4.0,45.0,無,33.01,469529,0.0,,25.130413,121.501232
房地(土地+建物),武成街３１號,1.0,52.0,無,19.08,628975,0.0,,25.018473,121.495418
房地(土地+建物),和平東路三段４１６巷１５弄１４號,1.0,36.0,無,30.96,558716,0.0,,25.017694,121.559144
房地(土地+建物)+車位,敦化南路二段５６號十一樓之１,11.0,40.0,有,90.52,1239210,14.66,341064.0,25.030632,121.548405
房地(土地+建物),成福路１４９巷５弄１號二樓,2.0,8.0,有,54.19,713748,0.0,,25.041899,121.588377
房地(土地+建物),光復南路４１７巷１號二樓,2.0,28.0,有,38.42,959049,0.0,,25.036906,121.557901
房地(土地+建物),萬大路４８６巷３７弄１０號三樓,3.0,53.0,無,13.47,497390,0.0,,25.019869,121.496116
房地(土地+建物),仁愛路四段２３２號四樓之２,4.0,43.0,有,26.8,1104293,0.0,,25.037507,121.552262
房地(土地+建物),福德街３３９巷７弄８號二樓,2.0,45.0,無,18.86,678546,0.0,,25.038193,121.589782
房地(土地+建物),瑞安街１７之２號二樓,2.0,39.0,有,42.09,812607,0.0,,25.031553,121.544066
房地(土地+建物),光復南路４５巷１８號四樓,3.0,38.0,有,40.83,707736,0.0,,25.046175,121.558764
房地(土地+建物)+車位,內湖路二段３３８之１號九樓,9.0,7.0,有,26.75,578264,0.0,,25.081747,121.589394
房地(土地+建物)+車位,三合街一段６５號四樓,4.0,7.0,有,96.11,687267,36.74,209581.0,25.126845,121.505591
房地(土地+建物)+車位,文林路７６０號十一樓,11.0,18.0,有,67.91,845912,9.98,300601.0,25.103333,121.519905
房地(土地+建物),成功路二段１９３巷８號五樓之３,5.0,12.0,有,13.68,660281,0.0,,25.066493,121.591044
房地(土地+建物),民生東路三段１１３巷２５弄１２號四樓,4.0,40.0,有,40.39,825705,0.0,,25.059205,121.547034
房地(土地+建物)+車位,興隆路一段５３號三樓之５,3.0,25.0,有,29.54,466766,4.56,0.0,25.004061,121.540933
房地(土地+建物),敦化南路二段６３巷５４弄４號五樓,5.0,38.0,有,35.97,978113,0.0,,25.030723,121.551447
房地(土地+建物)+車位,芝玉路一段１９７巷７號六樓,6.0,10.0,有,61.95,882968,13.25,226415.0,25.107205,121.533489
房地(土地+建物),天母北路１０５巷１５弄１號八樓之２,8.0,27.0,有,10.13,592435,0.0,,25.124083,121.527458
房地(土地+建物)+車位,瑞安街２４４巷１６號五樓,5.0,5.0,有,82.32,1314121,15.45,388350.0,25.027575,121.539083
房地(土地+建物),和平東路三段３９１巷８弄６６號二樓,2.0,45.0,無,21.8,607851,0.0,,25.021185,121.558081
房地(土地+建物)+車位,南京東路三段１９４巷５號五樓之３,5.0,31.0,有,16.33,820630,3.44,436047.0,25.05124,121.542548
房地(土地+建物),中山北路七段２１９巷３弄１４７號,1.0,37.0,有,33.92,512983,0.0,,25.128296,121.530414
房地(土地+建物)+車位,金湖路６５巷７號五樓之１,5.0,16.0,有,40.58,861142,12.48,216346.0,25.081894,121.596651
房地(土地+建物),玉成街７８號五樓,5.0,37.0,無,35.49,539600,0.0,,25.046375,121.582575
房地(土地+建物),南京東路五段２５０巷３６弄１２號五樓,5.0,43.0,無,31.77,645170,0.0,,25.049525,121.566603
房地(土地+建物)+車位,和平東路二段１８巷５號十樓之１,10.0,13.0,有,50.8,895638,0.0,,25.024653,121.53602
房地(土地+建物),社正路１７巷２號四樓之１,4.0,6.0,有,20.04,601189,0.0,,25.0891,121.509143
房地(土地+建物),德行東路６之２號,1.0,39.0,有,50.42,1933848,0.0,,25.107725,121.528575
房地(土地+建物)+車位,內湖路一段４１１巷６８號九樓,9.0,5.0,有,166.36,957240,30.55,0.0,25.083995,121.57088
房地(土地+建物),仁愛路四段２３０號五樓之３,5.0,43.0,有,27.02,1040115,0.0,,25.037508,121.552177
房地(土地+建物),伊寧街７４號,1.0,50.0,無,30.3,649961,0.0,,25.064643,121.509943
房地(土地+建物)+車位,明水路４７９號三樓,3.0,26.0,有,73.23,913735,22.45,222717.0,25.078043,121.551638
房地(土地+建物)+車位,五常街１１巷５號十樓之１,10.0,2.0,有,46.7,943759,10.62,188324.0,25.064522,121.537885
房地(土地+建物),復興南路二段１２５巷２０弄６之５號三樓,3.0,50.0,無,14.94,910096,0.0,,25.028741,121.544501
房地(土地+建物)+車位,辛亥路四段２０９巷２０號二十二樓,22.0,2.0,有,44.13,911356,10.0,200000.0,25.002049,121.55605
房地(土地+建物)+車位,研究院路三段１２巷３號二樓,2.0,18.0,有,54.12,431447,0.0,,25.035772,121.616435
房地(土地+建物)+車位,至善路二段９０號五樓之６,5.0,6.0,無,34.32,869721,10.75,0.0,25.097688,121.546186
房地(土地+建物)+車位,經貿二路２３５巷２９號十一樓,11.0,7.0,有,104.16,840081,0.0,,25.061246,121.616227
房地(土地+建物),康寧路三段２６５巷２９號五樓,5.0,37.0,無,32.2,571517,0.0,,25.066438,121.612538
房地(土地+建物),興隆路二段９６巷２弄９號五樓,5.0,,無,29.62,506453,0.0,,25.000147,121.549779
房地(土地+建物)+車位,信安街１０３巷６之６號二樓,2.0,1.0,有,38.18,869855,8.69,270426.0,25.025037,121.557337
房地(土地+建物),知行路４巷６號四樓,4.0,36.0,無,27.88,251036,0.0,,25.117733,121.466443
房地(土地+建物),復興北路４８９號三樓之６,3.0,15.0,有,12.62,736909,0.0,,25.065071,121.544475
房地(土地+建物),金龍路４７巷２０之１號,1.0,38.0,無,28.78,573258,0.0,,25.085472,121.593634
房地(土地+建物),承德路三段１２２巷１２號二樓之１,2.0,1.0,有,20.31,713940,0.0,,25.067345,121.517649
房地(土地+建物)+車位,萬芳路１０７巷８號十四樓,14.0,9.0,有,79.3,779299,20.71,0.0,24.996967,121.561955
房地(土地+建物),敦化南路一段２３３巷３１號八樓,8.0,34.0,有,26.32,990749,0.0,,25.040494,121.551035
房地(土地+建物)+車位,通河西街一段３號十樓,10.0,13.0,有,82.6,726388,0.0,,25.079456,121.515108
房地(土地+建物)+車位,福華路２號,1.0,3.0,有,42.83,987278,11.43,218723.0,25.100187,121.523726
房地(土地+建物),基河路１２８號四樓之１７,4.0,25.0,有,11.84,574479,0.0,,25.088648,121.523185
房地(土地+建物),環山路一段１３６巷１４弄６號三樓,3.0,45.0,無,23.2,560376,0.0,,25.087575,121.568276
房地(土地+建物),八德路三段１９９巷８號,1.0,42.0,無,27.18,907400,0.0,,25.048969,121.556261
房地(土地+建物),八德路四段１０６巷６弄１２號四樓,4.0,52.0,無,26.67,704875,0.0,,25.047298,121.560496
房地(土地+建物),忠孝東路五段４２３巷８０號三樓,3.0,38.0,無,14.33,767490,0.0,,25.043855,121.575504
房地(土地+建物)+車位,信安街１０３巷８號二樓,2.0,1.0,有,36.66,886255,9.49,273973.0,25.025088,121.557524
房地(土地+建物),中社路一段４３巷７號,1.0,46.0,無,20.81,478090,0.0,,25.108983,121.560278
房地(土地+建物),市民大道三段１６９號四樓之３,4.0,14.0,有,20.72,591181,0.0,,25.044811,121.540648
房地(土地+建物),大興街２３巷２５號二樓,2.0,39.0,無,35.09,398940,0.0,,25.130698,121.498102
房地(土地+建物)+車位,中坡南路２０１巷１８之３號十二樓,12.0,1.0,有,42.44,974461,9.91,302725.0,25.041398,121.586504
房地(土地+建物),文化三路１６６號五樓,5.0,3.0,有,28.63,586889,0.0,,25.139525,121.499009
房地(土地+建物)+車位,安東街３５巷１７號二樓之４,2.0,19.0,有,15.79,948960,2.31,865801.0,25.044221,121.543079
房地(土地+建物)+車位,研究院路一段１０１巷１６弄１０號九樓,9.0,9.0,有,42.99,799889,2.99,602007.0,25.05145,121.616278
房地(土地+建物),文林路６４３巷３弄１９號,1.0,54.0,無,15.63,1103850,0.0,,25.099724,121.522797
房地(土地+建物)+車位,星雲街１３５號十二樓之３,12.0,17.0,有,71.99,908085,16.38,305250.0,25.080803,121.596185
房地(土地+建物)+車位,信安街１０３巷８號四樓之５,4.0,1.0,有,39.34,882549,9.49,258166.0,25.025088,121.557524
房地(土地+建物),光復北路１６１巷１號五樓,5.0,44.0,無,39.88,677108,0.0,,25.055882,121.555834
房地(土地+建物),復興北路４０２巷１２號四樓,4.0,38.0,有,43.4,879962,0.0,,25.061711,121.543247
房地(土地+建物),寶興街８０巷１７弄１號二樓,2.0,49.0,無,23.92,489158,0.0,,25.025465,121.494207
房地(土地+建物),大興街２３巷２５號,1.0,39.0,無,61.29,391604,0.0,,25.130698,121.498102
房地(土地+建物),松信路１１７號五樓,5.0,44.0,無,26.83,797474,0.0,,25.044537,121.572184
房地(土地+建物)+車位,承德路七段１６２號七樓之１,7.0,8.0,有,57.3,721661,11.09,252480.0,25.113279,121.508866
房地(土地+建物)+車位,和平東路一段１８３巷７弄８號四樓,4.0,15.0,有,68.75,1015242,0.0,,25.027169,121.533774
房地(土地+建物),青年路１６８巷１８號三樓,3.0,47.0,無,11.46,471383,0.0,,25.020395,121.502116
房地(土地+建物),辛亥路四段７７巷９２弄１１號十三樓之１,13.0,18.0,有,13.19,515582,0.0,,25.008661,121.561555
房地(土地+建物),奇岩路６之７號四樓,4.0,40.0,有,10.33,358272,0.0,,25.134285,121.507278
房地(土地+建物),雙溪街１０２號七樓之２,7.0,30.0,有,8.48,760426,0.0,,25.100855,121.525978
房地(土地+建物)+車位,建國北路三段７１號四樓之５,4.0,6.0,有,27.1,797066,2.51,717131.0,25.065123,121.537204
房地(土地+建物)+車位,臨沂街７１巷１９弄３號二樓之１,2.0,20.0,有,23.66,858043,0.0,,25.035406,121.529466
房地(土地+建物),格致路２０３號七樓之１、七樓之２,7.0,25.0,有,24.76,436248,0.0,,25.142181,121.549337
房地(土地+建物)+車位,菁山路７２巷２７號四樓,4.0,1.0,有,27.08,701553,0.0,,25.139463,121.551544
房地(土地+建物),福興路４巷１５弄２號五樓,5.0,,無,22.12,468445,0.0,,25.003498,121.551833
房地(土地+建物),中華路二段４１６巷１１０號八樓,8.0,30.0,有,44.01,511240,0.0,,25.026848,121.502002
房地(土地+建物),信義路六段７６巷２弄１０３號三樓,3.0,39.0,無,29.21,701903,0.0,,25.032374,121.575646
房地(土地+建物),青年路３０巷８號九樓之２,9.0,35.0,有,30.92,582119,0.0,,25.02633,121.503791
房地(土地+建物),文德路２１０巷３０弄３８號四樓,4.0,39.0,無,29.26,539972,0.0,,25.07723,121.584928
房地(土地+建物),興隆路二段９６巷９７號,,42.0,無,50.63,1036886,0.0,,24.997482,121.550865
房地(土地+建物)+車位,五常街１１巷７號十五樓之２,15.0,2.0,有,34.7,865792,11.51,217202.0,25.064767,121.537842
房地(土地+建物)+車位,五常街１１巷５號十一樓之１,11.0,2.0,有,58.21,1000579,22.13,212381.0,25.064522,121.537885
房地(土地+建物),延壽街３３０巷７弄１６號二樓,2.0,30.0,有,30.6,794095,0.0,,25.055296,121.561786
房地(土地+建物),信義路五段１５０巷３４２弄３１號三樓,3.0,,無,30.09,659696,0.0,,25.026991,121.570493
房地(土地+建物)+車位,松江路４１０號五樓之１,5.0,6.0,有,37.79,1030128,9.01,355161.0,25.064134,121.532785
房地(土地+建物),東湖路１１３巷８６號六樓之１,6.0,28.0,有,27.15,559804,0.0,,25.071778,121.615757
房地(土地+建物)+車位,五常街１１巷５號四樓之１,4.0,2.0,有,63.53,826496,11.51,191138.0,25.064522,121.537885
房地(土地+建物),福德街３００巷４３弄７號,1.0,39.0,無,23.59,720770,0.0,,25.040521,121.586134
房地(土地+建物)+車位,珠海路１０９巷１６號三樓,3.0,26.0,有,49.11,386880,0.0,,25.141784,121.503815
房地(土地+建物),康樂街１３６巷２９弄５號五樓,5.0,38.0,無,16.25,546554,0.0,,25.072273,121.617788
房地(土地+建物),民生東路二段１４７巷１２弄２６號二樓,2.0,56.0,無,20.74,602718,0.0,,25.059969,121.534167
房地(土地+建物),港墘路１５５巷７弄７號五樓,5.0,41.0,無,43.75,511959,0.0,,25.076623,121.575607
房地(土地+建物),羅斯福路三段８４巷１２弄４之２號四樓,4.0,,無,19.13,750247,0.0,,25.021472,121.525473
房地(土地+建物)+車位,潮州街６５號八樓,8.0,7.0,有,160.73,1265365,60.37,0.0,25.029154,121.525182
房地(土地+建物),樂群二路１８０號七樓,7.0,22.0,有,47.01,656903,0.0,,25.079609,121.558089
房地(土地+建物),育英街７９號五樓之１,5.0,1.0,有,20.41,812481,0.0,,24.992658,121.538814
房地(土地+建物)+車位,木新路三段９５巷７弄３號八樓,8.0,12.0,有,66.49,540233,13.07,191278.0,24.981723,121.563561
房地(土地+建物),和興路５２巷７弄６號三樓,3.0,25.0,有,11.5,515742,0.0,,24.984537,121.547849
房地(土地+建物),中山北路六段４３５號四樓,4.0,43.0,無,24.83,600174,0.0,,25.11444,121.52724
房地(土地+建物)+車位,敦煌路８０巷２之１號三樓之１,3.0,14.0,有,59.34,790859,11.29,0.0,25.075773,121.517599
房地(土地+建物),萬隆街８３之１號三樓,3.0,40.0,無,41.4,560344,0.0,,25.000165,121.536436
房地(土地+建物)+車位,內湖路一段６２９巷１０１弄２０號六樓之１,6.0,20.0,有,56.94,562030,0.0,,25.081496,121.577362
房地(土地+建物),復興南路二段３２９號十三樓,13.0,35.0,有,34.38,927390,0.0,,25.023787,121.543568
房地(土地+建物)+車位,建國北路三段７１號十三樓,13.0,6.0,有,25.18,784320,2.51,836653.0,25.065123,121.537204
房地(土地+建物),內湖路三段３４９號五樓,5.0,42.0,無,30.85,469941,0.0,,25.089177,121.584283
房地(土地+建物)+車位,建國北路三段７１號二樓之５,2.0,6.0,有,27.09,707599,2.5,840000.0,25.065123,121.537204
房地(土地+建物)+車位,建國北路三段７１號十一樓,11.0,6.0,有,25.18,766675,2.51,836653.0,25.065123,121.537204
房地(土地+建物)+車位,通河街１７號四樓,4.0,9.0,有,38.4,585902,0.0,,25.08008,121.523349
房地(土地+建物)+車位,信安街１０３巷８之６號三樓,3.0,8.0,有,56.52,933277,12.27,0.0,25.025141,121.557566
