交易標的,地址,幾樓,屋齡,是否有電梯,坪數,每坪價格,車位坪數,車位每坪價格,緯度,經度
房地(土地+建物)+車位,康樂街１３６巷３０弄１３號十五樓,15.0,3.0,有,53.94,818041,8.74,0.0,25.072358,121.617374
房地(土地+建物),健康路４３６號七樓,7.0,37.0,有,39.29,743160,0.0,,25.054201,121.568271
房地(土地+建物),民權東路三段１０３巷３５號三樓,3.0,47.0,無,28.89,630004,0.0,,25.063953,121.545079
房地(土地+建物),一壽街３巷９號二樓,2.0,32.0,無,34.07,507725,0.0,,24.979911,121.556993
房地(土地+建物)+車位,重慶南路三段４１號二樓,2.0,1.0,有,93.37,1397637,23.7,345992.0,25.027876,121.516179
房地(土地+建物)+車位,民權東路六段２２２號四樓,4.0,15.0,有,64.96,646954,9.63,0.0,25.066633,121.599078
房地(土地+建物),東新街１１８巷５７號二樓,2.0,11.0,有,27.04,843276,0.0,,25.046193,121.589281
房地(土地+建物),大業路３００巷９弄１０號二樓,2.0,42.0,無,27.97,464748,0.0,,25.12859,121.498772
房地(土地+建物),景華街１２１巷７弄２號三樓,3.0,49.0,無,25.56,555529,0.0,,24.996318,121.546591
房地(土地+建物),福德街２２１巷８號五樓,5.0,38.0,無,40.18,447939,0.0,,25.037791,121.585048
房地(土地+建物)+車位,敦化南路二段７０號十七樓,17.0,36.0,有,101.92,1334665,15.76,0.0,25.029655,121.548394
房地(土地+建物),延平北路五段２５７巷４１號,1.0,49.0,無,17.86,573825,0.0,,25.08443,121.508402
房地(土地+建物),興義街３９號三樓,3.0,52.0,無,23.3,403459,0.0,,25.026584,121.491767
房地(土地+建物),復興北路２０４號五樓之１,5.0,36.0,有,25.62,885967,0.0,,25.055736,121.543692
房地(土地+建物),和豐街４８號三樓,3.0,39.0,無,28.14,527747,0.0,,25.082569,121.517253
房地(土地+建物),中山北路七段３８巷１２弄４之５號五樓,5.0,44.0,無,29.0,525851,0.0,,25.119734,121.531941
房地(土地+建物),松山路４６５巷２７弄１４號四樓,4.0,51.0,無,22.99,739453,0.0,,25.040534,121.579094
房地(土地+建物)+車位,久康街５２號二樓,2.0,16.0,有,60.58,632005,13.59,183959.0,24.989543,121.565843
房地(土地+建物),後港街１６２巷１０弄８號,,56.0,無,27.87,1155519,0.0,,25.087697,121.520767
房地(土地+建物),吳興街２８４巷９弄１號三樓,4.0,33.0,無,39.79,552892,0.0,,25.025027,121.563913
房地(土地+建物)+車位,中央北路二段３５０巷８８號二樓,2.0,7.0,有,66.86,478580,0.0,,25.139714,121.489415
房地(土地+建物),松江路３３０巷５３號九樓之３,9.0,15.0,有,25.44,852980,0.0,,25.061251,121.531227
房地(土地+建物),興隆路一段１２４號三樓,3.0,48.0,無,31.43,502709,0.0,,25.002317,121.541628
房地(土地+建物),北安路５９５巷２弄１６之１號五樓,5.0,35.0,無,30.08,797193,0.0,,25.081645,121.548218
房地(土地+建物)+車位,政大一街２９１號,1.0,8.0,有,42.78,671350,10.01,249750.0,24.986775,121.585483
房地(土地+建物)+車位,大安路二段８０號九樓,9.0,1.0,有,59.14,1590350,10.29,388727.0,25.031641,121.545821
建物,梧州街４６巷４號三樓,3.0,48.0,無,18.02,177552,0.0,,25.036317,121.49741
房地(土地+建物),仁愛路四段５０之８５號,11.0,51.0,有,22.4,1414982,0.0,,25.037652,121.547449
房地(土地+建物),星雲街１６８巷１７號九樓,9.0,27.0,有,19.38,799746,0.0,,25.080523,121.597161
房地(土地+建物)+車位,石牌路二段３１５巷１０弄７號六樓之１,6.0,15.0,有,51.95,752178,17.15,145773.0,25.12271,121.522514
房地(土地+建物)+車位,新明路４６０巷１８弄８號八樓,8.0,22.0,有,46.04,577281,0.0,,25.053862,121.578157
建物,梧州街４６巷２號三樓,3.0,48.0,無,16.76,187965,0.0,,25.036314,121.497506
房地(土地+建物),興隆路四段９２號二樓,2.0,47.0,無,23.33,471460,0.0,,24.983587,121.561887
房地(土地+建物)+車位,敦化南路一段２８３號六樓之１,6.0,41.0,有,76.55,1305697,16.14,0.0,25.035827,121.549343
房地(土地+建物),光復南路５６２之１號十二樓,12.0,39.0,有,38.78,979875,0.0,,25.034249,121.557356
房地(土地+建物),文德路２２０巷３５號二樓之３,2.0,16.0,有,14.38,789941,0.0,,25.077894,121.58817
房地(土地+建物),四維路１９８巷３９弄１１號十八樓,18.0,37.0,有,27.92,902458,0.0,,25.027455,121.54592
房地(土地+建物),士東路２６６巷３弄１號,1.0,43.0,無,53.94,585850,0.0,,25.112796,121.536684
房地(土地+建物),松德路２５巷１６號十一樓,11.0,37.0,有,24.19,901278,0.0,,25.038585,121.577081
房地(土地+建物),福興路８２巷６弄２號二樓,2.0,39.0,無,34.92,400945,0.0,,25.005913,121.551063
房地(土地+建物),中央北路二段１３１巷３弄７號四樓,4.0,47.0,無,29.84,469144,0.0,,25.136942,121.494485
房地(土地+建物),芝玉路二段２０巷１１３號二樓,2.0,20.0,有,57.96,735789,0.0,,25.111338,121.53569
房地(土地+建物)+車位,木新路三段４５巷１０弄１２號二樓,2.0,13.0,有,54.36,585836,0.59,2542373.0,24.981421,121.563892
房地(土地+建物),萬大路２７７巷４６號十二樓,12.0,40.0,有,24.29,576280,0.0,,25.02525,121.502522
房地(土地+建物),陽光街９２巷２４弄３號四樓,4.0,40.0,無,27.14,512154,0.0,,25.076066,121.585479
房地(土地+建物)+車位,三合街二段４５０號,1.0,24.0,有,37.99,605456,0.0,,25.126945,121.502398
房地(土地+建物),南京東路三段３３５巷１７號七樓之１,7.0,37.0,有,12.84,871994,0.0,,25.053074,121.547499
房地(土地+建物),南海路４８號六樓之３,6.0,45.0,有,28.96,873579,0.0,,25.032088,121.515445
房地(土地+建物),興華路３０巷１８號六樓,6.0,33.0,有,35.55,717366,0.0,,25.054652,121.605814
房地(土地+建物)+車位,秀明路二段３號二樓之１,2.0,16.0,有,91.36,676277,24.82,201450.0,24.992144,121.574201
房地(土地+建物),金山南路二段１４１巷３７號四樓,4.0,52.0,無,36.18,898162,0.0,,25.029431,121.528345
房地(土地+建物),三合街二段４０２號二樓,2.0,54.0,無,35.85,516094,0.0,,25.126749,121.503171
房地(土地+建物)+車位,中山北路七段６３巷９號四樓,4.0,16.0,有,79.3,956671,24.31,246812.0,25.120741,121.530844
房地(土地+建物)+車位,政大三街１０８號四樓,4.0,13.0,有,53.04,541527,6.6,378788.0,24.985946,121.583392
房地(土地+建物),松河街７５８號十三樓,13.0,7.0,有,27.06,905544,0.0,,25.061138,121.611482
房地(土地+建物)+車位,天母北路１０５巷９號二樓之２,2.0,16.0,有,87.21,810568,23.92,263378.0,25.124303,121.527137
房地(土地+建物)+車位,松勇路５３巷３５號七樓,7.0,16.0,有,154.99,1031519,0.0,,25.034375,121.57119
房地(土地+建物),新生南路一段１５７巷９之１號,1.0,39.0,無,50.29,1153229,0.0,,25.035044,121.533829
房地(土地+建物),慶城街１６巷６號二樓之１,2.0,46.0,有,31.57,896367,0.0,,25.052881,121.545631
房地(土地+建物)+車位,合江街３７號四樓,4.0,4.0,有,30.72,1045718,6.52,383436.0,25.055649,121.539207
房地(土地+建物),重陽路４６２號十一樓之２,11.0,13.0,有,66.25,1018861,0.0,,25.059491,121.610952
房地(土地+建物),雨農路２６號五樓,5.0,40.0,無,34.77,511946,0.0,,25.098498,121.532545
房地(土地+建物),木柵路四段１５９巷１８６號二樓,2.0,,無,30.72,276731,0.0,,25.004683,121.577258
房地(土地+建物)+車位,青年路１５２巷２０號四樓之３,4.0,15.0,有,57.26,546250,0.0,,25.020954,121.501849
房地(土地+建物),江南街７１巷６９號五樓,5.0,39.0,有,33.96,618455,0.0,,25.075563,121.578759
房地(土地+建物),朱崙街８５號七樓,7.0,39.0,有,47.76,879478,0.0,,25.050014,121.543118
房地(土地+建物),安和路二段６３號六樓之１,6.0,42.0,有,57.3,959869,0.0,,25.030767,121.552571
房地(土地+建物)+車位,內湖路三段２３８號十三樓,13.0,9.0,有,112.0,598196,0.0,,25.088625,121.588243
房地(土地+建物),內湖路二段１７９巷３１號四樓,4.0,38.0,無,30.64,483026,0.0,,25.083674,121.586447
房地(土地+建物),新光路一段３４號五樓,5.0,30.0,有,29.27,621736,0.0,,24.989294,121.573612
房地(土地+建物),同安街２８巷３之１號,1.0,47.0,無,32.98,848882,0.0,,25.024823,121.521613
房地(土地+建物),龍江路３７０巷９號一樓,1.0,43.0,無,29.87,624795,0.0,,25.066501,121.540341
房地(土地+建物)+車位,格致路１７７號四樓之１,4.0,10.0,有,123.57,698876,27.71,216528.0,25.141767,121.549457
房地(土地+建物)+車位,民權西路１６０巷１８弄８號三樓之５,3.0,1.0,有,28.21,813166,9.76,204918.0,25.062139,121.515256
房地(土地+建物),青田街７巷１２弄５號三樓,3.0,27.0,有,23.19,1137430,0.0,,25.027843,121.533727
房地(土地+建物)+車位,青年路１５２巷２４號十四樓之３,14.0,15.0,有,53.41,566348,0.0,,25.020529,121.501447
房地(土地+建物)+車位,北安路４５８巷４７弄５號八樓之１,8.0,19.0,有,56.43,1008523,11.92,251678.0,25.07846,121.544929
房地(土地+建物)+車位,汀州路一段３５０號十一樓之３,11.0,3.0,有,56.23,920546,11.7,256410.0,25.026296,121.512699
房地(土地+建物),民生東路三段１１３巷２５弄５１號五樓之１,5.0,39.0,有,39.26,869945,0.0,,25.058737,121.547853
房地(土地+建物),重慶南路二段５９號九樓之１,9.0,,有,16.4,649820,0.0,,25.030789,121.515047
房地(土地+建物)+車位,牯嶺街９５巷２號十樓之１,10.0,15.0,有,30.07,865923,0.62,3225806.0,25.025939,121.519257
房地(土地+建物),後街２１巷４６弄２號三樓,3.0,41.0,無,29.11,542721,0.0,,25.099146,121.524915
房地(土地+建物),木柵路一段３７８巷４２號四樓,4.0,,無,33.82,414000,0.0,,24.987458,121.558016
房地(土地+建物)+車位,市民大道四段３９之３號四樓,4.0,3.0,有,137.19,1760338,36.81,306982.0,25.045789,121.545875
房地(土地+建物)+車位,基湖路１１２巷１０號六樓,6.0,20.0,有,105.31,1109549,24.38,287121.0,25.078749,121.56309
房地(土地+建物),大湖山莊街２２６號九樓,9.0,29.0,有,20.35,648676,0.0,,25.088451,121.598499
房地(土地+建物)+車位,東新街１７０巷４５號五樓,5.0,8.0,有,63.44,1137410,4.54,660793.0,25.041915,121.593232
房地(土地+建物)+車位,德昌街１３３號六樓之１,6.0,12.0,有,95.91,698899,20.07,249128.0,25.023922,121.496272
房地(土地+建物),福華路１４７巷７號二樓,2.0,50.0,無,26.68,681398,0.0,,25.103121,121.521875
房地(土地+建物),忠義街８６號五樓,5.0,37.0,有,43.1,754005,0.0,,25.106327,121.531939
房地(土地+建物)+車位,公路１６１巷１５號三樓,3.0,7.0,有,55.04,520460,8.93,279955.0,25.132303,121.502681
房地(土地+建物),瑞光路１２２巷４７號,,26.0,無,76.0,657895,0.0,,25.071646,121.579496
房地(土地+建物),中華路二段１３０巷１３號三樓,3.0,40.0,無,25.62,511225,0.0,,25.03071,121.503673
房地(土地+建物),遼寧街１０７號,1.0,50.0,無,24.43,1026485,0.0,,25.050717,121.542115
房地(土地+建物)+車位,德昌街１３１號二十三樓之３,23.0,12.0,有,59.98,759933,11.61,215332.0,25.023996,121.496442
房地(土地+建物)+車位,德行東路２５８號五樓之２,5.0,0.0,有,74.29,980640,12.29,219691.0,25.109603,121.534373
房地(土地+建物),葫蘆街２３巷１１號三樓,3.0,47.0,無,22.1,424481,0.0,,25.079233,121.510102
房地(土地+建物),光輝路３０巷６號四樓,4.0,54.0,無,32.1,373159,0.0,,24.986229,121.554369
房地(土地+建物)+車位,萬大路３８６號七樓之１,7.0,0.0,有,39.29,760513,10.63,206961.0,25.022216,121.498848
房地(土地+建物)+車位,吳興街６００巷７６弄１４３號五樓之１,5.0,26.0,有,21.79,813395,10.87,0.0,25.017308,121.569349
房地(土地+建物)+車位,成功路五段４２０巷１７號四樓之３,4.0,25.0,有,46.88,675704,0.0,,25.075358,121.608337
房地(土地+建物),中山北路六段４５０巷３３號三樓之１,3.0,38.0,無,16.52,817366,0.0,,25.113702,121.52844
房地(土地+建物)+車位,承德路四段３２８號九樓,9.0,10.0,有,66.87,866001,15.48,0.0,25.089789,121.517837
房地(土地+建物),育英街６１號二樓之１,2.0,18.0,有,18.43,748849,0.0,,24.99224,121.538422
房地(土地+建物)+車位,北安路４５８巷４１弄６８號七樓,7.0,0.0,有,38.21,1540637,12.38,274637.0,25.079311,121.546839
房地(土地+建物),復興南路二段１５１巷５０號十三樓,13.0,37.0,有,31.27,869945,0.0,,25.028001,121.545885
房地(土地+建物)+車位,健康路３２５巷２４弄１１號七樓,7.0,16.0,有,47.28,678458,0.0,,25.056662,121.567974
房地(土地+建物),遼寧街１１２號五樓之２,5.0,38.0,有,36.09,609618,0.0,,25.052611,121.541998
房地(土地+建物),承德路三段３０１巷２２號五樓之２,5.0,1.0,有,17.72,790049,0.0,,25.075657,121.521353
房地(土地+建物),金山南路二段１０巷１７號二樓,2.0,37.0,有,47.54,885078,0.0,,25.033619,121.526342
房地(土地+建物),金湖路３７２號八樓,8.0,24.0,有,9.01,942927,0.0,,25.073617,121.604526
房地(土地+建物)+車位,東湖路１１３巷９５弄１７號二樓,2.0,29.0,有,24.21,504007,0.0,,25.071701,121.61511
房地(土地+建物)+車位,重慶南路三段４３號十八樓,18.0,1.0,有,87.06,1592524,23.7,299578.0,25.027784,121.516205
房地(土地+建物),永吉路２７８巷５７弄２０號四樓,4.0,54.0,無,32.41,771300,0.0,,25.043279,121.574873
房地(土地+建物),研究院路二段２１８號二樓,2.0,37.0,無,26.66,337555,0.0,,25.036408,121.617264
房地(土地+建物)+車位,民權東路六段２０６巷１４３弄２９號二樓,2.0,9.0,有,52.43,594527,7.02,0.0,25.064625,121.596439
房地(土地+建物),南京東路五段２５１巷２２弄４號五樓,5.0,41.0,無,30.35,573316,0.0,,25.052082,121.565005
房地(土地+建物),延平北路五段２１８號三樓,3.0,51.0,無,38.87,385920,0.0,,25.083983,121.510091
房地(土地+建物),延平北路五段２２０號三樓,3.0,51.0,無,41.4,362318,0.0,,25.084023,121.510083
房地(土地+建物),松江路１９４巷８之１號,1.0,39.0,無,19.04,1050625,0.0,,25.057037,121.532553
房地(土地+建物),新生北路二段１４１巷５號,1.0,56.0,無,26.44,805644,0.0,,25.061712,121.528171
房地(土地+建物),龍江路７１巷４號四樓,4.0,38.0,有,46.6,890557,0.0,,25.050622,121.540751
房地(土地+建物)+車位,慶城街４６巷９號三樓,3.0,40.0,有,44.09,941336,0.0,,25.055153,121.547315
房地(土地+建物)+車位,康寧路三段７０巷２４號二樓,2.0,14.0,有,33.95,982437,11.04,226449.0,25.069515,121.610702
房地(土地+建物),稻香路１６１巷９號四樓之７,4.0,19.0,有,23.48,425839,0.0,,25.141925,121.488603
房地(土地+建物)+車位,稻香路１６１巷９號三樓之８,3.0,19.0,有,29.96,400500,0.0,,25.141925,121.488603
房地(土地+建物),內湖路一段７３７巷５０弄１７號,1.0,35.0,無,56.17,726430,0.0,,25.081067,121.578503
房地(土地+建物),四維路４４巷５之２號,3.0,54.0,無,51.67,936382,0.0,,25.035596,121.547751
房地(土地+建物),杭州南路一段２３號九樓之３,9.0,45.0,有,53.04,923879,0.0,,25.042256,121.526463
房地(土地+建物),羅斯福路三段２４４巷９弄３號二樓之１,2.0,-1.0,有,17.45,1103267,0.0,,25.017342,121.530235
房地(土地+建物)+車位,羅斯福路三段２４４巷９弄３號六樓,6.0,-1.0,有,28.23,1106311,5.41,462107.0,25.017342,121.530235
房地(土地+建物),羅斯福路三段２４４巷９弄３號四樓之１,4.0,-1.0,有,17.45,1114730,0.0,,25.017342,121.530235
房地(土地+建物)+車位,興隆路二段２０３巷１３１號六樓,6.0,8.0,有,40.89,691662,12.69,197006.0,25.003479,121.54616
房地(土地+建物),復興南路二段３４０巷３９號二樓,2.0,42.0,無,38.06,863819,0.0,,25.022773,121.541204
房地(土地+建物),中華路二段４６７巷１４弄７號四樓,4.0,51.0,無,23.76,504958,0.0,,25.025188,121.511804
房地(土地+建物),福港街２４１巷８號四樓,4.0,45.0,無,31.0,467785,0.0,,25.084347,121.518108
房地(土地+建物)+車位,羅斯福路三段２４４巷９弄３號五樓之１,5.0,-1.0,有,22.86,1121034,5.41,462107.0,25.017342,121.530235
房地(土地+建物)+車位,南港路二段１５２號十二樓,12.0,26.0,有,48.31,662400,0.0,,25.05384,121.600149
房地(土地+建物),和平東路三段３９１巷２０弄３２號三樓,3.0,42.0,無,32.93,637714,0.0,,25.021053,121.558732
房地(土地+建物)+車位,新明路４９８巷１４弄１０號六樓,6.0,11.0,有,63.16,685601,5.72,262238.0,25.053758,121.577341
房地(土地+建物),安和路一段９８號地下,0.0,45.0,有,99.98,340071,0.0,,25.034464,121.552341
房地(土地+建物)+車位,民權東路六段１９０巷７５弄３０號,1.0,11.0,有,107.0,623194,0.0,,25.064803,121.595199
房地(土地+建物),農安街７７巷１６號三樓,3.0,38.0,無,33.15,503153,0.0,,25.066341,121.528418
房地(土地+建物)+車位,安泰街７９巷６號二樓之３,2.0,27.0,有,25.75,508643,0.0,,25.076158,121.617226
房地(土地+建物),倫等街４２巷８號二樓,2.0,49.0,無,18.69,535177,0.0,,25.092565,121.501591
房地(土地+建物)+車位,萬壽路７５巷３６號二樓,2.0,23.0,無,36.19,260540,0.0,,24.98539,121.589042
房地(土地+建物)+車位,萬壽路７５巷３４號二樓,2.0,23.0,無,36.22,280269,0.0,,24.98544,121.589025
房地(土地+建物)+車位,內湖路一段９１巷１３４號三樓,3.0,30.0,有,37.74,516737,0.0,,25.088654,121.562717
房地(土地+建物),社子街６３巷１３號五樓,5.0,42.0,無,31.72,321563,0.0,,25.088009,121.506943
房地(土地+建物),萬盛街１６９之１號四樓,4.0,41.0,無,39.27,460432,0.0,,25.005241,121.543489
房地(土地+建物),指南路二段１５１號,,,無,43.49,1078015,0.0,,24.987436,121.577345
房地(土地+建物)+車位,文湖街２１巷８２弄２３號二樓之１,2.0,0.0,有,28.58,795808,4.27,398126.0,25.089063,121.560797
房地(土地+建物),行義路１８６巷３６號四樓,4.0,38.0,有,41.45,394437,0.0,,25.132804,121.529894
房地(土地+建物)+車位,重慶南路三段４１號十九樓,19.0,1.0,有,82.12,1608353,11.85,270042.0,25.027876,121.516179
房地(土地+建物),遼寧街１０５巷１９號二樓,2.0,48.0,無,25.26,653240,0.0,,25.050967,121.542608
房地(土地+建物),青年路１６８巷２弄６號四樓,4.0,47.0,無,11.46,460908,0.0,,25.02089,121.502481
房地(土地+建物)+車位,健康路３２５巷２５弄８號六樓,6.0,2.0,有,53.33,1041919,12.06,265340.0,25.056379,121.566625
房地(土地+建物)+車位,德行東路２５８號八樓之３,8.0,0.0,有,42.81,1146349,7.31,246238.0,25.109603,121.534373
房地(土地+建物)+車位,文湖街２１巷９４弄１０號四樓,4.0,27.0,有,32.85,622442,0.0,,25.090391,121.560755
房地(土地+建物),天母西路１１７巷２４號六樓,6.0,42.0,有,59.81,785859,0.0,,25.120094,121.523833
房地(土地+建物),吉林路１６８巷２３號二樓,2.0,52.0,無,16.39,701542,0.0,,25.056894,121.529218
房地(土地+建物)+車位,泉源路２２號,1.0,19.0,有,63.11,536504,9.06,275938.0,25.138943,121.505811
房地(土地+建物),天母西路１１７巷１８號六樓,6.0,42.0,有,59.66,787811,0.0,,25.119965,121.523757
房地(土地+建物),康寧路一段１５６巷３２弄１０號三樓,3.0,45.0,無,23.79,596925,0.0,,25.077673,121.594154
房地(土地+建物),辛亥路二段１５７號十三樓,13.0,40.0,有,58.34,925559,0.0,,25.021684,121.540483
房地(土地+建物)+車位,新生北路二段４９號十五樓,15.0,13.0,有,79.03,919773,15.97,0.0,25.055864,121.527966
房地(土地+建物),松江路１８４巷２６弄１７號四樓,4.0,14.0,有,42.51,1009874,0.0,,25.056574,121.531258
房地(土地+建物),環山路二段７２號,,50.0,無,49.58,1815371,0.0,,25.085438,121.574911
房地(土地+建物)+車位,內湖路三段２４０號十三樓,13.0,9.0,有,110.89,514022,0.0,,25.088707,121.588173
房地(土地+建物),中社路二段１０９號二樓,2.0,47.0,無,31.13,443256,0.0,,25.106744,121.568525
房地(土地+建物),中坡北路１０６號五樓,5.0,38.0,有,30.93,759766,0.0,,25.048524,121.580363
房地(土地+建物),大同街２２８巷２０號三樓,3.0,45.0,無,18.72,427243,0.0,,25.139415,121.499939
房地(土地+建物)+車位,建國南路二段６５號九樓,9.0,4.0,有,182.99,2312310,35.51,591383.0,25.031489,121.53819
房地(土地+建物)+車位,南京東路三段１９４巷３號二樓,2.0,0.0,有,50.28,1229268,10.99,291174.0,25.05135,121.542729
房地(土地+建物)+車位,建國南路二段６７號九樓,9.0,4.0,有,183.28,2287369,35.51,563222.0,25.031353,121.538186
房地(土地+建物),復興北路５１３號五樓,5.0,42.0,無,34.29,446137,0.0,,25.065819,121.544481
房地(土地+建物),伊通街９９巷１３之１號,1.0,53.0,無,32.17,1476632,0.0,,25.053301,121.535729
房地(土地+建物),南京東路五段１２３巷８弄１６號三樓,3.0,55.0,無,41.98,638340,0.0,,25.053384,121.561603
房地(土地+建物),景福街１７３號三樓,3.0,53.0,無,32.25,507963,0.0,,24.995059,121.537324
房地(土地+建物)+車位,吳興街６００巷７６弄２０號四樓之３,4.0,7.0,有,40.4,699411,10.55,0.0,25.01846,121.570498
房地(土地+建物),港華街５１巷３弄２號五樓,5.0,41.0,無,34.16,565067,0.0,,25.083325,121.575744
房地(土地+建物)+車位,東新街５６號十五樓,15.0,0.0,有,86.14,880018,24.04,199667.0,25.047596,121.585366
房地(土地+建物)+車位,東新街６０號四樓,4.0,0.0,有,64.56,871698,12.02,224626.0,25.047447,121.585518
房地(土地+建物)+車位,建國北路二段６０號九樓,9.0,0.0,有,93.98,1066579,18.08,353982.0,25.054217,121.536441
房地(土地+建物),青雲街３６巷９號,,36.0,有,106.92,823080,0.0,,25.018428,121.578329
房地(土地+建物)+車位,奇岩路２４１巷７弄３６號五樓,5.0,3.0,有,80.22,566651,8.5,258824.0,25.129571,121.509569
房地(土地+建物)+車位,奇岩路２４１巷７弄３０號五樓,5.0,3.0,有,80.3,563523,8.5,258824.0,25.12946,121.509708
房地(土地+建物)+車位,西園路二段３７號八樓之２,8.0,0.0,有,72.83,797883,10.16,275591.0,25.03182,121.497409
房地(土地+建物),致遠一路一段３５號二樓,2.0,47.0,無,27.1,635473,0.0,,25.108244,121.516598
房地(土地+建物),民權東路六段９０巷６弄５號三樓,3.0,42.0,無,31.49,546149,0.0,,25.068321,121.585721
房地(土地+建物),大龍街９１巷１０號十樓之１３,10.0,0.0,有,14.78,751685,0.0,,25.067203,121.516761
房地(土地+建物),大湖山莊街１５４號五樓,5.0,35.0,無,36.38,463971,0.0,,25.086403,121.601464
房地(土地+建物)+車位,信義路五段９１巷１２弄１號五樓之６,5.0,14.0,有,29.94,737366,0.0,,25.033727,121.571401
房地(土地+建物)+車位,金湖路３６７巷３弄１號三樓,3.0,24.0,有,51.42,596598,0.0,,25.073075,121.603276
房地(土地+建物),克強路１０巷１０弄６號三樓,3.0,42.0,無,35.97,604667,0.0,,25.109527,121.524551
房地(土地+建物)+車位,福港街１９巷３號五樓,5.0,17.0,有,33.21,760214,6.91,260492.0,25.091361,121.518472
房地(土地+建物),羅斯福路四段１１９巷２２號七樓,7.0,36.0,有,50.97,718053,0.0,,25.01035,121.53811
房地(土地+建物),信義路五段１５０巷１６弄１之２號四樓,4.0,42.0,無,25.82,755366,0.0,,25.028435,121.569244
房地(土地+建物),光復南路４２０巷２７之１號七樓,7.0,46.0,有,50.44,971358,0.0,,25.036432,121.555657
房地(土地+建物)+車位,萬大路３８６號六樓,6.0,0.0,有,51.35,757721,9.56,219665.0,25.022216,121.498848
房地(土地+建物),民族西路７６巷１２弄１７號五樓,5.0,28.0,有,34.76,681298,0.0,,25.067753,121.516839
房地(土地+建物)+車位,東新街５８號十一樓,11.0,0.0,有,64.53,920242,12.02,199667.0,25.047523,121.585423
房地(土地+建物),汀州路四段１４０巷１０號二樓,2.0,40.0,無,33.0,545510,0.0,,25.004997,121.535039
房地(土地+建物),復興北路２２８號十一樓之３,11.0,36.0,有,45.39,660938,0.0,,25.057009,121.543479
房地(土地+建物)+車位,大湖山莊街６３巷９號四樓,4.0,11.0,有,67.12,717460,14.15,0.0,25.08656,121.603631
房地(土地+建物)+車位,大湖山莊街６３巷９號三樓,3.0,11.0,有,67.12,774101,14.15,0.0,25.08656,121.603631
房地(土地+建物),南京東路三段１９４巷３號二樓之６,2.0,0.0,有,25.04,1310015,0.0,,25.05135,121.542729
房地(土地+建物)+車位,西園路二段３７號九樓之３,9.0,0.0,有,54.11,810176,10.16,285433.0,25.03182,121.497409
房地(土地+建物)+車位,德行東路２５８號十三樓之１,13.0,0.0,有,61.06,1125411,19.6,211735.0,25.109603,121.534373
房地(土地+建物)+車位,建國北路二段６０號十樓,10.0,0.0,有,93.85,1076899,18.08,403761.0,25.054217,121.536441
房地(土地+建物),長春路３５７號五樓,5.0,35.0,有,50.56,860316,0.0,,25.054649,121.545666
房地(土地+建物)+車位,建國北路二段６０號七樓,7.0,0.0,有,94.75,935084,18.08,414823.0,25.054217,121.536441
房地(土地+建物),廈門街１３５巷３之１號二樓,2.0,49.0,無,38.4,515675,0.0,,25.022277,121.517791
房地(土地+建物)+車位,汀州路一段３５０號八樓之２,8.0,3.0,有,68.11,879098,11.7,235043.0,25.026296,121.512699
房地(土地+建物),康寧路三段９９巷３９弄８４號二樓,2.0,28.0,有,22.15,824303,0.0,,25.074609,121.611012
房地(土地+建物)+車位,東園街３０號四樓之１,4.0,2.0,有,29.08,676455,4.76,378151.0,25.027099,121.495715
房地(土地+建物),西安街一段２９９巷２７號三樓,3.0,50.0,無,17.3,624279,0.0,,25.112115,121.515592
建物,景華街１２６號二樓,2.0,20.0,有,66.65,178537,0.0,,24.995667,121.546897
建物,延壽街８號五樓之２,5.0,23.0,有,35.39,211928,0.0,,25.057218,121.568981
房地(土地+建物)+車位,延平北路六段２１３號三樓之２,3.0,6.0,有,58.39,602437,12.41,201450.0,25.088897,121.505153
房地(土地+建物),育英街８９號七樓之２,7.0,0.0,有,17.77,807457,0.0,,24.992866,121.538667
房地(土地+建物),育英街８９號七樓之３,7.0,0.0,有,26.93,787270,0.0,,24.992866,121.538667
房地(土地+建物)+車位,康樂街１３６巷３０弄９號十四樓之３,14.0,2.0,有,46.97,776817,8.74,286041.0,25.071843,121.617252
房地(土地+建物),新興路７８巷２０號四樓,4.0,42.0,無,21.44,475653,0.0,,25.140785,121.487686
房地(土地+建物)+車位,德行東路２５８號十一樓之１,11.0,0.0,有,54.86,1090105,12.29,252238.0,25.109603,121.534373
房地(土地+建物)+車位,三合街一段８２巷１２８號二樓之１,2.0,0.0,有,17.78,817366,4.57,393873.0,25.129568,121.504626
房地(土地+建物)+車位,東新街５８號十六樓,16.0,0.0,有,64.53,973243,12.02,241265.0,25.047523,121.585423
房地(土地+建物),金湖路１２９號八樓,8.0,10.0,有,77.33,1196157,0.0,,25.08018,121.598249
房地(土地+建物),大龍街９１巷１０號七樓之１２,7.0,0.0,有,23.29,815820,0.0,,25.067203,121.516761
房地(土地+建物)+車位,成功路二段１１５巷７號四樓之１,4.0,0.0,有,60.91,759987,12.16,213816.0,25.065676,121.592019
房地(土地+建物)+車位,成功路二段１１５巷７號六樓,6.0,0.0,有,88.86,799984,24.31,213904.0,25.065676,121.592019
房地(土地+建物)+車位,成功路二段１１５巷７號三樓之１,3.0,0.0,有,60.91,738449,12.16,230263.0,25.065676,121.592019
房地(土地+建物),成功路二段１１５巷７號二樓之１,2.0,0.0,有,48.75,754906,0.0,,25.065676,121.592019
