交易標的,地址,幾樓,屋齡,是否有電梯,坪數,每坪價格,車位坪數,車位每坪價格,緯度,經度
房地(土地+建物)+車位,敦化南路一段１８１號十一樓,11.0,42.0,有,109.11,1239225,13.89,359971.0,25.042972,121.549488
房地(土地+建物)+車位,樟新街５７號六樓,6.0,34.0,有,59.44,412151,0.0,,24.977911,121.555921
房地(土地+建物),至誠路二段２６號二樓,2.0,47.0,無,35.12,649143,0.0,,25.102237,121.529497
房地(土地+建物),承德路七段３４４巷１５號四樓,4.0,45.0,無,23.27,588632,0.0,,25.11796,121.504579
房地(土地+建物),羅斯福路三段２８３巷２１弄７號七樓,7.0,-1.0,有,27.55,1404943,0.0,,25.019936,121.531312
房地(土地+建物)+車位,愛國西路３０號三樓,3.0,14.0,有,120.06,1973746,34.54,0.0,25.03541,121.510338
房地(土地+建物)+車位,天母東路１０５巷９弄１０號九樓,9.0,0.0,有,46.9,958521,3.97,554156.0,25.119119,121.536016
房地(土地+建物),芝玉路一段１９７巷２號,1.0,39.0,無,40.47,516491,0.0,,25.107615,121.533276
房地(土地+建物)+車位,民和街９８號十二樓之１,12.0,1.0,有,48.81,781652,10.3,310680.0,25.025484,121.497301
房地(土地+建物),農安街２２７巷３弄１號二樓,2.0,41.0,有,50.27,602319,0.0,,25.065253,121.53397
房地(土地+建物),八德路二段３６６巷５５弄１４號,1.0,55.0,無,25.3,1199806,0.0,,25.045715,121.546447
房地(土地+建物),建國南路一段１４號十二樓,12.0,41.0,有,31.49,762069,0.0,,25.045159,121.536268
房地(土地+建物)+車位,明水路５８１巷５０號十三樓,13.0,20.0,有,135.24,1164860,39.95,225282.0,25.079823,121.55054
房地(土地+建物)+車位,市民大道四段３９號十四樓,14.0,4.0,有,125.16,1965745,24.54,431948.0,25.045789,121.545875
房地(土地+建物)+車位,市民大道四段３９之１號十四樓,14.0,4.0,有,108.18,1965372,24.54,366748.0,25.045789,121.545875
房地(土地+建物)+車位,樟新街６１號四樓,4.0,34.0,有,59.79,451611,0.0,,24.977802,121.555965
房地(土地+建物),建國南路一段２７０巷１７號五樓,5.0,43.0,無,32.27,950620,0.0,,25.036535,121.536305
房地(土地+建物),延吉街６２巷６弄１號二樓,2.0,37.0,有,45.3,902382,0.0,,25.043604,121.553331
房地(土地+建物)+車位,天母東路１０５巷９弄１０號十樓,10.0,0.0,有,46.67,974289,3.97,554156.0,25.119119,121.536016
房地(土地+建物)+車位,天母東路１０５巷９弄６號十樓,10.0,0.0,有,42.96,959241,3.97,554156.0,25.119089,121.536274
房地(土地+建物),敦煌路２４巷２弄２５號四樓,4.0,51.0,無,21.07,650148,0.0,,25.075285,121.518402
房地(土地+建物)+車位,中山北路七段８１巷２８弄６號四樓,4.0,13.0,有,212.98,765316,0.0,,25.122321,121.529867
房地(土地+建物),承德路四段３２３號七樓,7.0,39.0,有,36.21,684414,0.0,,25.090352,121.517738
房地(土地+建物),松山路４６５巷２弄８號,1.0,55.0,無,27.25,1229259,0.0,,25.039246,121.578298
房地(土地+建物)+車位,樟新街３６號二樓之３,2.0,29.0,有,51.53,485118,0.0,,24.97842,121.555327
房地(土地+建物)+車位,木柵路四段９巷１６號十六樓,16.0,26.0,有,103.02,519320,0.0,,24.992946,121.570529
房地(土地+建物),文林路６６１巷１７號三樓,3.0,45.0,無,28.83,730188,0.0,,25.100436,121.521517
房地(土地+建物)+車位,中山北路七段１１４巷１號二樓,2.0,0.0,有,47.65,865008,9.27,194175.0,25.122185,121.532171
房地(土地+建物)+車位,瑞安街１４９巷８號八樓,8.0,0.0,有,106.86,1585888,33.21,301114.0,25.026292,121.539783
房地(土地+建物)+車位,秀明路二段１１５巷３號十七樓,17.0,27.0,有,58.52,528010,0.0,,24.991252,121.57723
房地(土地+建物),松山路４６５巷１７號,1.0,50.0,無,28.13,991737,0.0,,25.03988,121.578813
房地(土地+建物),天玉街４號三樓,3.0,46.0,無,43.37,484247,0.0,,25.119788,121.526791
房地(土地+建物),復興北路５１４巷４９號二樓,2.0,40.0,無,37.43,534355,0.0,,25.066091,121.542089
房地(土地+建物),羅斯福路三段２８３巷２１弄７號,1.0,-2.0,有,17.57,1264715,0.0,,25.019936,121.531312
房地(土地+建物),羅斯福路三段２８３巷２１弄７號二樓之１,2.0,-2.0,有,16.91,1157914,0.0,,25.019936,121.531312
房地(土地+建物)+車位,天母東路１０５巷９弄１０號十二樓,12.0,-1.0,有,46.67,945482,3.97,503778.0,25.119119,121.536016
房地(土地+建物)+車位,興南街６４巷２６弄１號二樓,2.0,-1.0,有,35.02,724828,3.7,486486.0,25.055107,121.601877
房地(土地+建物)+車位,瑞安街１４９巷８號四樓之１,4.0,-1.0,有,82.08,1479139,22.14,298103.0,25.026292,121.539783
房地(土地+建物)+車位,松勇路６９巷３號三樓,3.0,-1.0,有,120.69,1989767,27.26,431034.0,25.033764,121.570222
房地(土地+建物)+車位,松勇路６９巷１號三樓,3.0,-1.0,有,107.06,2089732,13.63,440205.0,25.033759,121.570075
房地(土地+建物)+車位,天母東路１０５巷９弄８號十二樓,12.0,-1.0,有,41.5,949878,3.97,503778.0,25.119104,121.536145
房地(土地+建物)+車位,康寧路三段１８９巷９２號六樓,6.0,28.0,有,27.27,484096,0.0,,25.073197,121.612707
房地(土地+建物),興南街６４巷２６弄７號,1.0,-1.0,有,23.13,842983,0.0,,25.055046,121.601618
房地(土地+建物)+車位,興南街６４巷２６弄３號十一樓,11.0,-1.0,有,19.1,792039,3.7,445946.0,25.055085,121.601787
房地(土地+建物),興南街６４巷２６弄３號十樓,10.0,-1.0,有,15.4,771264,0.0,,25.055085,121.601787
房地(土地+建物),羅斯福路三段２８３巷２１弄７號五樓之１,5.0,-2.0,有,16.91,1219417,0.0,,25.019936,121.531312
房地(土地+建物)+車位,中山北路一段１１２巷２１號十三樓之１,13.0,-1.0,有,90.1,1029498,22.54,270630.0,25.050738,121.520802
房地(土地+建物)+車位,清江路９１巷１８號六樓,6.0,-2.0,有,32.43,560438,7.27,330124.0,25.129734,121.502186
房地(土地+建物),羅斯福路三段２８３巷２１弄７號四樓,4.0,-3.0,有,22.53,1246329,0.0,,25.019936,121.531312
房地(土地+建物),羅斯福路三段２８３巷２１弄７號三樓之１,3.0,-3.0,有,16.91,1178612,0.0,,25.019936,121.531312
房地(土地+建物)+車位,羅斯福路三段２８３巷２１弄７號六樓,6.0,-3.0,有,29.11,1295152,6.58,683891.0,25.019936,121.531312
房地(土地+建物),承德路三段３０１巷２２號五樓之３,5.0,1.0,有,26.64,799606,0.0,,25.075657,121.521353
房地(土地+建物),承德路三段３０１巷２２號三樓之３,3.0,1.0,有,26.64,720772,0.0,,25.075657,121.521353
房地(土地+建物)+車位,向陽路１９６巷７號七樓,7.0,-1.0,有,49.99,787728,8.73,263459.0,25.05673,121.5939
房地(土地+建物),羅斯福路三段２８３巷２１弄７號五樓,5.0,-3.0,有,22.53,1268521,0.0,,25.019936,121.531312
房地(土地+建物),羅斯福路三段２８３巷２１弄７號二樓,2.0,-3.0,有,22.53,1193955,0.0,,25.019936,121.531312
房地(土地+建物)+車位,中山北路一段１１２巷２８號二樓之１,2.0,-2.0,有,41.67,1002861,12.1,247934.0,25.050546,121.520465
房地(土地+建物)+車位,中山北路一段１１２巷２８號十一樓,11.0,-2.0,有,61.53,1094311,12.1,239669.0,25.050546,121.520465
房地(土地+建物),天母東路１０５巷９弄８號八樓,8.0,-2.0,有,37.53,959204,0.0,,25.119104,121.536145
房地(土地+建物)+車位,天母東路１０５巷９弄８號九樓,9.0,-2.0,有,41.5,897922,3.97,503778.0,25.119104,121.536145
房地(土地+建物)+車位,哈密街６８巷１８號六樓,6.0,-2.0,有,45.93,702802,8.56,210280.0,25.073289,121.518233
房地(土地+建物),羅斯福路三段２８３巷２１弄７號三樓,3.0,-3.0,有,22.53,1238340,0.0,,25.019936,121.531312
房地(土地+建物),羅斯福路三段２８３巷２１弄７號四樓之１,4.0,-3.0,有,16.91,1218234,0.0,,25.019936,121.531312
房地(土地+建物)+車位,木柵路一段３１３號十四樓之５,14.0,-2.0,有,77.36,750251,17.58,358362.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十四樓之２,14.0,-2.0,有,78.39,714739,17.58,346985.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十四樓之３,14.0,-2.0,有,66.49,733666,17.58,346985.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十四樓之１,14.0,-2.0,有,69.2,731133,17.58,346985.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十四樓,14.0,-2.0,有,85.89,752920,17.58,346985.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號三樓之２,3.0,-2.0,有,74.25,705533,16.88,349526.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號九樓之２,9.0,-2.0,有,77.68,702275,16.88,313981.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十六樓之２,26.0,-2.0,有,78.37,743466,17.58,250284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二十五樓之５,25.0,-2.0,有,77.36,650720,17.58,281570.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十一樓之１,21.0,-2.0,有,59.7,759462,8.09,315204.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十六樓之１,26.0,-2.0,有,60.41,769536,8.79,312856.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號三樓之５,3.0,-2.0,有,74.21,806669,17.58,329920.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十六樓之１,16.0,-2.0,有,60.41,750356,8.79,301479.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十四樓之１,24.0,-2.0,有,59.7,765855,8.09,315204.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十樓之１,10.0,-2.0,有,61.21,732338,9.59,286757.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二樓之１,2.0,-2.0,有,58.72,720957,8.79,301479.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十三樓之２,13.0,-2.0,有,78.38,717899,17.58,290102.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十五樓之１,25.0,-2.0,有,60.4,768225,8.79,250284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十樓之２,10.0,-2.0,有,79.19,706058,18.38,252992.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十樓之２,20.0,-2.0,有,78.38,731879,17.58,329920.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號七樓之２,7.0,-2.0,有,77.68,720659,16.88,275474.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十三樓之１,23.0,-2.0,有,60.4,764350,8.79,227531.0,24.987886,121.552169
房地(土地+建物)+車位,南京東路四段５２巷２１號十樓,10.0,-2.0,有,42.06,1285939,4.34,460829.0,25.050595,121.553722
房地(土地+建物)+車位,木柵路一段３１５號二十二樓之１,22.0,-2.0,有,61.21,761980,9.59,276330.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二十一樓之２,21.0,-2.0,有,69.59,762305,8.79,312856.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十三樓之２,23.0,-2.0,有,78.37,736557,17.58,250284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二十五樓,25.0,-2.0,有,85.89,653223,17.58,286689.0,24.987886,121.552169
房地(土地+建物)+車位,承德路四段２巷１９號六樓,6.0,-2.0,有,30.1,861825,11.31,247569.0,25.079289,121.520394
房地(土地+建物)+車位,木柵路一段３１５號二十二樓之２,22.0,-2.0,有,77.68,741747,16.88,343602.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二十樓之２,20.0,-2.0,有,68.89,760294,8.09,315204.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十六樓之２,16.0,-2.0,有,77.68,723491,16.88,290284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十一樓之１,11.0,-2.0,有,59.7,736794,8.09,290482.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號三樓之５,3.0,-2.0,有,74.21,780534,17.58,284414.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十七樓之５,27.0,-2.0,有,76.66,833180,16.88,319905.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十七樓,27.0,-2.0,有,81.48,836463,17.58,335609.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十二樓之２,12.0,-3.0,有,69.59,716254,8.79,290102.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十四樓之３,14.0,-3.0,有,57.69,772973,8.79,250284.0,24.987886,121.552169
房地(土地+建物)+車位,天母東路１０５巷９弄８號十一樓,11.0,-3.0,有,41.5,927231,3.97,503778.0,25.119104,121.536145
房地(土地+建物)+車位,天母東路１０５巷９弄１０號十一樓,11.0,-3.0,有,46.67,920422,3.97,503778.0,25.119119,121.536016
房地(土地+建物)+車位,木柵路一段３１３號二十三樓之１,23.0,-3.0,有,59.7,783633,8.09,315204.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號八樓之５,8.0,-3.0,有,77.36,787850,17.58,312856.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二十樓之１,20.0,-3.0,有,60.41,777240,8.79,312856.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十四樓,24.0,-3.0,有,77.1,811075,8.79,324232.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十四樓之５,24.0,-3.0,有,67.87,827368,8.09,315204.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二十六樓之１,26.0,-3.0,有,69.2,789445,17.58,315700.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十五樓之５,25.0,-3.0,有,76.66,832678,16.88,296209.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十六樓之３,16.0,-3.0,有,57.7,776606,8.79,290102.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號四樓,4.0,-3.0,有,84.51,731765,17.58,250284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號六樓之５,6.0,-3.0,有,74.2,793467,17.58,292947.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十樓之１,20.0,-3.0,有,60.4,766288,8.79,250284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十八樓之１,18.0,-3.0,有,69.2,774528,17.58,307167.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十七樓之２,17.0,-3.0,有,78.37,754613,17.58,250284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二十六樓之２,26.0,-3.0,有,83.75,803094,26.37,290102.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二十六樓之３,26.0,-3.0,有,56.99,796490,8.09,315204.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二樓,2.0,-3.0,有,80.16,743043,8.79,290102.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十八樓之１,18.0,-3.0,有,61.21,754037,9.59,255474.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十一樓之２,11.0,-3.0,有,69.59,710992,8.79,312856.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十五樓之５,15.0,-3.0,有,68.57,810974,8.79,261661.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十六樓之５,26.0,-3.0,有,77.36,652560,17.58,263936.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十九樓之１,19.0,-3.0,有,59.7,755587,8.09,247219.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十五樓之１,15.0,-3.0,有,61.21,748806,9.59,276330.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號四樓之２,4.0,-3.0,有,69.59,633528,8.79,341297.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二十二樓之１,22.0,-3.0,有,59.7,785571,8.09,346106.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二十五樓之１,25.0,-3.0,有,60.41,787121,8.79,290102.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二十七樓之１,27.0,-3.0,有,69.2,800100,17.58,307167.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十一樓之２,21.0,-3.0,有,86.46,733231,25.66,249415.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十九樓之２,19.0,-3.0,有,69.59,759838,8.79,250284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號六樓,6.0,-3.0,有,81.9,746751,16.87,254890.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十三樓之３,13.0,-3.0,有,56.99,770881,8.09,247219.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十四樓之２,24.0,-3.0,有,69.59,740102,8.79,278726.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十五樓之３,15.0,-3.0,有,56.99,774970,8.09,247219.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十九樓之２,19.0,-3.0,有,69.59,729412,8.79,312856.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二十四樓之１,24.0,-3.0,有,60.41,785183,8.79,290102.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十二樓之１,12.0,-3.0,有,60.41,765229,8.79,290102.0,24.987886,121.552169
房地(土地+建物)+車位,天母東路１０５巷９弄６號九樓,9.0,-3.0,有,44.25,898623,3.97,503778.0,25.119089,121.536274
房地(土地+建物),天母東路１０５巷９弄６號十一樓,11.0,-3.0,有,28.15,983282,0.0,,25.119089,121.536274
建物,杭州南路二段６１巷３８號七樓之５,7.0,-3.0,有,24.47,899651,9.85,289340.0,25.029902,121.524381
房地(土地+建物)+車位,木柵路一段３１５號三樓之２,3.0,-3.0,有,66.16,664086,8.79,250284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號五樓,5.0,-3.0,有,83.82,730653,16.88,296209.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十三樓之１,13.0,-3.0,有,60.4,727537,8.79,250284.0,24.987886,121.552169
建物,杭州南路二段６１巷３８號七樓,7.0,-3.0,有,26.72,916017,10.72,265858.0,25.029902,121.524381
房地(土地+建物)+車位,木柵路一段３１３號十七樓之１,17.0,-3.0,有,68.49,780340,16.88,337678.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二樓之１,2.0,-3.0,有,58.72,737023,8.79,250284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二十七樓之２,27.0,-3.0,有,74.96,805227,17.58,295791.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二樓之２,2.0,-3.0,有,66.17,709367,8.79,312856.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十八樓之２,18.0,-3.0,有,69.59,759838,8.79,290102.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號四樓之２,4.0,-3.0,有,78.37,667770,17.58,255973.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十三樓之２,13.0,-3.0,有,77.68,747466,16.88,290284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二十一樓之１,21.0,-3.0,有,60.41,779759,8.79,312856.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十樓之２,10.0,-3.0,有,69.59,736813,8.79,290102.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十九樓之１,19.0,-3.0,有,60.4,778448,8.79,261661.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十四樓之１,14.0,-3.0,有,60.4,746912,8.79,261661.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號九樓之１,9.0,-3.0,有,61.21,727688,9.59,218978.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號六樓之２,6.0,-3.0,有,68.89,652112,8.09,290482.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十四樓之２,14.0,-3.0,有,78.37,719615,17.58,250284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二樓之３,2.0,-3.0,有,54.19,751612,8.09,290482.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號七樓之２,7.0,-3.0,有,77.67,677638,16.87,248963.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十六樓之３,16.0,-3.0,有,57.69,620628,8.79,255973.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十七樓之３,17.0,-3.0,有,57.69,741323,8.79,250284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號二十三樓之５,23.0,-3.0,有,76.65,826364,16.87,243035.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二十四樓之３,24.0,-3.0,有,56.99,792400,8.09,247219.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十九樓之５,19.0,-3.0,有,76.66,818460,16.88,254739.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號九樓之５,9.0,-3.0,有,77.36,790359,17.58,295791.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號五樓之２,5.0,-3.0,有,74.94,674231,17.58,255973.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十一樓,11.0,-3.0,有,94.66,733253,26.36,257967.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十九樓,19.0,-3.0,有,85.89,801559,17.58,312856.0,24.987886,121.552169
房地(土地+建物)+車位,新生南路三段７０巷６號十一樓,11.0,-3.0,有,50.49,1442688,12.24,285948.0,25.019687,121.53335
房地(土地+建物)+車位,木柵路一段３１３號十八樓之５,18.0,-3.0,有,77.35,807208,17.58,255973.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十五樓之１,15.0,-3.0,有,60.41,767748,8.79,301479.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號五樓之５,5.0,-3.0,有,65.41,785032,8.79,250284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二樓之３,2.0,-3.0,有,55.7,751562,9.59,218978.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號七樓,7.0,-3.0,有,85.17,726193,16.87,243035.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十三樓之３,13.0,-3.0,有,66.49,771903,17.58,255973.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十樓,10.0,-3.0,有,85.89,732017,17.58,312856.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二樓,2.0,-3.0,有,73.61,713822,16.88,248815.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號八樓,8.0,-3.0,有,85.87,727397,17.58,255973.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號四樓,4.0,-3.0,有,83.81,760082,16.87,254890.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十二樓之２,12.0,-3.0,有,77.68,713259,16.88,313981.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二十二樓之３,22.0,-3.0,有,57.69,789333,8.79,227531.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號七樓,7.0,-3.0,有,85.18,805183,16.88,290284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號五樓,5.0,-3.0,有,84.52,775285,17.58,318544.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十樓之３,10.0,-3.0,有,57.69,759681,8.79,250284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號三樓,3.0,-3.0,有,75.76,735433,8.79,312856.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號九樓之３,9.0,-3.0,有,57.7,760043,8.79,250284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號七樓之１,7.0,-3.0,有,60.4,718043,8.79,238908.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號二十四樓,24.0,-3.0,有,85.89,831242,17.58,324232.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十三樓之１,13.0,-3.0,有,60.4,729432,8.79,261661.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號九樓,9.0,-3.0,有,77.1,743257,8.79,324232.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號九樓之５,9.0,-3.0,有,68.57,740587,8.79,290102.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十二樓之５,12.0,-3.0,有,77.36,736832,17.58,290102.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十一樓,11.0,-3.0,有,85.89,750724,17.58,318544.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十二樓之３,12.0,-3.0,有,57.69,730235,8.79,250284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十一樓之３,11.0,-3.0,有,58.5,725487,9.59,229406.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十一樓之５,11.0,-3.0,有,68.57,734862,8.79,290102.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十樓,10.0,-3.0,有,85.89,747942,17.58,244596.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十樓之５,10.0,-3.0,有,76.66,735995,16.88,313981.0,24.987886,121.552169
建物,杭州南路二段６１巷３８號二樓之６,2.0,-3.0,有,40.59,870227,10.72,279851.0,25.029902,121.524381
房地(土地+建物)+車位,木柵路一段３１３號二樓之２,2.0,-3.0,有,66.97,722090,9.59,255474.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十一樓之２,11.0,-3.0,有,78.39,709147,17.58,312856.0,24.987886,121.552169
建物,杭州南路二段６１巷３８之２號,1.0,-3.0,有,14.73,848335,0.0,,25.029902,121.524381
房地(土地+建物)+車位,興南街１２８號四樓,4.0,-3.0,有,43.42,866209,12.42,193237.0,25.055168,121.599449
房地(土地+建物)+車位,木柵路一段３１５號三樓之１,3.0,-3.0,有,59.53,660878,9.59,286757.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號十三樓,13.0,-3.0,有,85.89,752480,17.58,290102.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１３號五樓之２,5.0,-3.0,有,66.16,684305,8.79,250284.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十三樓之５,13.0,-3.0,有,77.36,742017,17.58,312856.0,24.987886,121.552169
房地(土地+建物)+車位,木柵路一段３１５號十五樓之２,15.0,-3.0,有,78.38,592904,17.58,255973.0,24.987886,121.552169
房地(土地+建物)+車位,瑞安街１４９巷８號,1.0,-3.0,有,115.69,1818633,33.21,433604.0,25.026292,121.539783
房地(土地+建物)+車位,中山北路七段１１４巷１號三樓,3.0,-3.0,有,47.65,924933,9.27,161812.0,25.122185,121.532171
房地(土地+建物)+車位,木柵路一段３１３號二十三樓之５,23.0,-3.0,有,77.36,727669,17.58,318544.0,24.987886,121.552169
房地(土地+建物)+車位,興南街１１８號八樓,8.0,-3.0,有,72.95,900143,24.85,185111.0,25.055227,121.599729
