交易標的,地址,幾樓,屋齡,是否有電梯,坪數,每坪價格,車位坪數,車位每坪價格,緯度,經度
房地(土地+建物)+車位,安和路一段２１巷２６號五樓之１,5.0,35.0,有,57.14,735048,0.0,,25.039393,121.551664
房地(土地+建物),和平西路三段３１８號,1.0,49.0,無,26.63,612044,0.0,,25.035301,121.492715
房地(土地+建物),康樂街６１巷７７弄５號二樓,2.0,40.0,無,28.7,522572,0.0,,25.070856,121.620126
房地(土地+建物),內湖路三段１５１號,1.0,45.0,無,34.5,414456,0.0,,25.087405,121.589667
房地(土地+建物),承德路四段４０巷７３號六樓之３,5.0,54.0,無,10.77,499119,0.0,,25.081435,121.521106
房地(土地+建物)+車位,敦化南路二段１５４巷３號五樓,5.0,40.0,有,41.66,926130,0.0,,25.025198,121.548044
房地(土地+建物),興隆路三段２０７巷１５弄１１號五樓,5.0,43.0,無,41.17,297766,0.0,,24.995313,121.562284
房地(土地+建物),和平西路一段１４３號五樓,5.0,46.0,有,25.07,677988,0.0,,25.027573,121.515496
房地(土地+建物),麗山街３３８巷９號四樓,4.0,43.0,無,40.21,489452,0.0,,25.082437,121.573481
房地(土地+建物),福德街１３７巷１０弄７號二樓,2.0,39.0,無,42.12,569841,0.0,,25.036684,121.582858
房地(土地+建物)+車位,塔悠路２１７號二樓,2.0,30.0,有,51.71,802517,0.0,,25.059067,121.569289
房地(土地+建物),中山北路二段１２８巷９號四樓之１,4.0,13.0,有,16.94,973854,0.0,,25.061837,121.521529
房地(土地+建物),士東路８９巷１３號二樓之４,2.0,30.0,有,11.36,836352,0.0,,25.11251,121.528529
房地(土地+建物)+車位,和平東路三段４５２號六樓之１,6.0,4.0,有,31.66,1060080,11.19,268097.0,25.017309,121.559583
房地(土地+建物),忠孝東路四段２０５巷１９號七樓之１,7.0,49.0,有,18.05,830879,0.0,,25.042813,121.55204
房地(土地+建物),八德路三段１９９巷２１號二樓,2.0,41.0,有,10.55,881923,0.0,,25.049269,121.556452
房地(土地+建物)+車位,辛亥路四段２０９巷３８號十九樓,19.0,5.0,有,44.13,1027843,9.98,290581.0,25.001988,121.556326
房地(土地+建物)+車位,五分街９６號三樓,3.0,3.0,有,37.68,882493,9.58,260960.0,25.06692,121.616876
房地(土地+建物),南京東路五段５９巷２７弄１２號二樓之１,2.0,31.0,有,22.02,794879,0.0,,25.052473,121.559921
房地(土地+建物)+車位,辛亥路四段２１巷２０號二樓之１,2.0,29.0,有,50.31,440825,0.0,,25.009077,121.559216
房地(土地+建物),吳興街４５０巷１１弄９號三樓,3.0,33.0,無,28.26,660946,0.0,,25.02339,121.568634
房地(土地+建物),北投路一段７７號三樓之１,3.0,17.0,有,27.01,851435,0.0,,25.128417,121.500141
房地(土地+建物),雙園街４０巷８之１號,1.0,49.0,無,24.37,861631,0.0,,25.029534,121.493977
房地(土地+建物),南京東路六段１３８號四樓,4.0,49.0,無,24.61,502958,0.0,,25.055019,121.578456
房地(土地+建物)+車位,成福路７４巷８號四樓,4.0,8.0,有,31.67,1111190,13.68,197368.0,25.043983,121.586269
房地(土地+建物),進賢路１２號,,35.0,無,96.88,451672,0.0,,25.141121,121.504381
房地(土地+建物),立農街一段５７８號二樓,2.0,41.0,無,36.2,588445,0.0,,25.119238,121.510976
房地(土地+建物),吳興街２８４巷２４弄８號三樓,3.0,50.0,無,37.64,568544,0.0,,25.024417,121.563232
房地(土地+建物),舊莊街一段８５號十三樓之８,13.0,1.0,有,18.83,849817,0.0,,25.040853,121.61914
房地(土地+建物),中社路一段４３巷２號四樓,4.0,49.0,無,31.38,430151,0.0,,25.108502,121.560309
房地(土地+建物)+車位,中山北路七段８９號十一樓,11.0,10.0,有,220.8,1393206,63.03,288751.0,25.122019,121.531453
房地(土地+建物),木柵路二段１０９巷２８號五樓,5.0,37.0,無,46.29,464448,0.0,,24.990706,121.563392
房地(土地+建物),萬美街二段５７號十樓之１,10.0,29.0,有,10.55,574673,0.0,,25.005138,121.564067
房地(土地+建物),內湖路三段１８７巷２５號四樓,4.0,46.0,無,20.76,664722,0.0,,25.087414,121.588382
房地(土地+建物),松山路４６５巷２７弄１２號四樓,4.0,53.0,無,22.99,882994,0.0,,25.040466,121.579146
房地(土地+建物),中和街２８號十五樓之８,15.0,25.0,有,18.12,755956,0.0,,25.137951,121.502985
建物,仁民路９號,,37.0,無,201.13,9944,0.0,,25.133933,121.544384
房地(土地+建物),景華街１１９號三樓,3.0,35.0,無,46.65,577902,0.0,,24.996007,121.546978
房地(土地+建物),民權東路二段１３５巷２０弄３號三樓,3.0,41.0,有,33.46,687399,0.0,,25.063917,121.534788
房地(土地+建物)+車位,復興北路４４８號七樓之１４,7.0,16.0,有,13.46,985016,0.51,2941176.0,25.064155,121.544044
房地(土地+建物),松信路２２２號三樓,3.0,36.0,有,35.32,821138,0.0,,25.041419,121.571828
房地(土地+建物),嘉興街１８１巷６之１號五樓,5.0,48.0,有,27.22,845001,0.0,,25.02617,121.556828
房地(土地+建物),吳興街５７９號三樓,3.0,33.0,有,55.06,668313,0.0,,25.022424,121.569335
房地(土地+建物)+車位,關渡路３８號三樓,3.0,21.0,有,102.6,614962,21.29,0.0,25.121029,121.469047
房地(土地+建物),延吉街１５７之１號二樓,2.0,43.0,有,61.27,763778,0.0,,25.039745,121.554958
房地(土地+建物)+車位,敦化南路一段３５２號十二樓,12.0,16.0,有,40.68,1375782,7.46,442359.0,25.034564,121.548443
房地(土地+建物)+車位,臥龍街４３巷５號十樓,10.0,35.0,有,64.82,722004,0.0,,25.02259,121.547297
房地(土地+建物),興隆路二段２１７巷８之１號二樓,2.0,29.0,有,22.11,723764,0.0,,25.002223,121.548954
房地(土地+建物),臨沂街５７巷３２弄８號二樓之１,2.0,7.0,有,14.43,1431516,0.0,,25.037145,121.531126
房地(土地+建物),民權東路二段９２巷１弄６號二樓,2.0,22.0,有,11.07,795052,0.0,,25.0615,121.531855
房地(土地+建物)+車位,八德路四段２４５巷２０號二樓之１,2.0,23.0,有,29.98,1070179,10.77,278552.0,25.049554,121.564297
房地(土地+建物)+車位,士東路２巷１９號八樓,8.0,21.0,有,55.58,802516,0.0,,25.111089,121.526712
房地(土地+建物),葫東街７巷３號二樓,2.0,51.0,無,20.74,553537,0.0,,25.083847,121.510368
房地(土地+建物),德行東路９０巷１６號三樓,3.0,51.0,無,24.27,841279,0.0,,25.106903,121.527918
房地(土地+建物)+車位,稻香路１６１巷１６弄１０之３號五樓,5.0,3.0,有,38.38,706835,10.71,186741.0,25.141892,121.488005
房地(土地+建物)+車位,忠誠路一段７３號四樓,4.0,40.0,有,38.77,613339,0.0,,25.104202,121.528158
房地(土地+建物),行義路１８６巷２６弄２３號五樓,5.0,40.0,無,31.64,308140,0.0,,25.131612,121.5293
房地(土地+建物)+車位,木柵路三段４８巷１弄１號八樓,8.0,28.0,有,51.31,550608,0.0,,24.98774,121.565465
房地(土地+建物),光輝路６６號,1.0,43.0,無,39.82,565071,0.0,,24.984478,121.555411
房地(土地+建物)+車位,民權東路六段２９６巷４１之３號五樓,5.0,30.0,有,40.21,880169,9.17,218103.0,25.071681,121.606654
房地(土地+建物),松江路４３１巷１１號四樓,4.0,47.0,無,27.51,701581,0.0,,25.065666,121.534226
房地(土地+建物),松山路２５８號三樓,3.0,41.0,有,28.17,766642,0.0,,25.044135,121.577421
房地(土地+建物),溫州街６４號,1.0,,有,33.05,1845627,0.0,,25.020377,121.532868
房地(土地+建物)+車位,政大二街１３１號八樓,8.0,28.0,有,56.17,380643,0.0,,24.989776,121.584501
房地(土地+建物),富民路１４５巷１５弄２１號三樓,3.0,51.0,無,28.34,478205,0.0,,25.018776,121.499744
房地(土地+建物),內湖路一段９１巷３９弄１４之１號三樓,3.0,38.0,無,34.15,634918,0.0,,25.088181,121.562119
房地(土地+建物),內湖路一段７３７巷３３弄１２號四樓,4.0,34.0,無,32.26,638471,0.0,,25.079641,121.579541
房地(土地+建物),延平北路五段２８５巷２９號二樓,2.0,60.0,無,14.18,719417,0.0,,25.085392,121.508696
房地(土地+建物)+車位,大安路一段９６巷９號三樓,3.0,20.0,有,54.96,1041702,0.0,,25.040716,121.545555
房地(土地+建物),和平東路二段７６巷２３弄３之３號三樓,3.0,49.0,無,17.86,966032,0.0,,25.022917,121.53958
房地(土地+建物),南京東路五段１２３巷４弄８號四樓,4.0,59.0,無,33.04,696211,0.0,,25.052446,121.561158
房地(土地+建物),星雲街１３８巷１弄３號,1.0,41.0,無,37.92,621813,0.0,,25.07973,121.595438
房地(土地+建物),延吉街４８巷６號,1.0,47.0,有,40.01,737286,0.0,,25.045053,121.553466
房地(土地+建物),忠孝東路五段２３６巷８號四樓之１,4.0,42.0,有,29.88,1037347,0.0,,25.040151,121.571781
房地(土地+建物),中和街３９８巷５弄２號二樓之６,2.0,30.0,有,9.87,563291,0.0,,25.143861,121.498676
房地(土地+建物),中央北路三段４０巷３１號二樓,2.0,46.0,無,28.38,436168,0.0,,25.139216,121.484993
房地(土地+建物),興隆路二段１５３巷５弄４號二樓,2.0,31.0,無,30.64,652802,0.0,,25.001094,121.547787
房地(土地+建物),虎林街２４２巷６７號三樓,3.0,55.0,無,20.46,919090,0.0,,25.035324,121.576189
房地(土地+建物),重慶南路三段５０號六樓,6.0,39.0,有,43.35,781469,0.0,,25.027951,121.515569
房地(土地+建物)+車位,民權東路六段２９６巷８４號十九樓,19.0,32.0,有,54.66,738172,12.12,160891.0,25.068818,121.610219
房地(土地+建物),復興北路４２７巷２５號二樓之８,2.0,16.0,有,10.31,921238,0.0,,25.063413,121.546383
房地(土地+建物),德行東路９０巷２號四樓,4.0,35.0,有,45.34,710258,0.0,,25.107164,121.527858
房地(土地+建物),格致路５５巷２６之２號,1.0,37.0,無,46.25,384872,0.0,,25.138041,121.545138
房地(土地+建物)+車位,延平北路六段２１３號四樓,4.0,9.0,有,85.48,717073,24.82,233683.0,25.088897,121.505153
房地(土地+建物),榮華三路５１號二樓,2.0,52.0,無,23.18,685831,0.0,,25.114079,121.520229
房地(土地+建物),富陽街８７巷１８號二樓,2.0,56.0,無,35.4,646245,0.0,,25.021627,121.557464
房地(土地+建物),士東路８９巷１３號六樓之２,6.0,30.0,有,13.48,819955,0.0,,25.11251,121.528529
房地(土地+建物),光復南路４５巷１８號四樓,3.0,41.0,有,40.83,751817,0.0,,25.046175,121.558764
房地(土地+建物),青年路１６８巷２弄１４號三樓,3.0,50.0,無,11.74,671036,0.0,,25.020898,121.502302
房地(土地+建物),敦化南路二段１４４號五樓,5.0,40.0,有,33.98,1079171,0.0,,25.025557,121.548371
房地(土地+建物)+車位,大湖街１６０巷６之１號二樓,2.0,30.0,無,64.03,591937,0.0,,25.083601,121.600717
房地(土地+建物),泰順街４４巷３１號二樓,2.0,19.0,有,14.68,1157776,0.0,,25.023956,121.529554
房地(土地+建物),青年路１６８巷２弄６４號四樓,4.0,50.0,無,11.59,517743,0.0,,25.01992,121.501344
房地(土地+建物),崇德街８８號三樓,3.0,36.0,有,23.23,821175,0.0,,25.024174,121.555114
房地(土地+建物)+車位,瑞安街１４９巷８號十一樓之１,11.0,1.0,有,118.67,1893302,33.21,367359.0,25.026292,121.539783
房地(土地+建物)+車位,福林路１００巷１１弄５９號五樓,5.0,16.0,有,65.98,893505,10.02,279441.0,25.096208,121.533259
房地(土地+建物),和平西路三段３８４號三樓之３,3.0,43.0,有,12.17,538916,0.0,,25.035338,121.491277
房地(土地+建物),通河街３２５巷６６之３號,3.0,54.0,無,8.92,661607,0.0,,25.082049,121.518483
房地(土地+建物),東園街６６巷２４弄１０號四樓之１,4.0,8.0,有,40.82,538961,0.0,,25.024711,121.495553
房地(土地+建物)+車位,萬大路６２８號十四樓之３,14.0,15.0,有,40.29,578585,12.29,0.0,25.01695,121.495556
房地(土地+建物)+車位,辛亥路二段４１號十八樓之２,18.0,36.0,有,67.34,1090185,10.01,0.0,25.022818,121.536274
房地(土地+建物),萬大路４２３巷１０１弄２３號二樓,2.0,50.0,無,9.43,662642,0.0,,25.0225,121.502212
房地(土地+建物)+車位,瑞光路１１２巷５８弄６號,,26.0,無,77.14,593699,0.0,,25.070761,121.579976
房地(土地+建物),仁愛路四段４８巷１４號三樓,3.0,43.0,有,18.15,918061,0.0,,25.036979,121.54699
房地(土地+建物),仁愛路四段４８巷１４號三樓,3.0,43.0,有,12.1,919239,0.0,,25.036979,121.54699
房地(土地+建物),廈門街８１巷２２之１號三樓,3.0,57.0,無,31.63,872607,0.0,,25.024509,121.51751
建物,民權東路一段７巷１１號五樓之２、五樓之３、五樓之５,5.0,46.0,有,6.72,297685,0.0,,25.063493,121.52324
建物,民權東路一段７巷１１號六樓、六樓之１、六樓之２、六樓之３、六樓之４,6.0,46.0,有,9.0,333469,0.0,,25.063493,121.52324
房地(土地+建物),永吉路３０巷１５１弄１５號三樓,3.0,52.0,無,21.3,769880,0.0,,25.04259,121.569353
房地(土地+建物),奇岩路２５９巷９號,,69.0,無,32.0,903170,0.0,,25.128156,121.512287
房地(土地+建物),通河街４７號四樓,4.0,45.0,無,20.94,605568,0.0,,25.080188,121.522651
房地(土地+建物),嘉興街３９８號二樓,2.0,49.0,無,29.52,592739,0.0,,25.021362,121.550489
房地(土地+建物),復興北路３６１巷６號二樓,2.0,39.0,有,39.06,1018899,0.0,,25.060341,121.545249
房地(土地+建物),大直街３３巷１１號三樓,3.0,41.0,無,34.71,765733,0.0,,25.082213,121.546952
房地(土地+建物),石牌路一段１６６巷９４號四樓,4.0,48.0,無,21.99,691359,0.0,,25.112315,121.515031
房地(土地+建物)+車位,文湖街２１巷９１弄７號四樓,4.0,7.0,有,31.78,793742,0.0,,25.091106,121.55894
房地(土地+建物),南京東路三段２８２巷１６號六樓之１,6.0,43.0,有,42.38,991029,0.0,,25.050784,121.545532
房地(土地+建物),虎林街１６４巷１９之２號,1.0,48.0,無,17.05,1382592,0.0,,25.038807,121.575703
房地(土地+建物),長泰街３１６巷１８號二樓,2.0,55.0,無,23.29,441259,0.0,,25.021449,121.492552
房地(土地+建物),中山北路六段７５４巷１４之１號五樓,5.0,46.0,無,33.64,603485,0.0,,25.115221,121.528768
房地(土地+建物),木新路二段１１１巷６弄１０號三樓,3.0,41.0,無,21.86,571857,0.0,,24.983899,121.569776
房地(土地+建物)+車位,金龍路２２２巷１６號六樓之３,6.0,31.0,有,28.84,786849,9.33,267953.0,25.087985,121.585356
建物,瑞光路２５３巷１５號五樓,5.0,28.0,有,42.39,283070,0.0,,25.075276,121.578305
房地(土地+建物),信義路五段１５０巷３３０號十樓之８,10.0,16.0,有,9.96,1071823,0.0,,25.026533,121.570157
房地(土地+建物),虎林街１００巷９１號,,63.0,無,19.33,1008809,0.0,,25.042951,121.575123
房地(土地+建物),復興南路二段２９０號二樓,2.0,47.0,有,27.23,976719,0.0,,25.023944,121.543235
房地(土地+建物),內湖路三段１８７巷１８號三樓,3.0,46.0,無,19.7,583614,0.0,,25.087497,121.588739
房地(土地+建物)+車位,民權東路六段１８５號十樓,10.0,16.0,有,84.51,1004471,19.8,252525.0,25.067997,121.597104
房地(土地+建物)+車位,光復南路４２１巷６號二樓之５,2.0,6.0,有,20.2,1414167,5.92,472973.0,25.036122,121.558315
房地(土地+建物)+車位,致遠一路二段１１２巷１０之１號三樓,3.0,30.0,有,35.11,620939,0.0,,25.113642,121.513518
房地(土地+建物),臥龍街１５１巷７０弄５號三樓,3.0,42.0,無,29.93,601356,0.0,,25.020518,121.552187
房地(土地+建物),大龍街９１巷１２號九樓之１０,9.0,3.0,有,16.97,766048,0.0,,25.06721,121.516986
房地(土地+建物)+車位,秀明路二段１６７號三樓,3.0,18.0,有,78.62,629614,0.0,,24.990308,121.577221
房地(土地+建物),迪化街二段１４６巷１５號三樓,3.0,51.0,無,14.87,500877,0.0,,25.066695,121.509292
房地(土地+建物),錦州街１８９號二樓,2.0,54.0,無,27.03,684314,0.0,,25.060417,121.531244
房地(土地+建物),泉源路３９之３１號六樓,6.0,43.0,無,37.59,339144,0.0,,25.141441,121.50715
房地(土地+建物),成功路二段４８６巷１４號十一樓,11.0,26.0,有,17.29,592798,0.0,,25.073257,121.588879
房地(土地+建物),石牌路二段３１５巷３４弄３２號二樓,2.0,6.0,有,12.64,1044433,0.0,,25.122979,121.523318
房地(土地+建物),敦化南路二段１２８號十一樓之７,11.0,46.0,有,27.45,1153547,0.0,,25.026092,121.548377
房地(土地+建物),延平南路１９２巷４號二樓,2.0,53.0,無,16.78,834344,0.0,,25.036175,121.507656
房地(土地+建物)+車位,福興路１０６巷３５號八樓,8.0,12.0,有,59.38,592058,21.37,187178.0,25.00698,121.549988
房地(土地+建物),福興路６３巷４弄１１之１號三樓,3.0,27.0,有,21.87,644787,0.0,,25.004086,121.549127
房地(土地+建物),文德路６６巷１４弄１０號四樓,4.0,30.0,有,16.26,799391,0.0,,25.077297,121.581075
房地(土地+建物),吉林路３６９號五樓之５,5.0,45.0,有,12.22,818062,0.0,,25.065061,121.530484
房地(土地+建物),吳興街１５６巷３８號三樓,3.0,50.0,無,27.59,742915,0.0,,25.028356,121.560024
房地(土地+建物),延平北路五段１７８號二樓,2.0,57.0,無,32.1,529624,0.0,,25.083054,121.510275
房地(土地+建物),三合街一段３８號三樓之５,3.0,7.0,有,21.79,949233,0.0,,25.127272,121.505932
房地(土地+建物),成功路四段６１巷３７號三樓,3.0,41.0,無,32.83,609194,0.0,,25.080352,121.593553
房地(土地+建物),中山北路二段５０巷３１號,,,無,66.67,1599726,0.0,,25.056304,121.521306
房地(土地+建物),吉林路３２９巷２０號四樓,4.0,47.0,無,27.58,870040,0.0,,25.063857,121.531145
房地(土地+建物),德行東路１０９巷６３弄１號四樓,4.0,45.0,無,33.66,617905,0.0,,25.109502,121.528193
房地(土地+建物),承德路四段８０巷４５號,1.0,55.0,無,26.59,785356,0.0,,25.08271,121.521911
房地(土地+建物)+車位,稻香路１６１巷１６弄１０之１號,1.0,3.0,有,36.45,776919,10.71,214753.0,25.141892,121.488005
房地(土地+建物),和平東路三段３５８號四樓,4.0,48.0,無,24.88,522496,0.0,,25.019355,121.557626
房地(土地+建物)+車位,新富街１６８號七樓,7.0,13.0,有,127.7,959353,25.67,194780.0,25.060871,121.58614
房地(土地+建物),市民大道三段１６９號三樓之１,3.0,17.0,有,20.58,641429,0.0,,25.044811,121.540648
房地(土地+建物),敦化北路１９９巷１６弄２０號四樓,4.0,38.0,有,42.68,1077873,0.0,,25.055888,121.550932
房地(土地+建物)+車位,天玉街１３號十二樓,12.0,18.0,有,64.57,862575,19.94,300903.0,25.120728,121.52731
房地(土地+建物)+車位,天玉街１３號十三樓,13.0,18.0,有,54.6,862575,9.97,300903.0,25.120728,121.52731
房地(土地+建物),士東路２６６巷１６弄８號,1.0,40.0,無,27.52,799466,0.0,,25.111606,121.536169
房地(土地+建物),敦化南路一段１９２號三樓之６,3.0,46.0,有,57.51,999805,0.0,,25.042546,121.5485
房地(土地+建物)+車位,磺港路１３８號十三樓之１,13.0,10.0,有,58.39,801299,17.83,280426.0,25.129295,121.502156
房地(土地+建物),南京東路三段３３５巷２１號二樓之１３,2.0,39.0,有,9.32,1147695,0.0,,25.053465,121.547568
房地(土地+建物)+車位,奇岩路１０號五樓之２,5.0,12.0,有,45.62,444122,11.4,157895.0,25.133726,121.507402
房地(土地+建物),奇岩路１２之５號三樓,3.0,12.0,有,13.65,438037,0.0,,25.134377,121.507382
建物,行義路１８６巷１１弄６號,,51.0,無,159.21,25125,0.0,,25.133401,121.529447
房地(土地+建物),延吉街４６巷８號六樓,6.0,47.0,有,37.43,882559,0.0,,25.04542,121.553082
房地(土地+建物),新生北路三段６１號三樓之１,3.0,48.0,有,9.86,658928,0.0,,25.065942,121.528055
房地(土地+建物)+車位,萬盛街８９之８號四樓,4.0,8.0,有,31.63,909824,7.7,298701.0,25.005599,121.542452
房地(土地+建物)+車位,忠孝東路五段２３６巷４５弄１６號五樓,5.0,15.0,有,150.86,1382108,0.0,,25.037461,121.572967
房地(土地+建物),福德街６１號二樓,2.0,55.0,無,25.52,568072,0.0,,25.0367,121.580743
房地(土地+建物),自強街３１巷７８號二樓,2.0,51.0,無,22.6,650363,0.0,,25.111793,121.511854
房地(土地+建物),建國南路二段１５１巷１９弄５號十樓,10.0,39.0,有,13.87,648759,0.0,,25.029244,121.538871
房地(土地+建物),建國南路二段１５１巷１９弄５號十樓,10.0,39.0,有,13.87,720844,0.0,,25.029244,121.538871
房地(土地+建物),景興路１７１號三樓,3.0,40.0,無,29.25,540195,0.0,,24.993085,121.544551
房地(土地+建物),中華路二段１５０巷４９之２號五樓,5.0,41.0,無,20.88,766227,0.0,,25.030306,121.502604
房地(土地+建物),港墘路１２７巷１８號三樓,3.0,28.0,有,14.76,1016124,0.0,,25.077723,121.577254
房地(土地+建物),文林路７６５號六樓之５,6.0,44.0,有,22.14,632255,0.0,,25.103292,121.518965
房地(土地+建物)+車位,北安路６０８巷１８號五樓,5.0,27.0,有,71.08,742171,0.0,,25.081829,121.550974
房地(土地+建物),康樂街６１巷１２弄１２號五樓,5.0,39.0,無,30.1,465136,0.0,,25.068718,121.618659
房地(土地+建物),寧安街６８巷１０之１號二樓,2.0,54.0,無,16.92,886588,0.0,,25.051053,121.554317
房地(土地+建物)+車位,研究院路二段９０號八樓之３,8.0,12.0,有,89.99,633612,26.39,189466.0,25.044516,121.615588
房地(土地+建物),文化三路４６號,1.0,39.0,有,42.73,548820,0.0,,25.138369,121.498032
房地(土地+建物),指南路三段２６號七樓之６,7.0,17.0,有,11.45,716182,0.0,,24.983108,121.579933
