交易標的,地址,幾樓,屋齡,是否有電梯,坪數,每坪價格,車位坪數,車位每坪價格,緯度,經度
房地(土地+建物),通化街１６４號二樓,2.0,16.0,有,28.04,980682,0.0,,25.028488,121.553544
房地(土地+建物)+車位,臥龍街２８９號五樓之３,5.0,1.0,有,36.15,973944,9.46,317125.0,25.017435,121.558235
房地(土地+建物)+車位,崇德街１６１號五樓,5.0,5.0,有,41.83,853447,9.61,312175.0,25.023849,121.557134
房地(土地+建物)+車位,興隆路三段３０４巷３２之１８號,1.0,10.0,有,32.91,478353,8.07,272615.0,24.995947,121.555235
房地(土地+建物)+車位,文湖街２１巷１１８弄２６號五樓之１,5.0,12.0,有,33.66,649677,4.56,0.0,25.091638,121.560023
房地(土地+建物),雨聲街８３巷６號五樓,5.0,40.0,無,33.91,598587,0.0,,25.104442,121.52875
房地(土地+建物)+車位,臥龍街２８９號二樓之１,2.0,1.0,有,58.39,823344,18.91,264410.0,25.017435,121.558235
房地(土地+建物)+車位,康寧路三段７５巷１８６弄１０２號,,38.0,無,72.75,492088,0.0,,25.076104,121.613136
房地(土地+建物),虎林街８２巷３３號四樓,4.0,40.0,有,35.77,578080,0.0,,25.043379,121.575823
房地(土地+建物),試院路１４４巷４弄３２號,1.0,29.0,有,13.69,451487,0.0,,24.990595,121.547831
房地(土地+建物)+車位,萬大路２７７巷１４弄１６號六樓之１,6.0,15.0,有,48.83,715599,12.49,240192.0,25.024825,121.500898
房地(土地+建物),民權東路二段１３５巷３０弄１３號三樓,3.0,43.0,無,31.14,686592,0.0,,25.064316,121.534489
房地(土地+建物)+車位,三重路４１巷３５號四樓之３,4.0,12.0,有,75.49,722586,10.87,0.0,25.060439,121.612806
房地(土地+建物),南京東路五段２５０巷３６弄８號五樓,5.0,45.0,無,31.77,676642,0.0,,25.049511,121.566473
房地(土地+建物),合江街１１６巷７號,1.0,56.0,無,22.28,959514,0.0,,25.059224,121.538773
房地(土地+建物),復興北路４３０巷３８號六樓,6.0,43.0,有,42.4,721726,0.0,,25.063284,121.542163
房地(土地+建物)+車位,吳興街６００巷７６弄２０號四樓之２,4.0,8.0,有,31.82,509115,0.0,,25.01846,121.570498
房地(土地+建物),青田街６巷１３號三樓,3.0,42.0,無,24.09,1093629,0.0,,25.028235,121.531091
房地(土地+建物),興隆路一段７０巷１１弄２０號,1.0,47.0,無,27.81,819885,0.0,,25.001788,121.540492
房地(土地+建物),青年路５０號四樓之３,4.0,37.0,有,33.52,668198,0.0,,25.025424,121.503905
房地(土地+建物),中華路二段５０４巷１６號十樓,10.0,45.0,有,13.94,744664,0.0,,25.025624,121.507519
房地(土地+建物)+車位,建國北路二段２２０號十四樓,14.0,13.0,有,93.39,820480,26.36,227618.0,25.06088,121.536571
房地(土地+建物)+車位,延壽街３３０巷８弄５號三樓,3.0,15.0,有,65.43,871192,0.0,,25.055684,121.559512
房地(土地+建物),忠孝東路六段７０巷２１弄２６號四樓,4.0,39.0,有,30.26,697382,0.0,,25.046181,121.585284
房地(土地+建物),吳興街４９４巷９號四樓,4.0,35.0,無,27.58,627360,0.0,,25.023282,121.569239
房地(土地+建物),福港街１８巷１５號五樓,5.0,39.0,無,32.54,586972,0.0,,25.090811,121.517657
房地(土地+建物)+車位,天母北路５６號六樓之２,6.0,4.0,有,57.34,868329,11.73,170503.0,25.121533,121.52636
房地(土地+建物),和平東路一段１４１巷９號三樓,3.0,50.0,有,43.33,1030535,0.0,,25.027728,121.530624
房地(土地+建物),木新路二段７９巷６弄７號四樓,4.0,41.0,無,32.14,478568,0.0,,24.984619,121.570812
房地(土地+建物),和平西路二段１６巷２號三樓,3.0,51.0,有,20.14,854004,0.0,,25.027994,121.513498
房地(土地+建物),廈門街７１巷１２之４號,1.0,50.0,無,18.08,835159,0.0,,25.024753,121.518706
房地(土地+建物),指南路三段３２巷５號二樓之１,2.0,13.0,有,19.19,562776,0.0,,24.982383,121.580139
房地(土地+建物)+車位,北安路８２９號十三樓之８,13.0,13.0,有,40.21,1090900,12.7,0.0,25.084811,121.556951
房地(土地+建物),大湖山莊街２１９巷１６弄１３號,1.0,34.0,無,51.27,489559,0.0,,25.088777,121.599054
房地(土地+建物),東湖路１１３巷４９弄１００號四樓,4.0,38.0,無,37.02,434937,0.0,,25.070697,121.615326
房地(土地+建物),民權東路六段２８０巷６９弄２號四樓之２,4.0,30.0,有,25.25,894377,0.0,,25.069319,121.608467
房地(土地+建物)+車位,敬業三路１６２巷１１９號十樓,10.0,24.0,有,47.02,638060,0.0,,25.079603,121.559497
房地(土地+建物),瑞光路２３７號五樓,5.0,40.0,有,30.43,650772,0.0,,25.074586,121.578163
房地(土地+建物)+車位,長春路２５８巷２６號九樓之２,9.0,21.0,有,25.23,878350,15.21,144642.0,25.053567,121.538976
房地(土地+建物),吳興街６００巷９８弄１５號二樓,2.0,32.0,無,22.29,603377,0.0,,25.017276,121.571377
房地(土地+建物),和平東路三段３９１巷２０弄７２號四樓,4.0,24.0,有,26.71,717983,0.0,,25.021441,121.560633
房地(土地+建物)+車位,舊莊街一段３巷１２弄４６號七樓,7.0,1.0,有,43.46,844451,12.49,0.0,25.041225,121.618705
房地(土地+建物)+車位,吳興街６００巷６０號五樓之１,5.0,3.0,有,17.4,1206329,4.06,418719.0,25.019761,121.57028
房地(土地+建物)+車位,關渡路６６之１號十二樓,12.0,34.0,有,48.93,378120,0.0,,25.120566,121.469218
房地(土地+建物),中山北路六段４２７巷６弄１２號二樓,2.0,47.0,無,40.24,557178,0.0,,25.114571,121.52698
房地(土地+建物),致遠一路一段１０４巷２號六樓之２,6.0,16.0,有,21.71,870551,0.0,,25.10972,121.51539
房地(土地+建物),中山北路六段２３６巷９號十三樓之１,13.0,2.0,有,39.15,1175074,0.0,,25.10827,121.526184
房地(土地+建物)+車位,義方街１號二樓,2.0,12.0,有,82.0,590260,16.14,0.0,25.140688,121.502597
房地(土地+建物),四維路１９２巷４號四樓,4.0,54.0,有,25.88,949589,0.0,,25.027196,121.547721
房地(土地+建物)+車位,四維路１９２巷４號四樓之１,4.0,54.0,有,27.15,666683,0.0,,25.027196,121.547721
房地(土地+建物)+車位,和平東路三段２１２巷２號九樓之１,9.0,24.0,有,68.62,827723,0.0,,25.022553,121.553971
房地(土地+建物),泉源路３６之２２號六樓之４,6.0,34.0,有,13.28,391574,0.0,,25.140363,121.506481
房地(土地+建物),同安街８０巷２７號三樓,3.0,57.0,無,33.94,695274,0.0,,25.022329,121.519226
房地(土地+建物)+車位,羅斯福路三段１２８巷２０號七樓之１,7.0,17.0,有,17.01,1129741,5.26,380228.0,25.020096,121.527542
房地(土地+建物),興隆路二段２１７巷３號三樓,3.0,45.0,無,29.09,474367,0.0,,25.002018,121.549093
房地(土地+建物),中華路二段４９８巷１１號十二樓,12.0,45.0,有,18.1,701596,0.0,,25.025946,121.507161
房地(土地+建物),青年路３０巷１０號十二樓之３,12.0,37.0,有,31.54,653043,0.0,,25.025933,121.503988
房地(土地+建物),明水路５３７號十樓,10.0,30.0,有,36.01,954667,0.0,,25.078307,121.551771
房地(土地+建物),玉成街２３５巷３號三樓,3.0,46.0,無,27.78,701981,0.0,,25.04327,121.585522
房地(土地+建物),東新街１０８巷１６號四樓,4.0,46.0,無,26.36,685971,0.0,,25.045547,121.587771
房地(土地+建物),市民大道五段１號七樓之５,7.0,16.0,有,9.57,1189374,0.0,,25.045496,121.558163
房地(土地+建物),忠孝東路四段５５３巷１６號七樓之５,7.0,29.0,有,10.89,889137,0.0,,25.042857,121.562885
房地(土地+建物)+車位,健康路１７７之１號五樓,5.0,31.0,有,25.11,943829,0.0,,25.054119,121.56091
房地(土地+建物),石牌路一段１６６巷４３弄１４號三樓,3.0,15.0,有,29.45,719757,0.0,,25.113803,121.51502
房地(土地+建物),敦化南路一段２３６巷３１號六樓,6.0,46.0,有,65.78,944077,0.0,,25.040659,121.546269
房地(土地+建物),溫州街１１巷９之３號,4.0,53.0,無,40.44,842337,0.0,,25.025566,121.534046
房地(土地+建物),敦化南路二段１０６號二十一樓,21.0,38.0,有,43.83,1183605,0.0,,25.027592,121.548383
房地(土地+建物),八德路三段１２巷５３弄１８號,1.0,56.0,無,17.99,867020,0.0,,25.045688,121.551365
房地(土地+建物),復興南路二段１７１巷１８號十一樓,11.0,39.0,有,39.05,839956,0.0,,25.027475,121.544608
房地(土地+建物),臥龍街１９５巷１號三樓,3.0,42.0,無,27.38,609951,0.0,,25.018112,121.55254
房地(土地+建物)+車位,辛亥路五段７１之１號四樓,4.0,9.0,有,19.72,708464,1.97,761421.0,24.998288,121.553271
房地(土地+建物),忠順街一段７０號三樓,3.0,48.0,無,23.3,484884,0.0,,24.984274,121.560777
房地(土地+建物)+車位,中華路二段３６４巷１５號三樓,3.0,11.0,有,48.36,679935,0.0,,25.028373,121.503805
房地(土地+建物),建國北路二段８９號四樓之５,4.0,27.0,有,10.05,850828,0.0,,25.058597,121.537361
房地(土地+建物),合江街１３０巷２８號三樓,3.0,50.0,無,29.57,717032,0.0,,25.05944,121.537981
房地(土地+建物),內湖路一段５９１巷１６弄１號三樓,3.0,41.0,無,31.66,710753,0.0,,25.081825,121.5734
房地(土地+建物)+車位,大直街１１７號四樓,4.0,39.0,無,51.8,613863,0.0,,25.084084,121.548287
房地(土地+建物),建國北路二段３５號六樓,6.0,36.0,有,12.18,887019,0.0,,25.055296,121.537233
房地(土地+建物),和平東路三段４３５巷７弄１７號四樓,4.0,46.0,無,34.73,567233,0.0,,25.019278,121.559202
房地(土地+建物)+車位,知行路２１４巷２９號,1.0,12.0,有,122.01,528658,0.0,,25.120537,121.468403
房地(土地+建物),社子街１１５巷２０弄１３號四樓,4.0,50.0,無,17.81,449233,0.0,,25.088088,121.506497
房地(土地+建物),同安街８５之１號二樓,2.0,44.0,無,19.35,800996,0.0,,25.023188,121.52111
房地(土地+建物),康樂街１３６巷２９弄５４號五樓,5.0,38.0,無,33.86,445970,0.0,,25.073386,121.617981
房地(土地+建物)+車位,星雲街１３１號十一樓,11.0,19.0,有,35.35,1079973,8.48,294811.0,25.080963,121.595818
房地(土地+建物),大安路一段１６９巷１２號六樓,6.0,47.0,有,56.3,1065754,0.0,,25.036749,121.54689
房地(土地+建物)+車位,政大三街１０３號四樓,4.0,14.0,有,29.99,590064,2.03,0.0,24.986421,121.583243
房地(土地+建物),樟新街３２巷５號四樓,4.0,29.0,有,36.26,620508,0.0,,24.978372,121.554827
房地(土地+建物),興隆路三段３０４巷９１之３號二樓,2.0,4.0,有,26.9,679445,0.0,,24.995379,121.556102
房地(土地+建物)+車位,萬芳路１０７巷８號十三樓,13.0,11.0,有,79.3,573791,0.0,,24.996967,121.561955
房地(土地+建物)+車位,通北街１１９號六樓,6.0,23.0,有,88.49,694412,37.37,200696.0,25.083718,121.538219
房地(土地+建物)+車位,民生東路二段９３巷１９號八樓,8.0,2.0,有,47.43,1060666,11.32,309187.0,25.058737,121.531054
房地(土地+建物),復興北路４３６號三樓,3.0,46.0,有,39.36,729144,0.0,,25.063622,121.544099
房地(土地+建物)+車位,安康路３５０號三樓之２,3.0,20.0,有,23.48,460025,0.0,,25.065928,121.612179
房地(土地+建物),康樂街２０４之３號五樓之５,5.0,16.0,有,12.67,645379,0.0,,25.076318,121.621494
房地(土地+建物)+車位,康樂街２０４之３號五樓之３,5.0,16.0,有,42.38,597359,0.0,,25.076318,121.621494
房地(土地+建物)+車位,研究院路三段７號三樓,3.0,13.0,有,41.98,418762,0.0,,25.03552,121.617283
房地(土地+建物),健康路３５巷３４號五樓,5.0,22.0,有,36.4,853098,0.0,,25.055795,121.553814
房地(土地+建物),福德街３１０巷５６號二樓,2.0,49.0,無,18.59,682139,0.0,,25.041212,121.586992
房地(土地+建物),中山北路六段２９０巷２７號二樓之４,2.0,31.0,有,11.09,838392,0.0,,25.109247,121.526692
房地(土地+建物)+車位,中山北路七段２１９巷３弄２９號五樓,5.0,39.0,有,56.63,526862,10.51,333016.0,25.12678,121.530288
房地(土地+建物)+車位,忠誠路一段１７１巷１２弄１號八樓,8.0,14.0,有,62.43,1138816,15.89,0.0,25.106268,121.531197
房地(土地+建物)+車位,四維路７６巷７號二樓,2.0,28.0,有,58.49,954086,0.0,,25.034444,121.54753
房地(土地+建物),延吉街１６２號六樓之５,6.0,44.0,有,38.73,854207,0.0,,25.039245,121.554957
房地(土地+建物),牯嶺街１０３號,1.0,46.0,無,25.56,1048712,0.0,,25.025687,121.519081
房地(土地+建物),敦化北路４巷３１號三樓之３,3.0,53.0,有,8.52,1173514,0.0,,25.050087,121.545517
房地(土地+建物),敦化南路二段１０４號二十樓之１,20.0,38.0,有,40.86,1199257,0.0,,25.027709,121.548387
房地(土地+建物),仙岩路２２巷９號二樓之１,2.0,29.0,有,56.24,519225,0.0,,24.998607,121.549464
房地(土地+建物)+車位,興隆路四段１４５巷８３弄２號六樓,6.0,25.0,有,33.71,519172,0.0,,24.985633,121.56413
房地(土地+建物)+車位,松江路４２８號三樓之６,3.0,17.0,有,40.67,1131524,11.95,0.0,25.065279,121.532976
房地(土地+建物),康寧路三段９９巷１０弄５號四樓,4.0,38.0,無,29.14,525110,0.0,,25.072264,121.610581
房地(土地+建物),內湖路三段１４１巷１弄４號二樓,2.0,46.0,無,29.48,469736,0.0,,25.086698,121.589328
房地(土地+建物)+車位,陽光街１０１號三樓,3.0,5.0,有,30.35,916172,0.76,1973684.0,25.075264,121.58597
房地(土地+建物)+車位,大湖街１６０巷１８弄３之２號二樓,2.0,29.0,無,21.95,469326,0.0,,25.082609,121.60089
房地(土地+建物),光復北路２３０巷５號十五樓,15.0,22.0,有,39.97,825634,0.0,,25.056001,121.555129
房地(土地+建物),莊敬路４２３巷２弄２７號四樓,4.0,51.0,無,24.95,641278,0.0,,25.027419,121.567659
房地(土地+建物),成福路１８０巷１４號,1.0,39.0,無,31.63,527940,0.0,,25.041087,121.587417
房地(土地+建物),社中街２１０巷９弄１６號二樓,2.0,48.0,無,22.56,487580,0.0,,25.09169,121.508273
房地(土地+建物)+車位,明德路３０號十五樓,15.0,8.0,有,77.75,757344,0.0,,25.107158,121.518232
房地(土地+建物)+車位,金山南路二段１３２巷２０號五樓之６,5.0,26.0,有,15.14,872031,0.0,,25.029774,121.525307
房地(土地+建物)+車位,萬壽路５２號二樓,1.0,5.0,有,57.86,631254,8.43,213523.0,24.987422,121.587645
房地(土地+建物),錦州街１９３號二樓,2.0,53.0,無,33.86,664466,0.0,,25.060414,121.531396
房地(土地+建物),瑞光路１１２巷５６弄３５號四樓,4.0,26.0,無,26.28,703165,0.0,,25.070599,121.579665
房地(土地+建物)+車位,忠孝東路五段７９０巷７０弄１７之５號五樓,5.0,32.0,有,51.67,619352,0.0,,25.039766,121.583332
房地(土地+建物),吳興街５８３巷４弄１０號,,33.0,無,7.76,579963,0.0,,25.022048,121.569475
房地(土地+建物)+車位,溫泉路銀光巷４弄１７號,1.0,10.0,有,78.87,900812,10.15,285714.0,25.135842,121.512381
房地(土地+建物),興隆路三段２０７巷１５弄６號五樓,5.0,42.0,無,34.67,279785,0.0,,24.995027,121.562379
房地(土地+建物)+車位,木柵路四段１５９巷１６弄８１號,,32.0,無,102.17,489399,0.0,,25.003991,121.576497
房地(土地+建物),景興路１５３巷１９號十樓之４,10.0,30.0,有,11.25,751316,0.0,,24.994015,121.546038
房地(土地+建物),萬大路１２０號一樓,1.0,49.0,無,23.38,1026643,0.0,,25.02972,121.500378
房地(土地+建物),成功路四段６１巷８弄８號五樓,5.0,42.0,無,36.31,633451,0.0,,25.081993,121.592912
房地(土地+建物),文德路５０號十樓,10.0,40.0,有,34.96,680839,0.0,,25.078308,121.580939
房地(土地+建物)+車位,文湖街２１巷９２弄９號三樓,3.0,21.0,無,40.05,536776,0.0,,25.08966,121.560443
房地(土地+建物),康樂街１２５巷１０之１號五樓,5.0,42.0,無,27.96,517882,0.0,,25.07128,121.619265
房地(土地+建物),東新街８０巷１０弄１６號四樓,4.0,39.0,有,36.94,571177,0.0,,25.045327,121.586754
房地(土地+建物),重陽路１４４號四樓,4.0,40.0,無,32.45,684212,0.0,,25.056985,121.600389
房地(土地+建物),復興北路３１３巷２２號二樓,2.0,44.0,有,42.14,949190,0.0,,25.058856,121.545741
房地(土地+建物),信義路五段９１巷１２弄１號七樓之１,7.0,15.0,有,20.1,1600667,0.0,,25.033727,121.571401
房地(土地+建物),林口街１３１號三樓,3.0,47.0,無,33.71,708977,0.0,,25.040279,121.580962
房地(土地+建物),雨聲街１５巷１０號三樓,3.0,41.0,無,36.4,576879,0.0,,25.101129,121.528761
房地(土地+建物)+車位,明德路１５０巷１３號十二樓,12.0,15.0,有,54.4,800668,0.0,,25.110413,121.521373
房地(土地+建物)+車位,明德路１５０巷１３號十二樓之１,12.0,15.0,有,44.68,645087,0.0,,25.110413,121.521373
房地(土地+建物),安和路一段２１巷１５號三樓,3.0,44.0,有,53.71,930894,0.0,,25.039519,121.551018
房地(土地+建物),信義路三段１３４巷１６號,1.0,51.0,有,28.45,909663,0.0,,25.031877,121.53933
房地(土地+建物),木柵路四段１３９號十四樓之５,14.0,13.0,有,25.01,794765,0.0,,24.99857,121.573753
