鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡,年度
信義區,房地(土地+建物),莊敬路４２３巷４弄１１號三樓,36.25,住,,,1110217,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,,102.19,3,2,1,有,無,23058000,225639.0,,0.0,0,,RPSOMLPKLHHGFDA67DA,102.19,0.0,0.0,無,,,111
大安區,房地(土地+建物),泰順街５０巷２６之１號,18.05,住,,,1110222,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,,60.22,0,3,2,有,無,22160000,367984.0,,0.0,0,其他增建；,RPQNMLRKLHHGFFA77DA,47.43,5.08,0.0,無,1801.0,,111
大同區,房地(土地+建物),延平北路四段１５３巷１８號五樓,21.2,住,,,1110226,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,,78.98,3,2,1,有,無,12300000,155736.0,,0.0,0,陽台外推；頂樓加蓋；,RPXOMLOKLHHGFBA87DA,65.96,0.0,13.02,無,,,111
大安區,房地(土地+建物),和平東路三段３０８巷１５弄３３號,23.7,住,,,1110226,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,,85.84,3,2,1,有,無,19000000,221342.0,,0.0,0,其他增建；,RPRNMLSLLHHGFFA08DA,72.37,13.47,0.0,無,,,111
萬華區,房地(土地+建物),長順街４６巷１９號,52.0,住,,,1110207,土地2建物1車位0,全,二層,透天厝,住家用,,68.56,2,2,1,有,無,11000000,160443.0,,0.0,0,頂樓加蓋；,RPXPMLSJMHHGFBA38DA,68.56,0.0,0.0,無,,,111
中正區,房地(土地+建物),汀州路一段２４２巷１５號,21.25,住,,,1110224,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,62.66,0,2,1,有,無,13360000,213214.0,,0.0,0,其他增建；,RPOOMLPKKHHGFAA96EA,62.66,0.0,0.0,無,,,111
文山區,房地(土地+建物),興德路４７巷１６號,32.5,住,,,1110226,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,77.74,4,2,1,有,無,16600000,213532.0,,0.0,0,其他增建；,RPPNMLOLLHHGFAA96DA,67.91,0.0,9.83,無,,,111
大同區,房地(土地+建物),延平北路三段６１巷２８號三樓,33.75,住,,,1110211,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,,102.8,2,2,1,有,無,15500000,150778.0,,0.0,0,,RPWPMLTKMHHGFBA48DA,94.48,0.0,8.32,無,,,111
松山區,房地(土地+建物),八德路二段３６６巷６５號二樓,27.04,住,,,1110128,土地1建物1車位0,二層，陽台,六層,華廈(10層含以下有電梯),住家用,,94.25,3,2,2,有,無,23000000,244032.0,,0.0,0,,RPQOMLLLKHHGFDA17EA,94.25,0.0,0.0,有,,,111
大安區,房地(土地+建物),信義路四段２６５巷３１弄１６號三樓,28.3,住,,,1110115,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,,100.26,3,2,2,有,無,25600000,255336.0,,0.0,0,陽台外推；,RPRNMLMJLHHGFFA27DA,81.54,0.0,18.72,無,,,111
信義區,房地(土地+建物),吳興街６００巷１００弄２１號四樓,26.75,住,,,1110129,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,,80.92,3,2,1,有,無,10400000,128522.0,,0.0,0,陽台外推；,RPWNMLPKLHHGFDA97DA,80.92,0.0,0.0,無,,,111
松山區,房地(土地+建物),八德路二段３６６巷２３號三樓,30.0,住,,,1110120,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,,76.76,3,1,1,有,無,20000000,260552.0,,0.0,0,廚房改建、前臥室外推增建,RPSOMLQKLHHGFDA77DA,76.76,0.0,0.0,無,,,111
信義區,房地(土地+建物),福德街５３號,32.5,住,,,1110112,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,,88.99,1,1,1,有,無,43150000,484886.0,,0.0,0,其他增建；,RPRQMLLLKHHGFDA47EA,88.99,0.0,0.0,無,1996.0,,111
大同區,房地(土地+建物),延平北路四段１７９巷１０號三樓,30.0,住,,,1110116,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,,98.26,4,2,1,有,無,13880000,141258.0,,0.0,0,其他增建；,RPPNMLMKLHHGFBA76DA,98.26,0.0,0.0,無,2006.0,,111
信義區,房地(土地+建物),信安街１０３巷５號三樓,37.38,住,,,1110126,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,,98.4,5,0,5,有,無,18060000,183537.0,,0.0,0,陽台外推；其他增建；,RPXPMLSKLHHGFDA58DA,98.4,0.0,0.0,無,2021.0,,111
大同區,房地(土地+建物),哈密街６３巷１４號,20.25,住,,,1110102,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,53.44,2,1,1,有,無,8880000,166168.0,,0.0,0,,RPTNMLPLLHHGFBA67EA,53.44,0.0,0.0,無,,,111
文山區,房地(土地+建物),辛亥路七段６９巷７號四樓,17.85,住,,,1110125,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,,64.96,2,1,1,有,無,9700000,149323.0,,0.0,0,陽台外推；其他增建；,RPQNMLLJLHHGFAA56DA,54.74,0.0,10.22,無,,,111
中正區,房地(土地+建物),重慶南路二段８６巷１２號三樓,41.0,住,,,1110104,土地2建物1車位0,三層，四層,四層,公寓(5樓含以下無電梯),住家用,,100.0,10,0,3,有,無,24000000,240000.0,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPWNMLLJMHHGFAA27DA,100.0,0.0,0.0,無,,,111
大安區,房地(土地+建物),和平東路二段９６巷１５弄３０號二樓,35.25,住,,,1110116,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,111.43,5,0,5,有,無,35000000,314099.0,,0.0,0,陽台外推；,RPQOMLQJMHHGFFA87EA,111.43,0.0,0.0,無,2056.0,,111
文山區,房地(土地+建物),興隆路三段２１１號二樓,31.67,住,,,1110115,土地6建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,,108.22,3,2,1,有,無,11500000,106265.0,,0.0,0,,RPUPMLRJMHHGFAA87DA,108.22,0.0,0.0,無,,,111
文山區,房地(土地+建物),忠順街一段２６巷２８弄２號四樓,27.62,住,,,1110127,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,,74.01,2,2,1,有,無,9500000,128361.0,,0.0,0,其他增建；,RPVNMLLKMHHGFAA27DA,74.01,0.0,0.0,無,,,111
南港區,房地(土地+建物),東新街８９巷２號二樓,55.67,住,,,1110106,土地1建物1車位0,二層，陽台,三層,公寓(5樓含以下無電梯),住家用,,104.81,3,2,2,有,無,18500000,176510.0,,0.0,0,,RPVOMLOKKHHGFDA87EA,104.81,0.0,0.0,無,2074.0,,111
大安區,房地(土地+建物),基隆路三段２２巷３號二樓,39.0,住,,,1110109,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,,121.31,3,2,2,有,無,28000000,230814.0,,0.0,0,陽台外推；其他增建；,RPOOMLOKMHHGFFA47DA,93.8,0.0,27.51,無,,,111
大同區,房地(土地+建物),蘭州街１１號,28.25,住,,,1110125,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,94.68,3,2,1,有,無,14500000,153147.0,,0.0,0,,RPOOMLRJMHHGFBA27DA,94.68,0.0,0.0,無,2078.0,,111
南港區,房地(土地+建物),忠孝東路六段１８６號,41.33,住,,,1110127,土地1建物1車位0,一層，平台，騎樓,三層,公寓(5樓含以下無電梯),住家用,,88.27,1,1,1,有,無,35000000,396511.0,,0.0,0,其他增建；,RPPNMLRKLHHGFDA47DA,88.27,0.0,0.0,無,,,111
大安區,房地(土地+建物),四維路２２巷１７號二樓之１,22.31,住,,,1110115,土地2建物2車位0,二層,七層,華廈(10層含以下有電梯),住家用,,118.71,3,2,2,有,無,33880000,285401.0,,0.0,0,陽台外推；其他增建；,RPOOMLLJMHHGFFA07DA,84.73,0.0,5.33,有,,,111
南港區,房地(土地+建物),忠孝東路六段１８６號二樓,41.33,住,,,1110127,土地1建物1車位0,二層，陽臺,三層,公寓(5樓含以下無電梯),住家用,,88.27,3,2,1,有,無,17500000,198255.0,,0.0,0,頂樓加蓋；其他增建；,RPWNMLRKLHHGFDA18DA,88.27,0.0,0.0,無,,,111
南港區,房地(土地+建物),忠孝東路六段１８６號三樓,41.33,住,,,1110127,土地1建物1車位0,三層，陽臺,三層,公寓(5樓含以下無電梯),住家用,,88.27,3,2,1,有,無,17500000,198255.0,,0.0,0,其他增建；,RPRNMLRKLHHGFDA67DA,88.27,0.0,0.0,無,,,111
松山區,房地(土地+建物),敦化北路１４３號六樓,40.5,住,,,1110128,土地1建物1車位0,六層，陽台,六層,華廈(10層含以下有電梯),住家用,,180.73,4,3,5,有,無,67700000,374592.0,,0.0,0,頂樓加蓋；,RPQRMLRLNHHGFDA28DA,180.73,0.0,0.0,有,,,111
信義區,房地(土地+建物),富陽街５５巷７號四樓,35.87,住,,,1101224,土地3建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,,98.0,5,3,2,有,無,20500000,209184.0,,0.0,0,頂樓加蓋；其他增建；,RPTOMLMLKHHGFDA47DA,98.0,0.0,0.0,無,,,111
信義區,房地(土地+建物),和平東路三段３９１巷８弄６３號五樓,30.8,住,,,1101226,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,,107.64,6,1,5,有,無,20500000,190450.0,,0.0,0,現況格局：5樓 ：4房1廳4衛 頂樓：2房1衛陽台外推；頂樓加蓋；,RPUNMLKLJHHGFDA17DA,94.95,0.0,12.69,無,,,111
松山區,房地(土地+建物),八德路四段１８１巷１７弄９號四樓,31.75,住,,,1101102,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,,80.77,2,2,2,有,無,18200000,225331.0,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPWOMLPKKHHGFDA97DA,80.77,0.0,0.0,無,,,111
信義區,房地(土地+建物),和平東路三段３９１巷４１號,34.5,住,,,1101120,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,93.25,3,2,2,有,無,24880000,266810.0,,0.0,0,其他增建；,RPWSMLLLKHHGFDA08DA,72.7,20.55,0.0,無,,,111
萬華區,房地(土地+建物),西園路二段２６１巷４６弄４號三樓,22.0,住,,,1100218,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,,41.16,2,1,1,有,無,7650000,185860.0,,0.0,0,頂樓加蓋；,RPUNMLNLLHHGFBA47DA,41.16,0.0,0.0,無,,,111
松山區,房地(土地+建物),寧安街９巷４號四樓,44.98,住,,,1110807,土地1建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,146.28,4,2,2,有,無,29500000,201668.0,,0.0,0,頂樓加蓋；,RPSOMLPLQHHGFDA38EA,146.28,0.0,0.0,無,,,111
大安區,房地(土地+建物),大安路一段８３巷１２號二樓,4.19,住,,,1110816,土地1建物1車位0,二層，陽臺,六層,華廈(10層含以下有電梯),住家用,,18.87,4,2,2,有,有,4870000,258082.0,,0.0,0,,RPUNMLKMQHHGFFA28EA,18.88,0.0,0.0,有,101.0,,111
南港區,房地(土地+建物),玉成街１６２號三樓,34.0,住,,,1110812,土地1建物1車位0,三層，陽臺,三層,公寓(5樓含以下無電梯),住家用,,71.76,4,1,1,有,無,14250000,198579.0,,0.0,0,,RPUPMLLJQHHGFDA08EA,71.76,0.0,0.0,無,,,111
南港區,房地(土地+建物),福山街５６巷３號,20.0,住,,,1110714,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,76.41,3,2,1,有,無,16100000,210705.0,,0.0,0,,RPTNMLPKPHHGFDA08DA,68.76,7.65,0.0,無,224.0,,111
中正區,房地(土地+建物),中華路二段３０９巷２４號四樓,10.66,住,,,1110709,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,,25.63,2,1,1,有,無,4600000,179477.0,,0.0,0,陽台外推；其他增建；,RPVNMLPJQHHGFAA97DA,24.0,0.0,1.63,無,,,111
文山區,房地(土地+建物),木新路二段７９巷６弄１０號二樓,30.59,住,,,1110703,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,,115.66,3,2,2,有,無,14750000,127529.0,,0.0,0,陽台外推；,RPXNMLPJQHHGFAA28EA,94.61,0.0,12.91,無,,,111
南港區,房地(土地+建物),合順街８巷５弄１８號,21.75,住,,,1110712,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,,77.0,3,1,1,有,無,13500000,175325.0,,0.0,0,,RPUNMLMJQHHGFDA87DA,77.0,0.0,0.0,無,,,111
南港區,房地(土地+建物),舊莊街一段２６１號,30.33,住,,,1110719,土地1建物1車位0,一層，平台，騎樓,二層,公寓(5樓含以下無電梯),住家用,,42.15,1,0,1,有,無,6000000,142349.0,,0.0,0,,RPUNMLRLPHHGFDA48DA,42.15,0.0,0.0,無,,,111
文山區,房地(土地+建物),興隆路四段１９５巷４弄２號四樓,40.05,住,,,1110709,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,104.3,3,2,1,有,無,13350000,127996.0,,0.0,0,頂樓加蓋；,RPOOMLLKQHHGFAA07DA,94.65,0.0,9.65,無,,,111
文山區,房地(土地+建物),木柵路一段２２號,27.0,住,,,1110719,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,81.1,3,1,3,有,無,15000000,184957.0,,0.0,0,其他增建；,RPXNMLKKQHHGFAA77DA,81.1,0.0,0.0,無,,,111
中正區,房地(土地+建物),中華路二段３１５巷２５號三樓,10.49,住,,,1110709,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,,25.63,1,1,1,有,無,4800000,187281.0,,0.0,0,,RPPNMLPKQHHGFAA47DA,24.0,0.0,1.63,無,,,111
大安區,房地(土地+建物),樂利路６２號,35.75,住,,,1110718,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,,93.74,0,1,0,有,無,37000000,394709.0,,0.0,0,土地價格3663萬元整、建物價格37萬元整。其他增建；,RPROMLSJQHHGFFA48DA,93.74,0.0,0.0,無,,,111
中正區,房地(土地+建物),中華路二段３１５巷５１號四樓,10.49,住,,,1110727,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,,27.46,1,1,1,有,無,4500000,163875.0,,0.0,0,其他增建；,RPQNMLPJQHHGFAA47DA,24.48,0.0,2.98,無,,,111
文山區,房地(土地+建物),新光路一段１０１號四樓,22.75,住,,,1110717,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,67.36,4,2,2,有,無,9800000,145487.0,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPQNMLNKQHHGFAA37DA,56.54,0.0,10.82,無,,,111
大安區,房地(土地+建物),辛亥路三段１５７巷２４弄９號二樓,45.75,住,,,1110709,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,108.13,4,2,1,有,無,18000000,166466.0,,0.0,0,陽台外推；其他增建；,RPXNMLMJQHHGFFA38DA,108.13,0.0,0.0,無,,,111
大同區,房地(土地+建物),大龍街１５９巷１８弄２號三樓,23.0,住,,,1110727,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,,70.91,3,1,1,有,無,13100000,184741.0,,0.0,0,陽台外推；其他增建；,RPSOMLOLQHHGFBA08EA,67.08,0.0,3.83,無,529.0,,111
南港區,房地(土地+建物),忠孝東路六段１８８巷６號三樓,29.33,住,,,1110729,土地1建物1車位0,三層，陽臺,三層,公寓(5樓含以下無電梯),住家用,,73.61,3,1,1,有,無,12500000,169814.0,,0.0,0,,RPTTMLRJPHHGFDA88EA,73.61,0.0,0.0,無,,,111
萬華區,房地(土地+建物),武成街６３巷１２弄２４號,35.0,住,,,1110719,土地1建物1車位0,全,三層,透天厝,住家用,,98.55,3,2,2,有,無,17750000,180112.0,,0.0,0,頂樓加蓋；其他增建；,RPXNMLLKQHHGFBA97DA,98.55,0.0,0.0,無,,,111
大安區,房地(土地+建物),和平東路三段３０８巷４０號四樓,34.25,住,,,1110707,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,97.36,3,1,1,有,無,17500000,179745.0,,0.0,0,頂樓加蓋；,RPWNMLLMQHHGFFA58EA,83.53,0.0,13.83,無,,,111
大安區,房地(土地+建物),忠孝東路四段１７０巷２３號五樓,27.97,住,,,1110727,土地1建物2車位0,五層,五層,公寓(5樓含以下無電梯),住家用,,100.68,5,0,5,有,無,28580000,283870.0,,0.0,0,陽台外推；頂樓加蓋；,RPSNMLKKQHHGFFA77DA,78.07,0.0,16.34,無,,,111
內湖區,房地(土地+建物),康寧路一段８６巷２弄１１號三樓,36.0,住,,,1110704,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,,68.68,4,2,2,有,無,14200000,206756.0,,0.0,0,頂樓加蓋；,RPRSMLKMQHHGFCA08DA,68.68,0.0,0.0,無,624.0,,111
大安區,房地(土地+建物),羅斯福路二段１０１巷４之４號,29.25,住,,,1110701,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,,85.8,4,1,2,有,無,26600000,310023.0,,0.0,0,其他增建；,RPOOMLLJQHHGFFA47DA,85.8,0.0,0.0,無,,,111
信義區,房地(土地+建物),永吉路３０巷１５１弄１８號,25.25,住,,,1110717,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,,66.84,3,2,1,有,無,21500000,321664.0,,0.0,0,其他增建；,RPQOMLMKQHHGFDA67DA,66.84,0.0,0.0,無,,,111
大同區,房地(土地+建物),延平北路三段２２之２號,23.0,住,,,1110616,土地3建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,,80.98,2,2,1,有,無,9000000,111139.0,,0.0,0,,RPSNMLOLOHHGFBA77EA,80.98,0.0,0.0,無,,,111
文山區,房地(土地+建物),新光路一段１０３號二樓,3.83,住,,,1110620,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,,11.55,2,1,1,有,無,1600000,138528.0,,0.0,0,,RPTQMLLLOHHGFAA67DA,9.74,0.0,1.8,無,362.0,,111
中正區,房地(土地+建物),中華路二段３１１巷５號五樓,14.74,住,,,1110615,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,,35.11,1,1,1,有,無,6450000,183708.0,,0.0,0,陽台外推；含租約；,RPPNMLPLOHHGFAA37DA,30.16,0.0,4.95,無,,,111
信義區,房地(土地+建物),永吉路１２７巷２１號四樓,31.75,住,,,1110612,土地1建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,108.04,3,2,2,有,無,18800000,174010.0,,0.0,0,頂樓加蓋；,RPQNMLRJPHHGFDA87DA,108.04,0.0,0.0,無,,,111
中正區,房地(土地+建物),金門街１１巷２之２號,28.75,住,,,1110606,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,66.61,2,2,1,有,無,16000000,240204.0,,0.0,0,,RPUOMLMKPHHGFAA77EA,66.61,0.0,0.0,無,,,111
信義區,房地(土地+建物),忠孝東路五段７９０巷７０弄２１號,25.75,住,,,1110624,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,,77.2,3,2,1,有,無,19800000,256477.0,,0.0,0,,RPPOMLPKPHHGFDA87EA,77.2,0.0,0.0,無,,,111
文山區,房地(土地+建物),木柵路一段２３８巷２弄４號,41.25,住,,,1110609,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,89.43,4,0,4,有,無,13500000,150956.0,,0.0,0,,RPPNMLRKPHHGFAA57DA,89.43,0.0,0.0,無,1015.0,,111
萬華區,房地(土地+建物),西園路二段２６１巷４６弄１２號三樓,33.0,住,,,1110620,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,,57.57,0,0,0,無,無,7710000,133924.0,,0.0,0,,RPXNMLTKPHHGFBA68DA,57.57,0.0,0.0,無,1024.0,,111
文山區,房地(土地+建物),秀明路一段７９巷５弄２０號,44.0,住,,,1110611,土地1建物1車位0,全,二層,透天厝,住家用,,62.94,2,2,1,有,有,14180000,225294.0,,0.0,0,壹樓/法定空地平台頂樓加蓋；其他增建；,RPTNMLMLOHHGFAA47DA,55.16,3.89,3.89,無,,,111
大安區,房地(土地+建物),安東街５０之４號四樓,17.08,住,,,1110619,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,,123.06,3,2,2,有,無,36000000,292540.0,,0.0,0,其他增建；,RPPOMLLLPHHGFFA67DA,102.29,0.0,5.6,有,,,111
中正區,房地(土地+建物),羅斯福路三段８４巷１２弄４之２號三樓,20.25,住,,,1110626,土地2建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,63.23,2,2,1,有,無,14350000,226949.0,,0.0,0,陽台外推；,RPSOMLLJQHHGFAA37DA,63.23,0.0,0.0,無,,,111
大同區,房地(土地+建物),庫倫街１３巷１弄２１之１號,20.0,住,,,1110618,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,,57.36,3,1,1,有,無,10200000,177824.0,,0.0,0,其他增建；,RPUPMLSKPHHGFBA48DA,57.36,0.0,0.0,無,,,111
文山區,房地(土地+建物),忠順街一段２６巷１３弄１０號二樓,37.65,住,,,1110623,土地2建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,101.51,3,2,2,有,無,16500000,162546.0,,0.0,0,陽台外推；其他增建；,RPUNMLLKQHHGFAA57DA,101.51,0.0,0.0,無,1175.0,,111
大安區,房地(土地+建物),通化街１６５巷１２之３號,29.5,住,,,1110630,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,,69.16,3,2,1,有,無,17600000,254482.0,,0.0,0,,RPQQMLPLNHHGFFA28EA,69.16,0.0,0.0,無,,,111
文山區,房地(土地+建物),木柵路四段１５９巷１９４號四樓,26.7,住,,,1110531,土地4建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,,100.39,3,2,1,有,無,9000000,89650.0,,0.0,0,,RPWOMLKLOHHGFAA77EA,83.06,0.0,17.33,無,,,111
文山區,房地(土地+建物),興隆路三段１８１巷９弄７號三樓,35.33,住,,,1110526,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,,93.78,3,2,1,有,無,11000000,117296.0,,0.0,0,,RPPNMLNLOHHGFAA27EA,93.78,0.0,0.0,無,1441.0,,111
信義區,房地(土地+建物),和平東路三段４２１號,31.6,住,,,1110526,土地1建物1車位0,一層，騎樓，通道,五層,公寓(5樓含以下無電梯),住家用,,109.1,0,0,0,無,無,33380000,305958.0,,0.0,0,,RPQNMLOLOHHGFDA77EA,104.0,5.1,0.0,無,,,111
信義區,房地(土地+建物),永吉路１８０巷４２弄９號二樓,21.25,住,,,1110505,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,63.12,3,2,1,有,無,12500000,198035.0,,0.0,0,,RPRPMLRLNHHGFDA28EA,63.12,0.0,0.0,無,,,111
文山區,房地(土地+建物),試院路１５４巷２弄３１號,29.2,住,,,1110505,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,99.66,3,2,1,有,有,9380000,94120.0,,0.0,0,,RPQNMLLJPHHGFAA96DA,85.89,4.47,9.3,無,,,111
大安區,房地(土地+建物),瑞安街２２２巷３３號三樓,32.31,住,,,1110527,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,99.15,3,2,2,有,無,22000000,221886.0,,0.0,0,,RPXOMLQJOHHGFFA68DA,99.15,0.0,0.0,無,,,111
大安區,房地(土地+建物),新生南路二段３０巷２６之１號,34.46,住,,,1110529,土地1建物1車位0,二層，露台,六層,華廈(10層含以下有電梯),住家用,,140.0,2,2,2,有,有,45000000,321429.0,,0.0,0,其他增建；,RPTNMLKMOHHGFFA87DA,140.0,0.0,0.0,有,,,111
文山區,房地(土地+建物),興德路６２巷５號二樓,29.51,住,,,1110528,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,,93.96,3,2,2,有,無,14500000,154321.0,,0.0,0,陽台外推；,RPOOMLNKPHHGFAA17DA,74.44,0.0,19.52,無,,,111
松山區,房地(土地+建物),南京東路五段２３巷９弄２號三樓,30.6,住,,,1110508,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,,113.27,3,2,2,有,無,21400000,188929.0,,0.0,0,陽台外推；其他增建；,RPPOMLPJPHHGFDA67DA,101.78,0.0,11.49,無,,,111
大安區,房地(土地+建物),和平東路二段１７５巷３７弄８號三樓,48.0,住,,,1110513,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,126.43,4,2,2,有,無,29900000,236495.0,,0.0,0,陽台外推；其他增建；,RPPNMLMJQHHGFFA67EA,126.43,0.0,0.0,無,,,111
大安區,房地(土地+建物),樂業街１５９巷４９號三樓,31.5,住,,,1110426,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,,91.11,3,2,1,有,無,15800000,173417.0,,0.0,0,,RPPNMLTJOHHGFFA18EA,91.11,0.0,0.0,無,,,111
大安區,房地(土地+建物),雲和街８１之１號四樓,27.5,住,,,1110424,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,,109.47,2,2,2,有,無,29170000,266466.0,,0.0,0,陽台外推；其他增建；,RPPOMLNJNHHGFFA57EA,86.84,1.8,14.12,無,1678.0,,111
萬華區,房地(土地+建物),萬大路４９３巷３６弄７號,29.11,住,,,1110428,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,84.39,3,2,1,有,無,15550000,184264.0,,0.0,0,,RPSNMLNLOHHGFBA67EA,84.39,0.0,0.0,無,,,111
文山區,房地(土地+建物),永安街６巷１１號,51.42,住,,,1110430,土地2建物2車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,,188.32,3,3,3,有,無,31000000,164613.0,,0.0,0,建號1466價格1538萬，建號1465價格1562萬其他增建；,RPPPMLOKMHHGFAA27EA,188.32,0.0,0.0,無,1727.0,,111
大安區,房地(土地+建物),復興南路二段１６０巷１７弄６號二樓,20.24,住,,,1110423,土地3建物1車位0,二層，陽臺,六層,華廈(10層含以下有電梯),住家用,,90.44,3,2,2,有,有,23650000,261499.0,,0.0,0,陽台外推；,RPWPMLNJNHHGFFA38EA,90.44,0.0,0.0,有,1733.0,,111
文山區,房地(土地+建物),木柵路一段６６號四樓,27.0,住,,,1110430,土地1建物1車位0,四層，五層,五層,公寓(5樓含以下無電梯),住家用,,95.81,2,2,1,有,無,9000000,93936.0,,0.0,0,,RPSOMLNLOHHGFAA57DA,95.81,0.0,0.0,無,,,111
松山區,房地(土地+建物),南京東路四段１３３巷７弄２４號四樓,38.0,住,,,1110418,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,96.52,3,2,2,有,無,25360000,262743.0,,0.0,0,頂樓加蓋；其他增建；,RPUNMLPLNHHGFDA08DA,96.52,0.0,0.0,無,,,111
信義區,房地(土地+建物),松仁路２５３巷３弄１５號,37.0,住,,,1110417,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,110.81,3,1,2,有,無,31500000,284270.0,,0.0,0,其他增建；,RPROMLRJPHHGFDA08DA,110.81,0.0,0.0,無,,,111
