鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡,年度
文山區,房地(土地+建物),福興路４６巷２弄５號,22.5,住,,,1110206,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,,68.61,2,1,1,有,無,10000000,145751.0,,0.0,0,,RPXNMLLKKHHGFAA37EA,68.61,0.0,0.0,無,,,111
大安區,房地(土地+建物),溫州街５８巷８號二樓,4.45,住,,,1110217,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,,11.39,3,2,2,有,無,2400000,210711.0,,0.0,0,,RPWNMLLJLHHGFFA67DA,11.39,0.0,0.0,無,,,111
大安區,房地(土地+建物),和平東路三段３０８巷１弄２號三樓,14.0,住,,,1110216,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,,38.04,2,1,1,有,無,6000000,157729.0,,0.0,0,,RPPOMLLJLHHGFFA07DA,38.04,0.0,0.0,無,,,111
文山區,房地(土地+建物),木新路三段３１０巷６弄４號二樓,43.73,住,,,1110212,土地1建物1車位0,二層，陽台,三層,公寓(5樓含以下無電梯),住家用,,109.34,3,2,1,有,無,13600000,124383.0,,0.0,0,其他增建；,RPPOMLRJLHHGFAA27EA,109.34,0.0,0.0,無,,,111
文山區,房地(土地+建物),羅斯福路五段２１１巷２６弄１號四樓,34.75,住,,,1110111,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,,105.24,3,2,1,有,無,13500000,128278.0,,0.0,0,頂樓加蓋；,RPTNMLQLJHHGFAA37DA,105.24,0.0,0.0,無,,,111
文山區,房地(土地+建物),辛亥路四段１６６巷２６弄４之４號二樓,25.25,住,,,1110106,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,,73.41,3,2,1,有,無,10000000,136221.0,,0.0,0,,RPQNMLQJKHHGFAA96DA,73.41,0.0,0.0,無,,,111
萬華區,房地(土地+建物),德昌街１８５巷１２弄３４號,38.5,住,,,1110107,土地2建物1車位0,一層,二層,公寓(5樓含以下無電梯),住家用,,44.1,1,1,1,有,無,7000000,158730.0,,0.0,0,其他增建；,RPPPMLRJKHHGFBA27DA,44.1,0.0,0.0,無,,,111
文山區,房地(土地+建物),興隆路四段１６５巷１４號五樓,27.6,住,,,1110101,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,,96.33,3,2,2,有,無,12180000,126440.0,,0.0,0,陽台外推；其他增建；,RPTOMLLLJHHGFAA96DA,86.1,0.0,10.23,無,,,111
文山區,房地(土地+建物),興隆路二段９６巷２弄９號五樓,28.8,住,,,1110120,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,,97.91,3,2,2,有,無,15000000,153202.0,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPSNMLOKKHHGFAA07DA,85.23,0.0,12.68,無,,,111
文山區,房地(土地+建物),福興路４巷１５弄２號五樓,23.4,住,,,1110102,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,,73.11,2,2,1,有,無,10360000,141704.0,,0.0,0,陽台外推；,RPVPMLPKKHHGFAA67DA,63.58,0.0,9.53,無,355.0,,111
信義區,房地(土地+建物),信義路五段１５０巷３４２弄３１號三樓,42.5,住,,,1110109,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,,99.47,4,1,4,有,有,19850000,199558.0,,0.0,0,其他增建；,RPXNMLSLJHHGFDA28DA,99.47,0.0,0.0,無,,,111
中正區,房地(土地+建物),羅斯福路三段８４巷１２弄４之２號四樓,20.25,住,,,1110107,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,,63.23,3,1,1,有,無,14350000,226949.0,,0.0,0,陽台外推；頂樓加蓋；,RPVOMLKKKHHGFAA07DA,63.23,0.0,0.0,無,,,111
信義區,房地(土地+建物),大道路２０號,29.0,住,,,1110104,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,,79.09,2,2,1,有,無,27300000,345176.0,,0.0,0,其他增建；,RPXOMLTKJHHGFDA38DA,79.09,0.0,0.0,無,,,111
大安區,房地(土地+建物),復興南路二段２９２號十樓,15.46,住,,,1110116,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,,125.74,3,2,2,有,有,32580000,259106.0,,0.0,0,現況有部分（電）樓梯間面積被更改為本戶室內專用陽台外推；其他增建；,RPTOMLOLKHHGFFA87DA,88.71,0.0,19.86,有,,,111
文山區,房地(土地+建物),木新路三段２３２巷１０號四樓,37.17,住,,,1110111,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,97.18,3,2,1,有,無,14780000,152089.0,,0.0,0,頂樓加蓋；其他增建；,RPPNMLQLKHHGFAA07DA,84.51,0.0,12.67,無,,,111
信義區,房地(土地+建物),林口街１２２號四樓,38.5,住,,,1110112,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,80.52,3,1,1,有,無,17350000,215474.0,,0.0,0,其他增建；,RPSOMLQLJIGGFDA77EA,80.52,0.0,0.0,無,,,111
大安區,房地(土地+建物),溫州街６４號六樓之５,12.38,住,,,1110120,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,,42.3,1,1,1,有,有,11600000,274232.0,,0.0,0,,RPSOMLSJKHHGFFA97DA,37.2,0.0,5.1,有,,,111
南港區,房地(土地+建物),忠孝東路六段２７８巷３５弄１３號,31.33,住,,,1110118,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,,54.0,3,2,1,有,無,15600000,288889.0,,0.0,0,,RPSOMLRJLHHGFDA87EA,54.0,0.0,0.0,無,,,111
大安區,房地(土地+建物),溫州街４９巷４號,57.25,住,,,1110117,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,98.96,3,2,2,有,無,35000000,353678.0,,0.0,0,,RPPNMLSJLHHGFFA77EA,98.96,0.0,0.0,無,,,111
信義區,房地(土地+建物),松信路１９號三樓,25.53,住,,,1101211,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,,72.38,5,0,4,有,無,15200000,210003.0,,0.0,0,陽台外推；,RPUOMLNLKIGGFDA77EA,72.38,0.0,0.0,無,,,111
南港區,房地(土地+建物),南港路一段１７１巷２０號二樓,24.25,住,,,1101222,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,,93.15,3,2,1,有,無,15000000,161031.0,,0.0,0,,RPVRMLKKKIGGFDA77EA,93.15,0.0,0.0,無,,,111
大安區,房地(土地+建物),市民大道四段６４號五樓之３,17.29,住,,,1101212,土地1建物1車位0,五層，陽台,七層,華廈(10層含以下有電梯),住家用,,69.75,3,2,1,有,有,21000000,301075.0,,0.0,0,,RPPOMLOLKIGGFFA47DA,69.75,0.0,0.0,有,734.0,,111
文山區,房地(土地+建物),和興路６巷１弄６號四樓,32.5,住,,,1101220,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,102.95,3,2,2,有,無,12680000,123167.0,,0.0,0,原買賣金額1368萬，買賣雙方因房屋瑕疵問題折讓100萬給買方，更正為1268萬陽台外推；,RPUOMLKKJHHGFAA86DA,89.98,0.0,12.97,無,,,111
大同區,房地(土地+建物),環河北路二段２０５巷２４號,110.0,住,,,1101220,土地2建物1車位0,全,二層,透天厝,住家用,,131.19,5,2,2,有,無,30000000,228676.0,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPOPMLNJJHHGFBA66DA,131.19,0.0,0.0,無,,,111
文山區,房地(土地+建物),指南路二段４５巷２３號四樓,27.0,住,,,1101224,土地1建物1車位0,四層，騎樓,四層,公寓(5樓含以下無電梯),住家用,,95.17,3,2,1,有,無,10000000,105075.0,,0.0,0,頂樓加蓋；,RPQNMLMKJHHGFAA66EA,95.17,0.0,0.0,無,,,111
南港區,房地(土地+建物),南港路二段１２２號四樓,6.17,住,,,1101228,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,15.68,2,2,2,有,無,1730000,110332.0,,0.0,0,陽台外推；,RPUPMLNLKIGGFDA87EA,13.4,0.0,2.28,無,,,111
松山區,房地(土地+建物),市民大道五段６５號四樓,28.25,住,,,1101222,土地1建物1車位0,四層，露台,四層,公寓(5樓含以下無電梯),住家用,,95.32,3,1,1,有,無,19000000,199329.0,,0.0,0,,RPPNMLOKJHHGFDA96DA,95.32,0.0,0.0,無,,,111
大安區,房地(土地+建物),杭州南路二段９３巷１之７號,30.0,住,,,1101211,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,57.8,3,2,1,有,無,19200000,332180.0,,0.0,0,其他增建；,RPRNMLTLKIGGFFA08DA,57.8,0.0,0.0,無,863.0,,111
南港區,房地(土地+建物),忠孝東路六段２７８巷２２弄６號二樓,25.0,住,,,1101224,土地1建物1車位0,二層，陽台,三層,公寓(5樓含以下無電梯),住家用,,59.28,2,1,1,有,無,12000000,202429.0,,0.0,0,,RPQQMLPJJHHGFDA47EA,59.28,0.0,0.0,無,869.0,,111
文山區,房地(土地+建物),育英街５７巷１８號三樓,49.17,住,,,1101220,土地1建物1車位0,三層，陽台,三層,公寓(5樓含以下無電梯),住家用,,85.69,3,2,1,有,無,10100000,117867.0,,0.0,0,,RPVNMLKLJHHGFAA07EA,85.69,0.0,0.0,無,,,111
南港區,房地(土地+建物),合順街８巷５弄４號四樓,21.25,住,,,1101212,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,77.0,3,4,2,有,無,10000000,129870.0,,0.0,0,頂樓加蓋；其他增建；,RPPNMLNJJHHGFDA76DA,77.0,0.0,0.0,無,,,111
文山區,房地(土地+建物),一壽街４號,22.25,住,,,1101224,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,,61.63,0,0,1,有,無,15500000,251501.0,,0.0,0,壹樓法定空地其他增建；,RPXNMLKLJHHGFAA17DA,61.63,0.0,0.0,無,,,111
中正區,房地(土地+建物),中華路二段３１５巷２５號二樓,10.49,住,,,1101202,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,,25.63,1,0,1,有,無,4500000,175575.0,,0.0,0,陽台外推；,RPSOMLSJKIGGFAA47DA,24.0,0.0,1.63,無,,,111
南港區,房地(土地+建物),福山街５６巷３號二樓,20.0,住,,,1101209,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,,71.52,4,0,2,有,無,10300000,144016.0,,0.0,0,其他增建:陽台。其他增建；含租約；,RPQNMLOLKIGGFDA27DA,64.66,0.0,6.86,無,1000.0,,111
松山區,房地(土地+建物),寶清街１０１巷４１號四樓,38.57,住,,,1101213,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,,114.0,4,2,2,有,無,20300000,178070.0,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPQPMLKMKIGGFDA17DA,114.0,0.0,0.0,無,1013.0,,111
信義區,房地(土地+建物),吳興街３５９之７號四樓,33.37,住,,,1101211,土地3建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,,93.77,7,0,7,有,無,18580000,198144.0,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPWOMLOKKIGGFDA87DA,93.77,0.0,0.0,無,,,111
大安區,房地(土地+建物),瑞安街２０８巷２５弄１２號,44.93,住,,,1101201,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,114.96,4,2,2,有,無,36510000,317589.0,,0.0,0,其他增建；,RPUNMLRLJHHGFFA18EA,114.96,0.0,0.0,無,,,111
中正區,房地(土地+建物),辛亥路一段７巷５號二樓,52.5,住,,,1101228,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,,151.45,4,2,2,有,無,32070000,211753.0,,0.0,0,,RPUNMLSLJHHGFAA67DA,136.99,0.0,14.46,無,,,111
大安區,房地(土地+建物),樂業街１５９巷１３號五樓,35.5,住,,,1101217,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,,149.67,4,0,4,有,無,26930000,179929.0,,0.0,0,頂樓加蓋；其他增建；,RPTOMLSLKIGGFFA28DA,133.42,0.0,16.25,無,,,111
文山區,房地(土地+建物),保儀路１０９巷１８弄５號二樓,34.25,住,,,1101223,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,,107.96,4,2,1,有,無,14300000,132456.0,,0.0,0,陽台外推；其他增建；,RPROMLRKJHHGFAA27DA,107.96,0.0,0.0,無,,,111
大安區,房地(土地+建物),和平東路三段３７０號三樓,30.28,住,,,1101216,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,,84.72,1,2,1,有,無,14320000,169027.0,,0.0,0,,RPPNMLRJJHHGFFA47EA,80.08,0.0,4.64,無,,,111
文山區,房地(土地+建物),光輝路１８巷３號,108.0,住,,,1101224,土地1建物1車位0,全,二層,透天厝,住家用,,100.56,7,0,2,有,無,33000000,328162.0,,0.0,0,其他增建；,RPQNMLTJKHHGFAA27DA,100.56,0.0,0.0,無,,,111
大安區,房地(土地+建物),和平東路三段３７０號二樓,30.28,住,,,1101216,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,,84.72,3,2,1,有,無,14360000,169500.0,,0.0,0,,RPVNMLRJJHHGFFA08EA,80.08,0.0,4.64,無,,,111
大同區,房地(土地+建物),庫倫街１３巷１弄１９之３號,20.0,住,,,1101201,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,56.88,2,2,1,有,無,8600000,151195.0,,0.0,0,頂樓加蓋；,RPPOMLRLJHHGFBA27DA,56.88,0.0,0.0,無,,,111
大安區,房地(土地+建物),和平東路三段３７０號四樓,30.28,住,,,1101216,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,84.72,2,2,1,有,無,14320000,169027.0,,0.0,0,,RPWNMLRJJHHGFFA18EA,80.08,0.0,4.64,無,,,111
文山區,房地(土地+建物),辛亥路七段７６巷２４號五樓,25.8,住,,,1101209,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,,96.74,3,2,1,有,無,9600000,99235.0,,0.0,0,陽台外推；頂樓加蓋；,RPWOMLKKKHHGFAA17DA,84.09,0.0,12.65,無,,,111
松山區,房地(土地+建物),八德路四段２０４巷６弄２６號,31.19,住,,,1101221,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,,98.36,2,2,1,有,無,21600000,219601.0,,0.0,0,其他增建；,RPXPMLOKKHHGFDA08DA,98.36,0.0,0.0,無,,,111
文山區,房地(土地+建物),指南路二段４５巷４弄５號,42.75,住,,,1101220,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,107.08,3,2,1,有,無,18450000,172301.0,,0.0,0,,RPQNMLSKKHHGFAA37EA,93.64,13.44,0.0,無,1179.0,,111
信義區,房地(土地+建物),景雲街３９號,245.0,住,,,1101230,土地1建物1車位0,全,二層,透天厝,住家用,,221.93,5,2,2,有,無,50000000,225296.0,,0.0,0,陽台外推；其他增建；,RPWRMLLLJHHGFDA97EA,171.23,30.78,19.92,無,,,111
大安區,房地(土地+建物),新生南路一段１０３巷３１之５號,43.25,住,,,1101225,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,,112.4,4,2,2,有,無,32680000,290747.0,,0.0,0,其他增建；,RPOOMLRJKHHGFFA47DA,112.4,0.0,0.0,無,,,111
大同區,房地(土地+建物),環河北路二段２１３巷２０號,94.0,住,,,1101231,土地1建物1車位0,全,二層,透天厝,住家用,,121.53,0,0,0,無,無,21000000,172797.0,,0.0,0,其他增建；,RPXOMLSKKHHGFBA18DA,121.53,0.0,0.0,無,,,111
大安區,房地(土地+建物),金山南路二段１３２巷９號二樓,22.5,住,,,1101226,土地2建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,,60.93,2,2,1,有,無,16600000,272444.0,,0.0,0,,RPSNMLRJLHHGFFA97EA,60.93,0.0,0.0,無,,,111
大安區,房地(土地+建物),仁愛路三段３１巷６號四樓,35.25,住,,,1101230,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,,109.7,3,2,2,有,無,33350000,304011.0,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPUQMLSJKHHGFFA38DA,109.7,0.0,0.0,無,,,111
大安區,房地(土地+建物),金山南路二段１０巷１５號二樓,28.0,住,,,1101107,土地2建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,,85.81,2,2,1,有,無,26080000,303927.0,,0.0,0,,RPSOMLSJJIGGFFA97EA,85.81,0.0,0.0,無,1274.0,,111
內湖區,房地(土地+建物),康寧路一段４７巷９號三樓,31.0,住,,,1101115,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,,71.16,4,0,4,有,無,11200000,157392.0,,0.0,0,陽台外推；,RPQOMLTJKIGGFCA57DA,66.88,0.0,4.28,無,,,111
南港區,房地(土地+建物),中南街１５４號,42.5,住,,,1101106,土地1建物1車位0,一層，騎樓,二層,公寓(5樓含以下無電梯),住家用,,81.82,0,0,1,有,無,16200000,197996.0,,0.0,0,,RPOQMLOKKIGGFDA27DA,81.82,0.0,0.0,無,,,111
信義區,房地(土地+建物),林口街２４巷８號三樓,36.0,住,,,1101130,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,,67.65,2,2,1,有,無,11100000,164080.0,,0.0,0,,RPXPMLPKKIGGFDA18DA,67.65,0.0,0.0,無,,,111
松山區,房地(土地+建物),光復南路５８巷２１之８號三樓,23.25,住,,,1101108,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,,72.65,2,2,1,有,無,17700000,243634.0,,0.0,0,其他增建；,RPROMLRKJIGGFDA57DA,72.65,0.0,0.0,無,1371.0,,111
文山區,房地(土地+建物),興隆路三段２６３號四樓,23.3,住,,,1101127,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,,84.39,3,2,1,有,無,9400000,111388.0,,0.0,0,加鐵窗陽台外推；其他增建；,RPPQMLSJKIGGFAA37DA,68.25,0.0,16.14,無,,,111
大安區,房地(土地+建物),敦化南路二段４６號九樓之１２,8.0,住,,,1101104,土地1建物1車位0,九層，陽台,十六層,住宅大樓(11層含以上有電梯),住家用,,94.53,2,2,1,有,有,28380000,300222.0,,0.0,0,其他增建；,RPPNMLNKKIGGFFA17DA,73.49,0.0,0.0,有,,,111
大同區,房地(土地+建物),迪化街二段１９４巷２之２號,15.67,住,,,1101119,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,,45.07,2,1,1,有,無,6480000,143776.0,,0.0,0,其他增建；,RPUOMLNLJIGGFBA37DA,45.07,0.0,0.0,無,,,111
大安區,房地(土地+建物),大安路一段１６９巷１０號六樓之１,30.81,住,,,1101122,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,,174.98999999999998,3,2,2,有,有,55850000,319161.0,,0.0,0,陽台外推；,RPPNMLLKKIGGFFA96DA,138.88,0.0,20.1,有,,,111
南港區,房地(土地+建物),舊莊街一段９０巷５號,25.5,住,,,1101119,土地1建物1車位0,一層，平台,二層,公寓(5樓含以下無電梯),住家用,,40.44,1,1,1,有,無,6300000,155786.0,,0.0,0,,RPUNMLNKKIGGFDA47DA,40.44,0.0,0.0,無,1434.0,,111
信義區,房地(土地+建物),吳興街２６９巷１０號二樓,30.0,住,,,1101107,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,,84.0,5,0,5,有,無,16680000,198571.0,,0.0,0,陽台外推；其他增建；,RPXNMLNKKIGGFDA77DA,84.0,0.0,0.0,無,1448.0,,111
大同區,房地(土地+建物),延平北路三段７２號三樓,24.5,住,,,1101106,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,,90.66,0,1,1,有,無,12700000,140084.0,,0.0,0,其他增建；,RPOOMLLLKIGGFBA76EA,90.66,0.0,0.0,無,,,111
文山區,房地(土地+建物),木新路三段１７２巷９號四樓,24.0,住,,,1101130,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,,87.25,3,2,1,有,無,10600000,121490.0,,0.0,0,陽台外推；,RPOOMLNLKIGGFAA86EA,72.37,0.0,14.88,無,,,111
文山區,房地(土地+建物),興隆路一段５５巷２７弄５號四樓,33.25,住,,,1101105,土地3建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,69.78,2,2,1,有,無,11830000,169533.0,,0.0,0,其他增建；,RPUNMLMLKIGGFAA17DA,69.78,0.0,0.0,無,,,111
大安區,房地(土地+建物),辛亥路一段４４號七樓,41.33,住,,,1101101,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,,217.87,5,2,4,有,有,45300000,207922.0,,0.0,0,,RPSPMLSJJIGGFFA08EA,155.69,0.0,23.63,有,,,111
信義區,房地(土地+建物),莊敬路４２３巷８弄２號二樓,39.5,住,,,1101116,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,,118.07,3,2,1,有,無,24500000,207504.0,,0.0,0,,RPVOMLKKKIGGFDA47EA,118.07,0.0,0.0,無,,,111
中正區,房地(土地+建物),門街８１巷４２號四樓,64.25,住,,,1101119,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,158.36,4,2,1,有,無,24500000,154711.0,,0.0,0,頂樓加蓋；,RPUOMLQJKIGGFAA47DA,158.36,0.0,0.0,無,1500.0,,111
文山區,房地(土地+建物),一壽街６６巷１０號二樓,57.0,住,,,1101109,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,,110.57,3,2,2,有,無,16350000,147870.0,,0.0,0,其他增建；,RPTNMLTKJIGGFAA57DA,110.57,0.0,0.0,無,,,111
信義區,房地(土地+建物),松信路２３號四樓,27.42,住,,,1101126,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,,71.11,2,1,1,有,無,15000000,210941.0,,0.0,0,頂樓加蓋；,RPOOMLSLKIGGFDA67EA,71.11,0.0,0.0,無,,,111
松山區,房地(土地+建物),延吉街５１號四樓,30.0,住,,,1101123,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,,105.57,3,2,1,有,無,21460000,203277.0,,0.0,0,其他增建；,RPSQMLKKKIGGFDA37EA,90.77,0.0,14.8,無,,,111
大安區,房地(土地+建物),復興南路一段１０７巷５弄１３之１號,20.82,住,,,1101122,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,,109.33,0,0,0,無,有,43000000,393305.0,,0.0,0,其他增建；,RPPNMLKMKIGGFFA07DA,82.97,14.67,0.0,有,,,111
文山區,建物,興隆路二段２１８之１號四樓,0.0,,,,1101126,土地0建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,155.49,9,2,2,有,無,8500000,54666.0,,0.0,0,陽台外推；頂樓加蓋；,RPPNMLPKKIGGFAA86DA,153.44,0.0,2.05,無,,,111
中正區,房地(土地+建物),羅斯福路三段２１０巷８弄８號四樓,38.75,住,,,1101104,土地2建物1車位0,四層，陽台,六層,華廈(10層含以下有電梯),住家用,,142.33,4,2,2,有,無,37080000,260521.0,,0.0,0,,RPUOMLKKJIGGFAA96EA,142.33,0.0,0.0,有,1543.0,,111
文山區,房地(土地+建物),興隆路四段６２巷２７號,30.5,住,,,1101123,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,88.24,3,2,2,有,無,19300000,218722.0,,0.0,0,,RPVNMLNJJHHGFAA07DA,74.1,14.14,0.0,無,,,111
信義區,房地(土地+建物),松山路５４１巷１４弄７號三樓,36.62,住,,,1101123,土地2建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,110.47,8,0,8,有,無,20080000,181769.0,,0.0,0,陽台外推；,RPRNMLOJJHHGFDA07DA,110.47,0.0,0.0,無,,,111
松山區,房地(土地+建物),寶清街１０３巷３６號,31.0,住,,,1101128,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,,86.75,4,2,1,有,無,21250000,244957.0,,0.0,0,其他增建；,RPSNMLQKKIGGFDA57DA,86.75,0.0,0.0,無,,,111
大安區,房地(土地+建物),杭州南路二段１７號五樓之１,14.7,住,,,1101115,土地1建物2車位0,五層,五層,公寓(5樓含以下無電梯),住家用,,52.37,2,2,1,有,無,16800000,320794.0,,0.0,0,陽台外推；,RPSOMLKMJIGGFFA37DA,38.31,0.0,5.6,無,,,111
大安區,房地(土地+建物),光復南路６７６巷１０弄８號二樓,22.0,住,,,1101112,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,65.47,0,0,0,無,無,14850000,226821.0,,0.0,0,陽台外推；,RPSNMLLJKIGGFFA17DA,65.47,0.0,0.0,無,1619.0,,111
萬華區,房地(土地+建物),萬大路４８６巷１１弄２７號二樓,31.67,住,,,1101123,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,,64.35,2,1,1,有,無,8080000,125563.0,,0.0,0,陽台外推；,RPQNMLKKJHHGFBA09DA,64.35,0.0,0.0,無,,,111
內湖區,房地(土地+建物),康寧路一段８６巷２弄８號,37.0,住,,,1101127,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,,67.88,3,2,1,有,無,11350000,167207.0,,0.0,0,陽台外推；頂樓加蓋；,RPQRMLKKJHHGFCA96DA,67.88,0.0,0.0,無,,,111
松山區,房地(土地+建物),寶清街８９巷１７號四樓,31.25,住,,,1101105,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,79.31,8,4,4,有,無,19000000,239566.0,,0.0,0,頂樓加蓋；,RPQNMLMKJHHGFDA96EA,79.31,0.0,0.0,無,1670.0,,111
萬華區,房地(土地+建物),莒光路２８３巷３弄１９號,57.0,住,,,1101121,土地2建物1車位0,全,一層,透天厝,住家用,,44.96,1,1,1,有,無,15000000,333630.0,,0.0,0,夾層；其他增建；,RPVNMLQJJHHGFBA47DA,44.96,0.0,0.0,無,1681.0,,111
大安區,房地(土地+建物),樂業街１６９巷４６號四樓,30.18,住,,,1101116,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,,106.64,3,2,2,有,無,20500000,192236.0,,0.0,0,陽台外推；,RPXOMLRLJHHGFFA48DA,92.94,0.0,13.7,無,1717.0,,111
南港區,房地(土地+建物),合順街８巷３弄４７號四樓,21.25,住,,,1101122,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,,77.0,3,3,2,有,無,8600000,111688.0,,0.0,0,頂樓加蓋；其他增建；,RPSOMLTJKIGGFDA87DA,77.0,0.0,0.0,無,,,111
信義區,房地(土地+建物),吳興街３９２號,38.5,住,,,1101122,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,,99.85,3,2,1,有,無,25000000,250376.0,,0.0,0,其他增建；,RPSOMLOLKIGGFDA57DA,99.85,0.0,0.0,無,1729.0,,111
文山區,房地(土地+建物),木新路三段７４巷６號三樓,25.25,住,,,1101023,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,,88.78,3,2,1,有,無,14250000,160509.0,,0.0,0,陽台外推；其他增建；,RPROMLMKJIGGFAA76DA,76.8,0.0,11.98,無,,,111
