鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡
內湖區,房地(土地+建物)+車位,南京東路六段３８９號二樓,58.08,住,,,1121107,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),住家用,1030801,279.83,3,2,2,有,有,59000000,247146.0,坡道平面,51.22,2500000,,RPPNMLOLJIIGFCA27EA,126.67,10.38,17.15,有,62.0,9.0
北投區,房地(土地+建物),中和街３６８號四樓之８,10.13,,,,1121102,土地1建物1車位0,四層，電梯樓梯間,十九層,住宅大樓(11層含以上有電梯),住家用,0870624,86.02,2,1,1,有,有,11600000,134852.0,,0.0,0,,RPQNMLOLJIIGFEA57EA,65.23,1.46,7.7,有,,25.0
北投區,房地(土地+建物),大度路三段２９９號六樓之３,5.91,住,,,1121106,土地3建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,0971013,57.77,1,1,1,有,有,10750000,186083.0,,0.0,0,,RPPNMLRLJIIGFEA77EA,32.82,1.85,4.12,有,63.0,15.0
中正區,房地(土地+建物),汀州路三段６０巷２弄７號二樓,29.4,住,,,1121102,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,0891012,139.91,3,2,3,有,有,36000000,257308.0,,0.0,0,陽台外推；其他增建；,RPTPMLMLJIIGFAA37DA,68.82,0.0,10.69,有,,23.0
北投區,房地(土地+建物),一心路１巷５號五樓,31.24,住,,,1121101,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,0741015,106.82,3,2,2,有,無,11580000,108407.0,,0.0,0,其他增建；,RPWNMLRJJIIGFEA18DA,91.4,0.0,12.38,無,,38.0
士林區,房地(土地+建物),中山北路六段４０５巷１４號四樓,34.7,住,,,1121107,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,0680216,122.86,3,2,2,有,無,21500000,174996.0,,0.0,0,,RPSOMLOKJIIGFEA67DA,108.96,0.0,13.9,無,,45.0
中山區,房地(土地+建物)+車位,民生東路二段９３巷１９號二樓,20.68,住,,,1121120,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,1101201,156.93,3,2,2,有,有,39030000,248710.0,坡道平面,0.0,0,政府機關標讓售；,RPQNMLRLJIIGFCA67EA,75.17,1.26,8.31,有,,2.0
中山區,房地(土地+建物),龍江路２７１巷９之１號,38.0,住,,,1121102,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,0650622,99.68,3,2,2,有,無,27200000,272873.0,,0.0,0,建築物含有：增建地下室,RPTNMLRLJIIGFCA97EA,86.64,13.04,0.0,無,,47.0
北投區,房地(土地+建物),復興二路６０巷７號九樓,55.44,住,,,1121112,土地1建物1車位0,九層，電梯樓梯間,十二層,住宅大樓(11層含以上有電梯),住家用,0840321,105.27,2,2,2,有,有,16100000,152940.0,,0.0,0,,RPRNMLOLJIIGFEA67EA,81.59,7.25,8.68,有,,29.0
北投區,房地(土地+建物),文林北路２２２號二十一樓之２,36.51,住,,,1121128,土地1建物1車位0,二十一層，二十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,0850216,189.64,4,1,2,有,有,20000000,105463.0,,0.0,0,,RPPNMLSLJIIGFEA87EA,121.0,1.84,17.45,有,,28.0
大同區,房地(土地+建物),延平北路四段２８２巷４８號五樓,23.07,住,,,1121103,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,0740621,82.14,4,3,2,有,無,12800000,155832.0,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPQOMLNJJIIGFBA96DA,70.78,0.0,8.05,無,71.0,38.0
內湖區,房地(土地+建物),環山路一段６０巷１號四樓,37.08,住,,,1121112,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,0690624,90.58,3,2,1,有,無,14500000,160079.0,,0.0,0,陽台外推增建,RPUOMLSLJIIGFCA18DA,75.04,0.0,15.54,無,,43.0
大安區,房地(土地+建物),和平東路三段２２８巷６８號五樓,23.21,住,,,1121102,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,0730906,108.67,3,2,2,有,無,26200000,241097.0,,0.0,0,陽台外推；,RPRNMLRJJIIGFFA77DA,92.5,0.0,10.8,有,,39.0
大安區,房地(土地+建物),泰順街４５號三樓之１０,4.37,,,,1121105,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,0870625,31.81,0,1,1,有,有,10600000,333229.0,,0.0,0,,RPTNMLSJJIIGFFA08DA,19.56,4.56,0.0,有,,25.0
萬華區,房地(土地+建物),萬大路４８６巷４６弄２４號二樓,30.75,住,,,1121101,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,0601001,76.51,2,1,1,有,無,10500000,137237.0,,0.0,0,,RPQNMLSLJIIGFBA67EA,76.51,0.0,0.0,無,,52.0
文山區,房地(土地+建物)+車位,政大二街２６０巷４３號四樓,26.12,住,,,1121102,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,0990730,69.3,1,1,1,有,有,11300000,184141.0,坡道機械,16.08,1500000,,RPSNMLLLJIIGFAA96DA,27.45,1.4,4.81,有,82.0,13.0
信義區,房地(土地+建物)+車位,松仁路３０８巷９５號,14.54,住,,,1121104,土地1建物2車位1,一層,九層,華廈(10層含以下有電梯),住家用,1030418,144.29,1,1,1,有,有,43880000,304110.0,塔式車位,0.0,0,,RPRNMLPLJIIGFDA57DA,39.48,4.96,0.0,有,,10.0
中山區,房地(土地+建物),農安街１８８號四樓,20.59,住,,,1121115,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,0711231,115.73,3,2,2,有,無,26000000,224661.0,,0.0,0,,RPRNMLTLJIIGFCA97EA,92.37,0.0,18.06,有,,41.0
文山區,房地(土地+建物),木柵路一段５９巷４號五樓之１,18.56,住,,,1121104,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,0810814,69.55,2,1,1,有,有,12100000,173976.0,,0.0,0,,RPROMLKLJIIGFAA86DA,50.31,1.43,5.02,有,,31.0
文山區,房地(土地+建物),興隆路一段８６號四樓,33.25,住,,,1121107,土地1建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,0620131,98.15,3,2,2,有,無,15300000,155884.0,,0.0,0,陽台外推；其他增建；,RPPNMLTLJIIGFAA47DA,98.15,0.0,0.0,無,94.0,51.0
文山區,房地(土地+建物),景興路１５３巷１７號十樓之２,22.19,住,,,1121115,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,0830317,115.62,3,2,2,有,有,23980000,207404.0,,0.0,0,有2處滲漏水由買方自行修復陽台外推；,RPVNMLTLJIIGFAA08DA,71.93,2.78,9.79,有,,30.0
文山區,房地(土地+建物),福興路８２巷５弄３號四樓,20.94,住,,,1121113,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,0720905,83.09,3,2,1,有,無,10400000,125165.0,,0.0,0,,RPRNMLKMJIIGFAA86DA,72.99,0.0,5.19,無,95.0,40.0
內湖區,房地(土地+建物)+車位,東湖路１１３巷４９弄８６號六樓,48.21,住,,,1121105,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,0791126,215.48,4,2,2,有,有,37500000,174030.0,坡道平面,0.0,0,其他增建；,RPTOMLOKJIIGFCA57DA,153.12,0.0,20.83,有,98.0,33.0
中山區,房地(土地+建物),龍江路４５５號,24.5,住,,,1121109,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,0650924,84.73,0,1,1,有,無,22800000,269090.0,,0.0,0,,RPQOMLTLJIIGFCA87DA,79.82,4.91,0.0,無,,47.0
內湖區,房地(土地+建物),文德路２２巷４弄８號五樓,19.01,住,,,1121105,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,0691229,80.95,3,2,1,有,無,14680000,181347.0,,0.0,0,頂樓加蓋；,RPRPMLTLJIIGFCA08DA,66.76,0.0,7.18,無,,43.0
南港區,房地(土地+建物),合順街８巷３弄３３號三樓,22.0,住,,,1121111,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,,77.0,3,2,1,有,無,9200000,119481.0,,0.0,0,,RPOOMLSLJIIGFDA67DA,77.0,0.0,0.0,無,,
信義區,房地(土地+建物),松德路２５巷１４號六樓,13.47,住,,,1121103,土地2建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,0740620,119.44,3,2,2,有,有,27500000,230241.0,,0.0,0,停車位無編號，每年抽籤,RPRNMLKMJIIGFDA27EA,89.48,0.0,9.92,有,,38.0
北投區,房地(土地+建物),中央北路二段４２巷１１弄１６號二樓,27.52,住,,,1121110,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,0810602,98.49,3,2,1,有,無,14800000,150269.0,,0.0,0,,RPSNMLKMJIIGFEA47EA,70.19,1.34,9.48,有,112.0,31.0
中正區,房地(土地+建物),金門街１２巷１弄１號,40.19,住,,,1121110,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,,90.13,4,2,2,有,無,29000000,321757.0,,0.0,0,其他增建；未登記建物；,RPSNMLLJKIIGFAA86DA,90.13,0.0,0.0,無,,
大同區,房地(土地+建物),歸綏街９７巷８號四樓之３,8.5,住,,,1121104,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,0841030,37.32,1,1,1,有,有,7400000,198285.0,,0.0,0,,RPQNMLKKJIIGFBA66DA,23.02,1.0,3.45,有,114.0,28.0
中山區,房地(土地+建物)+車位,明水路６１１號六樓之１,67.91,住,,,1121107,土地1建物1車位5,六層,十四層,住宅大樓(11層含以上有電梯),住家用,0881014,464.52,4,2,3,有,有,99000000,298977.0,坡道平面,175.2,12500000,陽台外推；,RPWPMLOKJIIGFCA97DA,199.31,0.0,21.8,有,116.0,24.0
內湖區,房地(土地+建物)+車位,金湖路３４７巷１２１弄９號四樓,151.81,住,,,1121113,土地1建物1車位2,四層，五層,五層,華廈(10層含以下有電梯),住家用,0941219,356.83000000000004,5,2,3,有,有,69500000,194771.0,坡道平面,77.46,0,陽台外推；頂樓加蓋；其他增建；,RPUNMLQKJIIGFCA77DA,188.4,6.25,15.47,有,,18.0
內湖區,房地(土地+建物),內湖路一段２８５巷５９弄１１號四樓,41.67,住,,,1121114,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,0700608,141.37,6,0,6,有,無,25800000,182500.0,,0.0,0,陽台外推；,RPSNMLKMJIIGFCA17DA,126.87,0.0,14.5,無,,42.0
中山區,房地(土地+建物),龍江路１４７號六樓之２,10.19,住,,,1121117,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,0711210,73.48,0,0,1,有,有,18890000,257077.0,,0.0,0,含租約；,RPVNMLLJKIIGFCA37DA,62.72,0.0,0.0,有,,41.0
信義區,房地(土地+建物),吳興街６００巷１００弄１０號七樓,30.8,住,,,1121109,土地1建物1車位0,七層,十層,華廈(10層含以下有電梯),住家用,0850606,105.14,3,2,2,有,有,19250000,183089.0,,0.0,0,,RPQOMLTLJIIGFDA97DA,77.71,4.17,8.17,有,,27.0
北投區,房地(土地+建物)+車位,翠嶺路２６之１號四樓,104.9,住,,,1121105,土地1建物2車位2,四層，五層,五層,華廈(10層含以下有電梯),住家用,1001212,369.17,4,2,4,有,有,40800000,110518.0,坡道平面,65.92,0,其他增建；,RPOOMLKKJIIGFEA86DA,167.17,9.94,18.95,有,121.0,12.0
北投區,房地(土地+建物),東華街二段３４０巷２弄１７號四樓,24.24,住,,,1121105,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,0661027,76.18,3,2,2,有,無,13500000,177212.0,,0.0,0,陽台外推；其他增建；,RPQNMLSLJIIGFEA87DA,68.9,0.0,7.28,無,123.0,46.0
北投區,房地(土地+建物),中央北路三段２５８巷１弄８號五樓,22.96,住,,,1121104,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,0710226,84.99,3,2,1,有,無,8120000,95541.0,,0.0,0,,RPUOMLKMJIIGFEA67DA,74.48,0.0,10.51,無,124.0,42.0
松山區,房地(土地+建物),寶清街１８之５號二樓,25.25,住,,,1121103,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,0640220,73.3,2,1,1,有,無,11800000,160982.0,,0.0,0,,RPQNMLPJKIIGFDA47EA,73.3,0.0,0.0,無,131.0,49.0
士林區,房地(土地+建物)+車位,仁民路７號,612.24,住,,,1121101,土地1建物1車位2,全,二層,透天厝,住家用,0770722,727.39,8,4,7,有,無,95000000,130604.0,坡道平面,0.0,0,其他增建；,RPQNMLLJKIIGFEA17EA,380.83,337.2,9.36,無,,35.0
北投區,房地(土地+建物)+車位,稻香路１６１巷９號十樓之１,22.69,住,,,1121101,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),住家用,0930312,117.35,2,1,2,有,有,15850000,135066.0,坡道平面,18.13,0,陽台外推；其他增建；,RPPNMLLLJIIGFEA07DA,56.73,6.57,2.89,有,,20.0
大安區,房地(土地+建物),樂業街７２巷１８號八樓,15.76,住,,,1121108,土地1建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,1100906,72.84,2,2,1,有,有,24800000,340472.0,,0.0,0,,RPXNMLPKJIIGFFA28DA,39.88,1.85,4.78,有,143.0,2.0
士林區,房地(土地+建物),忠義街１１５號四樓,22.14,住,,,1121108,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,0731205,108.22,2,1,2,有,有,20000000,184809.0,,0.0,0,,RPQNMLSJKIIGFEA87EA,83.73,0.97,12.62,有,,39.0
文山區,房地(土地+建物)+車位,辛亥路四段２０９巷２６號七樓,17.67,住,,,1121109,土地1建物1車位1,七層,二十六層,住宅大樓(11層含以上有電梯),住家用,1090430,155.84,3,2,2,有,有,36800000,278388.0,坡道平面,32.99,2600000,,RPSNMLPJKIIGFAA27DA,70.07,6.69,7.66,有,,4.0
萬華區,房地(土地+建物),環河南路三段２７９號二樓,29.25,住,,,1121110,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,0580412,89.2,2,2,1,有,無,8300000,93049.0,,0.0,0,其他增建；,RPWOMLPKJIIGFBA87DA,84.17,5.03,0.0,無,,55.0
中正區,房地(土地+建物),臨沂街７５巷１０之２號,27.0,住,,,1121103,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,,71.43,2,2,1,有,無,18500000,258995.0,,0.0,0,,RPRNMLOLJIIGFBA27DA,71.43,0.0,0.0,無,,
萬華區,房地(土地+建物),中華路二段５０６號十樓,16.78,住,,,1121109,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,0680403,59.84,2,1,1,有,有,11000000,183824.0,,0.0,0,,RPRNMLPJKIIGFBA27DA,52.57,0.0,7.27,有,,45.0
南港區,房地(土地+建物)+車位,三重路４１巷３７號十樓之２,34.78,住,,,1121113,土地1建物1車位2,十層,十三層,住宅大樓(11層含以上有電梯),住家用,1010119,323.42,4,2,2,有,有,68880000,253935.0,坡道平面,71.86,5000000,其他增建；,RPTNMLPKJIIGFDA67DA,139.51,18.91,12.7,有,,12.0
信義區,房地(土地+建物)+車位,中坡南路２０１巷８號四樓,34.83,住,,,1121105,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,0790315,207.71,4,2,2,有,有,39180000,209050.0,升降平面,32.25,2500000,陽台外推；其他增建；,RPUNMLPKJIIGFDA77DA,186.94,0.79,16.21,有,,34.0
松山區,房地(土地+建物),南京東路三段３３５巷２３號三樓之１５,4.92,住,,,1121121,土地3建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,0740819,30.28,1,1,1,有,有,10600000,350066.0,,0.0,0,,RPTOMLOLJIIGFDA77DA,16.73,0.0,3.24,有,156.0,38.0
北投區,房地(土地+建物),尊賢街２３９巷７號三樓,16.17,住,,,1121111,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,0970625,68.8,2,1,1,有,有,13000000,188953.0,,0.0,0,,RPSOMLOJKIIGFEA67DA,40.39,6.6,0.0,有,,15.0
大安區,房地(土地+建物),信義路三段１４７巷１１弄８號,13.52,住,,,1121105,土地2建物2車位0,一層,七層,華廈(10層含以下有電梯),住家用,1030819,65.72,1,1,1,有,有,28800000,438223.0,,0.0,0,陽台外推；,RPPNMLPJKIIGFFA47DA,28.24,2.12,0.0,有,161.0,9.0
內湖區,房地(土地+建物),大湖山莊街１６８巷１８號,25.1,住,,,1121107,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,0850823,56.900000000000006,2,2,1,有,有,9000000,158172.0,,0.0,0,,RPRNMLPJKIIGFCA47EA,31.4,4.99,0.0,無,,27.0
士林區,房地(土地+建物),美崙街６２巷２０號五樓,29.66,住,,,1121113,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,0690131,109.32,3,2,2,有,無,16500000,150933.0,,0.0,0,陽台外推；,RPPNMLPJKIIGFEA47EA,89.39,0.0,19.93,無,163.0,44.0
萬華區,房地(土地+建物),萬大路４８６巷２２號三樓,16.75,住,,,1121109,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,0580213,50.43,2,2,1,有,無,8600000,170533.0,,0.0,0,其他增建；,RPOOMLQKJIIGFBA17DA,50.43,0.0,0.0,無,,55.0
中正區,房地(土地+建物)+車位,臨沂街３２巷２號五樓之３,10.56,住,,,1121117,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,1040206,66.88,1,1,1,有,有,18500000,348861.0,其他,19.01,1800000,,RPTNMLQJKIIGFBA57DA,20.36,0.75,3.88,有,169.0,9.0
中山區,房地(土地+建物)+車位,敬業三路１６２巷１３２號十二樓,43.31,住,,,1121121,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,0890628,142.84,2,1,1,有,有,36000000,252030.0,坡道平面,0.0,0,陽台外推；,RPQNMLNJKIIGFCA07DA,71.24,0.0,7.62,有,,23.0
中山區,房地(土地+建物)+車位,南京東路三段４８巷６號四樓,37.2,住,,,1121112,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,0871126,110.51,2,2,2,有,無,31500000,285042.0,一樓平面,0.0,0,陽台外推；,RPWNMLOJKIIGFCA77DA,78.21,0.0,9.66,有,,25.0
南港區,房地(土地+建物)+車位,經貿二路１５７巷３６弄８０號九樓,27.05,住,,,1121103,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,1030224,184.97,3,2,2,有,有,45450000,245716.0,坡道平面,44.37,0,其他增建；,RPUOMLRKJIIGFDA08DA,86.61,2.58,7.78,有,175.0,10.0
松山區,房地(土地+建物),南京東路五段５９巷３０弄４號三樓,40.75,住,,,1121102,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,0610425,110.91,3,2,2,有,無,25600000,230818.0,,0.0,0,,RPVOMLTLJIIGFDA48DA,100.35,0.0,10.56,無,,52.0
大安區,房地(土地+建物)+車位,臥龍街２９１號六樓之２,17.9,住,,,1121109,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,1120503,148.14,3,2,2,有,有,36700000,247739.0,坡道平面,31.26,0,土地總價新台幣2385.5萬元正  建物總價新台幣1284.5萬元正,RPUNMLNLJIIGFFA87DA,65.41,8.12,7.09,有,,1.0
大安區,房地(土地+建物),延吉街１６２號四樓之１,28.71,住,,,1121104,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,0690205,150.78,4,2,2,有,有,35000000,232126.0,,0.0,0,,RPRNMLKMJIIGFFA37DA,109.97,0.0,9.43,有,,44.0
大安區,房地(土地+建物),建國南路一段３２７號十三樓之１,2.54,住,,,1121101,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,0750520,25.78,1,1,1,有,有,10500000,407292.0,,0.0,0,陽台外推；,RPUNMLPJKIIGFFA97DA,17.66,0.0,4.52,有,183.0,37.0
