交易標的,地址,幾樓,屋齡,是否有電梯,坪數,每坪價格,車位坪數,車位每坪價格,緯度,經度,最近捷運站出口,距離(公尺)
房地(土地+建物),青田街２巷２０號五樓,5.0,44.0,0,24.95,913932,0.0,,25.028413,121.530931,東門站出口5,590
房地(土地+建物),臨沂街２６號五樓,5.0,43.0,1,58.63,835743,0.0,,25.040041,121.529824,忠孝新生站出口5,282
房地(土地+建物),萬大路４８６巷３７弄９０號,1.0,47.0,0,31.39,687406,0.0,,25.019441,121.495834,中原站出口,1700
房地(土地+建物)+車位,行善路２８１巷１９弄１０號三樓,3.0,14.0,1,116.92,594413,0.0,,25.061524,121.584586,松山站出口5,1399
房地(土地+建物)+車位,忠順街二段８５巷１５號九樓,9.0,11.0,1,69.4,804949,12.65,442688.0,24.986307,121.56528,萬芳社區站出口,1401
房地(土地+建物),汀州路一段３５８號二樓,2.0,32.0,1,23.36,736000,0.0,,25.026168,121.512946,中正紀念堂站出口2,876
房地(土地+建物),廈門街１２３巷１８之１號五樓,5.0,39.0,0,21.76,664099,0.0,,25.022903,121.518473,古亭站出口1,568
房地(土地+建物),環河南路二段１６４號三樓之７,3.0,51.0,0,30.31,422297,0.0,,25.035158,121.493956,龍山寺站出口1,563
房地(土地+建物),迪化街二段１９１巷１１號六樓,6.0,39.0,1,42.22,627667,0.0,,25.069341,121.511702,大橋頭站出口3,647
房地(土地+建物),環河南路三段１９號二樓,2.0,53.0,0,27.2,378666,0.0,,25.02701,121.489811,龍山寺站出口2,1350
房地(土地+建物),迪化街二段３７２號五樓,5.0,29.0,0,16.45,656538,0.0,,25.073166,121.512659,圓山站出口2,766
房地(土地+建物),康樂街２０４號五樓,5.0,38.0,0,35.25,368823,0.0,,25.076281,121.621282,東湖站出口3,1390
房地(土地+建物),德惠街１９８巷１５號二樓,2.0,52.0,0,31.89,658586,0.0,,25.065899,121.53273,行天宮站出口4,616
房地(土地+建物)+車位,基湖路１３７號九樓,9.0,18.0,1,59.98,1042359,11.86,210793.0,25.078358,121.564108,西湖站出口2,509
房地(土地+建物)+車位,基湖路１５７巷７號十一樓,11.0,23.0,1,130.27,1621578,29.2,205479.0,25.076776,121.564236,西湖站出口2,653
房地(土地+建物),光復北路８５巷３號二樓,2.0,45.0,0,29.73,834269,0.0,,25.050601,121.558345,南京三民站出口2,481
房地(土地+建物),忠孝東路五段７９０巷２４弄６號三樓,3.0,53.0,0,24.39,712571,0.0,,25.042316,121.582479,後山埤站出口2,167
房地(土地+建物),中央北路二段３９５之１號三樓,3.0,35.0,0,29.32,477526,0.0,,25.138228,121.486778,復興崗站出口1,152
房地(土地+建物)+車位,環河北路三段１３５號三樓,3.0,20.0,1,39.66,598035,5.91,304569.0,25.085443,121.50602,三重國小站出口,1894
房地(土地+建物),信義路四段１９９巷１３號四樓,4.0,43.0,1,60.74,954812,0.0,,25.034577,121.55174,信義安和站出口1,159
房地(土地+建物),金華街２４３巷９號四樓,4.0,23.0,1,19.4,1333861,0.0,,25.030624,121.530397,東門站出口5,339
房地(土地+建物),桂林路２４６巷３４號八樓,8.0,29.0,1,40.3,558285,0.0,,25.037119,121.493049,龍山寺站出口1,678
房地(土地+建物)+車位,景華街２２巷６號四樓,4.0,32.0,1,57.29,673370,11.1,0.0,24.994129,121.542086,景美站出口2,131
房地(土地+建物)+車位,東園街６６巷２４弄３號三樓之１,3.0,6.0,1,61.67,689918,11.11,252025.0,25.024872,121.495798,龍山寺站出口2,1208
房地(土地+建物)+車位,星雲街１６８巷５號二樓,2.0,28.0,1,39.24,500290,0.0,,25.080644,121.596689,內湖站出口2,393
房地(土地+建物),內湖路三段６０巷１２弄８號三樓,3.0,44.0,0,30.07,540379,0.0,,25.088146,121.591812,內湖站出口1,548
房地(土地+建物)+車位,敬業三路１６２巷１７８號三樓,3.0,23.0,1,43.29,681392,0.0,,25.078349,121.559771,劍南路站出口3,762
房地(土地+建物),內湖路三段１９１巷２８號四樓,4.0,44.0,0,22.55,594359,0.0,,25.087529,121.588256,內湖站出口1,737
房地(土地+建物),福德街３７３巷４１號五樓,5.0,26.0,1,38.74,555053,0.0,,25.039075,121.592036,後山埤站出口3,1117
房地(土地+建物),延壽街４４０號二樓,2.0,45.0,0,39.88,819049,0.0,,25.056146,121.555758,台北小巨蛋站出口4,588
房地(土地+建物)+車位,南深路３３號八樓,8.0,25.0,1,30.66,326176,0.0,,25.036678,121.620821,南港展覽館站出口7,1949
房地(土地+建物),德行東路３３１巷５２弄９號二樓,2.0,44.0,0,30.19,579731,0.0,,25.11273,121.538615,芝山站出口2,1914
房地(土地+建物)+車位,稻香路２５３號三樓,3.0,2.0,1,63.05,661993,24.74,161681.0,25.142936,121.488234,復興崗站出口1,652
房地(土地+建物),辛亥路四段７７巷７４號三樓,3.0,29.0,1,33.17,648194,0.0,,25.008464,121.560769,辛亥站出口,530
房地(土地+建物),南京西路４４８號三樓之３,3.0,0.0,1,27.06,875975,0.0,,25.053399,121.508272,北門站出口3,432
房地(土地+建物),研究院路一段１５１巷６號三樓,3.0,47.0,1,27.18,680582,0.0,,25.050416,121.61599,南港展覽館站出口7,457
房地(土地+建物)+車位,福德街２５１巷７弄３８號五樓,5.0,12.0,1,44.79,718135,2.6,692308.0,25.038295,121.587782,後山埤站出口2,848
房地(土地+建物),復興北路４８９號二樓之３,2.0,17.0,1,10.86,902165,0.0,,25.065071,121.544475,中山國中站出口,475
房地(土地+建物)+車位,市民大道四段３９之２號八樓,8.0,4.0,1,107.33,1850131,24.54,358598.0,25.045789,121.545875,忠孝復興站出口4,454
房地(土地+建物)+車位,長壽路２７之１號五樓,5.0,30.0,1,21.71,336291,0.0,,25.142905,121.503668,新北投站出口1,660
房地(土地+建物)+車位,稻香路２４５號二樓,2.0,2.0,1,63.11,633423,24.74,165724.0,25.14271,121.487822,復興崗站出口1,611
房地(土地+建物)+車位,水源路３７號八樓之１,8.0,6.0,1,72.59,803632,18.46,270856.0,25.018603,121.523945,台電大樓站出口4,431
房地(土地+建物),福興路９５巷１７號八樓,8.0,16.0,1,29.85,609702,0.0,,25.004674,121.548715,辛亥站出口,838
房地(土地+建物)+車位,仁愛路二段１５巷１之１號五樓,5.0,20.0,1,29.56,1266081,4.53,397351.0,25.038582,121.527043,東門站出口2,488
房地(土地+建物)+車位,迪化街二段１９１巷２１號,1.0,39.0,1,52.43,556560,0.0,,25.069338,121.512059,大橋頭站出口3,638
房地(土地+建物),建國北路二段１１３號四樓,4.0,38.0,1,45.97,739164,0.0,,25.059244,121.537318,行天宮站出口3,401
房地(土地+建物)+車位,北安路６３０巷２５弄１８號四樓之１,4.0,26.0,1,50.74,1004423,14.4,173611.0,25.083771,121.55021,大直站出口1,503
房地(土地+建物),八德路三段１２巷２０弄１４號二樓,2.0,50.0,0,35.53,773959,0.0,,25.046572,121.55,忠孝敦化站出口8,523
房地(土地+建物),南京東路五段２９１巷１９弄３７號三樓,3.0,28.0,1,24.35,821212,0.0,,25.052515,121.567469,南京三民站出口4,296
房地(土地+建物),南京東路五段２９１巷２９弄２２號三樓之２,3.0,20.0,1,10.88,872846,0.0,,25.052776,121.567028,南京三民站出口4,268
房地(土地+建物),基隆路一段１４７巷５弄３２號四樓之９,4.0,32.0,1,11.7,929620,0.0,,25.042861,121.566921,市政府站出口4,180
房地(土地+建物)+車位,承德路四段６７之１號九樓,9.0,23.0,1,48.25,1028551,10.82,0.0,25.081841,121.523123,劍潭站出口2,229
房地(土地+建物),敦化南路二段８１巷４５弄４７號五樓,5.0,37.0,1,49.91,1041888,0.0,,25.03083,121.550248,信義安和站出口2,323
房地(土地+建物),和平東路三段２９６號二樓,2.0,50.0,0,33.46,627625,0.0,,25.020645,121.556223,麟光站出口,334
房地(土地+建物)+車位,和平東路三段２１２巷２２號七樓,7.0,26.0,1,55.1,839243,6.84,292398.0,25.021813,121.553381,六張犁站出口,236
房地(土地+建物),秀明路一段１８５巷５７弄１９號,,33.0,0,126.37,538119,0.0,,24.993361,121.568763,萬芳社區站出口,582
房地(土地+建物),尊賢街２３９巷８號二樓,2.0,51.0,0,32.33,640369,0.0,,25.116157,121.507307,唭哩岸站出口1,508
房地(土地+建物)+車位,指南路三段８１號,1.0,10.0,1,79.75,554578,20.24,148221.0,24.982548,121.580651,動物園站出口2,1720
房地(土地+建物)+車位,延平北路四段２９４巷１５號十三樓之１,13.0,7.0,1,54.13,753146,15.62,0.0,25.077541,121.509662,圓山站出口2,1232
房地(土地+建物),興安街７７號四樓,4.0,38.0,1,31.77,854457,0.0,,25.056405,121.543243,南京復興站出口1,435
房地(土地+建物),吳興街３６１巷１弄３號四樓,4.0,47.0,0,26.83,678302,0.0,,25.026019,121.566624,象山站出口2,781
房地(土地+建物),研究院路二段１５０巷３弄９號四樓,4.0,51.0,0,23.96,434094,0.0,,25.038099,121.616301,南港展覽館站出口7,1782
房地(土地+建物)+車位,東新街１３８號六樓,6.0,14.0,1,77.78,708393,0.0,,25.046428,121.589217,昆陽站出口1,559
房地(土地+建物),溫泉路６５巷９之１號三樓,3.0,23.0,1,23.28,605582,0.0,,25.135546,121.50407,新北投站出口1,167
房地(土地+建物),和平東路二段９６巷２０弄１２號,1.0,,0,32.46,1278567,0.0,,25.022188,121.539761,科技大樓站出口,589
房地(土地+建物)+車位,瑞安街１３５巷２９號五樓,5.0,12.0,1,144.8,1347806,52.05,288184.0,25.026685,121.541294,科技大樓站出口,243
房地(土地+建物),承德路二段１１２號四樓,4.0,1.0,1,23.56,980056,0.0,,25.058699,121.517983,雙連站出口2,282
房地(土地+建物),承德路二段１１２號四樓之１,4.0,1.0,1,8.45,979328,0.0,,25.058699,121.517983,雙連站出口2,282
房地(土地+建物)+車位,福興路９５巷３３號四樓,4.0,23.0,1,36.63,594215,10.04,199203.0,25.005367,121.547781,辛亥站出口,932
房地(土地+建物)+車位,三元街２５２號二樓,2.0,17.0,1,51.84,829480,5.67,0.0,25.027328,121.513593,中正紀念堂站出口2,735
房地(土地+建物),木新路三段３５２巷１４號四樓,4.0,45.0,0,25.75,504879,0.0,,24.981136,121.554566,大坪林站出口5,1161
房地(土地+建物),北安路８４１巷６號三樓,3.0,39.0,0,30.9,696688,0.0,,25.08492,121.557378,劍南路站出口3,148
房地(土地+建物),北安路８４１巷４號三樓,3.0,39.0,0,29.38,696762,0.0,,25.084827,121.557478,劍南路站出口3,153
房地(土地+建物),遼寧街２０１巷２６號三樓,3.0,46.0,0,16.57,856766,0.0,,25.054109,121.543172,南京復興站出口1,196
房地(土地+建物),大直街２１巷１２號五樓,5.0,42.0,0,43.49,574880,0.0,,25.081674,121.547431,大直站出口1,155
房地(土地+建物)+車位,成功路二段３７３號四樓之１,4.0,27.0,1,88.89,630680,12.18,205255.0,25.074294,121.590196,文德站出口1,669
房地(土地+建物)+車位,成功路五段４５０巷４號八樓,8.0,24.0,1,50.7,660724,0.0,,25.074729,121.607167,葫洲站出口2,244
房地(土地+建物),松隆路２０８號,1.0,43.0,0,28.23,1157664,0.0,,25.047259,121.573173,松山站出口2,448
房地(土地+建物),安康路４３４巷２０弄３３號四樓之１,4.0,26.0,1,12.41,628753,0.0,,25.066353,121.616239,東湖站出口3,438
房地(土地+建物)+車位,福美路２１２號九樓,9.0,6.0,1,57.6,555248,0.0,,25.100865,121.504646,明德站出口3,1726
房地(土地+建物)+車位,泉源路３９之４９號四樓,4.0,39.0,1,48.31,336582,0.0,,25.141441,121.50715,新北投站出口1,617
房地(土地+建物),和平西路三段３０９巷１５弄２３號二樓,2.0,52.0,0,24.14,434918,0.0,,25.035937,121.492742,龍山寺站出口1,686
房地(土地+建物),林森南路６９號二樓,2.0,7.0,1,39.85,849788,0.0,,25.039715,121.52199,善導寺站出口4,538
房地(土地+建物)+車位,南京西路４４８號九樓之２,9.0,0.0,1,53.98,977792,11.74,221465.0,25.053399,121.508272,北門站出口3,432
房地(土地+建物)+車位,康樂街１８６巷３４之３號九樓之１,9.0,17.0,1,82.74,496515,0.0,,25.076728,121.620749,葫洲站出口1,1361
房地(土地+建物)+車位,和平東路三段３１３號十一樓,11.0,25.0,1,45.18,863304,0.0,,25.021517,121.555845,六張犁站出口,407
房地(土地+建物)+車位,忠孝東路四段５５３巷２２弄４９號五樓,5.0,33.0,1,65.37,869350,7.86,254453.0,25.043346,121.563262,市政府站出口1,309
房地(土地+建物),富貴一路３巷７號,1.0,47.0,0,26.94,916729,0.0,,25.114448,121.523596,明德站出口2,696
房地(土地+建物)+車位,天母北路２８巷３９號五樓之３,5.0,16.0,1,15.32,957191,3.83,522193.0,25.119397,121.525546,石牌站出口2,1141
房地(土地+建物),中社路二段１８５巷２弄３號二樓,2.0,48.0,0,31.13,343684,0.0,,25.10742,121.570069,西湖站出口1,2810
房地(土地+建物)+車位,稻香路１６１巷１６弄１０之５號二樓,2.0,2.0,1,47.72,672831,10.71,196078.0,25.141892,121.488005,復興崗站出口1,538
房地(土地+建物),辛亥路四段７７巷９２弄１１號十樓之７,10.0,20.0,1,16.85,687149,0.0,,25.008661,121.561555,辛亥站出口,603
房地(土地+建物),西園路二段３７２巷４３號五樓,5.0,47.0,0,16.47,543576,0.0,,25.026859,121.490468,龍山寺站出口2,1313
房地(土地+建物),延平北路三段１８巷４２號四樓,4.0,13.0,1,20.39,606135,0.0,,25.063895,121.509813,大橋頭站出口1A,203
房地(土地+建物),松江路７７巷１２號,1.0,53.0,1,32.77,1151870,0.0,,25.049657,121.53421,松江南京站出口3,208
房地(土地+建物),中原街２２號七樓之１,7.0,46.0,1,7.94,868951,0.0,,25.056748,121.528782,行天宮站出口1,455
房地(土地+建物),德惠街７９巷４號,1.0,54.0,0,31.28,859211,0.0,,25.066927,121.52845,中山國小站出口4,483
房地(土地+建物)+車位,吳興街６００巷７６弄１５號二樓,2.0,6.0,1,57.73,684195,0.0,,25.018092,121.570529,麟光站出口,1202
房地(土地+建物)+車位,中山北路六段２３６巷９號十三樓,13.0,2.0,1,37.85,1166196,12.33,259530.0,25.10827,121.526184,芝山站出口2,627
房地(土地+建物),基隆路二段２７０號六樓,6.0,47.0,1,37.02,701302,0.0,,25.022137,121.549762,六張犁站出口,355
房地(土地+建物),永康街７５巷１０號五樓,5.0,40.0,0,25.22,1070733,0.0,,25.028791,121.530208,東門站出口5,535
房地(土地+建物),和平西路二段７０巷６弄７號二樓,2.0,44.0,0,34.58,601473,0.0,,25.028845,121.511042,小南門站出口4,711
房地(土地+建物)+車位,仙岩路１６巷７０之５號,1.0,26.0,0,43.66,673500,11.74,0.0,24.996191,121.550269,萬芳醫院站出口,832
房地(土地+建物),承德路三段３０１巷２２號六樓,6.0,2.0,1,27.73,819596,0.0,,25.075657,121.521353,圓山站出口2,449
房地(土地+建物),寶興街９９號二樓,2.0,40.0,0,25.07,498641,0.0,,25.025692,121.494592,龍山寺站出口2,1171
房地(土地+建物)+車位,建國北路一段６５號二樓,2.0,10.0,1,56.7,928715,11.84,337838.0,25.050823,121.537221,松江南京站出口5,338
房地(土地+建物)+車位,星雲街１５６號十三樓,13.0,28.0,1,36.93,944206,8.86,282167.0,25.079924,121.596151,內湖站出口2,441
房地(土地+建物),金湖路３４０號七樓,7.0,24.0,1,18.21,943256,0.0,,25.073652,121.603352,葫洲站出口2,407
房地(土地+建物),忠孝東路五段５１號五樓,5.0,41.0,1,33.47,979936,0.0,,25.041276,121.566565,市政府站出口4,62
房地(土地+建物)+車位,雨農路７６號九樓,9.0,19.0,1,66.86,621855,0.0,,25.099622,121.533553,士林站出口1,980
房地(土地+建物),文林北路８０巷５９弄２號三樓之１,3.0,46.0,0,14.47,558219,0.0,,25.106515,121.519467,明德站出口1,311
房地(土地+建物),福華路１６４巷１３號三樓,3.0,50.0,0,25.19,825852,0.0,,25.104399,121.52303,芝山站出口2,94
房地(土地+建物)+車位,重陽路１５號三樓,3.0,2.0,1,22.86,1164678,8.09,0.0,25.055427,121.595399,昆陽站出口4,563
房地(土地+建物)+車位,松江路４２０號十三樓,13.0,8.0,1,105.9,1056761,18.0,333333.0,25.064572,121.532784,行天宮站出口4,468
房地(土地+建物)+車位,研究院路二段８８號十樓之２,10.0,10.0,1,82.24,609016,5.07,552268.0,25.044846,121.615421,南港展覽館站出口7,1058
房地(土地+建物),合順街８巷５弄１２號三樓,3.0,,0,23.29,423313,0.0,,25.04187,121.61896,南港展覽館站出口7,1355
房地(土地+建物),研究院路一段１５１巷６號四樓,4.0,47.0,1,27.18,786900,0.0,,25.050416,121.61599,南港展覽館站出口7,457
房地(土地+建物)+車位,奇岩路２４１巷７弄１６號五樓,5.0,4.0,1,87.64,536219,16.99,258976.0,25.129338,121.51042,奇岩站出口1,1015
房地(土地+建物),通河西街二段１０８巷５號四樓,4.0,48.0,0,23.51,412639,0.0,,25.092529,121.507905,芝山站出口1,1822
房地(土地+建物)+車位,石牌路一段１６６巷２８號五樓,5.0,9.0,1,27.08,917079,3.85,519481.0,25.113977,121.513757,石牌站出口1,186
房地(土地+建物),敦化南路一段２３６巷９號二樓,2.0,46.0,1,107.75,1169337,0.0,,25.040674,121.547457,忠孝敦化站出口6,177
房地(土地+建物),忠孝東路二段６４巷１８號二樓,2.0,51.0,0,21.87,925896,0.0,,25.042624,121.52831,忠孝新生站出口1,355
房地(土地+建物),武成街７６巷１５號四樓,4.0,20.0,1,33.51,471531,0.0,,25.02012,121.495189,中原站出口,1712
房地(土地+建物),信義路六段１２巷２號二樓,2.0,43.0,0,43.65,677700,0.0,,25.033464,121.574999,象山站出口3,445
房地(土地+建物),中正路６５９號,1.0,40.0,1,31.41,565024,0.0,,25.085857,121.507624,劍潭站出口2,1749
房地(土地+建物),福港街２８０巷１５號三樓,3.0,46.0,0,30.06,532333,0.0,,25.083072,121.517097,劍潭站出口2,771
房地(土地+建物)+車位,秀明路二段１６３巷１６號二樓,2.0,17.0,1,39.82,688706,3.52,454545.0,24.990649,121.577596,動物園站出口2,833
房地(土地+建物),仙岩路６０號二樓,2.0,44.0,0,32.5,498499,0.0,,24.999689,121.549803,萬芳醫院站出口,800
房地(土地+建物)+車位,仁愛路一段２３巷１９號二樓,2.0,9.0,1,68.21,1006032,6.58,607903.0,25.03995,121.523403,善導寺站出口4,470
房地(土地+建物),文德路２２巷２７弄２號五樓,5.0,42.0,0,32.09,504843,0.0,,25.076628,121.580069,文德站出口2,495
房地(土地+建物)+車位,松勇路５３巷２８號六樓,6.0,6.0,1,111.02,1818635,30.08,359043.0,25.034042,121.571526,象山站出口3,150
房地(土地+建物),復興南路二段１７１巷２４號十八樓,18.0,38.0,1,44.83,841449,0.0,,25.027518,121.54492,科技大樓站出口,199
建物,萬安街３７巷１２號,1.0,27.0,1,43.02,306823,0.0,,25.000289,121.571613,木柵站出口,297
房地(土地+建物),國興路１巷１號八樓之２,8.0,41.0,1,18.26,739367,0.0,,25.024607,121.509002,小南門站出口4,1206
房地(土地+建物)+車位,港墘路２６巷５號十二樓之１,12.0,29.0,1,44.79,820199,9.58,292276.0,25.08309,121.577731,港墘站出口1,382
房地(土地+建物),吳興街６００巷９８弄１號四樓,4.0,27.0,1,17.67,684933,0.0,,25.017803,121.57152,麟光站出口,1304
房地(土地+建物),龍江路３３１巷１３號四樓,4.0,45.0,0,34.26,604130,0.0,,25.063017,121.541689,中山國中站出口,335
房地(土地+建物),民權東路六段１８０巷１５６號四樓之２,4.0,13.0,1,29.66,629803,0.0,,25.065291,121.591779,文德站出口1,1611
房地(土地+建物),忠孝東路五段２３６巷２０弄１號五樓,5.0,39.0,1,38.31,907180,0.0,,25.039682,121.571578,永春站出口1,386
房地(土地+建物),嘉興街１７５巷１０號二樓,2.0,46.0,0,27.54,758182,0.0,,25.027581,121.557726,六張犁站出口,652
房地(土地+建物)+車位,市民大道四段３９之１號八樓,8.0,4.0,1,108.47,2055247,24.54,366748.0,25.045789,121.545875,忠孝復興站出口4,454
房地(土地+建物),敦化南路二段２６７號八樓之６,8.0,44.0,1,40.86,971154,0.0,,25.025298,121.549093,六張犁站出口,401
房地(土地+建物),通河街３２３巷６７之２號,2.0,53.0,0,8.92,560684,0.0,,25.081635,121.519058,劍潭站出口2,602
房地(土地+建物),忠誠路二段１４號二樓,2.0,41.0,1,72.98,698812,0.0,,25.108761,121.530054,芝山站出口2,951
房地(土地+建物),建國南路二段３１０號五樓,5.0,39.0,1,43.68,952361,0.0,,25.023948,121.537274,科技大樓站出口,686
房地(土地+建物)+車位,重慶南路三段４１號二十一樓,21.0,2.0,1,93.97,1629130,23.7,299578.0,25.027876,121.516179,中正紀念堂站出口2,546
房地(土地+建物)+車位,明水路３９７巷１９弄２２號二樓,2.0,29.0,1,66.86,987623,10.46,239006.0,25.078546,121.549313,大直站出口3,252
房地(土地+建物)+車位,北安路４５８巷４１弄６０號十五樓,15.0,2.0,1,46.98,1531395,12.38,266559.0,25.079222,121.546719,大直站出口3,38
房地(土地+建物)+車位,杭州南路一段７７巷２７號二樓,2.0,26.0,1,45.9,1017334,0.0,,25.038845,121.527432,東門站出口2,514
房地(土地+建物)+車位,德行東路２５８號十三樓之３,13.0,1.0,1,53.36,1151682,12.29,235964.0,25.109603,121.534373,芝山站出口2,1371
房地(土地+建物),內湖路三段６０巷１２弄７４之１號,1.0,29.0,1,11.12,726626,0.0,,25.089212,121.591289,內湖站出口1,678
房地(土地+建物),士東路１２０巷２２弄１３號四樓,4.0,39.0,1,39.29,674547,0.0,,25.111175,121.529045,明德站出口1,1018
房地(土地+建物),致遠二路１２５巷１０號三樓,3.0,27.0,1,44.74,748776,0.0,,25.117582,121.512397,石牌站出口1,409
房地(土地+建物),辛亥路四段１０１巷２３弄４０號,,,0,20.28,832365,0.0,,25.00737,121.56054,辛亥站出口,434
房地(土地+建物),安和路二段８８號十五樓之２,15.0,34.0,1,69.04,1012219,0.0,,25.028998,121.550485,信義安和站出口2A,477
房地(土地+建物)+車位,辛亥路四段７７巷９８號三樓,3.0,29.0,1,29.27,293818,0.0,,25.009431,121.560334,辛亥站出口,584
房地(土地+建物),江南街１２６號四樓,4.0,44.0,0,29.48,634424,0.0,,25.076281,121.575628,港墘站出口1,428
房地(土地+建物),復興南路二段１７１巷３６號九樓,9.0,39.0,1,39.1,900231,0.0,,25.027509,121.545039,科技大樓站出口,207
房地(土地+建物),福興路６２號三樓之５,3.0,28.0,1,30.33,613221,0.0,,25.003764,121.55025,辛亥站出口,699
房地(土地+建物),大埔街２１巷３號七樓,7.0,38.0,1,26.82,611562,0.0,,25.032355,121.505413,龍山寺站出口3,512
房地(土地+建物),向陽路１９６巷２２號,1.0,16.0,1,33.82,851657,0.0,,25.056472,121.594523,昆陽站出口3,659
房地(土地+建物),福國路７號二樓,2.0,47.0,0,26.05,698785,0.0,,25.10206,121.524911,芝山站出口1,229
房地(土地+建物)+車位,指南路三段９１號六樓,6.0,10.0,1,43.42,621701,10.93,210430.0,24.982346,121.581012,動物園站出口2,1746
房地(土地+建物)+車位,木柵路四段９巷１號十一樓,11.0,25.0,1,33.15,512853,0.0,,24.991999,121.570719,木柵站出口,739
房地(土地+建物)+車位,金湖路１７９號三樓,3.0,23.0,1,42.7,966150,3.62,0.0,25.079293,121.599186,大湖公園站出口2,575
房地(土地+建物)+車位,敦化北路１２號七樓,7.0,5.0,1,121.89,1812837,21.01,285578.0,25.050286,121.547912,台北小巨蛋站出口2,316
房地(土地+建物),重陽路４９９號二樓之１,2.0,18.0,1,24.05,831645,0.0,,25.061524,121.612387,南港軟體園區站出口1,372
房地(土地+建物),德行東路１０９巷７３弄３號三樓,3.0,47.0,0,34.26,621751,0.0,,25.110042,121.528206,芝山站出口2,908
房地(土地+建物),康寧路一段１６１之２號二樓,2.0,24.0,1,55.72,639946,0.0,,25.079008,121.59474,內湖站出口2,515
房地(土地+建物)+車位,稻香路２２９號四樓,4.0,2.0,1,37.56,689980,12.37,161681.0,25.142868,121.487833,復興崗站出口1,628
房地(土地+建物)+車位,稻香路２２５號四樓,4.0,2.0,1,37.56,679658,12.37,169766.0,25.142979,121.487983,復興崗站出口1,645
房地(土地+建物)+車位,稻香路２２１號五樓,5.0,2.0,1,50.27,709111,24.74,161681.0,25.14305,121.488135,復興崗站出口1,659
房地(土地+建物)+車位,三福街９巷８號六樓,6.0,13.0,1,75.07,785316,10.76,232342.0,24.99788,121.542353,萬隆站出口2,492
房地(土地+建物)+車位,光復南路４１７巷１號三樓,3.0,30.0,1,55.07,724129,0.0,,25.036906,121.557901,國父紀念館站出口2,474
房地(土地+建物)+車位,成福路１９４巷６號六樓之３,6.0,10.0,1,25.72,848189,7.09,423131.0,25.040737,121.58789,後山埤站出口3,682
房地(土地+建物)+車位,民權東路六段１８０巷１５２號七樓之１,7.0,13.0,1,64.25,757107,11.97,0.0,25.065184,121.591969,文德站出口1,1630
房地(土地+建物)+車位,金湖路３５８巷２號二樓,2.0,14.0,1,64.14,785961,5.23,478011.0,25.073697,121.603932,葫洲站出口2,353
房地(土地+建物),辛亥路四段１０１巷１２４號五樓,5.0,35.0,1,51.3,514251,0.0,,25.006028,121.560593,辛亥站出口,374
房地(土地+建物),南京東路三段３０３巷８弄９號七樓,7.0,47.0,1,42.15,1119722,0.0,,25.052986,121.547207,南京復興站出口6,257
房地(土地+建物),八德路三段１２巷５２弄３號,1.0,53.0,0,33.32,1374536,0.0,,25.046076,121.550521,忠孝敦化站出口8,480
房地(土地+建物)+車位,麗山街３２８巷４６號四樓,4.0,34.0,0,62.37,552439,11.5,217391.0,25.082799,121.5745,港墘站出口2,305
房地(土地+建物)+車位,稻香路２３５號四樓,4.0,2.0,1,40.08,689819,12.37,169766.0,25.142703,121.487594,復興崗站出口1,602
房地(土地+建物),潭美街８７號三樓,3.0,25.0,1,22.59,610790,0.0,,25.05348,121.578304,松山站出口5,329
房地(土地+建物),行義路１０巷２號六樓之６,6.0,30.0,1,25.71,689630,0.0,,25.124284,121.526451,石牌站出口1,1531
房地(土地+建物),八德路四段２２０號七樓之１,7.0,42.0,1,33.07,876867,0.0,,25.048759,121.564774,南京三民站出口3,286
房地(土地+建物)+車位,崇仁路一段１１８號六樓,6.0,25.0,1,59.9,597770,11.72,170648.0,25.124696,121.50178,奇岩站出口3,72
房地(土地+建物),泰順街５０巷２９號三樓,3.0,51.0,0,24.06,872679,0.0,,25.023272,121.529437,台電大樓站出口3,282
房地(土地+建物),研究院路二段１８２巷１０７弄３３號,,43.0,0,31.27,799582,0.0,,25.036472,121.612307,南港站出口2,1798
房地(土地+建物),青年路５８號四樓之３,4.0,41.0,1,30.85,602290,0.0,,25.024609,121.502784,龍山寺站出口2,1206
房地(土地+建物),環山路二段１１７號四樓,4.0,43.0,0,34.06,595447,0.0,,25.084066,121.57616,港墘站出口1,439
房地(土地+建物),金湖路６０號五樓,5.0,42.0,0,32.23,651479,0.0,,25.082134,121.597059,內湖站出口2,298
房地(土地+建物),復興北路４９９巷２弄１３號三樓,3.0,52.0,0,27.48,678624,0.0,,25.065296,121.545414,中山國中站出口,518
房地(土地+建物)+車位,中山北路七段８２巷１２號十二樓之１,12.0,18.0,1,103.87,1084061,19.92,0.0,25.121115,121.532449,石牌站出口2,1837
房地(土地+建物),通化街３９巷６１弄１８號,1.0,43.0,0,33.12,1132120,0.0,,25.031088,121.556225,信義安和站出口4,357
房地(土地+建物),大直街２０巷４號二樓,2.0,45.0,0,37.63,736820,0.0,,25.08125,121.546017,大直站出口1,135
房地(土地+建物),溫泉路７８號四樓之２,4.0,46.0,1,31.01,406370,0.0,,25.135373,121.505318,新北投站出口1,253
房地(土地+建物),和平西路二段５８之１號四樓,4.0,27.0,1,13.43,868338,0.0,,25.028914,121.512022,小南門站出口4,704
房地(土地+建物),辛亥路四段１２８之１０號十二樓,12.0,6.0,1,20.85,693003,0.0,,25.004565,121.556754,辛亥站出口,67
