交易標的,地址,幾樓,屋齡,是否有電梯,坪數,每坪價格,車位坪數,車位每坪價格,緯度,經度,最近捷運站出口,距離(公尺)
房地(土地+建物),士東路８９巷１５之２號三樓,3.0,39.0,0,36.28,587120,0.0,,25.112775,121.528529,明德站出口1,1020
房地(土地+建物),環山路一段５９巷５弄６號四樓,4.0,46.0,0,22.67,608671,0.0,,25.085667,121.567701,西湖站出口1,385
房地(土地+建物),金湖路３４７巷６６號三樓,3.0,17.0,1,38.74,890527,0.0,,25.074189,121.599824,葫洲站出口2,765
房地(土地+建物),星雲街１６８巷４３號二十一樓之２,21.0,27.0,1,17.86,760376,0.0,,25.080177,121.59724,內湖站出口2,467
房地(土地+建物)+車位,泉源路３９之４５號十一樓,11.0,39.0,1,50.08,345901,11.05,180995.0,25.141441,121.50715,新北投站出口1,617
房地(土地+建物)+車位,明水路５２６巷５２號七樓之１,7.0,20.0,1,98.33,1302672,23.19,258732.0,25.07888,121.553976,劍南路站出口3,641
房地(土地+建物)+車位,樂群二路２６６巷１１２號三樓,3.0,23.0,1,123.41,1439560,23.38,299401.0,25.076921,121.562207,西湖站出口1,750
房地(土地+建物)+車位,星雲街２１０巷３０號五樓,5.0,10.0,1,36.23,893261,3.12,641026.0,25.079432,121.597866,內湖站出口2,571
房地(土地+建物)+車位,建國南路二段６７號二十六樓,26.0,5.0,1,171.92,2793763,25.4,590551.0,25.031353,121.538186,大安森林公園站出口5,315
房地(土地+建物)+車位,萬美街二段７７號二樓,3.0,34.0,1,75.62,314794,9.93,201410.0,25.004621,121.563901,辛亥站出口,696
房地(土地+建物)+車位,重慶南路三段４３號二十一樓,21.0,2.0,1,87.61,1578004,24.25,338144.0,25.027784,121.516205,中正紀念堂站出口2,554
房地(土地+建物),文湖街２１巷７號四樓,4.0,35.0,0,40.55,594371,0.0,,25.08707,121.560197,劍南路站出口3,516
房地(土地+建物),新生北路二段１４１巷２７號三、四樓,3.0,57.0,0,36.13,636634,0.0,,25.061682,121.528803,中山國小站出口3,192
房地(土地+建物),內湖路二段２５３巷６弄７號五樓,5.0,38.0,0,26.93,616309,0.0,,25.082623,121.589213,內湖站出口1,524
房地(土地+建物)+車位,通北街１２２號,1.0,25.0,1,45.43,569197,0.0,,25.083821,121.537858,大直站出口1,991
房地(土地+建物),金龍路４７巷１４弄１７號二樓,2.0,20.0,1,25.21,898550,0.0,,25.085907,121.593424,內湖站出口1,255
房地(土地+建物),福德街２２０號三樓,3.0,47.0,0,23.79,693522,0.0,,25.038459,121.584457,後山埤站出口2,639
房地(土地+建物),敦化北路４巷２１號,1.0,38.0,1,36.26,1185958,0.0,,25.050087,121.54635,南京復興站出口6,252
房地(土地+建物),仁愛路四段５０之２９號,5.0,53.0,1,15.41,1550340,0.0,,25.037652,121.547449,忠孝敦化站出口6,414
房地(土地+建物)+車位,政大二街１０６號五樓,5.0,15.0,1,48.15,666373,10.18,245580.0,24.987492,121.584267,動物園站出口2,1267
房地(土地+建物),潭美街１３１號三樓,3.0,42.0,0,42.38,448323,0.0,,25.053884,121.580388,松山站出口5,453
房地(土地+建物),康寧路一段２９２號十一樓之４,11.0,32.0,1,14.38,785768,0.0,,25.078247,121.597872,內湖站出口2,683
房地(土地+建物),內湖路一段９１巷２９號,1.0,40.0,0,28.57,525006,0.0,,25.087002,121.562831,西湖站出口1,645
房地(土地+建物),民權東路二段１５２巷５弄１號四樓,4.0,51.0,0,33.74,654401,0.0,,25.061461,121.534742,行天宮站出口4,214
房地(土地+建物)+車位,三合街一段６９號四樓,4.0,9.0,1,91.88,887441,22.25,233708.0,25.126712,121.505626,奇岩站出口1,472
房地(土地+建物)+車位,安和路二段２０９巷８號四樓,4.0,26.0,1,61.14,926266,15.26,327654.0,25.02625,121.550642,六張犁站出口,340
房地(土地+建物)+車位,金山南路二段２０３巷３號二樓,2.0,18.0,1,52.09,1395187,7.74,452196.0,25.028086,121.526667,古亭站出口5,395
房地(土地+建物),雙園街４０巷６號三樓,3.0,51.0,0,26.13,413367,0.0,,25.029567,121.494027,龍山寺站出口2,847
房地(土地+建物),明德路１５０巷９號三樓,3.0,49.0,0,27.94,662160,0.0,,25.110516,121.521205,明德站出口1,247
房地(土地+建物),延平北路五段２３１巷３６號二樓,2.0,51.0,0,22.82,482085,0.0,,25.08423,121.508539,劍潭站出口2,1636
房地(土地+建物),興隆路二段９６巷２號三樓之３,3.0,42.0,1,37.82,589564,0.0,,25.000652,121.549815,萬芳醫院站出口,811
房地(土地+建物),臨沂街３２巷２號五樓之６,5.0,9.0,1,12.62,1321682,0.0,,25.039658,121.529531,忠孝新生站出口5,327
房地(土地+建物),長泰街７３巷６弄２０號四樓,4.0,47.0,0,25.14,472597,0.0,,25.022256,121.499862,龍山寺站出口2,1429
房地(土地+建物)+車位,內湖路二段１０３巷１８號十七樓,17.0,6.0,1,204.71,1579893,72.38,290135.0,25.080553,121.582045,文德站出口2,355
房地(土地+建物)+車位,康寧路三段１８９巷１５９弄２５號,1.0,35.0,0,68.74,603503,10.12,0.0,25.075296,121.611774,葫洲站出口1,485
房地(土地+建物),光復南路５８巷３７號三樓,3.0,54.0,0,21.57,857744,0.0,,25.045463,121.554901,國父紀念館站出口1,440
房地(土地+建物),經貿二路１５７巷３６弄８８號七樓之７,7.0,15.0,1,15.27,949563,0.0,,25.061676,121.614792,南港軟體園區站出口1,179
房地(土地+建物)+車位,復興四路３０號三樓,3.0,12.0,1,22.34,541639,0.0,,25.142568,121.500742,新北投站出口2,660
房地(土地+建物),石牌路二段３６２號,1.0,46.0,1,42.24,646245,0.0,,25.123477,121.525533,石牌站出口1,1403
房地(土地+建物),通化街１６４號二樓,2.0,16.0,1,28.04,980682,0.0,,25.028488,121.553544,信義安和站出口2A,494
房地(土地+建物)+車位,臥龍街２８９號五樓之３,5.0,1.0,1,36.15,973944,9.46,317125.0,25.017435,121.558235,麟光站出口,130
房地(土地+建物)+車位,崇德街１６１號五樓,5.0,5.0,1,41.83,853447,9.61,312175.0,25.023849,121.557134,六張犁站出口,443
房地(土地+建物)+車位,興隆路三段３０４巷３２之１８號,1.0,10.0,1,32.91,478353,8.07,272615.0,24.995947,121.555235,萬芳醫院站出口,458
房地(土地+建物)+車位,文湖街２１巷１１８弄２６號五樓之１,5.0,12.0,1,33.66,649677,4.56,0.0,25.091638,121.560023,劍南路站出口1,830
房地(土地+建物),雨聲街８３巷６號五樓,5.0,40.0,0,33.91,598587,0.0,,25.104442,121.52875,芝山站出口2,649
房地(土地+建物)+車位,臥龍街２８９號二樓之１,2.0,1.0,1,58.39,823344,18.91,264410.0,25.017435,121.558235,麟光站出口,130
房地(土地+建物)+車位,康寧路三段７５巷１８６弄１０２號,,38.0,0,72.75,492088,0.0,,25.076104,121.613136,葫洲站出口1,648
房地(土地+建物),虎林街８２巷３３號四樓,4.0,40.0,1,35.77,578080,0.0,,25.043379,121.575823,永春站出口1,274
房地(土地+建物),試院路１４４巷４弄３２號,1.0,29.0,1,13.69,451487,0.0,,24.990595,121.547831,景美站出口2,693
房地(土地+建物)+車位,萬大路２７７巷１４弄１６號六樓之１,6.0,15.0,1,48.83,715599,12.49,240192.0,25.024825,121.500898,龍山寺站出口2,1149
房地(土地+建物),民權東路二段１３５巷３０弄１３號三樓,3.0,43.0,0,31.14,686592,0.0,,25.064316,121.534489,行天宮站出口4,465
房地(土地+建物)+車位,三重路４１巷３５號四樓之３,4.0,12.0,1,75.49,722586,10.87,0.0,25.060439,121.612806,南港軟體園區站出口1,308
房地(土地+建物),南京東路五段２５０巷３６弄８號五樓,5.0,45.0,0,31.77,676642,0.0,,25.049511,121.566473,南京三民站出口3,277
房地(土地+建物),合江街１１６巷７號,1.0,56.0,0,22.28,959514,0.0,,25.059224,121.538773,行天宮站出口3,547
房地(土地+建物),復興北路４３０巷３８號六樓,6.0,43.0,1,42.4,721726,0.0,,25.063284,121.542163,中山國中站出口,329
房地(土地+建物)+車位,吳興街６００巷７６弄２０號四樓之２,4.0,8.0,1,31.82,509115,0.0,,25.01846,121.570498,麟光站出口,1198
房地(土地+建物),青田街６巷１３號三樓,3.0,42.0,0,24.09,1093629,0.0,,25.028235,121.531091,東門站出口5,614
房地(土地+建物),興隆路一段７０巷１１弄２０號,1.0,47.0,0,27.81,819885,0.0,,25.001788,121.540492,萬隆站出口2,99
房地(土地+建物),青年路５０號四樓之３,4.0,37.0,1,33.52,668198,0.0,,25.025424,121.503905,龍山寺站出口3,1135
房地(土地+建物),中華路二段５０４巷１６號十樓,10.0,45.0,1,13.94,744664,0.0,,25.025624,121.507519,小南門站出口3,1132
房地(土地+建物)+車位,建國北路二段２２０號十四樓,14.0,13.0,1,93.39,820480,26.36,227618.0,25.06088,121.536571,行天宮站出口3,339
房地(土地+建物)+車位,延壽街３３０巷８弄５號三樓,3.0,15.0,1,65.43,871192,0.0,,25.055684,121.559512,南京三民站出口1,584
房地(土地+建物),忠孝東路六段７０巷２１弄２６號四樓,4.0,39.0,1,30.26,697382,0.0,,25.046181,121.585284,後山埤站出口3,228
房地(土地+建物),吳興街４９４巷９號四樓,4.0,35.0,0,27.58,627360,0.0,,25.023282,121.569239,象山站出口2,1013
房地(土地+建物),福港街１８巷１５號五樓,5.0,39.0,0,32.54,586972,0.0,,25.090811,121.517657,士林站出口2,913
房地(土地+建物)+車位,天母北路５６號六樓之２,6.0,4.0,1,57.34,868329,11.73,170503.0,25.121533,121.52636,石牌站出口1,1336
房地(土地+建物),和平東路一段１４１巷９號三樓,3.0,50.0,1,43.33,1030535,0.0,,25.027728,121.530624,東門站出口5,659
房地(土地+建物),木新路二段７９巷６弄７號四樓,4.0,41.0,0,32.14,478568,0.0,,24.984619,121.570812,木柵站出口,1530
房地(土地+建物),和平西路二段１６巷２號三樓,3.0,51.0,1,20.14,854004,0.0,,25.027994,121.513498,中正紀念堂站出口2,686
房地(土地+建物),廈門街７１巷１２之４號,1.0,50.0,0,18.08,835159,0.0,,25.024753,121.518706,古亭站出口8,411
房地(土地+建物),指南路三段３２巷５號二樓之１,2.0,13.0,1,19.19,562776,0.0,,24.982383,121.580139,動物園站出口2,1735
房地(土地+建物)+車位,北安路８２９號十三樓之８,13.0,13.0,1,40.21,1090900,12.7,0.0,25.084811,121.556951,劍南路站出口3,104
房地(土地+建物),大湖山莊街２１９巷１６弄１３號,1.0,34.0,0,51.27,489559,0.0,,25.088777,121.599054,大湖公園站出口1,638
房地(土地+建物),東湖路１１３巷４９弄１００號四樓,4.0,38.0,0,37.02,434937,0.0,,25.070697,121.615326,東湖站出口3,527
房地(土地+建物),民權東路六段２８０巷６９弄２號四樓之２,4.0,30.0,1,25.25,894377,0.0,,25.069319,121.608467,東湖站出口1,341
房地(土地+建物)+車位,敬業三路１６２巷１１９號十樓,10.0,24.0,1,47.02,638060,0.0,,25.079603,121.559497,劍南路站出口3,628
房地(土地+建物),瑞光路２３７號五樓,5.0,40.0,1,30.43,650772,0.0,,25.074586,121.578163,港墘站出口1,661
房地(土地+建物)+車位,長春路２５８巷２６號九樓之２,9.0,21.0,1,25.23,878350,15.21,144642.0,25.053567,121.538976,南京復興站出口1,334
房地(土地+建物),吳興街６００巷９８弄１５號二樓,2.0,32.0,0,22.29,603377,0.0,,25.017276,121.571377,麟光站出口,1295
房地(土地+建物),和平東路三段３９１巷２０弄７２號四樓,4.0,24.0,1,26.71,717983,0.0,,25.021441,121.560633,麟光站出口,380
房地(土地+建物)+車位,舊莊街一段３巷１２弄４６號七樓,7.0,1.0,1,43.46,844451,12.49,0.0,25.041225,121.618705,南港展覽館站出口7,1426
房地(土地+建物)+車位,吳興街６００巷６０號五樓之１,5.0,3.0,1,17.4,1206329,4.06,418719.0,25.019761,121.57028,麟光站出口,1184
房地(土地+建物)+車位,關渡路６６之１號十二樓,12.0,34.0,1,48.93,378120,0.0,,25.120566,121.469218,關渡站出口1,577
房地(土地+建物),中山北路六段４２７巷６弄１２號二樓,2.0,47.0,0,40.24,557178,0.0,,25.114571,121.52698,明德站出口2,974
房地(土地+建物),致遠一路一段１０４巷２號六樓之２,6.0,16.0,1,21.71,870551,0.0,,25.10972,121.51539,明德站出口3,318
房地(土地+建物),中山北路六段２３６巷９號十三樓之１,13.0,2.0,1,39.15,1175074,0.0,,25.10827,121.526184,芝山站出口2,627
房地(土地+建物)+車位,義方街１號二樓,2.0,12.0,1,82.0,590260,16.14,0.0,25.140688,121.502597,新北投站出口1,424
房地(土地+建物),四維路１９２巷４號四樓,4.0,54.0,1,25.88,949589,0.0,,25.027196,121.547721,科技大樓站出口,428
房地(土地+建物)+車位,四維路１９２巷４號四樓之１,4.0,54.0,1,27.15,666683,0.0,,25.027196,121.547721,科技大樓站出口,428
房地(土地+建物)+車位,和平東路三段２１２巷２號九樓之１,9.0,24.0,1,68.62,827723,0.0,,25.022553,121.553971,六張犁站出口,191
房地(土地+建物),泉源路３６之２２號六樓之４,6.0,34.0,1,13.28,391574,0.0,,25.140363,121.506481,新北投站出口1,481
房地(土地+建物),同安街８０巷２７號三樓,3.0,57.0,0,33.94,695274,0.0,,25.022329,121.519226,古亭站出口2,545
房地(土地+建物)+車位,羅斯福路三段１２８巷２０號七樓之１,7.0,17.0,1,17.01,1129741,5.26,380228.0,25.020096,121.527542,台電大樓站出口5,76
房地(土地+建物),興隆路二段２１７巷３號三樓,3.0,45.0,0,29.09,474367,0.0,,25.002018,121.549093,辛亥站出口,870
房地(土地+建物),中華路二段４９８巷１１號十二樓,12.0,45.0,1,18.1,701596,0.0,,25.025946,121.507161,小南門站出口3,1110
房地(土地+建物),青年路３０巷１０號十二樓之３,12.0,37.0,1,31.54,653043,0.0,,25.025933,121.503988,龍山寺站出口3,1082
房地(土地+建物),明水路５３７號十樓,10.0,30.0,1,36.01,954667,0.0,,25.078307,121.551771,大直站出口3,495
房地(土地+建物),玉成街２３５巷３號三樓,3.0,46.0,0,27.78,701981,0.0,,25.04327,121.585522,後山埤站出口3,314
房地(土地+建物),東新街１０８巷１６號四樓,4.0,46.0,0,26.36,685971,0.0,,25.045547,121.587771,後山埤站出口3,454
房地(土地+建物),市民大道五段１號七樓之５,7.0,16.0,1,9.57,1189374,0.0,,25.045496,121.558163,國父紀念館站出口1,434
房地(土地+建物),忠孝東路四段５５３巷１６號七樓之５,7.0,29.0,1,10.89,889137,0.0,,25.042857,121.562885,市政府站出口2,303
房地(土地+建物)+車位,健康路１７７之１號五樓,5.0,31.0,1,25.11,943829,0.0,,25.054119,121.56091,南京三民站出口1,360
房地(土地+建物),石牌路一段１６６巷４３弄１４號三樓,3.0,15.0,1,29.45,719757,0.0,,25.113803,121.51502,石牌站出口2,128
房地(土地+建物),敦化南路一段２３６巷３１號六樓,6.0,46.0,1,65.78,944077,0.0,,25.040659,121.546269,忠孝復興站出口3,173
房地(土地+建物),溫州街１１巷９之３號,4.0,53.0,0,40.44,842337,0.0,,25.025566,121.534046,台電大樓站出口2,779
房地(土地+建物),敦化南路二段１０６號二十一樓,21.0,38.0,1,43.83,1183605,0.0,,25.027592,121.548383,科技大樓站出口,504
房地(土地+建物),八德路三段１２巷５３弄１８號,1.0,56.0,0,17.99,867020,0.0,,25.045688,121.551365,忠孝敦化站出口2,452
房地(土地+建物),復興南路二段１７１巷１８號十一樓,11.0,39.0,1,39.05,839956,0.0,,25.027475,121.544608,科技大樓站出口,177
房地(土地+建物),臥龍街１９５巷１號三樓,3.0,42.0,0,27.38,609951,0.0,,25.018112,121.55254,麟光站出口,613
房地(土地+建物)+車位,辛亥路五段７１之１號四樓,4.0,9.0,1,19.72,708464,1.97,761421.0,24.998288,121.553271,萬芳醫院站出口,466
房地(土地+建物),忠順街一段７０號三樓,3.0,48.0,0,23.3,484884,0.0,,24.984274,121.560777,萬芳醫院站出口,1708
房地(土地+建物)+車位,中華路二段３６４巷１５號三樓,3.0,11.0,1,48.36,679935,0.0,,25.028373,121.503805,龍山寺站出口3,814
房地(土地+建物),建國北路二段８９號四樓之５,4.0,27.0,1,10.05,850828,0.0,,25.058597,121.537361,行天宮站出口2,405
房地(土地+建物),合江街１３０巷２８號三樓,3.0,50.0,0,29.57,717032,0.0,,25.05944,121.537981,行天宮站出口3,465
房地(土地+建物),內湖路一段５９１巷１６弄１號三樓,3.0,41.0,0,31.66,710753,0.0,,25.081825,121.5734,港墘站出口2,236
房地(土地+建物)+車位,大直街１１７號四樓,4.0,39.0,0,51.8,613863,0.0,,25.084084,121.548287,大直站出口1,436
房地(土地+建物),建國北路二段３５號六樓,6.0,36.0,1,12.18,887019,0.0,,25.055296,121.537233,松江南京站出口6,487
房地(土地+建物),和平東路三段４３５巷７弄１７號四樓,4.0,46.0,0,34.73,567233,0.0,,25.019278,121.559202,麟光站出口,100
房地(土地+建物)+車位,知行路２１４巷２９號,1.0,12.0,1,122.01,528658,0.0,,25.120537,121.468403,關渡站出口1,557
房地(土地+建物),社子街１１５巷２０弄１３號四樓,4.0,50.0,0,17.81,449233,0.0,,25.088088,121.506497,劍潭站出口3,1907
房地(土地+建物),同安街８５之１號二樓,2.0,44.0,0,19.35,800996,0.0,,25.023188,121.52111,古亭站出口2,342
房地(土地+建物),康樂街１３６巷２９弄５４號五樓,5.0,38.0,0,33.86,445970,0.0,,25.073386,121.617981,東湖站出口3,928
房地(土地+建物)+車位,星雲街１３１號十一樓,11.0,19.0,1,35.35,1079973,8.48,294811.0,25.080963,121.595818,內湖站出口2,321
房地(土地+建物),大安路一段１６９巷１２號六樓,6.0,47.0,1,56.3,1065754,0.0,,25.036749,121.54689,大安站出口6,440
房地(土地+建物)+車位,政大三街１０３號四樓,4.0,14.0,1,29.99,590064,2.03,0.0,24.986421,121.583243,動物園站出口2,1344
房地(土地+建物),樟新街３２巷５號四樓,4.0,29.0,1,36.26,620508,0.0,,24.978372,121.554827,七張站出口2,1239
房地(土地+建物),興隆路三段３０４巷９１之３號二樓,2.0,4.0,1,26.9,679445,0.0,,24.995379,121.556102,萬芳醫院站出口,475
房地(土地+建物)+車位,萬芳路１０７巷８號十三樓,13.0,11.0,1,79.3,573791,0.0,,24.996967,121.561955,萬芳醫院站出口,503
房地(土地+建物)+車位,通北街１１９號六樓,6.0,23.0,1,88.49,694412,37.37,200696.0,25.083718,121.538219,大直站出口1,953
房地(土地+建物)+車位,民生東路二段９３巷１９號八樓,8.0,2.0,1,47.43,1060666,11.32,309187.0,25.058737,121.531054,行天宮站出口1,213
房地(土地+建物),復興北路４３６號三樓,3.0,46.0,1,39.36,729144,0.0,,25.063622,121.544099,中山國中站出口,311
房地(土地+建物)+車位,安康路３５０號三樓之２,3.0,20.0,1,23.48,460025,0.0,,25.065928,121.612179,東湖站出口3,128
房地(土地+建物),康樂街２０４之３號五樓之５,5.0,16.0,1,12.67,645379,0.0,,25.076318,121.621494,東湖站出口3,1407
房地(土地+建物)+車位,康樂街２０４之３號五樓之３,5.0,16.0,1,42.38,597359,0.0,,25.076318,121.621494,東湖站出口3,1407
房地(土地+建物)+車位,研究院路三段７號三樓,3.0,13.0,1,41.98,418762,0.0,,25.03552,121.617283,南港展覽館站出口7,2061
房地(土地+建物),健康路３５巷３４號五樓,5.0,22.0,1,36.4,853098,0.0,,25.055795,121.553814,台北小巨蛋站出口5,474
房地(土地+建物),福德街３１０巷５６號二樓,2.0,49.0,0,18.59,682139,0.0,,25.041212,121.586992,後山埤站出口3,583
房地(土地+建物),中山北路六段２９０巷２７號二樓之４,2.0,31.0,1,11.09,838392,0.0,,25.109247,121.526692,芝山站出口2,744
房地(土地+建物)+車位,中山北路七段２１９巷３弄２９號五樓,5.0,39.0,1,56.63,526862,10.51,333016.0,25.12678,121.530288,石牌站出口1,2004
房地(土地+建物)+車位,忠誠路一段１７１巷１２弄１號八樓,8.0,14.0,1,62.43,1138816,15.89,0.0,25.106268,121.531197,芝山站出口2,932
房地(土地+建物)+車位,四維路７６巷７號二樓,2.0,28.0,1,58.49,954086,0.0,,25.034444,121.54753,大安站出口6,384
房地(土地+建物),延吉街１６２號六樓之５,6.0,44.0,1,38.73,854207,0.0,,25.039245,121.554957,國父紀念館站出口2,265
房地(土地+建物),牯嶺街１０３號,1.0,46.0,0,25.56,1048712,0.0,,25.025687,121.519081,古亭站出口8,322
房地(土地+建物),敦化北路４巷３１號三樓之３,3.0,53.0,1,8.52,1173514,0.0,,25.050087,121.545517,南京復興站出口6,216
房地(土地+建物),敦化南路二段１０４號二十樓之１,20.0,38.0,1,40.86,1199257,0.0,,25.027709,121.548387,科技大樓站出口,509
房地(土地+建物),仙岩路２２巷９號二樓之１,2.0,29.0,1,56.24,519225,0.0,,24.998607,121.549464,萬芳醫院站出口,838
