交易標的,地址,幾樓,屋齡,是否有電梯,坪數,每坪價格,車位坪數,車位每坪價格,緯度,經度,最近捷運站出口,距離(公尺)
房地(土地+建物),吳興街４８３號七樓,7.0,33.0,1,38.59,772284,0.0,,25.023582,121.569581,象山站出口2,978
房地(土地+建物),內湖路一段７３７巷３３弄１３號五樓,5.0,30.0,0,16.96,577894,0.0,,25.079495,121.579429,港墘站出口1,372
房地(土地+建物),木新路三段２３２巷１０號四樓,4.0,,0,29.4,502774,0.0,,24.982211,121.558917,大坪林站出口5,1585
房地(土地+建物),景興路１５３巷１７號六樓之９,6.0,28.0,1,10.52,631891,0.0,,24.99401,121.545814,景美站出口2,446
房地(土地+建物)+車位,辛亥路六段３３號十二樓之１,12.0,14.0,1,51.02,663797,13.13,190404.0,24.989297,121.553074,萬芳醫院站出口,1216
房地(土地+建物)+車位,幽雅路７號十三樓,13.0,13.0,1,33.03,523080,7.03,0.0,25.137316,121.513129,新北投站出口1,968
房地(土地+建物),重慶北路四段１９０巷５弄１１號,1.0,49.0,0,49.09,499087,0.0,,25.085267,121.511973,劍潭站出口2,1306
房地(土地+建物),松山路６４７號七樓,7.0,32.0,1,24.22,767290,0.0,,25.035816,121.57874,永春站出口4,585
房地(土地+建物),中和街５０９號六樓之１,6.0,27.0,1,20.65,460012,0.0,,25.145216,121.494263,復興崗站出口1,1225
房地(土地+建物),新生北路三段４３號九樓之２,9.0,44.0,1,15.65,618597,0.0,,25.065416,121.528038,中山國小站出口4,312
房地(土地+建物),中山北路七段８１巷１６弄１５號,1.0,43.0,0,38.5,857095,0.0,,25.122587,121.530253,石牌站出口1,1732
房地(土地+建物)+車位,建國南路二段６９巷３６號三樓,3.0,14.0,1,127.68,1390165,38.48,415800.0,25.031057,121.539817,大安站出口2,339
房地(土地+建物)+車位,成福路７４巷８號三樓之６,3.0,5.0,1,50.88,940211,13.68,168129.0,25.043983,121.586269,後山埤站出口3,332
房地(土地+建物)+車位,北安路６３０巷２５弄１８號八樓之１,8.0,24.0,1,53.06,961656,14.4,173611.0,25.083771,121.55021,大直站出口1,503
房地(土地+建物),林口街１２２號四樓,4.0,,0,24.36,712313,0.0,,25.039973,121.580516,永春站出口4,405
房地(土地+建物),華齡街１７８巷２號四樓,4.0,37.0,0,38.96,420989,0.0,,25.087145,121.519803,劍潭站出口1,590
房地(土地+建物),昌吉街１２２號七樓,7.0,33.0,1,51.38,523165,0.0,,25.065842,121.514449,大橋頭站出口3,255
房地(土地+建物),仁愛路四段３４５巷４弄３０號二樓,2.0,44.0,1,34.15,956978,0.0,,25.038886,121.552056,忠孝敦化站出口3,277
房地(土地+建物),金山南路二段１４０號十七樓之１,17.0,37.0,1,32.0,946743,0.0,,25.029363,121.526215,古亭站出口5,415
房地(土地+建物),大湖山莊街２１９巷１號五樓,5.0,40.0,0,28.47,515553,0.0,,25.088268,121.599484,大湖公園站出口1,567
房地(土地+建物),文化三路６３號四樓,4.0,36.0,1,35.71,386478,0.0,,25.139565,121.49819,新北投站出口2,526
房地(土地+建物),辛亥路六段６９號九樓,9.0,25.0,1,27.32,636123,0.0,,24.988927,121.552659,大坪林站出口5,1167
房地(土地+建物)+車位,西藏路１１９號十一樓,11.0,10.0,1,57.52,627638,0.0,,25.029546,121.502718,龍山寺站出口3,663
房地(土地+建物)+車位,中華路二段４１６巷８２號二樓之３,2.0,10.0,1,54.96,591359,0.0,,25.026969,121.503444,龍山寺站出口3,958
房地(土地+建物)+車位,汀州路三段６３號三樓,3.0,3.0,1,43.48,913853,12.08,273179.0,25.018005,121.528221,台電大樓站出口1,183
房地(土地+建物)+車位,芝玉路二段８５巷６號二樓,2.0,30.0,1,52.83,612183,8.72,0.0,25.112267,121.534799,芝山站出口2,1566
房地(土地+建物),大湖山莊街２１９巷３４弄３號三樓之１,3.0,30.0,1,12.14,592967,0.0,,25.089614,121.599568,大湖公園站出口1,696
房地(土地+建物)+車位,康寧路三段７５巷１７５弄２之１２號二樓,2.0,15.0,1,40.88,605478,0.0,,25.077423,121.611676,葫洲站出口1,656
房地(土地+建物),永吉路１８０巷７０弄２５號四樓,4.0,47.0,0,30.15,722976,0.0,,25.043032,121.57054,市政府站出口4,391
房地(土地+建物),興隆路三段２２１巷２弄７號四樓,4.0,41.0,0,29.87,371663,0.0,,24.993891,121.559948,萬芳醫院站出口,650
房地(土地+建物)+車位,成功路五段４２０巷１７之５號八樓,8.0,25.0,1,47.94,846467,10.72,233209.0,25.075358,121.608337,葫洲站出口1,318
房地(土地+建物),西藏路９８號十一樓,11.0,32.0,1,50.84,544506,0.0,,25.030416,121.505301,龍山寺站出口3,669
房地(土地+建物),民生東路二段１２７巷１０號五樓,5.0,37.0,1,25.33,932666,0.0,,25.058778,121.53218,行天宮站出口1,115
房地(土地+建物)+車位,內湖路二段１０３巷１６號二十三樓,23.0,4.0,1,205.68,1416141,48.25,261140.0,25.080468,121.582119,文德站出口2,343
房地(土地+建物),康樂街６１巷１７號五樓,5.0,28.0,1,27.53,537645,0.0,,25.069148,121.619403,東湖站出口3,784
房地(土地+建物),伊寧街５５之４號二樓,2.0,36.0,0,30.83,408683,0.0,,25.064695,121.511321,大橋頭站出口1A,157
房地(土地+建物),重慶北路三段２０３之３號六樓之１,6.0,1.0,1,15.24,839732,0.0,,25.069939,121.513933,圓山站出口1,622
房地(土地+建物),社中街１５６巷１０弄９號,1.0,41.0,0,25.68,509302,0.0,,25.091054,121.510142,士林站出口1,1629
房地(土地+建物)+車位,康樂街１３６巷１８弄３５號十四樓,14.0,9.0,1,37.86,779624,5.02,0.0,25.07125,121.618071,東湖站出口3,771
房地(土地+建物),復興北路１９０巷１３號九樓之２,9.0,36.0,1,29.78,671567,0.0,,25.055446,121.542975,南京復興站出口1,325
房地(土地+建物),星雲街１０號五樓,5.0,35.0,0,28.97,557524,0.0,,25.077658,121.590382,文德站出口1,491
房地(土地+建物),師大路１７０號七樓之４,7.0,44.0,1,9.26,768939,0.0,,25.021102,121.525516,台電大樓站出口4,180
房地(土地+建物),中山北路七段１９０巷２４之４號二樓,2.0,44.0,1,47.7,509422,0.0,,25.125819,121.535016,石牌站出口1,2327
房地(土地+建物)+車位,興隆路四段１０５巷２７號三樓,3.0,26.0,1,40.47,478160,11.2,178571.0,24.987878,121.561997,萬芳醫院站出口,1349
房地(土地+建物),雨聲街８巷１３號三樓,3.0,39.0,0,46.62,525580,0.0,,25.101712,121.530121,芝山站出口1,755
房地(土地+建物),青年路６２號四樓之１,4.0,39.0,1,29.87,481487,0.0,,25.024647,121.502274,龍山寺站出口2,1190
房地(土地+建物),南昌路一段１０８巷９號六樓,6.0,21.0,1,12.61,1140529,0.0,,25.029881,121.517048,中正紀念堂站出口2,306
房地(土地+建物)+車位,政大二街２６０巷１３號三樓,3.0,8.0,1,65.89,467360,8.12,0.0,24.988064,121.586639,動物園站出口1,1323
房地(土地+建物)+車位,北安路６０８巷５弄１８號,1.0,28.0,1,62.93,802136,0.0,,25.082307,121.549553,大直站出口1,342
房地(土地+建物)+車位,臥龍街３１６號八樓之１,8.0,12.0,1,61.18,846282,13.91,179727.0,25.016603,121.559948,麟光站出口,256
房地(土地+建物),富民路１１５號四樓之３,4.0,39.0,1,29.26,464786,0.0,,25.018371,121.499455,頂溪站出口2,1676
房地(土地+建物)+車位,重慶北路三段１３７巷２９號三樓,3.0,28.0,1,48.57,514760,0.0,,25.068021,121.515163,大橋頭站出口3,507
房地(土地+建物),港墘路２６巷１４號五樓,5.0,39.0,0,28.5,526344,0.0,,25.082824,121.577377,港墘站出口1,339
房地(土地+建物),松德路３０７巷１４號,1.0,43.0,0,53.24,450815,0.0,,25.030807,121.57505,象山站出口3,507
房地(土地+建物),敦化南路二段６３巷５３弄１２號五樓,5.0,37.0,1,36.7,1062605,0.0,,25.031575,121.551461,信義安和站出口2A,181
房地(土地+建物),溫州街６４號六樓之５,6.0,,1,12.8,906552,0.0,,25.020377,121.532868,台電大樓站出口2,381
房地(土地+建物),敦化南路二段６３巷５３弄７號,1.0,41.0,1,79.29,832439,0.0,,25.031501,121.551668,信義安和站出口2A,176
房地(土地+建物),港墘路２６巷１２號五樓,5.0,39.0,0,29.81,503267,0.0,,25.082801,121.577457,港墘站出口1,341
房地(土地+建物),中山北路七段１９０巷２７號,1.0,42.0,1,41.24,557755,0.0,,25.125946,121.535242,石牌站出口1,2354
房地(土地+建物)+車位,中坡南路２２巷７號三樓,3.0,8.0,1,34.63,919878,5.87,374787.0,25.043071,121.582467,後山埤站出口2,94
房地(土地+建物),忠孝東路六段２７８巷３５弄１３號,1.0,,0,16.33,955006,0.0,,25.048332,121.590245,昆陽站出口1,334
房地(土地+建物),興南街５２巷２２號三樓,3.0,45.0,0,19.04,525229,0.0,,25.05658,121.603988,南港站出口1,571
房地(土地+建物)+車位,辛亥路六段３３號十一樓之１,11.0,14.0,1,51.02,729781,13.13,0.0,24.989297,121.553074,萬芳醫院站出口,1216
房地(土地+建物)+車位,敬業三路１６２巷２１２號四樓,4.0,22.0,1,47.02,595523,0.0,,25.079602,121.559801,劍南路站出口3,646
房地(土地+建物)+車位,忠誠路一段６２號十樓,10.0,26.0,1,75.48,837278,0.0,,25.104826,121.527415,芝山站出口2,523
房地(土地+建物),溫州街４９巷４號,1.0,,0,29.94,1169186,0.0,,25.021314,121.533273,台電大樓站出口2,439
房地(土地+建物)+車位,立農街二段２７８巷２號,1.0,26.0,1,39.24,613656,0.0,,25.118663,121.515653,石牌站出口1,413
房地(土地+建物)+車位,基河路３００巷２９號三樓,3.0,1.0,1,65.97,849497,9.14,240700.0,25.093652,121.518398,士林站出口1,764
房地(土地+建物),星雲街２１０巷２８號四樓,4.0,8.0,1,15.83,906976,0.0,,25.079528,121.597843,內湖站出口2,561
房地(土地+建物)+車位,基河路３００巷２７號十三樓,13.0,1.0,1,83.37,924804,18.28,262582.0,25.093602,121.518436,士林站出口1,760
房地(土地+建物)+車位,新豐街７５號五樓,5.0,3.0,1,32.63,935898,6.59,0.0,25.06026,121.584207,松山站出口5,1258
房地(土地+建物)+車位,仙岩路２２巷４號四樓之２,4.0,26.0,1,61.56,449187,0.0,,24.998763,121.5489,萬芳醫院站出口,893
房地(土地+建物)+車位,萬大路４２３巷５２號十二樓之２,12.0,14.0,1,57.26,551838,0.0,,25.021721,121.501448,龍山寺站出口2,1498
房地(土地+建物)+車位,木柵路四段１５３號九樓之１,9.0,23.0,1,54.56,645766,13.37,164547.0,24.999095,121.575052,木柵站出口,194
房地(土地+建物),延壽街３６０號二樓,2.0,43.0,0,30.72,781203,0.0,,25.056415,121.558744,南京三民站出口1,696
房地(土地+建物),忠孝東路五段４２３巷３弄８號五樓,5.0,33.0,0,39.48,569920,0.0,,25.041459,121.575021,永春站出口1,53
房地(土地+建物)+車位,南京東路六段１４８號十二樓,12.0,15.0,1,30.43,761299,2.61,574713.0,25.055209,121.578849,松山站出口5,528
房地(土地+建物),吳興街２８４巷２４弄２４號四樓,4.0,46.0,0,29.46,556622,0.0,,25.024056,121.562778,麟光站出口,742
房地(土地+建物)+車位,基河路３００巷２７號十樓,10.0,1.0,1,74.1,909723,9.14,240700.0,25.093602,121.518436,士林站出口1,760
房地(土地+建物),成福路１２１巷２２弄１６號,,46.0,0,24.62,885334,0.0,,25.042693,121.588086,後山埤站出口3,561
房地(土地+建物)+車位,福興路１０６巷２８弄１號十樓之２,10.0,12.0,1,32.98,614459,11.01,190736.0,25.006575,121.550103,辛亥站出口,716
房地(土地+建物),吳興街２８４巷２４弄３４號四樓,4.0,37.0,0,31.06,614342,0.0,,25.023757,121.562384,麟光站出口,693
房地(土地+建物),忠孝東路四段２１６巷４０弄１６號二樓,2.0,39.0,1,39.41,888108,0.0,,25.039365,121.552186,忠孝敦化站出口3,228
房地(土地+建物),興隆路三段１８５巷３弄７號四樓,4.0,38.0,0,26.24,341137,0.0,,24.995911,121.560772,萬芳醫院站出口,493
房地(土地+建物)+車位,松仁路３０８巷９７號五樓,5.0,8.0,1,18.22,961821,2.21,0.0,25.020418,121.570808,麟光站出口,1247
房地(土地+建物)+車位,同安街６５號七樓,7.0,8.0,1,22.79,838269,4.18,598086.0,25.023813,121.521562,古亭站出口2,260
房地(土地+建物),懷德街８６號五樓,5.0,44.0,0,37.07,472102,0.0,,25.113914,121.519863,石牌站出口2,366
房地(土地+建物),育英街３１巷３６弄１之３號四樓,4.0,47.0,0,36.1,460622,0.0,,24.989685,121.538367,景美站出口1,359
房地(土地+建物),民族東路５１２巷１３弄４９號五樓,5.0,40.0,0,33.56,555733,0.0,,25.066229,121.543789,中山國中站出口,601
房地(土地+建物),懷德街６２號四樓,4.0,42.0,0,30.71,617007,0.0,,25.113052,121.51973,明德站出口2,353
房地(土地+建物),永康街２３巷１６號四樓,4.0,38.0,0,24.44,920776,0.0,,25.031884,121.530629,東門站出口5,218
房地(土地+建物)+車位,內湖路二段１０３巷９６號六樓,6.0,25.0,1,94.4,762703,0.0,,25.083391,121.580926,港墘站出口1,631
房地(土地+建物)+車位,金湖路１２５號八樓,8.0,9.0,1,130.51,896953,26.15,321224.0,25.080364,121.598135,內湖站出口2,508
房地(土地+建物),成功路四段１９１之１號五樓,5.0,40.0,0,31.5,596896,0.0,,25.084127,121.595351,內湖站出口2,92
房地(土地+建物)+車位,政大二街１１７號九樓,9.0,25.0,1,45.5,408801,0.0,,24.988239,121.583216,動物園站出口2,1151
房地(土地+建物),康樂街１３６巷２９弄５８號四樓,4.0,36.0,0,34.22,438279,0.0,,25.073485,121.618087,東湖站出口3,943
房地(土地+建物)+車位,光復南路２９０巷２８號二樓,2.0,10.0,1,79.23,1111629,11.87,0.0,25.03945,121.55639,國父紀念館站出口2,178
房地(土地+建物),重慶北路四段８１號二樓之２,2.0,43.0,1,42.43,443034,0.0,,25.081594,121.512437,劍潭站出口2,1254
房地(土地+建物),內湖路一段２２９號三樓,3.0,45.0,0,34.38,607293,0.0,,25.082702,121.565053,西湖站出口1,166
房地(土地+建物),健康路１７４之１號十樓,10.0,44.0,1,18.02,893457,0.0,,25.053719,121.558693,南京三民站出口1,510
建物,羅斯福路六段１２號三樓之３,3.0,44.0,1,10.3,354469,0.0,,25.000253,121.539401,萬隆站出口1,134
房地(土地+建物),濟南路三段３１號,1.0,38.0,1,54.72,1151397,0.0,,25.040263,121.53532,忠孝新生站出口6,234
建物,延平北路八段２巷６３弄２０號二樓,2.0,51.0,0,23.79,105066,0.0,,25.106676,121.486225,奇岩站出口2,2530
房地(土地+建物),康樂街１０９號五樓,5.0,37.0,0,25.68,404950,0.0,,25.070582,121.619163,東湖站出口3,824
房地(土地+建物),石牌路一段１６６巷４６號二樓,2.0,13.0,1,13.84,839616,0.0,,25.113597,121.514044,石牌站出口1,195
房地(土地+建物)+車位,辛亥路四段２１巷２０號十三樓之１,13.0,26.0,1,58.53,411202,0.0,,25.009077,121.559216,辛亥站出口,493
房地(土地+建物)+車位,萬大路４２３巷５２號十二樓之２,12.0,14.0,1,57.26,515165,0.0,,25.021721,121.501448,龍山寺站出口2,1498
房地(土地+建物),德行東路２０３巷８號五樓,5.0,42.0,0,31.68,536552,0.0,,25.109703,121.531962,芝山站出口2,1168
房地(土地+建物),延平北路五段１６３巷３５弄２４之１號四樓,4.0,38.0,0,18.69,427934,0.0,,25.081887,121.508808,圓山站出口2,1600
房地(土地+建物)+車位,三民路１８號三樓之３,3.0,8.0,1,40.5,864097,0.0,,25.052761,121.563964,南京三民站出口1,147
房地(土地+建物),敦化南路一段３１７號七樓,7.0,43.0,1,42.66,1157402,0.0,,25.034762,121.549409,信義安和站出口2,352
房地(土地+建物)+車位,菁山路１０６號二樓,2.0,5.0,1,92.77,706342,23.14,172861.0,25.139857,121.551755,石牌站出口1,4601
房地(土地+建物),新生北路三段８７巷４７號,1.0,49.0,0,28.12,889131,0.0,,25.06744,121.529519,中山國小站出口4,579
房地(土地+建物),和平東路三段３９１巷８弄３６之１號四樓,4.0,35.0,0,23.5,617069,0.0,,25.020625,121.557264,麟光站出口,267
房地(土地+建物),雙園街１２０號二樓,2.0,47.0,0,26.45,453677,0.0,,25.031249,121.492428,龍山寺站出口1,857
房地(土地+建物)+車位,敦煌路８８巷６號七樓之１,7.0,12.0,1,49.47,727307,13.31,187829.0,25.075566,121.517035,圓山站出口2,523
房地(土地+建物)+車位,臥龍街２９２號六樓之１,6.0,7.0,1,39.11,666783,0.0,,25.016848,121.559203,麟光站出口,199
房地(土地+建物),吳興街３９４巷１２號五樓之３,5.0,30.0,1,17.57,620512,0.0,,25.024563,121.566724,象山站出口2,926
房地(土地+建物)+車位,堤頂大道二段２４６巷１２號八樓,8.0,19.0,1,161.3,1171716,0.0,,25.077261,121.566057,西湖站出口2,541
房地(土地+建物),南深路２１巷１１號四樓,4.0,41.0,0,26.83,380104,0.0,,25.038043,121.621757,南港展覽館站出口7,1815
房地(土地+建物),立農街一段２２巷１弄１１號四樓,4.0,49.0,0,25.6,584684,0.0,,25.119673,121.503634,唭哩岸站出口2,262
房地(土地+建物),中山北路七段２１９巷８號五樓之１８、五樓之１９,5.0,32.0,1,29.66,579845,0.0,,25.12719,121.532442,石牌站出口1,2201
房地(土地+建物)+車位,辛亥路四段２０９巷２８號二十五樓,25.0,2.0,1,51.48,742671,0.0,,25.002049,121.556344,萬芳醫院站出口,328
房地(土地+建物)+車位,迪化街二段１５８號十一樓之１,11.0,1.0,1,51.55,686017,9.71,278064.0,25.066822,121.510066,大橋頭站出口1A,423
房地(土地+建物)+車位,建國北路三段７１號十二樓之３,12.0,6.0,1,33.53,812533,8.01,474407.0,25.065123,121.537204,行天宮站出口4,678
房地(土地+建物),金湖路１５５巷１８號,1.0,9.0,1,25.37,862311,0.0,,25.079284,121.598118,內湖站出口2,599
房地(土地+建物),石牌路二段３１５巷３４弄３６號五樓,5.0,3.0,1,12.45,843109,0.0,,25.123068,121.523431,石牌站出口1,1221
房地(土地+建物)+車位,瑞安街２０８巷４７弄１９號四樓,4.0,28.0,1,37.13,781129,0.0,,25.030032,121.541296,大安站出口3,372
房地(土地+建物)+車位,永吉路３０巷１０１弄２９號二樓,2.0,9.0,1,69.79,984057,0.0,,25.043686,121.569917,市政府站出口4,385
房地(土地+建物),延吉街４８巷５號五樓,5.0,44.0,1,19.98,780895,0.0,,25.044909,121.553417,忠孝敦化站出口2,404
房地(土地+建物),信義路四段２６５巷２０弄９號二樓,2.0,36.0,1,38.77,949302,0.0,,25.034979,121.55408,信義安和站出口5,192
房地(土地+建物),汀州路三段６５號四樓,4.0,3.0,1,32.66,979675,0.0,,25.017984,121.528252,台電大樓站出口1,185
房地(土地+建物),天母東路１０５巷３６號二樓,2.0,43.0,0,44.79,453246,0.0,,25.119902,121.535212,明德站出口2,1991
房地(土地+建物),中央北路二段６６號三樓,3.0,29.0,1,24.64,493129,0.0,,25.137363,121.494697,北投站出口1,657
房地(土地+建物),同德街４４巷７號,1.0,37.0,0,26.46,642562,0.0,,25.124152,121.528056,石牌站出口1,1645
房地(土地+建物),社子街１２５巷４０弄６號三樓,3.0,45.0,0,24.22,381898,0.0,,25.088652,121.506559,劍潭站出口3,1916
房地(土地+建物),新生北路三段９３巷５３號二樓,2.0,48.0,0,29.09,567296,0.0,,25.067846,121.529758,中山國小站出口4,630
房地(土地+建物)+車位,基湖路１５７巷２號七樓,7.0,19.0,1,167.97,1308656,39.49,202583.0,25.077149,121.563422,西湖站出口2,659
房地(土地+建物),瑞光路２５３巷２６號五樓,5.0,38.0,1,31.56,594054,0.0,,25.075151,121.578556,港墘站出口1,619
房地(土地+建物),興隆路二段２５５號二樓,2.0,2.0,1,18.81,611494,0.0,,25.002006,121.55171,辛亥站出口,637
房地(土地+建物),基湖路１５１巷２１號四樓之５,4.0,17.0,0,12.13,808100,0.0,,25.077691,121.564324,西湖站出口2,559
房地(土地+建物),致遠一路一段１２５巷６號四樓,4.0,45.0,0,35.68,470814,0.0,,25.110239,121.514403,石牌站出口2,409
房地(土地+建物),莊敬路２８９巷６弄２號,1.0,36.0,1,68.34,609473,0.0,,25.028987,121.563743,台北101/世貿站出口3,418
房地(土地+建物),敦化南路二段１４６巷２號十二樓,12.0,37.0,1,34.66,775457,0.0,,25.02545,121.54821,科技大樓站出口,467
房地(土地+建物),福興路１０６巷３３號十樓,10.0,9.0,1,39.39,583972,0.0,,25.006831,121.550054,辛亥站出口,727
房地(土地+建物),浦城街１３巷９號五樓之８,5.0,14.0,1,5.93,1104178,0.0,,25.024557,121.527303,台電大樓站出口3,380
房地(土地+建物),基隆路一段１４７巷５弄３２號四樓之８,4.0,30.0,1,11.82,891192,0.0,,25.042861,121.566921,市政府站出口4,180
房地(土地+建物),雨農路９０號四樓,4.0,17.0,1,60.08,515958,0.0,,25.099197,121.53355,士林站出口1,951
房地(土地+建物)+車位,辛亥路四段１６６巷２９號八樓,8.0,3.0,1,32.42,779861,8.05,186335.0,25.004527,121.555289,辛亥站出口,187
房地(土地+建物)+車位,建國北路一段６５號五樓,5.0,8.0,1,56.7,809207,0.0,,25.050823,121.537221,松江南京站出口5,338
房地(土地+建物)+車位,舊莊街一段２１２巷１６號,1.0,6.0,1,29.02,596840,7.65,0.0,25.038283,121.622179,南港展覽館站出口7,1798
房地(土地+建物)+車位,敦化南路一段１３８號五樓,5.0,1.0,1,74.9,1569180,19.53,460829.0,25.044549,121.548483,忠孝敦化站出口8,300
房地(土地+建物),基隆路一段１４７巷４５號二樓,2.0,35.0,0,32.68,810843,0.0,,25.042436,121.567723,市政府站出口4,141
房地(土地+建物),忠孝東路五段２３６巷２８號四樓,4.0,34.0,1,40.6,965626,0.0,,25.039433,121.571763,永春站出口1,380
房地(土地+建物),健康路３５巷２６號六樓,6.0,20.0,1,36.03,860305,0.0,,25.055524,121.55384,台北小巨蛋站出口5,447
房地(土地+建物)+車位,辛亥路四段２０９巷１８號二十三樓,23.0,2.0,1,51.48,760018,10.0,280000.0,25.002131,121.556066,辛亥站出口,346
房地(土地+建物),中山北路二段３６巷２４號四樓,4.0,38.0,0,21.91,730158,0.0,,25.054197,121.521198,中山站出口4,174
房地(土地+建物),環山路二段２５巷３號五樓,5.0,39.0,0,25.46,534206,0.0,,25.085841,121.57139,西湖站出口2,603
房地(土地+建物)+車位,陽光街９２巷２５弄１９號六樓之２,6.0,8.0,1,21.67,920010,4.06,0.0,25.075915,121.584153,文德站出口2,275
房地(土地+建物)+車位,市民大道三段１８０號八樓,8.0,6.0,1,113.24,1101095,15.0,0.0,25.044465,121.53744,忠孝新生站出口4,481
房地(土地+建物),東園街２８巷５０號四樓之１３,4.0,29.0,1,10.25,406026,0.0,,25.026496,121.494786,龍山寺站出口2,1083
房地(土地+建物),新民路１巷５之１３號四樓,4.0,40.0,1,23.96,367310,0.0,,25.140024,121.507297,新北投站出口1,510
房地(土地+建物),中坡北路１５巷２號二樓,2.0,38.0,1,34.68,619872,0.0,,25.04476,121.580711,後山埤站出口1,80
房地(土地+建物)+車位,經園街６０號三樓,3.0,10.0,1,49.79,874276,10.9,229358.0,25.062356,121.616207,南港軟體園區站出口1,222
房地(土地+建物),康樂街１１０巷１６弄２８號二樓,2.0,37.0,0,23.54,482634,0.0,,25.070148,121.618327,東湖站出口3,727
房地(土地+建物),敦化南路二段２６號二樓,2.0,34.0,1,57.76,1038740,0.0,,25.032324,121.548401,信義安和站出口2,404
房地(土地+建物),建國北路二段３５號二樓之２,2.0,34.0,1,10.52,832386,0.0,,25.055296,121.537233,松江南京站出口6,487
房地(土地+建物)+車位,關渡路４８號二十樓,20.0,9.0,1,143.99,683465,27.52,0.0,25.120481,121.469064,關渡站出口1,581
房地(土地+建物),環山路二段１０巷６弄４號四樓,4.0,40.0,0,29.3,529063,0.0,,25.08668,121.571024,西湖站出口2,649
房地(土地+建物)+車位,莒光路３３７號十五樓,15.0,4.0,1,78.48,774250,16.74,310633.0,25.030943,121.497288,龍山寺站出口2,528
房地(土地+建物),稻香路１３５巷１３號三樓,3.0,31.0,0,36.54,328363,0.0,,25.142021,121.489572,復興崗站出口1,641
房地(土地+建物),中和街３６６號五樓之２,5.0,23.0,1,12.61,503520,0.0,,25.141741,121.499514,新北投站出口2,621
房地(土地+建物),崗山路９巷１１號五樓,5.0,37.0,0,35.02,288428,0.0,,25.140397,121.486186,復興崗站出口1,314
房地(土地+建物)+車位,臥龍街２９３號十三樓之７,13.0,23.0,1,31.5,782206,5.67,317460.0,25.017119,121.558711,麟光站出口,160
房地(土地+建物),文德路６６巷１２弄６號二樓,2.0,38.0,0,36.14,470398,0.0,,25.077632,121.581198,文德站出口2,352
房地(土地+建物),中原街２２號七樓之２０,7.0,44.0,1,9.88,556530,0.0,,25.056748,121.528782,行天宮站出口1,455
房地(土地+建物),星雲街２１巷４號三樓,3.0,38.0,0,35.26,527565,0.0,,25.07851,121.590644,文德站出口1,504
房地(土地+建物),仁愛路二段３８巷６弄１號,1.0,40.0,0,59.71,716793,0.0,,25.036804,121.526978,東門站出口2,293
房地(土地+建物),豐年路二段１３１號三樓,3.0,37.0,0,36.3,349863,0.0,,25.137259,121.493169,北投站出口1,741
房地(土地+建物)+車位,奇岩路２５８號三樓,3.0,20.0,1,109.91,313893,0.0,,25.127958,121.510729,唭哩岸站出口1,893
房地(土地+建物)+車位,中山北路七段７７號六樓之２,6.0,11.0,1,133.11,1101930,40.38,247647.0,25.121408,121.531262,石牌站出口2,1747
房地(土地+建物),忠孝東路四段５５９巷１８號三樓,3.0,29.0,1,11.68,980604,0.0,,25.04233,121.563759,市政府站出口1,200
房地(土地+建物)+車位,康樂街１３１巷１８號五樓,5.0,29.0,1,46.24,536566,13.25,158491.0,25.073924,121.620597,東湖站出口3,1157
房地(土地+建物)+車位,三合街一段３６巷７號九樓,9.0,6.0,1,78.01,777921,11.56,242215.0,25.127678,121.506041,奇岩站出口1,538
房地(土地+建物)+車位,敦化南路一段１３８號十一樓之１,11.0,1.0,1,58.68,1618962,9.76,0.0,25.044549,121.548483,忠孝敦化站出口8,300
房地(土地+建物)+車位,奇岩路１４之１號四樓,4.0,9.0,1,42.53,394085,11.57,155575.0,25.134673,121.507029,新北投站出口1,435
房地(土地+建物),莊敬路２８９巷５弄７號,1.0,36.0,0,67.63,650276,0.0,,25.029402,121.563354,台北101/世貿站出口3,373
房地(土地+建物),南深路３３號三樓之１４,3.0,23.0,1,19.79,387074,0.0,,25.036678,121.620821,南港展覽館站出口7,1949
房地(土地+建物),行善路２５巷４０弄８號,1.0,25.0,1,39.28,598322,0.0,,25.056063,121.577392,松山站出口5,613
房地(土地+建物),南深路２３巷１６號四樓,4.0,41.0,0,27.37,339749,0.0,,25.037552,121.621706,南港展覽館站出口7,1868
房地(土地+建物)+車位,木新路三段２３２巷４５弄１３號二樓,2.0,22.0,1,53.82,700840,12.44,0.0,24.982476,121.558341,大坪林站出口5,1526
房地(土地+建物)+車位,三民路１８號七樓之２,7.0,8.0,1,40.5,1047841,7.1,0.0,25.052761,121.563964,南京三民站出口1,147
房地(土地+建物)+車位,市民大道三段１８６號十樓,10.0,6.0,1,89.81,1281832,7.5,0.0,25.044442,121.537873,忠孝新生站出口3,516
房地(土地+建物)+車位,指南路三段５２號八樓之１,8.0,14.0,1,67.2,501256,23.95,0.0,24.981875,121.580716,動物園站出口2,1795
房地(土地+建物),行義路１０巷２號八樓之７,8.0,28.0,1,10.65,469306,0.0,,25.124284,121.526451,石牌站出口1,1531
房地(土地+建物),新生南路一段１６５巷３１之１１號,4.0,51.0,0,20.77,818503,0.0,,25.034351,121.532887,大安森林公園站出口1,173
房地(土地+建物)+車位,忠順街一段４８巷５弄１０號二樓,2.0,24.0,1,57.17,609924,12.9,0.0,24.983677,121.560569,大坪林站出口5,1752
