交易標的,地址,幾樓,屋齡,是否有電梯,坪數,每坪價格,車位坪數,車位每坪價格,緯度,經度,最近捷運站出口,距離(公尺)
房地(土地+建物)+車位,行義路１０巷７號三樓,3.0,6.0,1,35.56,820444,10.57,0.0,25.124366,121.526692,石牌站出口1,1555
房地(土地+建物),光復北路２２８號十七樓,17.0,21.0,1,40.39,923502,0.0,,25.056012,121.555403,台北小巨蛋站出口4,558
房地(土地+建物),青年路３８號八樓,8.0,36.0,1,33.52,604958,0.0,,25.025586,121.504428,龍山寺站出口3,1130
房地(土地+建物)+車位,松德路１０６號八樓,8.0,29.0,1,73.83,1050911,11.83,253593.0,25.037733,121.574976,永春站出口2,333
房地(土地+建物)+車位,和平東路三段４６４巷２號十三樓,13.0,21.0,1,36.34,782308,8.47,295159.0,25.017046,121.559958,麟光站出口,216
房地(土地+建物),麗山街３４８巷１０弄２９號五樓,5.0,41.0,0,29.78,678421,0.0,,25.082196,121.574481,港墘站出口2,238
房地(土地+建物),向陽路１２０巷２弄１０號二樓,2.0,42.0,0,27.04,628618,0.0,,25.054741,121.596206,昆陽站出口4,523
房地(土地+建物),敦化北路１４５巷２３弄５號七樓之１,7.0,2.0,1,20.65,1394358,0.0,,25.053019,121.550456,台北小巨蛋站出口2,163
房地(土地+建物),忠孝東路五段７１巷１２弄７號四樓,4.0,48.0,0,30.83,917266,0.0,,25.042071,121.566823,市政府站出口4,97
房地(土地+建物),連雲街２６巷３號,1.0,48.0,0,9.58,1006972,0.0,,25.036597,121.531464,東門站出口6,334
房地(土地+建物),合順街８巷５弄２７號三樓,3.0,,0,23.29,402705,0.0,,25.042168,121.61929,南港展覽館站出口7,1325
房地(土地+建物)+車位,復興北路４２７巷２５號九樓之１,9.0,15.0,1,13.8,886943,3.43,583090.0,25.063413,121.546383,中山國中站出口,376
房地(土地+建物),武成街６２巷７號,,,0,11.54,693038,0.0,,25.019167,121.49478,中原站出口,1605
房地(土地+建物),通河街３２３巷５５之５號,5.0,52.0,0,10.88,528448,0.0,,25.081387,121.519008,劍潭站出口2,615
房地(土地+建物),水源路１６９號二樓之３,2.0,31.0,1,20.52,560386,0.0,,25.024161,121.514431,古亭站出口8,818
房地(土地+建物),新生南路一段１５０巷８號四樓,4.0,55.0,0,44.94,818882,0.0,,25.035016,121.531715,東門站出口6,215
房地(土地+建物),建國北路二段９９號六樓之２,6.0,38.0,1,37.58,689205,0.0,,25.05893,121.537317,行天宮站出口2,401
房地(土地+建物)+車位,福興路１０６巷３１號十二樓,12.0,11.0,1,53.44,598174,25.02,159872.0,25.006772,121.549899,辛亥站出口,741
房地(土地+建物),敦化南路二段４６號十四樓,14.0,48.0,1,21.76,1194919,0.0,,25.031308,121.548271,信義安和站出口2,452
房地(土地+建物),文德路２０７巷５弄６號,1.0,39.0,0,35.37,565527,0.0,,25.07899,121.587067,文德站出口1,148
房地(土地+建物),景華街１２１巷１７弄９號,1.0,47.0,0,98.09,693209,0.0,,24.99687,121.545732,景美站出口2,599
房地(土地+建物)+車位,辛亥路四段７７巷９２弄７號三樓之２,3.0,20.0,1,38.02,601859,10.97,182315.0,25.008881,121.560794,辛亥站出口,565
房地(土地+建物),南昌路一段１２６巷１３號,1.0,49.0,0,20.28,1015952,0.0,,25.029228,121.517492,中正紀念堂站出口2,362
房地(土地+建物)+車位,懷德街７５巷３３號八樓之１,8.0,12.0,1,68.53,932920,10.12,296443.0,25.113598,121.518591,石牌站出口2,236
房地(土地+建物),八德路四段２４５巷３２弄６號三樓,3.0,44.0,0,44.58,616919,0.0,,25.050016,121.564057,南京三民站出口3,156
房地(土地+建物),嘉興街３０８巷７號,1.0,35.0,0,16.72,777551,0.0,,25.023607,121.554556,六張犁站出口,185
房地(土地+建物),成功路四段２１４巷１弄１６號三樓,3.0,38.0,0,28.64,607592,0.0,,25.084998,121.596442,內湖站出口2,239
房地(土地+建物),尊賢街２４１巷１０號三樓,3.0,46.0,0,22.97,622420,0.0,,25.116441,121.506938,唭哩岸站出口1,475
房地(土地+建物),崇德街３８巷２７號二樓之２,2.0,35.0,0,16.72,669891,0.0,,25.023575,121.554384,六張犁站出口,169
房地(土地+建物)+車位,溫泉路６８巷６弄８號十樓之１,10.0,6.0,1,54.18,639778,11.15,210762.0,25.134438,121.505199,新北投站出口1,328
房地(土地+建物),忠孝東路六段３２２巷３號二樓,2.0,38.0,0,27.25,678995,0.0,,25.049188,121.590757,昆陽站出口1,235
房地(土地+建物),辛亥路四段１０１巷９３弄１之１號三樓,3.0,38.0,0,29.82,496304,0.0,,25.00653,121.560278,辛亥站出口,364
房地(土地+建物),仙岩路１６巷７０之８號三樓,3.0,25.0,0,11.14,601542,0.0,,24.996191,121.550269,萬芳醫院站出口,832
房地(土地+建物)+車位,五分街１１３號五樓之３,5.0,16.0,1,35.92,585209,0.0,,25.067203,121.616934,東湖站出口3,501
房地(土地+建物)+車位,承德路四段８８號六樓之３,6.0,1.0,1,33.27,966605,6.89,0.0,25.082707,121.523055,劍潭站出口2,182
房地(土地+建物),明德路１５７號五樓,5.0,45.0,1,27.94,810699,0.0,,25.111087,121.520789,明德站出口2,240
房地(土地+建物)+車位,文湖街２１巷１１６號二樓之６,2.0,15.0,1,41.2,738597,10.47,0.0,25.091127,121.55971,劍南路站出口1,766
房地(土地+建物),龍江路４６巷９號八樓,8.0,18.0,1,121.45,1450760,0.0,,25.049367,121.539328,南京復興站出口2,368
房地(土地+建物),重陽路４９９號五樓之４,5.0,17.0,1,13.19,818678,0.0,,25.061524,121.612387,南港軟體園區站出口1,372
房地(土地+建物),吳興街３６４巷２０號,1.0,42.0,0,22.53,674742,0.0,,25.024677,121.565715,台北101/世貿站出口3,921
房地(土地+建物)+車位,行善路３３３巷６號二樓,2.0,11.0,1,94.47,923683,24.1,0.0,25.062322,121.5851,松山站出口5,1501
房地(土地+建物)+車位,樟新街１５巷１１號三樓,3.0,26.0,1,24.29,570106,0.0,,24.979377,121.555714,大坪林站出口5,1319
房地(土地+建物)+車位,仁愛路四段４０８巷２２號四樓,4.0,10.0,1,69.99,1265259,12.78,312989.0,25.036581,121.556793,信義安和站出口5,489
房地(土地+建物)+車位,康樂街２０１巷１２號二樓,2.0,5.0,1,32.2,670470,5.35,0.0,25.075599,121.622002,東湖站出口3,1387
房地(土地+建物)+車位,臨沂街７１巷１９弄３號三樓之１,3.0,21.0,1,28.98,724651,0.0,,25.035406,121.529466,東門站出口8,156
房地(土地+建物)+車位,長壽路２１號四樓,4.0,5.0,1,54.35,496590,2.4,583333.0,25.142637,121.504156,新北投站出口1,634
房地(土地+建物),大直街６７巷２８號四樓,4.0,47.0,0,26.8,697056,0.0,,25.083689,121.547843,大直站出口1,381
房地(土地+建物),中山北路七段２０５之５號六樓,6.0,38.0,1,47.52,561416,0.0,,25.125779,121.532766,石牌站出口1,2134
房地(土地+建物),內湖路一段５９１巷１１弄１３號五樓,5.0,37.0,0,31.83,600000,0.0,,25.081205,121.57374,港墘站出口2,160
房地(土地+建物),木柵路一段５９巷３０號四樓,4.0,40.0,0,21.48,400307,0.0,,24.987806,121.546722,大坪林站出口5,654
房地(土地+建物)+車位,龍江路４６巷９號三樓,3.0,18.0,1,146.07,1299956,24.61,292564.0,25.049367,121.539328,南京復興站出口2,368
房地(土地+建物)+車位,明水路３９７巷１８弄２２號十五樓,15.0,16.0,1,83.02,1429922,19.38,309598.0,25.078334,121.546695,大直站出口3,127
房地(土地+建物),承德路二段１０９巷１號八樓之１,8.0,1.0,1,22.69,1101636,0.0,,25.056714,121.519077,雙連站出口1,175
房地(土地+建物),敦化南路一段１７７巷３０號四樓,4.0,15.0,1,10.64,1247893,0.0,,25.042961,121.550582,忠孝敦化站出口1,147
房地(土地+建物)+車位,仁愛路四段１５１巷３９號四樓之１,4.0,33.0,1,68.81,1106230,9.89,404449.0,25.040625,121.552094,忠孝敦化站出口3,95
房地(土地+建物),萬大路２７７巷４６號十樓之２,10.0,41.0,1,18.26,667947,0.0,,25.02525,121.502522,龍山寺站出口2,1130
房地(土地+建物)+車位,富山路２０號五樓之１,5.0,15.0,1,62.01,647002,11.0,272727.0,24.989672,121.553447,萬芳醫院站出口,1163
房地(土地+建物),興安街１５５號四樓,4.0,39.0,1,35.26,527565,0.0,,25.05619,121.545331,南京復興站出口7,418
房地(土地+建物)+車位,政大一街３７８號,,17.0,1,423.11,285035,0.0,,24.987014,121.587294,動物園站出口1,1457
房地(土地+建物),南京東路三段３０３巷１４弄５號五樓,5.0,39.0,1,34.63,885933,0.0,,25.05363,121.547101,南京復興站出口7,283
房地(土地+建物),虎林街１３２巷２１號四樓,4.0,52.0,0,23.66,735559,0.0,,25.040246,121.576125,永春站出口3,51
房地(土地+建物)+車位,通北街１４０號三樓,3.0,24.0,1,47.14,615169,0.0,,25.084882,121.53766,大直站出口1,1060
房地(土地+建物)+車位,內湖路二段１０３巷８號七樓,7.0,6.0,1,86.7,1462474,0.0,,25.080146,121.582393,文德站出口2,298
房地(土地+建物),國興路６６號十樓,10.0,44.0,1,13.94,660010,0.0,,25.025946,121.506813,小南門站出口3,1123
房地(土地+建物),自強街３１巷１５號四樓,4.0,48.0,0,26.74,635729,0.0,,25.110905,121.512641,石牌站出口2,465
房地(土地+建物),溪洲街２３巷１１號四樓,4.0,47.0,0,23.29,579737,0.0,,25.005708,121.535164,萬隆站出口4,481
房地(土地+建物)+車位,吳興街６００巷６０號五樓之６,5.0,2.0,1,20.15,1147300,4.06,0.0,25.019761,121.57028,麟光站出口,1184
房地(土地+建物)+車位,青島東路６之１號二樓,2.0,22.0,1,40.26,832098,0.0,,25.043817,121.521969,善導寺站出口2,154
房地(土地+建物),石牌路二段３６２號二樓,2.0,45.0,1,42.24,615471,0.0,,25.123477,121.525533,石牌站出口1,1403
房地(土地+建物)+車位,涼州街２號十四樓之９,14.0,12.0,1,41.06,761690,4.04,0.0,25.060812,121.515804,大橋頭站出口2,369
房地(土地+建物)+車位,內湖路二段１０３巷４２之１號三樓,3.0,2.0,1,41.72,935117,8.57,0.0,25.081758,121.580853,文德站出口2,534
房地(土地+建物),知行路３１６巷２２弄７號五樓,5.0,38.0,0,25.42,511367,0.0,,25.122023,121.468825,關渡站出口1,412
房地(土地+建物),合江街１７巷１５號四樓之５,4.0,30.0,1,20.01,799466,0.0,,25.05516,121.540287,南京復興站出口1,337
房地(土地+建物)+車位,杭州南路一段１４巷１９號三樓,3.0,25.0,1,47.61,934610,0.0,,25.039913,121.524069,善導寺站出口4,467
房地(土地+建物),水源路２０５之１號十三樓,13.0,25.0,1,48.82,307268,0.0,,25.019384,121.503198,頂溪站出口2,1361
房地(土地+建物)+車位,公路１６７巷１號四樓,4.0,26.0,1,83.83,399625,0.0,,25.132303,121.502681,北投站出口2,379
房地(土地+建物),基河路１２８號五樓之７,5.0,26.0,1,9.49,684974,0.0,,25.088648,121.523185,劍潭站出口1,449
房地(土地+建物),復興北路４４８號七樓之１３,7.0,14.0,1,12.96,895334,0.0,,25.064155,121.544044,中山國中站出口,370
房地(土地+建物),中央北路三段２４６號五樓,5.0,58.0,0,43.9,307547,0.0,,25.136022,121.479986,復興崗站出口2,537
房地(土地+建物),懷德街９８巷３１號二樓,2.0,37.0,0,41.4,622704,0.0,,25.114866,121.52149,石牌站出口2,548
房地(土地+建物),中山北路七段１１４巷６０弄４號五樓之３,5.0,40.0,1,38.95,559694,0.0,,25.12293,121.535363,石牌站出口2,2190
房地(土地+建物),社子街１２５巷２９號三樓,3.0,51.0,0,20.83,422465,0.0,,25.088906,121.506373,劍潭站出口3,1941
房地(土地+建物),富民路９１巷１０號二樓,2.0,46.0,0,20.94,448923,0.0,,25.019047,121.499229,頂溪站出口2,1720
房地(土地+建物),景華街１２８巷３６號三樓,3.0,40.0,0,29.32,436588,0.0,,24.994657,121.547339,景美站出口2,613
房地(土地+建物),健康路１５巷５０號十樓,10.0,22.0,1,36.74,762079,0.0,,25.055595,121.553092,台北小巨蛋站出口5,430
房地(土地+建物),通河街３２５巷３０號,0.0,52.0,0,8.36,634118,0.0,,25.081741,121.518072,劍潭站出口2,694
房地(土地+建物),松仁路２４０巷８號,1.0,26.0,0,35.95,890224,0.0,,25.024752,121.569043,象山站出口2,852
房地(土地+建物),承德路三段２０８巷８１號六樓,6.0,40.0,1,26.34,641496,0.0,,25.071078,121.517299,圓山站出口1,277
房地(土地+建物),重慶北路三段２０３之３號五樓之６,5.0,3.0,1,21.32,854469,0.0,,25.069939,121.513933,圓山站出口1,622
房地(土地+建物),辛亥路四段１５０號七樓,7.0,13.0,1,27.92,680572,0.0,,25.004126,121.5563,辛亥站出口,132
房地(土地+建物),青年路１６８巷２弄２５號三樓之１,3.0,48.0,0,17.81,421227,0.0,,25.02022,121.50179,頂溪站出口2,1529
房地(土地+建物)+車位,榮華一路３巷６號六樓之１,6.0,14.0,1,72.29,636643,7.1,563380.0,25.112304,121.524762,明德站出口1,656
房地(土地+建物),汀州路三段２７巷２弄３號三樓,3.0,51.0,0,35.34,622559,0.0,,25.01955,121.526945,台電大樓站出口5,156
房地(土地+建物)+車位,興隆路二段２０３巷１２６號八樓,8.0,26.0,1,40.15,638443,10.39,211742.0,25.003025,121.547576,萬隆站出口2,825
房地(土地+建物),逸仙路４２巷１號五樓之１,5.0,27.0,1,16.73,1195152,0.0,,25.040294,121.562012,市政府站出口2,316
房地(土地+建物),忠孝東路五段３７２巷２７弄２號二樓,2.0,41.0,1,33.25,757276,0.0,,25.039575,121.574118,永春站出口2,179
房地(土地+建物)+車位,景華街１９８號十五樓之３,15.0,6.0,1,69.43,829448,12.76,195925.0,24.99879,121.547613,萬隆站出口2,866
房地(土地+建物)+車位,研究院路三段５號三樓之３,3.0,12.0,1,44.6,527010,13.29,150489.0,25.035558,121.617154,南港展覽館站出口7,2057
房地(土地+建物),景興路１７７巷１弄２０號,1.0,46.0,0,22.41,803351,0.0,,24.993033,121.545132,景美站出口2,364
房地(土地+建物)+車位,仁愛路二段６３號十七樓,17.0,32.0,1,91.32,947202,0.0,,25.038446,121.5305,忠孝新生站出口5,346
房地(土地+建物),樟新街１０之１號五樓,5.0,26.0,1,16.17,698624,0.0,,24.979432,121.555104,大坪林站出口5,1258
房地(土地+建物),敦化北路１５５巷６６弄５８號四樓,4.0,53.0,0,25.24,891315,0.0,,25.055193,121.551882,台北小巨蛋站出口5,374
房地(土地+建物)+車位,東新街１８０巷９號十樓之１,10.0,20.0,1,59.33,663106,11.07,0.0,25.045271,121.594115,昆陽站出口1,578
房地(土地+建物)+車位,敦化北路１４５巷２３弄３號二樓,2.0,2.0,1,35.01,1448712,5.67,0.0,25.053206,121.550469,台北小巨蛋站出口2,183
房地(土地+建物),南京東路五段１２３巷６弄４號三樓,3.0,56.0,0,46.09,615687,0.0,,25.05292,121.561032,南京三民站出口1,261
房地(土地+建物)+車位,信義路四段５３巷２８號七樓,7.0,1.0,1,52.8,1191713,5.38,464684.0,25.034582,121.544997,大安站出口6,141
房地(土地+建物),通河西街一段１０６號四樓,4.0,51.0,0,29.49,356008,0.0,,25.085631,121.512266,劍潭站出口2,1284
房地(土地+建物)+車位,北安路６６９號二樓之１,2.0,5.0,1,27.08,791209,4.52,398230.0,25.085054,121.549361,大直站出口1,577
房地(土地+建物),康寧路三段９９巷３９弄１０號三樓之１,3.0,14.0,1,26.98,741375,0.0,,25.072946,121.610253,葫洲站出口1,225
房地(土地+建物),成功路四段３０６號四樓,4.0,39.0,0,36.85,510211,0.0,,25.084855,121.59812,內湖站出口2,378
房地(土地+建物),雙園街１０７巷１３號,1.0,,0,20.58,729004,0.0,,25.032279,121.492221,龍山寺站出口1,818
房地(土地+建物)+車位,麗山街１０５巷１１號六樓,6.0,27.0,1,45.55,815768,11.84,0.0,25.082598,121.579691,港墘站出口1,478
房地(土地+建物),環山路一段２４巷３６號三樓,3.0,27.0,1,13.37,815044,0.0,,25.084421,121.563905,西湖站出口1,360
房地(土地+建物)+車位,陽光街１６１巷１２之３９號四樓,4.0,4.0,1,14.1,816892,0.76,2105263.0,25.074616,121.585235,文德站出口2,421
房地(土地+建物),大業路２８０巷２３號四樓,4.0,44.0,0,27.0,466647,0.0,,25.127609,121.499415,奇岩站出口1,229
房地(土地+建物),內湖路一段３２３巷４弄１９號四樓,4.0,43.0,0,27.09,590517,0.0,,25.083133,121.567317,西湖站出口1,111
房地(土地+建物),忠孝東路五段７１巷３弄１號四樓,4.0,51.0,0,27.9,869190,0.0,,25.04168,121.567469,市政府站出口4,55
房地(土地+建物)+車位,忠誠路二段２５號十七樓,17.0,16.0,1,151.35,384666,30.22,0.0,25.109339,121.530756,芝山站出口2,1045
房地(土地+建物),玉成街４４巷１５號,1.0,47.0,0,29.15,857667,0.0,,25.0483,121.580678,松山站出口4,320
房地(土地+建物),龍江路３４２巷４２號六樓,6.0,38.0,1,37.59,617208,0.0,,25.065476,121.538687,中山國中站出口,743
房地(土地+建物),康寧路三段５６巷４３號四樓,4.0,43.0,0,29.81,520042,0.0,,25.070167,121.609256,葫洲站出口1,287
房地(土地+建物),三民路６２巷３號三樓之２,3.0,31.0,1,39.0,756503,0.0,,25.054723,121.564357,南京三民站出口4,350
房地(土地+建物),仁愛路四段４４０號四樓,4.0,41.0,1,18.63,1422596,0.0,,25.037335,121.558487,國父紀念館站出口4,426
房地(土地+建物),四維路１７０巷２號四樓,4.0,38.0,1,49.92,935125,0.0,,25.028102,121.547914,科技大樓站出口,482
房地(土地+建物)+車位,市民大道四段３９之１號十樓,10.0,3.0,1,109.81,1939616,24.54,374898.0,25.045789,121.545875,忠孝復興站出口4,454
房地(土地+建物),福德街３３９巷７弄１６號二樓,2.0,46.0,1,13.91,621632,0.0,,25.038308,121.59019,後山埤站出口2,1032
房地(土地+建物),景興路１５３巷１７號七樓之２,7.0,29.0,1,8.45,733306,0.0,,24.99401,121.545814,景美站出口2,446
房地(土地+建物),興隆路四段１４５巷２３弄１２號四樓,4.0,29.0,1,25.39,617916,0.0,,24.985644,121.56277,萬芳社區站出口,1547
房地(土地+建物),吳興街６００巷６０號二樓之１,2.0,2.0,1,13.35,1017512,0.0,,25.019761,121.57028,麟光站出口,1184
房地(土地+建物),研究院路二段１２巷５７弄３２之４號二樓,2.0,37.0,0,37.71,432216,0.0,,25.048017,121.613307,南港站出口2,741
房地(土地+建物),中和街５０７巷３弄８號三樓,3.0,7.0,1,17.76,591325,0.0,,25.144521,121.494361,復興崗站出口1,1181
房地(土地+建物)+車位,政大一街２６３號五樓,5.0,8.0,1,39.62,644406,10.01,199800.0,24.986904,121.585009,動物園站出口2,1358
房地(土地+建物)+車位,中山北路六段４０５巷８９號四樓,4.0,6.0,1,83.46,724901,0.0,,25.117708,121.525907,石牌站出口2,1078
房地(土地+建物),東山路１００巷３號,1.0,39.0,0,32.43,601277,0.0,,25.113389,121.539144,芝山站出口2,1998
房地(土地+建物)+車位,經貿二路２４５號四樓,4.0,10.0,1,35.03,770847,0.0,,25.06114,121.614489,南港軟體園區站出口1,162
房地(土地+建物),仙岩路２２巷３１號二十樓之１,20.0,28.0,1,44.92,578753,0.0,,24.998404,121.549993,萬芳醫院站出口,788
房地(土地+建物),龍江路２９２巷６號三樓之２,3.0,28.0,1,25.71,816917,0.0,,25.061376,121.540291,中山國中站出口,377
房地(土地+建物),安和路一段７２號四樓,4.0,45.0,1,36.58,847428,0.0,,25.035284,121.552352,信義安和站出口1,214
房地(土地+建物),和平東路三段４２０號五樓之１,5.0,37.0,1,20.8,769347,0.0,,25.01798,121.559258,麟光站出口,92
房地(土地+建物),安和路一段６３號六樓,6.0,38.0,1,65.15,1228005,0.0,,25.037339,121.551721,忠孝敦化站出口3,445
房地(土地+建物)+車位,大屯路６６號五樓,5.0,31.0,1,67.77,383674,0.0,,25.144184,121.501328,新北投站出口2,825
房地(土地+建物),環山路一段１３６巷６３號四樓,4.0,43.0,0,28.3,512334,0.0,,25.088523,121.568194,西湖站出口1,705
房地(土地+建物)+車位,三民路２９巷７號九樓,9.0,18.0,1,63.53,816610,0.0,,25.054569,121.56263,南京三民站出口1,332
房地(土地+建物),延吉街１０巷６號四樓,4.0,34.0,1,43.01,767274,0.0,,25.047282,121.553247,台北小巨蛋站出口4,474
房地(土地+建物),德行東路１９４號三樓,3.0,37.0,0,40.54,616706,0.0,,25.108619,121.531252,芝山站出口2,1043
房地(土地+建物),復興北路４４８號二樓之６,2.0,14.0,1,12.36,889958,0.0,,25.064155,121.544044,中山國中站出口,370
房地(土地+建物)+車位,民權東路三段１０３巷１９號四樓,4.0,28.0,1,16.69,688956,0.0,,25.063618,121.545084,中山國中站出口,330
房地(土地+建物),中華路二段３１１巷３號三樓,3.0,,0,10.62,555516,0.0,,25.028426,121.505832,龍山寺站出口3,886
房地(土地+建物),新生北路二段４３號七樓之３,7.0,47.0,1,9.74,585005,0.0,,25.055519,121.527979,行天宮站出口1,586
房地(土地+建物),興隆路四段１０９巷４號五樓,5.0,30.0,1,34.96,546293,0.0,,24.98654,121.561248,萬芳醫院站出口,1471
房地(土地+建物),信安街４號六樓,6.0,35.0,1,42.43,659838,0.0,,25.028563,121.558005,台北101/世貿站出口2,619
房地(土地+建物),信義路五段１５０巷３４２弄３４號三樓,3.0,46.0,0,37.95,471653,0.0,,25.026431,121.571068,象山站出口2,671
房地(土地+建物),舊莊街一段６４號二樓,2.0,39.0,0,30.1,418623,0.0,,25.041028,121.6186,南港展覽館站出口7,1447
房地(土地+建物),新生北路二段４３號七樓之２,7.0,47.0,1,9.9,575886,0.0,,25.055519,121.527979,行天宮站出口1,586
房地(土地+建物),康樂街７２巷１７弄１１９號二樓,2.0,39.0,0,24.94,481075,0.0,,25.071456,121.616948,東湖站出口3,700
房地(土地+建物),康寧路三段１８９巷６８號四樓,4.0,37.0,0,33.7,548987,0.0,,25.071903,121.612859,葫洲站出口1,487
房地(土地+建物),康寧路三段９９巷３９弄５４號八樓,8.0,28.0,1,40.96,551820,0.0,,25.073715,121.610202,葫洲站出口1,253
房地(土地+建物)+車位,永興路二段３８號五樓,5.0,9.0,1,34.12,572682,3.04,0.0,25.140064,121.502359,新北投站出口2,359
房地(土地+建物),民族街５３號三樓,3.0,49.0,0,26.0,492311,0.0,,25.133743,121.506421,新北投站出口1,462
房地(土地+建物),舊莊街一段９１巷１２弄２號五樓,5.0,23.0,0,14.31,677932,0.0,,25.040898,121.619663,南港展覽館站出口7,1469
房地(土地+建物),忠孝東路五段７１巷３弄９號二樓,2.0,51.0,0,27.28,907278,0.0,,25.041672,121.567739,市政府站出口4,72
房地(土地+建物),興安街１５５號四樓,4.0,39.0,1,35.26,542598,0.0,,25.05619,121.545331,南京復興站出口7,418
房地(土地+建物)+車位,松信路５０巷５號五樓,5.0,9.0,1,140.67,1066984,55.68,0.0,25.047354,121.571475,松山站出口2,574
房地(土地+建物),康樂街１８６巷１７號三樓之２,3.0,27.0,1,10.58,614108,0.0,,25.076934,121.620372,葫洲站出口1,1333
房地(土地+建物)+車位,內湖路三段３６號七樓,7.0,4.0,1,34.08,876487,10.35,270531.0,25.085653,121.59251,內湖站出口1,276
房地(土地+建物)+車位,金湖路３２８之７號十一樓,11.0,21.0,1,78.45,605479,0.0,,25.074519,121.601485,葫洲站出口2,616
房地(土地+建物),光復北路２１４號十七樓,17.0,21.0,1,39.97,875673,0.0,,25.055541,121.555435,台北小巨蛋站出口4,514
房地(土地+建物),福興路８２巷７弄５號三樓,3.0,39.0,0,23.88,360190,0.0,,25.006795,121.551357,辛亥站出口,600
房地(土地+建物),辛亥路四段７７巷９２弄９號三樓之７,3.0,19.0,1,16.04,566030,0.0,,25.008779,121.561219,辛亥站出口,587
房地(土地+建物),東湖路１１３巷２７號五樓,5.0,37.0,0,42.78,455858,0.0,,25.069821,121.615668,東湖站出口3,483
房地(土地+建物),健康路３５巷６號十樓,10.0,26.0,1,47.12,766123,0.0,,25.053821,121.554234,台北小巨蛋站出口4,288
房地(土地+建物)+車位,經貿二路２４５號五樓,5.0,10.0,1,35.03,688052,0.0,,25.06114,121.614489,南港軟體園區站出口1,162
房地(土地+建物),延吉街１３１巷８號七樓,7.0,43.0,1,31.69,842541,0.0,,25.042571,121.55474,國父紀念館站出口1,210
房地(土地+建物)+車位,敦化北路１２０巷２８號三樓,3.0,11.0,1,233.51,1249721,83.37,295070.0,25.054023,121.547184,南京復興站出口7,312
房地(土地+建物),成功路三段１７４巷１８號四樓,4.0,44.0,0,28.67,651600,0.0,,25.081402,121.590419,內湖站出口1,467
房地(土地+建物),辛亥路五段１２４巷２０號二樓,2.0,39.0,0,41.12,401306,0.0,,24.997106,121.551069,萬芳醫院站出口,718
房地(土地+建物)+車位,內湖路一段４１１巷９０弄２７號二樓之５,2.0,13.0,1,24.6,665721,2.25,0.0,25.084921,121.571459,西湖站出口2,541
房地(土地+建物),吳興街１５６巷３７號三樓,3.0,46.0,0,29.16,678990,0.0,,25.028212,121.560211,台北101/世貿站出口2,543
房地(土地+建物)+車位,長壽路２９巷８弄４號,1.0,31.0,0,59.96,300193,0.0,,25.142749,121.503322,新北投站出口1,643
房地(土地+建物),建國南路二段３０８巷１０弄５號五樓,5.0,38.0,1,41.49,886878,0.0,,25.023776,121.536988,科技大樓站出口,720
房地(土地+建物)+車位,光復北路２３０巷３號十六樓,16.0,21.0,1,40.99,853957,0.0,,25.056003,121.555177,台北小巨蛋站出口4,547
房地(土地+建物),八德路四段７２巷１０弄９號,1.0,53.0,0,27.04,765520,0.0,,25.047128,121.559714,南京三民站出口2,567
房地(土地+建物),試院路１４４巷４弄２２號三樓,3.0,28.0,1,10.24,464022,0.0,,24.990668,121.547795,景美站出口2,687
房地(土地+建物),仁愛路四段３８３號六樓之２,6.0,36.0,1,50.59,1217236,0.0,,25.038028,121.555028,國父紀念館站出口2,374
房地(土地+建物),承德路四段３巷２８號四樓,4.0,44.0,0,38.81,577116,0.0,,25.078551,121.522374,劍潭站出口2,577
房地(土地+建物),敦化南路二段１１巷４２號四樓之３,4.0,28.0,1,18.19,1099548,0.0,,25.032483,121.550855,信義安和站出口2,161
房地(土地+建物),康樂街１１１巷９號三樓,3.0,38.0,0,32.14,451143,0.0,,25.070607,121.619605,東湖站出口3,865
房地(土地+建物),中坡南路１６２巷９號三樓,3.0,44.0,0,25.8,651158,0.0,,25.039337,121.583747,後山埤站出口2,522
房地(土地+建物),羅斯福路二段１０１巷４１之１號四樓,4.0,40.0,0,30.38,818877,0.0,,25.024772,121.526479,古亭站出口2,325
房地(土地+建物),麗山街３２８巷５號三樓,3.0,40.0,0,35.06,527717,0.0,,25.082806,121.57334,港墘站出口2,334
房地(土地+建物)+車位,承德路四段６３號七樓,7.0,26.0,1,50.25,567116,0.0,,25.081329,121.523313,劍潭站出口2,260
房地(土地+建物)+車位,紫雲街３８號二樓,2.0,1.0,1,47.11,999901,9.99,250250.0,25.015822,121.575633,麟光站出口,1742
房地(土地+建物)+車位,環河北路三段１１１號十一樓,11.0,19.0,1,42.31,646709,7.98,0.0,25.084924,121.506335,三重國小站出口,1861
房地(土地+建物)+車位,內湖路一段１巷９弄６３號四樓,4.0,33.0,0,67.66,450783,0.0,,25.086225,121.558098,劍南路站出口1,288
房地(土地+建物),大度路三段３０１巷１２８弄１９號四樓,4.0,35.0,0,29.8,354036,0.0,,25.119686,121.464945,關渡站出口2,671
房地(土地+建物),紫雲街３８號,1.0,1.0,1,23.9,999980,0.0,,25.015822,121.575633,麟光站出口,1742
房地(土地+建物),景興路３７號二樓,2.0,39.0,0,34.81,568825,0.0,,24.99745,121.544845,景美站出口2,591
房地(土地+建物)+車位,文德路２０８巷６０號六樓,6.0,32.0,1,60.38,664460,11.32,220848.0,25.076273,121.583368,文德站出口2,262
