鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡
文山區,房地(土地+建物),福興路４６巷２弄５號,22.5,住,,,1110206,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,,68.61,2,1,1,有,無,10000000,145751.0,,0.0,0,,RPXNMLLKKHHGFAA37EA,68.61,0.0,0.0,無,,
士林區,房地(土地+建物),延平北路五段５０號九樓,22.91,住,,,1110209,土地2建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,1020312.0,143.46,3,2,2,有,無,24000000,167294.0,,0.0,0,,RPRNMLMKKHHGFEA17DA,85.25,4.06,6.64,有,,9.0
中山區,房地(土地+建物),四平街１０７號六樓之１,9.35,住,,,1110210,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),住家用,900827.0,38.9,0,0,0,無,有,9700000,249293.0,,0.0,0,,RPRPMLQKKHHGFCA67EA,19.92,0.56,3.38,有,8.0,20.0
文山區,房地(土地+建物)+車位,辛亥路六段３７號三樓之２,22.81,住,,,1110210,土地2建物1車位2,三層,十四層,住宅大樓(11層含以上有電梯),住家用,970521.0,132.11,2,1,1,有,有,19800000,149864.0,坡道機械,43.4,0,本件買賣含二棟建物中1686建號係是社區公設及設備並為全部住戶共有使用,RPVNMLKKKHHGFAA96DA,54.23,2.17,3.69,有,,14.0
北投區,房地(土地+建物),明德路３３３巷２２號,33.0,住,,,1110206,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,620108.0,94.3,3,2,1,有,無,23300000,247084.0,,0.0,0,,RPTRMLLLKHHGFEA87EA,94.3,0.0,0.0,無,,49.0
內湖區,房地(土地+建物)+車位,文湖街２１巷１１８弄１２號五樓之１,26.31,住,,,1110210,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,1070710.0,133.27,2,2,1,有,有,23660000,202639.0,其他,24.9,1700000,,RPTPMLMLKHHGFCA57EA,50.46,3.98,7.33,有,,4.0
中山區,房地(土地+建物)+車位,基湖路１３９號七樓,45.91,住,,,1110209,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,950123.0,198.29,3,2,2,有,有,52000000,262242.0,坡道平面,39.2,0,陽台外推；,RPQNMLTKKHHGFCA57DA,98.49,4.47,6.77,有,,16.0
信義區,房地(土地+建物)+車位,松信路５０巷５號五樓,63.93,住,,,1110208,土地1建物1車位4,五層,十四層,住宅大樓(11層含以上有電梯),住家用,1021115.0,465.03,0,0,0,無,有,90680000,194998.0,坡道平面,184.08,0,含裝潢費5000000元；,RPWOMLMLKHHGFDA87EA,176.08,5.72,17.07,有,,8.0
內湖區,房地(土地+建物)+車位,文德路２１０巷３０弄１００號八樓之１,19.19,住,,,1110211,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,911031.0,127.59,2,1,1,有,有,23500000,184184.0,坡道平面,28.99,0,,RPOPMLMLKHHGFCA07EA,52.06,0.0,9.83,有,23.0,19.0
中山區,房地(土地+建物),龍江路３１８巷２５號五樓,33.1,住,,,1110210,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,661114.0,115.41,3,2,1,有,無,18000000,155966.0,,0.0,0,陽台外推；頂樓加蓋；,RPVOMLNLKHHGFCA77EA,101.4,0.0,14.01,無,31.0,44.0
