鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,屋齡
大同區,房地(土地+建物),大龍街９１巷１２號四樓之１６,7.24,住,,,1111103,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,1110422.0,51.16,1,1,1,有,有,11800000,230649.0,,0.0,0,,RPQNMLLKJIHGFBA76EA,31.11,0.0,2.91,有,,1.0
大同區,房地(土地+建物)+車位,大龍街９１巷１２號八樓之７,8.27,住,,,1111102,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,1110422.0,85.24,1,1,1,有,有,14300000,167762.0,坡道平面,29.14,0,,RPORMLPKQHHGFBA97EA,34.32,0.0,3.01,有,,1.0
中正區,房地(土地+建物),臨沂街６１巷５號二樓,41.8,住,,,1111107,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,570506.0,95.61,3,2,1,有,無,20500000,214413.0,,0.0,0,,RPPRMLPKQHHGFBA08EA,95.61,0.0,0.0,無,,55.0
大安區,房地(土地+建物),和平東路三段１巷７２弄１４號十三樓,19.94,住,,,1111106,土地1建物1車位0,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,740522.0,102.58,3,2,1,有,有,25680000,250341.0,,0.0,0,,RPQNMLKKJIHGFFA96DA,75.13,1.26,7.07,有,,37.0
大安區,房地(土地+建物),四維路７８號二樓,33.58,住,,,1111108,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,740617.0,168.73,3,2,3,有,無,46000000,272641.0,,0.0,0,,RPPOMLLKJIHGFFA07DA,139.26,0.0,16.19,有,24.0,37.0
中山區,房地(土地+建物),建國北路一段２９號十一樓,5.67,住,,,1111109,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,930416.0,38.07,1,1,1,有,有,10000000,262674.0,,0.0,0,,RPPNMLSKJIHGFCA47EA,25.49,1.37,0.0,有,33.0,19.0
中山區,房地(土地+建物),松江路１６４巷１２號七樓,39.93,住,,,1111110,土地2建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,611015.0,196.67,4,2,2,有,無,50000000,254233.0,,0.0,0,,RPWNMLKKJIHGFCA27DA,175.74,0.0,20.93,有,,50.0
北投區,房地(土地+建物),中和街３４９號,56.0,,,,1111104,土地1建物1車位0,全,,透天厝,住家用,450115.0,33.65,2,2,1,有,無,9800000,291233.0,,0.0,0,其他增建；急買急賣；,RPSOMLLLJIHGFEA47EA,33.65,0.0,0.0,無,,67.0
信義區,房地(土地+建物)+車位,松平路１２８號十三樓,97.71,住,,,1111103,土地1建物1車位1,十三層，十四層,二十一層,住宅大樓(11層含以上有電梯),住家用,850402.0,595.26,4,3,5,有,有,135300000,227296.0,坡道平面,0.0,0,,RPPNMLNJJIHGFDA86DA,461.74,9.87,28.99,有,,27.0
北投區,房地(土地+建物),裕民六路１１４巷３９之１號三樓,16.46,住,,,1111101,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,651129.0,55.89,2,2,1,有,無,11300000,202183.0,,0.0,0,,RPQOMLMLJIHGFEA37EA,47.54,0.0,0.0,無,46.0,46.0
北投區,房地(土地+建物),幽雅路７號十二樓之６,7.88,,,,1111102,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,980205.0,48.8,0,0,0,無,有,5800000,118852.0,,0.0,0,陽台外推；,RPROMLMLJIHGFEA47EA,24.92,1.13,4.76,有,,14.0
中正區,房地(土地+建物),重慶南路三段５４巷７號二樓,30.5,住,,,1111110,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,650219.0,86.66,3,2,1,有,無,14000000,161551.0,,0.0,0,陽台加窗,RPQOMLRKJIHGFAA27DA,86.66,0.0,0.0,無,53.0,47.0
中正區,房地(土地+建物),齊東街７０巷５號四樓,41.6,住,,,1111104,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,631107.0,131.05,4,2,2,有,無,40000000,305227.0,,0.0,0,具重建或重劃、都更等效益；,RPVPMLMLJIHGFBA67EA,122.0,0.0,9.05,無,,48.0
中正區,房地(土地+建物),廈門街８１巷２７號,48.0,住,,,1111107,土地1建物1車位0,全,四層,透天厝,住家用,600330.0,130.2,5,3,3,有,無,26500000,203533.0,,0.0,0,,RPRNMLOKJIHGFAA96DA,130.2,0.0,0.0,無,,52.0
大安區,房地(土地+建物),仁愛路四段３３號九樓,16.34,住,,,1111102,土地4建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,651125.0,160.81,4,3,3,有,有,55000000,342019.0,,0.0,0,陽台外推；,RPUOMLSJJIHGFFA18DA,129.5,0.0,9.45,有,,46.0
文山區,房地(土地+建物),興隆路二段９６巷１７號二樓,36.8,住,,,1111102,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,990212.0,178.20999999999998,4,2,2,有,有,34500000,193592.0,,0.0,0,陽台外推；,RPTNMLOKJIHGFAA17DA,100.62,8.69,13.32,有,,13.0
信義區,房地(土地+建物)+車位,市民大道六段１０８號四樓之７,10.36,住,,,1111103,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,1110414.0,65.26,0,1,1,有,有,17500000,308826.0,塔式車位,15.07,2000000,塔式車位位於地下第三層。,RPWNMLPKJIHGFDA87DA,27.55,1.8,2.32,有,57.0,1.0
中山區,房地(土地+建物)+車位,基湖路１１２巷５７號十樓,79.78,住,,,1111103,土地1建物2車位1,十層,十層,華廈(10層含以下有電梯),住家用,930709.0,224.25,3,2,2,有,有,65360000,291460.0,坡道平面,34.53,0,陽台外推；其他增建；,RPPOMLOKJIHGFCA07DA,114.18,1.32,15.36,有,,18.0
文山區,房地(土地+建物),福興路９８號四樓之１,10.95,住,,,1111105,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,850503.0,39.58,1,1,1,有,有,6950000,175594.0,,0.0,0,陽台外推；夾層；,RPXNMLNLJIHGFAA57DA,22.07,0.0,5.02,有,,27.0
內湖區,房地(土地+建物),內湖路一段１巷１１弄４號二樓,25.17,住,,,1111104,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,740208.0,93.82,3,2,2,有,無,16830000,179386.0,,0.0,0,後陽台外推，前陽台並無外推陽台外推；,RPPPMLSKJIHGFCA57DA,77.06,0.0,8.49,無,,38.0
內湖區,房地(土地+建物),瑞光路１２２巷４１弄１０號三樓,69.3,住,,,1111101,土地2建物1車位0,三層,三層,華廈(10層含以下有電梯),住家用,860519.0,103.63,2,2,1,有,有,21000000,202644.0,,0.0,0,陽台外推；,RPRNMLNKJIHGFCA07DA,78.86,0.0,9.92,有,,25.0
信義區,房地(土地+建物),福德街４４號,30.75,住,,,1111105,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,611109.0,82.21,2,1,2,有,無,31000000,377083.0,,0.0,0,,RPVNMLLJJIHGFDA37EA,82.21,0.0,0.0,無,77.0,50.0
內湖區,房地(土地+建物),金龍路１４３號二樓,34.25,住,,,1111107,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,650901.0,129.06,3,1,1,有,無,18500000,143344.0,,0.0,0,,RPXNMLMLJIHGFCA67DA,129.06,0.0,0.0,無,,46.0
內湖區,房地(土地+建物)+車位,成功路五段４０８號十六樓,65.73,住,,,1111101,土地3建物1車位2,十六層，十七層,十九層,住宅大樓(11層含以上有電梯),住家用,891016.0,277.74,4,2,3,有,有,57230000,255079.0,坡道平面,72.98,5000000,,RPRQMLNKRHHGFCA18EA,140.3,0.0,8.21,有,81.0,22.0
萬華區,房地(土地+建物),國興路１２號十一樓,16.78,住,,,1111114,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,680403.0,59.84,2,2,1,有,有,11120000,185829.0,,0.0,0,,RPXOMLPLJIHGFBA08EA,52.57,0.0,7.27,有,,44.0
中山區,房地(土地+建物),松江路４３１巷２５號六樓,21.17,住,,,1111104,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,780722.0,109.86,3,2,2,有,有,21100000,192063.0,,0.0,0,,RPVNMLOLJIHGFCA67DA,93.96,0.26,9.41,有,,33.0
北投區,房地(土地+建物)+車位,三合街一段３６巷５號二樓,30.41,住,,,1111115,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),住家用,1050311.0,189.25,2,2,2,有,有,39000000,206077.0,坡道平面,38.2,0,,RPXNMLPLJIHGFEA28EA,85.08,6.28,10.02,有,88.0,7.0
中山區,房地(土地+建物),大直街９４巷１弄２７號二樓,32.55,住,,,1111101,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,770629.0,126.72,3,2,2,有,無,24500000,193340.0,,0.0,0,,RPTNMLRKJIHGFCA67DA,100.76,1.3,10.35,無,,34.0
萬華區,房地(土地+建物),寶興街８０巷１７弄１號二樓,23.75,住,,,1111107,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,620117.0,79.07,3,2,2,有,無,13000000,164411.0,,0.0,0,陽台外推；其他增建；,RPOOMLPLJIHGFBA07DA,70.37,0.0,8.7,無,90.0,50.0
文山區,房地(土地+建物)+車位,萬芳路２０號四樓之１,18.7,住,,,1111101,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,940128.0,114.17000000000002,2,2,1,有,有,16080000,140843.0,坡道平面,0.0,2000000,,RPSNMLTLJIHGFAA77EA,46.82,0.0,3.17,有,,18.0
士林區,房地(土地+建物),社中街４２４號三樓,65.67,住,,,1111109,土地3建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,600203.0,168.83,5,2,1,有,無,19500000,115501.0,,0.0,0,,RPSNMLSLJIHGFEA08EA,168.83,0.0,0.0,無,,52.0
士林區,房地(土地+建物),延平北路五段２７６巷６號,28.0,住,,,1111114,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,620408.0,73.69,0,0,0,無,無,14700000,199484.0,,0.0,0,其他增建；,RPRPMLSLJIHGFEA18EA,73.69,0.0,0.0,無,,50.0
南港區,房地(土地+建物),玉成街６６之２６號九樓,42.05,住,,,1111109,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,891124.0,168.78,4,1,2,有,有,39000000,231070.0,,0.0,0,,RPXNMLLJJIHGFDA57EA,110.67,1.97,10.87,有,,22.0
大同區,房地(土地+建物),大龍街９１巷１０號六樓之１３,6.92,住,,,1111109,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,1110422.0,48.86,1,1,1,有,有,10900000,223086.0,,0.0,0,,RPPPMLPLJIHGFBA27DA,29.53,0.0,2.95,有,,1.0
南港區,房地(土地+建物)+車位,玉成街６６之２６號八樓,42.39,住,,,1111109,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,891124.0,215.88,2,1,2,有,有,41000000,189920.0,坡道平面,0.0,0,,RPOOMLLJJIHGFDA76EA,151.8,1.97,10.87,有,,22.0
信義區,房地(土地+建物),吳興街２８４巷２２弄７４號,46.5,住,,,1111105,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,551121.0,82.35,4,2,2,有,無,18000000,218579.0,,0.0,0,其他增建；,RPUNMLSKJIHGFDA97DA,82.35,0.0,0.0,無,,56.0
大同區,房地(土地+建物)+車位,環河北路二段２０５巷２號六樓之１,19.27,住,,,1111109,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,991028.0,108.64,2,2,2,有,有,19880000,182990.0,坡道機械,2.55,0,車位編號為21號,RPTNMLPKJIHGFBA37DA,60.6,7.29,8.45,有,,12.0
文山區,房地(土地+建物),木柵路一段２３８巷１５弄１１號三樓,12.07,住,,,1111106,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,1030827.0,51.95,2,1,1,有,有,9680000,186333.0,,0.0,0,其他增建；,RPRNMLKMJIHGFAA76DA,31.33,0.66,1.67,有,107.0,8.0
信義區,房地(土地+建物),嘉興街１５５之６號三樓,26.25,住,,,1111103,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,631205.0,73.91,3,2,1,有,無,15100000,204303.0,,0.0,0,陽台外推；,RPTNMLTLJIHGFDA08DA,73.91,0.0,0.0,無,,48.0
士林區,房地(土地+建物),承德路五段４４號三樓,53.5,住,,,1111106,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,670605.0,128.04,3,2,2,有,無,13080000,102156.0,,0.0,0,,RPXOMLQKJIHGFEA28DA,117.72,0.0,10.32,無,,44.0
信義區,房地(土地+建物),仁愛路四段５１２巷１６之１號八樓,6.47,住,,,1111105,土地2建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,951226.0,38.11,2,2,1,有,有,12300000,322750.0,,0.0,0,其他增建；,RPPNMLQKJIHGFDA27DA,20.35,5.56,0.0,有,,16.0
中山區,房地(土地+建物)+車位,通北街１３０號五樓,33.12,住,,,1111106,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,880511.0,152.71,3,2,2,有,有,27000000,176806.0,坡道平面,0.0,2500000,,RPVOMLPKJIHGFCA77DA,87.6,0.0,10.71,有,,23.0
內湖區,房地(土地+建物)+車位,民權東路六段４２３巷９弄１５之２號,23.63,住,,,1111101,土地1建物1車位1,一層,五層,華廈(10層含以下有電梯),住家用,1030605.0,49.379999999999995,2,2,3,有,有,10000000,202511.0,升降機械,0.0,0,,RPPOMLTLJIHGFCA77EA,22.0,0.1,0.0,有,126.0,8.0
中山區,房地(土地+建物)+車位,龍江路２０９巷２９號七樓,39.27,住,,,1111105,土地1建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,900116.0,153.98000000000002,2,2,2,有,有,36200000,235095.0,一樓平面,0.0,0,陽台外推；,RPTQMLNKRHHGFCA38EA,75.9,3.14,13.94,有,,22.0
北投區,房地(土地+建物),大屯路光華四巷１號,43.0,住,,,1111112,土地1建物1車位0,一層,二層,公寓(5樓含以下無電梯),住家用,610504.0,54.4,2,1,1,有,無,8400000,154412.0,,0.0,0,其他增建；急買急賣；,RPOOMLSLJIHGFEA67DA,54.4,0.0,0.0,無,,51.0
文山區,建物,羅斯福路六段２６巷３號,0.0,,,,1111107,土地0建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,570614.0,74.8,3,2,1,有,無,7500000,100267.0,,0.0,0,地上權房屋；,RPRNMLSLJIHGFAA57EA,74.8,0.0,0.0,無,,54.0
萬華區,房地(土地+建物),萬大路５１２號二樓,18.79,住,,,1111104,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,680605.0,67.58,3,2,1,有,無,8400000,124297.0,,0.0,0,,RPWOMLKMJIHGFBA47DA,63.28,0.0,4.3,無,,43.0
士林區,房地(土地+建物),社中街３４６巷４弄６號,48.67,住,,,1111115,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,620614.0,86.31,2,2,1,有,無,17700000,205075.0,,0.0,0,,RPPNMLLJKIHGFEA86DA,86.31,0.0,0.0,無,,49.0
北投區,房地(土地+建物),泉源路３５巷１４號二樓,6.63,住,,,1111114,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,670706.0,34.75,1,1,1,有,有,2500000,71942.0,,0.0,0,,RPSNMLMJKIHGFEA37EA,30.75,0.0,4.0,無,,44.0
北投區,房地(土地+建物),懷德街９９巷７號四樓,41.76,住,,,1111105,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,841106.0,141.43,3,2,2,有,有,35800000,253129.0,,0.0,0,其他增建；,RPPOMLSLJIHGFEA77DA,79.48,1.79,11.83,有,,27.0
北投區,房地(土地+建物),致遠二路８７巷２６號,25.75,住,,,1111104,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,640630.0,73.94,2,2,1,有,無,17500000,236678.0,,0.0,0,,RPUNMLLJKIHGFEA47EA,66.51,7.43,0.0,無,132.0,47.0
中山區,房地(土地+建物),建國北路一段７８巷１２號二樓,29.75,住,,,1111104,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,580722.0,91.32,3,2,1,有,無,18900000,206965.0,,0.0,0,其他增建；,RPROMLNLJIHGFCA27DA,91.32,0.0,0.0,無,,53.0
北投區,房地(土地+建物),中央北路三段２４６號三樓,26.28,住,,,1111108,土地3建物2車位0,三層,五層,公寓(5樓含以下無電梯),住家用,540101.0,145.11,5,1,5,有,無,15000000,103370.0,,0.0,0,其他增建；,RPQOMLPLJIHGFEA57DA,123.62,0.0,21.49,無,,58.0
信義區,房地(土地+建物),虎林街１２０巷１３４號,42.25,住,,,1111108,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,580708.0,85.52,1,2,2,有,無,29000000,339102.0,,0.0,0,,RPSPMLKMJIHGFDA47EA,85.52,0.0,0.0,無,,53.0
信義區,房地(土地+建物),吳興街３３６巷４０號,27.95,住,,,1111107,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,670120.0,86.25,3,2,2,有,無,20000000,231884.0,,0.0,0,,RPUNMLLJKIHGFDA37EA,76.13,10.12,0.0,無,,45.0
大同區,房地(土地+建物)+車位,大龍街９１巷１２號九樓之１１,8.27,住,,,1111103,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,1110422.0,85.24,1,1,1,有,有,17000000,199437.0,坡道平面,29.14,0,,RPRNMLPJKIHGFBA27EA,34.32,0.0,3.01,有,,1.0
信義區,房地(土地+建物)+車位,吳興街６００巷１００弄１８之１號七樓,13.83,住,,,1111106,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,1030108.0,105.74,2,2,2,有,有,19300000,203386.0,升降平面,23.63,2600000,陽台外推；夾層；其他增建；,RPVOMLLJJIHGFDA47EA,39.8,10.72,3.89,有,137.0,9.0
中正區,房地(土地+建物)+車位,仁愛路一段５１號,25.74,住,,,1111114,土地2建物1車位1,一層,十六層,住宅大樓(11層含以上有電梯),住家用,870724.0,166.92000000000002,0,1,1,有,有,65000000,389408.0,坡道平面,0.0,0,陽台外推；,RPSNMLNLJIHGFBA17DA,101.61,0.0,12.17,有,,24.0
大安區,房地(土地+建物),金山南路二段１３２巷９號二樓,22.5,住,,,1111104,土地2建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,,60.93,2,2,1,有,無,17680000,290169.0,,0.0,0,陽台外推；其他增建；,RPUNMLSJJIHGFFA08DA,60.93,0.0,0.0,無,140.0,
士林區,房地(土地+建物)+車位,環河北路三段２０３號十一樓之２,27.24,住,,,1111118,土地2建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,1011008.0,174.38,2,2,2,有,有,21000000,120427.0,坡道平面,40.43,0,其他增建；,RPOOMLMJKIHGFEA96DA,72.64,14.18,5.75,有,143.0,10.0
中山區,房地(土地+建物),民生東路二段１１５巷１２號三樓,20.48,住,,,1111104,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,1101201.0,119.36,3,2,2,有,有,36000000,301609.0,,0.0,0,,RPQQMLLJKIHGFCA07DA,75.17,1.26,8.31,有,,1.0
大同區,房地(土地+建物),民權西路１６０巷１８弄８號十四樓之５,8.0,住,,,1111101,土地1建物1車位0,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,1101227.0,60.96,1,1,1,有,有,16600000,272310.0,,0.0,0,,RPXNMLKMJIHGFBA47DA,33.76,2.0,4.99,有,,1.0
大安區,房地(土地+建物),安居街７５巷８號三樓,19.93,住,,,1111111,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,,98.55,3,2,2,有,無,18000000,182648.0,,0.0,0,,RPQNMLMJKIHGFFA17DA,81.77,0.0,16.78,無,,
北投區,房地(土地+建物),清江路２０７巷１１號,57.65,住,,,1111101,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,791006.0,181.73,4,2,2,有,無,26000000,143069.0,,0.0,0,其他增建；,RPOOMLLJKIHGFEA86DA,96.79,66.48,0.0,無,,32.0
北投區,房地(土地+建物),中和街４９３巷９弄２３號,37.18,住,,,1111111,土地3建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,671003.0,100.5,4,2,2,有,無,15300000,152239.0,,0.0,0,,RPQOMLTLJIHGFEA97DA,86.43,14.07,0.0,無,,44.0
內湖區,房地(土地+建物)+車位,陽光街９２巷２５弄１９號六樓之３,10.86,住,,,1111114,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),住家用,1021101.0,72.56,2,1,1,有,有,15900000,219129.0,塔式車位,0.0,0,,RPUOMLMJKIHGFCA37DA,26.0,4.29,4.28,有,148.0,9.0
文山區,房地(土地+建物)+車位,萬隆街９１號八樓,30.26,住,,,1111103,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,941104.0,173.76,3,2,2,有,有,31000000,182643.0,坡道平面,14.98,2000000,雨遮、機房陽台外推；,RPOOMLKMJIHGFAA56DA,80.83,15.61,10.4,有,,17.0
